DATE,ESPECES,TITRES,TOTAL,BASE100,REFERENCE100,LIGNES
2022-05-09,8008.15,2077.27,10085.41,100.8541,87.2088,1
2022-05-10,8008.15,2077.7,10085.85,100.8585,87.5134,1
2022-05-11,8008.15,2172.86,10181.0,101.81,89.0591,1
2022-05-12,8008.15,2130.57,10138.71,101.3871,88.2679,1
2022-05-13,8008.15,2204.36,10212.51,102.1251,90.3407,1
2022-05-16,8008.15,2231.55,10239.69,102.3969,90.398,1
2022-05-17,8008.15,2258.3,10266.45,102.6645,91.6535,1
2022-05-18,8008.15,2251.83,10259.98,102.5998,90.5217,1
2022-05-19,8008.15,2223.78,10231.93,102.3193,89.7123,1
2022-05-20,8008.15,2231.55,10239.69,102.3969,89.9914,1
2022-05-23,8008.15,2299.73,10307.88,103.0788,91.2286,1
2022-05-24,8008.15,2263.48,10271.63,102.7163,89.7693,1
2022-05-25,8008.15,2328.22,10336.36,103.3636,90.6426,1
2022-05-26,8008.15,2378.71,10386.85,103.8685,92.0602,1
2022-05-27,8008.15,2368.35,10376.5,103.765,93.2407,1
2022-05-30,8008.15,2381.3,10389.44,103.8944,93.7873,1
2022-05-31,8008.15,2398.99,10407.14,104.0714,92.4413,1
2022-06-01,10387.13,0,10387.13,103.8713,92.023,0
2022-06-02,10387.13,0,10387.13,103.8713,93.1694,0
2022-06-03,10387.13,0,10387.13,103.8713,92.8232,0
2022-06-06,10387.13,0,10387.13,103.8713,93.6739,0
2022-06-07,10387.13,0,10387.13,103.8713,93.156,0
2022-06-08,10387.13,0,10387.13,103.8713,92.3849,0
2022-06-09,10387.13,0,10387.13,103.8713,91.2826,0
2022-06-10,10387.13,0,10387.13,103.8713,88.7394,0
2022-06-13,10387.13,0,10387.13,103.8713,86.5255,0
2022-06-14,10387.13,0,10387.13,103.8713,85.4542,0
2022-06-15,10387.13,0,10387.13,103.8713,86.7919,0
2022-06-16,10387.13,0,10387.13,103.8713,84.5896,0
2022-06-17,10387.13,0,10387.13,103.8713,84.7639,0
2022-06-20,10387.13,0,10387.13,103.8713,85.5094,0
2022-06-21,10387.13,0,10387.13,103.8713,85.9967,0
2022-06-22,10387.13,0,10387.13,103.8713,85.047,0
2022-06-23,10387.13,0,10387.13,103.8713,84.0214,0
2022-06-24,10387.13,0,10387.13,103.8713,86.2288,0
2022-06-27,10387.13,0,10387.13,103.8713,86.0676,0
2022-06-28,10387.13,0,10387.13,103.8713,86.6325,0
2022-06-29,10387.13,0,10387.13,103.8713,85.3645,0
2022-06-30,10387.13,0,10387.13,103.8713,83.8045,0
2022-07-01,8333.93,2110.59,10444.52,104.4452,84.0486,1
2022-07-04,8333.93,2076.34,10410.27,104.1027,84.0117,1
2022-07-05,8333.93,1962.15,10296.09,102.9609,81.6195,1
2022-07-06,8333.93,2036.81,10370.74,103.7074,83.1107,1
2022-07-07,8333.93,2070.19,10404.12,104.0412,84.6068,1
2022-07-08,8333.93,2106.2,10440.13,104.4013,85.4232,1
2022-07-11,8333.93,2118.49,10452.43,104.5243,84.6443,1
2022-07-12,8333.93,2165.92,10499.86,104.9986,85.3843,1
2022-07-13,8333.93,2136.94,10470.87,104.7087,84.6499,1
2022-07-14,8333.93,2112.35,10446.28,104.4628,83.4803,1
2022-07-15,8333.93,2153.63,10487.56,104.8756,85.2292,1
2022-07-18,8333.93,2158.9,10492.83,104.9283,86.1902,1
2022-07-19,8333.93,2187.0,10520.94,105.2094,87.7187,1
2022-07-20,8333.93,2146.6,10480.53,104.8053,87.5912,1
2022-07-21,8333.93,2137.82,10471.75,104.7175,87.8387,1
2022-07-22,8333.93,2105.32,10439.25,104.3925,87.8251,1
2022-07-25,8333.93,2080.73,10414.66,104.1466,88.0924,1
2022-07-26,8333.93,2122.01,10455.94,104.5594,87.662,1
2022-07-27,8333.93,2142.21,10476.14,104.7614,88.3402,1
2022-07-28,8333.93,2179.1,10513.03,105.1303,89.3229,1
2022-07-29,8333.93,2131.67,10465.6,104.656,90.6415,1
2022-08-01,8333.93,2197.54,10531.48,105.3148,90.5865,1
2022-08-02,8333.93,2217.74,10551.68,105.5168,90.4617,1
2022-08-03,8333.93,2194.03,10527.96,105.2796,91.1952,1
2022-08-04,8333.93,2178.22,10512.15,105.1215,91.6448,1
2022-08-05,8333.93,2169.44,10503.37,105.0337,91.2026,1
2022-08-08,8333.93,2163.29,10497.22,104.9722,91.9228,1
2022-08-09,8333.93,2186.12,10520.06,105.2006,91.4817,1
2022-08-10,8333.93,2157.14,10491.07,104.9107,92.3982,1
2022-08-11,8333.93,2168.56,10502.49,105.0249,92.7857,1
2022-08-12,8333.93,2125.52,10459.45,104.5945,92.6624,1
2022-08-15,8333.93,2133.43,10467.36,104.6736,92.9255,1
2022-08-16,8333.93,2187.88,10521.81,105.2181,93.2713,1
2022-08-17,8333.93,2208.96,10542.89,105.4289,92.2127,1
2022-08-18,8333.93,2189.64,10523.57,105.2357,92.3429,1
2022-08-19,8333.93,2197.54,10531.48,105.3148,91.4388,1
2022-08-22,8333.93,2199.3,10533.23,105.3323,89.6514,1
2022-08-23,8333.93,2187.88,10521.81,105.2181,89.3859,1
2022-08-24,8333.93,2172.95,10506.88,105.0688,89.6066,1
2022-08-25,8333.93,2193.15,10527.08,105.2708,89.5988,1
2022-08-26,8333.93,2176.46,10510.4,105.104,88.0809,1
2022-08-29,8333.93,2141.33,10475.26,104.7526,87.4604,1
2022-08-30,8333.93,2135.18,10469.12,104.6912,87.5347,1
2022-08-31,8333.93,2110.59,10444.52,104.4452,86.7389,1
2022-09-01,8333.93,2064.04,10397.97,103.9797,85.4919,1
2022-09-02,8333.93,2111.47,10445.4,104.454,87.4536,1
2022-09-05,8333.93,2160.65,10494.59,104.9459,86.1587,1
2022-09-06,8333.93,2160.65,10494.59,104.9459,86.592,1
2022-09-07,8333.93,2132.55,10466.48,104.6648,86.742,1
2022-09-08,8333.93,2085.12,10419.05,104.1905,87.0387,1
2022-09-09,8333.93,2046.47,10380.41,103.8041,88.2596,1
2022-09-12,8333.93,2090.39,10424.32,104.2432,90.0636,1
2022-09-13,8333.93,2098.29,10432.23,104.3223,88.869,1
2022-09-14,8333.93,2056.13,10390.07,103.9007,88.1759,1
2022-09-15,8333.93,2028.03,10361.96,103.6196,87.5563,1
2022-09-16,8333.93,1997.29,10331.22,103.3122,86.2199,1
2022-09-19,8333.93,2015.73,10349.66,103.4966,86.1188,1
2022-09-20,8333.93,1987.63,10321.56,103.2156,84.7303,1
2022-09-21,8333.93,2066.67,10400.61,104.0061,85.4475,1
2022-09-22,8333.93,2037.69,10371.62,103.7162,83.9351,1
2022-09-23,8333.93,1926.14,10260.08,102.6008,81.8013,1
2022-09-26,8333.93,1970.94,10304.87,103.0487,81.5102,1
2022-09-27,8333.93,1945.47,10279.4,102.794,81.3461,1
2022-09-28,8333.93,1941.07,10275.01,102.7501,81.2733,1
2022-09-29,8333.93,1994.65,10328.59,103.2859,79.5073,1
2022-09-30,8333.93,1984.99,10318.92,103.1892,80.8524,1
2022-10-03,8333.93,2004.31,10338.25,103.3825,81.4868,1
2022-10-04,8333.93,2009.58,10343.52,103.4352,84.5826,1
2022-10-05,8333.93,2011.34,10345.27,103.4527,83.6119,1
2022-10-06,8333.93,1991.14,10325.07,103.2507,82.9406,1
2022-10-07,8333.93,1973.57,10307.51,103.0751,82.043,1
2022-10-10,8333.93,1995.53,10329.46,103.2946,82.0341,1
2022-10-11,8333.93,1982.36,10316.29,103.1629,81.7924,1
2022-10-12,8333.93,1945.47,10279.4,102.794,81.3074,1
2022-10-13,8333.93,1989.38,10323.32,103.2332,82.4433,1
2022-10-14,8333.93,1946.34,10280.28,102.8028,82.9646,1
2022-10-17,8333.93,2003.44,10337.37,103.3737,84.6769,1
2022-10-18,8333.93,2014.85,10348.79,103.4879,85.2956,1
2022-10-19,8333.93,2037.69,10371.62,103.7162,85.0944,1
2022-10-20,8333.93,2073.7,10407.63,104.0763,85.7832,1
2022-10-21,8333.93,2071.94,10405.88,104.0588,85.2485,1
2022-10-24,8333.93,2093.9,10427.83,104.2783,86.5922,1
2022-10-25,8333.93,2136.06,10469.99,104.6999,87.9906,1
2022-10-26,8333.93,2217.74,10551.68,105.5168,88.4525,1
2022-10-27,8333.93,2227.41,10561.34,105.6134,88.0284,1
2022-10-28,8333.93,2266.05,10599.98,105.9998,88.3781,1
2022-10-31,8333.93,2259.9,10593.84,105.9384,88.4157,1
2022-11-01,10597.38,0,10597.38,105.9738,89.0497,0
2022-11-02,10597.38,0,10597.38,105.9738,88.5545,0
2022-11-03,10597.38,0,10597.38,105.9738,87.8998,0
2022-11-04,10597.38,0,10597.38,105.9738,89.7861,0
2022-11-07,10597.38,0,10597.38,105.9738,90.0744,0
2022-11-08,10597.38,0,10597.38,105.9738,90.5929,0
2022-11-09,10597.38,0,10597.38,105.9738,90.3429,0
2022-11-10,10597.38,0,10597.38,105.9738,91.7414,0
2022-11-11,10597.38,0,10597.38,105.9738,92.1238,0
2022-11-14,10597.38,0,10597.38,105.9738,92.4894,0
2022-11-15,10597.38,0,10597.38,105.9738,93.0377,0
2022-11-16,10597.38,0,10597.38,105.9738,92.33,0
2022-11-17,10597.38,0,10597.38,105.9738,91.739,0
2022-11-18,10597.38,0,10597.38,105.9738,92.6374,0
2022-11-21,10597.38,0,10597.38,105.9738,92.7497,0
2022-11-22,10597.38,0,10597.38,105.9738,93.0432,0
2022-11-23,10597.38,0,10597.38,105.9738,93.3322,0
2022-11-24,10597.38,0,10597.38,105.9738,93.911,0
2022-11-25,10597.38,0,10597.38,105.9738,93.9703,0
2022-11-28,10597.38,0,10597.38,105.9738,93.2807,0
2022-11-29,10597.38,0,10597.38,105.9738,93.1284,0
2022-11-30,10597.38,0,10597.38,105.9738,93.6096,0
2022-12-01,10597.38,0,10597.38,105.9738,94.2373,0
2022-12-02,10597.38,0,10597.38,105.9738,94.1964,0
2022-12-05,10597.38,0,10597.38,105.9738,93.5338,0
2022-12-06,10597.38,0,10597.38,105.9738,93.3976,0
2022-12-07,10597.38,0,10597.38,105.9738,92.7635,0
2022-12-08,10597.38,0,10597.38,105.9738,92.4696,0
2022-12-09,10597.38,0,10597.38,105.9738,92.9904,0
2022-12-12,10597.38,0,10597.38,105.9738,92.5708,0
2022-12-13,10597.38,0,10597.38,105.9738,93.5697,0
2022-12-14,10597.38,0,10597.38,105.9738,93.2271,0
2022-12-15,10597.38,0,10597.38,105.9738,90.6306,0
2022-12-16,10597.38,0,10597.38,105.9738,89.6402,0
2022-12-19,10597.38,0,10597.38,105.9738,89.9263,0
2022-12-20,10597.38,0,10597.38,105.9738,89.4732,0
2022-12-21,10597.38,0,10597.38,105.9738,91.1992,0
2022-12-22,10597.38,0,10597.38,105.9738,90.3214,0
2022-12-23,10597.38,0,10597.38,105.9738,90.3674,0
2022-12-27,10597.38,0,10597.38,105.9738,90.7314,0
2022-12-28,10597.38,0,10597.38,105.9738,90.1144,0
2022-12-29,10597.38,0,10597.38,105.9738,91.0273,0
2022-12-30,10597.38,0,10597.38,105.9738,89.8219,0
