TIRAGE,UNIVERS,TOP10
1170,95.6763,80.8324
1171,109.4559,86.409
1172,108.0062,86.9702
1173,99.6654,81.1248
1174,113.1412,85.6646
1175,93.1227,82.0334
1176,104.2872,92.8396
1177,94.6683,94.6503
1178,92.5845,100.8338
1179,97.4023,91.6596
1180,106.4406,91.3052
1181,90.3134,85.0839
1182,86.7833,83.505
1183,97.0203,81.0433
1184,89.4724,95.4288
1185,100.6361,89.4836
1186,104.5686,84.3907
1187,94.9277,95.4815
1188,91.0843,93.2197
1189,94.0703,88.2541
1190,110.7826,92.8737
1191,95.0756,92.4647
1192,87.5739,92.1256
1193,94.9323,85.5407
1194,94.5786,91.1992
1195,94.4412,94.529
1196,104.8368,94.0784
1197,95.6383,91.9778
1198,86.0937,81.6117
1199,122.6231,98.6816
1200,98.8867,91.4307
1201,98.049,88.8601
1202,103.1548,81.2716
1203,105.7745,83.2218
1204,100.6088,88.4961
1205,106.115,93.6807
1206,89.4106,87.876
1207,96.4827,83.1059
1208,98.672,88.4497
1209,102.7929,78.3197
1210,94.7671,76.1096
1211,93.6869,77.4218
1212,93.3639,90.7812
1213,86.6124,92.0883
1214,88.7135,88.4694
1215,97.0204,83.7838
1216,103.0908,92.1441
1217,119.7645,99.9646
1218,109.6422,92.6155
1219,95.2683,83.4938
1220,107.2016,98.5124
1221,102.5784,83.2688
1222,86.856,97.2321
1223,97.0595,101.5485
1224,107.4882,88.5999
1225,101.0573,82.5737
1226,107.164,84.9277
1227,88.9515,87.829
1228,95.8993,92.4576
1229,100.9533,94.7249
1230,105.8157,91.5777
1231,94.8402,92.5288
1232,80.5597,87.4017
1233,94.3114,87.0961
1234,103.1688,98.6528
1235,97.255,86.024
1236,95.4724,91.5359
1237,87.0861,87.6014
1238,108.3283,89.2352
1239,97.656,84.9147
1240,88.3229,86.9822
1241,87.4481,83.2304
1242,111.0265,93.018
1243,91.0952,89.3562
1244,88.754,81.1514
1245,94.0816,78.1521
1246,85.508,94.2727
1247,99.5182,86.5099
1248,103.857,90.3888
1249,100.0901,97.648
1250,92.5442,99.4671
1251,109.5051,89.4149
1252,94.2529,92.2116
1253,87.9777,91.0516
1254,94.3912,81.3635
1255,104.4556,96.4326
1256,106.1647,85.8085
1257,93.9125,91.0924
1258,98.3984,81.3953
1259,90.6301,104.2385
1260,91.4546,87.5426
1261,109.1871,89.6756
1262,102.3427,87.0568
1263,88.7942,81.5876
1264,101.1266,87.204
1265,103.856,86.7464
1266,93.1815,89.5704
1267,102.3354,99.1251
1268,103.1945,79.8895
1269,90.8913,92.391
1270,108.9449,91.2256
1271,78.029,91.7522
1272,106.2456,98.735
1273,102.1559,86.1707
1274,103.9784,88.4957
1275,95.4497,82.8826
1276,108.3214,92.1001
1277,99.4023,88.8187
1278,88.3699,86.8815
1279,95.8414,98.7663
1280,76.6637,97.8173
1281,100.3857,86.2619
1282,91.0084,86.2118
1283,104.9996,89.1381
1284,106.2358,84.3069
1285,88.5009,87.1503
1286,118.3759,89.4887
1287,94.7867,82.7362
1288,100.4252,81.9041
1289,105.5961,86.1137
1290,83.7951,92.8419
1291,107.3343,88.6395
1292,97.9062,81.0949
1293,92.4453,80.094
1294,99.6933,85.9242
1295,89.1502,82.8406
1296,103.0648,91.6854
1297,98.672,91.0046
1298,100.114,94.8543
1299,94.6091,89.4086
1300,83.8796,92.4056
1301,90.1784,91.1237
1302,99.8325,94.9666
1303,109.5779,83.2055
1304,84.7965,91.9245
1305,89.5899,94.6148
1306,104.5003,79.5665
1307,96.2082,97.3487
1308,94.7401,83.4735
1309,99.5172,88.5598
1310,86.4118,98.9621
1311,94.5793,88.4472
1312,100.5344,82.7821
1313,97.2085,90.5089
1314,110.7372,80.9905
1315,101.6608,91.4715
1316,95.8198,89.5587
1317,93.74,101.6317
1318,87.5774,86.6043
1319,98.9098,77.0617
1320,95.7651,96.5459
1321,98.1939,87.3928
1322,96.0444,86.703
1323,98.5199,90.9605
1324,105.0809,95.02
1325,88.9795,86.7031
1326,93.3696,99.3891
1327,101.0219,91.9543
1328,115.8582,87.3357
1329,94.745,97.0924
1330,90.252,90.1537
1331,82.5957,92.9545
1332,97.1202,90.4769
1333,94.749,94.8496
1334,90.4661,82.3675
1335,96.5261,86.9202
1336,91.4269,88.767
1337,81.1486,89.1573
1338,91.9855,94.7594
1339,94.9081,83.6646
1340,92.1106,93.398
1341,105.3431,97.1373
1342,89.2629,81.688
1343,93.7941,86.848
1344,85.521,94.7862
1345,94.5174,101.0046
1346,105.7812,85.0324
1347,93.8424,94.8181
1348,92.3179,95.0373
1349,99.6688,96.5922
1350,103.4923,93.0298
1351,96.3238,95.9012
1352,97.8421,91.7839
1353,104.1206,95.8606
1354,93.7263,94.1881
1355,110.4354,88.824
1356,92.934,101.6975
1357,93.6039,84.0894
1358,122.6974,90.7258
1359,112.203,96.912
1360,90.0398,92.0403
1361,93.8628,99.2472
1362,97.7843,92.4843
1363,110.9058,89.8105
1364,96.9542,92.1137
1365,106.9949,85.1684
1366,99.7037,90.5326
1367,94.1316,92.0505
1368,98.8171,84.9014
1369,105.8028,92.8569
1370,89.3372,82.1624
1371,96.7356,87.9991
1372,88.3875,96.7742
1373,85.9995,83.8917
1374,94.3583,87.6092
1375,101.8856,83.4322
1376,93.081,85.6962
1377,94.7892,79.1652
1378,87.5994,80.4366
1379,102.7128,93.2056
1380,104.0009,91.8378
1381,92.3286,88.0529
1382,86.8137,95.1498
1383,95.8398,100.9737
1384,101.6001,91.9796
1385,86.4971,88.0881
1386,90.1411,108.8604
1387,106.9906,95.3449
1388,92.179,91.4124
1389,103.32,99.6539
1390,100.026,79.2233
1391,103.843,83.6916
1392,96.8944,96.2873
1393,109.0703,79.4448
1394,93.9645,91.4027
1395,111.0216,86.9733
1396,90.7037,98.572
1397,95.3208,84.4379
1398,105.4369,91.0723
1399,94.1499,95.612
1400,106.2926,90.2985
1401,104.7568,89.8948
1402,84.1991,93.5231
1403,94.5868,96.5077
1404,81.4663,89.4408
1405,79.6237,89.3633
1406,97.8358,95.4672
1407,96.6887,85.6715
1408,92.9256,94.9432
1409,83.3355,88.3852
1410,95.4812,85.9503
1411,84.7263,92.7344
1412,94.4066,88.5891
1413,103.9214,89.8932
1414,95.7176,99.0337
1415,110.7573,92.3596
1416,109.3601,75.2917
1417,97.4171,96.3072
1418,90.6471,97.9533
1419,99.5776,88.6423
1420,97.4848,86.3952
1421,100.2805,88.2632
1422,90.299,95.0234
1423,89.8566,85.4887
1424,95.1235,84.6394
1425,104.5477,92.0235
1426,95.7639,94.1633
1427,108.9319,93.724
1428,103.6604,100.5122
1429,89.3528,88.5485
1430,90.9982,85.7444
1431,92.4711,83.2294
1432,98.2535,96.0425
1433,98.0642,92.6817
1434,103.509,90.7236
1435,104.6345,89.911
1436,107.3368,96.9265
1437,95.8096,85.5278
1438,95.5882,92.67
1439,100.5685,95.4247
1440,98.7692,88.0725
1441,100.5722,79.5739
1442,86.0809,83.1315
1443,88.2045,90.0811
1444,87.6412,84.7177
1445,88.4787,85.4979
1446,102.8875,85.4813
1447,84.5674,88.4169
1448,103.5526,84.0318
1449,92.8319,91.0729
1450,108.4743,84.0782
1451,82.2113,89.7403
1452,104.7343,97.1299
1453,98.0815,90.2033
1454,99.4954,88.4951
1455,103.806,84.6222
1456,88.5139,91.7611
1457,92.8384,85.8231
1458,94.2414,86.8264
1459,95.0922,94.6349
1460,82.2559,82.5059
1461,89.0227,93.7174
1462,99.3708,99.2249
1463,85.9794,83.7279
1464,94.4522,92.653
1465,84.5235,86.3014
1466,83.8209,87.5964
1467,101.2143,88.1244
1468,88.1566,89.0541
1469,107.1769,88.9236
1470,94.1676,83.8449
1471,117.9749,99.0968
1472,94.443,93.1072
1473,92.7109,89.8226
1474,103.1714,104.5295
1475,93.6808,87.9602
1476,105.198,92.1668
1477,101.025,76.9102
1478,87.1326,79.7993
1479,100.7218,85.1449
1480,93.9351,85.4797
1481,100.2372,87.4788
1482,99.7111,87.5299
1483,92.0878,86.3575
1484,97.003,83.1869
1485,95.5681,99.7644
1486,82.4842,92.1571
1487,101.2396,85.9081
1488,102.7068,93.047
1489,94.2581,93.0091
1490,86.1492,79.0246
1491,96.7174,85.1186
1492,98.2579,83.3896
1493,103.6291,86.9586
1494,91.1724,87.6908
1495,94.9034,83.8828
1496,96.7954,80.4971
1497,87.4362,93.1685
1498,94.1864,91.8083
1499,96.8764,95.8201
1500,98.8578,83.4461
1501,92.1702,94.7801
1502,94.8892,88.4918
1503,108.098,94.4257
1504,86.727,87.2732
1505,96.9302,85.9681
1506,104.3402,82.1257
1507,89.7992,87.8471
1508,93.3645,93.1833
1509,99.7762,90.6438
1510,99.8663,77.3646
1511,84.8676,83.7616
1512,100.5078,90.0453
1513,92.1152,79.5975
1514,92.6159,89.771
1515,96.3939,88.6267
1516,115.4873,90.4316
1517,109.2047,89.3836
1518,107.6202,104.143
1519,84.13,87.4265
1520,98.1193,89.4673
1521,101.2311,89.5951
1522,94.7149,93.8685
1523,104.4705,91.5647
1524,96.8673,94.2912
1525,91.638,90.6484
1526,94.0381,95.0709
1527,79.6264,87.3996
1528,90.6294,93.6571
1529,85.3125,94.6522
1530,95.5215,84.4291
1531,99.8692,80.0928
1532,90.4752,93.8868
1533,89.9694,86.6082
1534,106.0875,84.4423
1535,109.6873,91.9239
1536,99.8836,80.3713
1537,94.617,85.1303
1538,98.7974,80.1127
1539,99.8539,101.7843
1540,97.5116,89.7028
1541,93.9131,92.3114
1542,97.1868,88.7269
1543,109.2707,95.7237
1544,84.1871,81.7119
1545,107.5034,94.9519
1546,74.4569,86.3532
1547,108.503,91.8764
1548,104.5768,89.6529
1549,97.9116,97.8055
1550,85.3869,91.2487
1551,90.1629,92.7585
1552,89.496,83.3886
1553,81.131,94.2141
1554,108.0563,87.1764
1555,103.3834,82.075
1556,96.4947,87.1769
1557,102.5966,87.6141
1558,87.7207,92.1916
1559,94.007,88.4548
1560,108.0657,84.8972
1561,99.7667,88.4301
1562,94.6927,94.8039
1563,87.7952,90.7889
1564,80.6751,87.1934
1565,89.7645,90.7558
1566,91.6288,93.1099
1567,106.2599,80.1511
1568,91.9789,84.149
1569,94.6903,92.744
1570,108.5952,98.284
1571,105.6251,92.3661
1572,113.6583,77.3379
1573,106.8794,92.9487
1574,89.3894,96.2963
1575,103.5227,95.0802
1576,90.0638,87.3821
1577,105.5201,86.8606
1578,85.7339,96.3493
1579,96.6267,98.627
1580,115.3463,99.2446
1581,85.7808,91.9045
1582,87.6532,82.6958
1583,87.4975,89.7807
1584,84.2943,101.7805
1585,91.1059,98.7831
1586,86.364,85.2404
1587,96.0446,83.9603
1588,113.683,97.2182
1589,99.1585,82.5687
1590,94.2289,91.0145
1591,106.0122,90.4263
1592,78.0792,89.2128
1593,90.0952,93.8252
1594,92.9376,84.3698
1595,96.6383,89.4042
1596,102.0826,90.3798
1597,97.5545,86.808
1598,97.9872,82.6053
1599,86.1609,92.554
1600,97.4721,93.5488
1601,84.3613,89.245
1602,97.4659,95.2737
1603,106.8773,95.483
1604,77.2524,88.6387
1605,90.0474,83.7343
1606,100.5083,82.177
1607,91.5021,88.3422
1608,110.4784,84.3019
1609,96.8205,97.2514
1610,92.7067,88.2415
1611,97.676,81.5497
1612,94.1583,86.2103
1613,89.2348,87.6786
1614,95.7004,93.3617
1615,98.3102,87.4867
1616,100.3171,93.7769
1617,100.9337,83.2288
1618,98.9307,92.2401
1619,85.0098,86.0278
1620,95.0108,96.195
1621,92.5157,93.8988
1622,92.506,90.5514
1623,88.6394,87.3573
1624,96.2938,100.3462
1625,104.2292,90.6482
1626,105.845,90.5206
1627,99.2013,83.0292
1628,93.0045,100.7187
1629,105.7515,83.2164
1630,105.3194,86.4384
1631,108.5636,89.3854
1632,96.1099,87.6491
1633,96.4942,78.765
1634,88.6445,81.6265
1635,90.9468,88.9702
1636,99.9108,88.3126
1637,96.517,84.4632
1638,106.8632,82.6695
1639,107.1861,84.5752
1640,89.675,89.3729
1641,91.0649,97.2785
1642,107.4155,87.2038
1643,97.7515,78.4033
1644,84.3327,86.1641
1645,100.8549,90.9951
1646,78.2227,98.512
1647,111.3665,94.8758
1648,92.0787,92.7628
1649,101.0873,80.2988
1650,91.6157,88.2695
1651,96.0207,91.0253
1652,97.5271,86.9705
1653,111.6077,92.4143
1654,84.8809,86.9648
1655,94.7299,84.329
1656,93.7469,86.5614
1657,85.2597,90.8317
1658,106.7421,96.0187
1659,99.3521,84.6472
1660,100.2412,95.5629
1661,85.666,93.8991
1662,93.8154,80.2444
1663,95.7122,91.8999
1664,102.5182,94.6982
1665,106.2098,81.7389
1666,90.8222,95.0881
1667,99.16,92.7591
1668,92.1757,96.8688
1669,101.3178,89.2643
1670,100.5294,84.4153
1671,90.7761,78.6393
1672,99.4238,93.6918
1673,93.8122,85.2766
1674,96.1349,90.4247
1675,91.9778,95.8901
1676,96.32,80.9421
1677,98.3885,94.2063
1678,87.7527,85.4464
1679,85.4641,94.2601
1680,102.9454,82.7484
1681,86.5566,85.0567
1682,102.4607,93.5672
1683,91.0685,97.5091
1684,89.2495,79.2638
1685,101.2788,96.5259
1686,95.9061,80.5235
1687,103.2276,93.03
1688,104.3985,90.6184
1689,88.2212,99.1721
1690,96.1875,86.3373
1691,82.924,93.0393
1692,93.5088,91.1224
1693,105.5567,90.9648
1694,92.0467,91.7096
1695,92.2042,96.4736
1696,85.0379,88.0088
1697,87.8739,95.6502
1698,77.8111,86.9891
1699,86.9278,74.0738
1700,98.6133,103.1293
1701,97.9422,93.0969
1702,111.1357,82.3524
1703,99.1718,91.9169
1704,105.9761,98.1767
1705,95.3136,92.8816
1706,100.8085,92.0461
1707,115.0777,86.9613
1708,90.9361,85.2513
1709,92.9561,92.7753
1710,90.8204,97.3669
1711,93.0946,89.7102
1712,107.8648,90.9156
1713,82.7539,80.0475
1714,97.7181,85.874
1715,97.5827,88.4241
1716,78.5188,95.8392
1717,98.1426,101.7279
1718,92.0457,83.8483
1719,97.8551,96.1358
1720,84.2216,81.2479
1721,111.8674,93.4197
1722,90.1201,86.6646
1723,103.7506,78.6025
1724,106.4976,99.4817
1725,96.421,86.6174
1726,82.5372,87.928
1727,95.9665,91.9393
1728,93.1315,100.5697
1729,96.548,81.293
1730,94.3664,91.3514
1731,93.8713,87.0471
1732,98.2051,93.0141
1733,99.6818,90.481
1734,105.6544,86.4397
1735,91.4002,89.1623
1736,89.1427,89.3215
1737,84.4897,83.921
1738,90.0467,84.1418
1739,102.1118,99.5152
1740,91.3376,83.4045
1741,91.9736,84.1656
1742,92.4778,89.6843
1743,112.3416,76.9276
1744,111.9707,95.1782
1745,104.3095,89.037
1746,91.2782,96.0796
1747,95.2442,93.2341
1748,91.8638,92.1114
1749,93.1346,85.4471
1750,91.9367,84.5262
1751,104.6714,85.469
1752,104.9923,93.7377
1753,102.7902,95.0328
1754,99.235,92.4387
1755,95.484,90.559
1756,86.0742,85.0926
1757,104.7086,95.8829
1758,99.645,97.1272
1759,95.3895,94.1677
1760,94.4906,101.6891
1761,95.7356,89.632
1762,81.6293,96.1116
1763,94.1407,78.8302
1764,91.8938,85.1324
1765,105.8691,94.9832
1766,104.5959,87.4827
1767,85.1395,82.3125
1768,91.8846,87.1785
1769,100.9714,90.4822
1770,93.1669,83.5184
1771,95.6867,88.1298
1772,93.8275,89.4309
1773,99.0927,97.5975
1774,92.1208,88.877
1775,101.5063,86.8096
1776,84.8834,90.8925
1777,107.6488,93.4559
1778,96.2753,90.7657
1779,99.7415,94.5211
1780,90.9641,91.0879
1781,96.0807,86.07
1782,89.1773,91.5384
1783,91.8933,92.6034
1784,107.2547,88.8454
1785,91.7727,91.5905
1786,97.9286,88.831
1787,82.282,96.7957
1788,96.0423,96.0949
1789,93.7218,88.215
1790,97.2348,82.9142
1791,92.5721,86.6296
1792,83.0969,89.4413
1793,100.4568,89.3733
1794,106.7082,84.5721
1795,89.1435,93.0801
1796,94.3246,89.2837
1797,109.0146,88.4713
1798,109.3675,81.4431
1799,116.2861,103.7917
1800,101.8039,84.1012
1801,88.5114,84.102
1802,100.8498,89.3941
1803,92.8772,91.2637
1804,103.1471,99.6064
1805,98.6864,87.2018
1806,87.5305,97.0921
1807,92.1682,82.4088
1808,106.9634,90.5236
1809,100.4628,90.2849
1810,86.8421,86.3973
1811,102.2725,96.1779
1812,114.6812,87.0447
1813,87.2981,89.9757
1814,96.1219,96.0262
1815,89.487,79.8125
1816,85.0199,93.0886
1817,96.8101,96.5437
1818,96.9256,96.5153
1819,107.1678,94.2089
1820,97.9289,85.0416
1821,93.3704,93.8459
1822,95.7691,95.5729
1823,115.9754,78.0587
1824,92.4023,88.4452
1825,103.2306,83.9089
1826,102.2717,89.413
1827,91.3527,85.7336
1828,93.2478,89.5551
1829,84.5815,94.4397
1830,101.2589,90.7963
1831,92.6795,95.7964
1832,95.9349,94.5082
1833,87.9262,90.9905
1834,96.4376,88.2274
1835,98.2973,99.005
1836,106.9117,91.1256
1837,98.142,90.278
1838,92.0307,92.9276
1839,87.881,90.2773
1840,92.0372,96.4897
1841,98.7399,92.5922
1842,97.7313,94.6504
1843,90.595,90.8258
1844,92.9361,90.0941
1845,96.3393,93.3977
1846,102.5642,88.3288
1847,103.7305,84.1774
1848,86.4063,90.4794
1849,96.9333,96.4271
1850,86.2082,91.196
1851,96.7287,86.803
1852,102.4075,93.3364
1853,92.952,98.7154
1854,92.9662,80.8451
1855,91.5463,100.8861
1856,103.0099,90.5086
1857,109.3239,89.5843
1858,89.1101,88.286
1859,97.8314,85.1691
1860,104.4023,97.9804
1861,94.5293,84.8031
1862,90.0831,87.3269
1863,76.2295,94.9634
1864,92.0731,89.2702
1865,88.8314,85.3579
1866,111.7276,92.4374
1867,88.2069,89.5366
1868,79.6777,91.1546
1869,94.8617,90.711
1870,84.856,84.5651
1871,113.65,79.3623
1872,95.8103,105.5456
1873,93.1738,94.9655
1874,98.8236,93.6906
1875,88.5918,93.3893
1876,86.6375,84.2618
1877,79.4203,90.3148
1878,93.6289,91.0207
1879,103.5551,92.1986
1880,98.0281,87.4109
1881,91.1126,85.9262
1882,110.2817,87.0601
1883,109.5472,82.8577
1884,96.1636,90.3095
1885,85.9168,88.0369
1886,91.5352,89.6224
1887,96.3906,86.3861
1888,93.2829,87.3266
1889,100.0202,94.6248
1890,95.5808,92.2527
1891,81.7853,90.5397
1892,95.5788,92.9915
1893,80.6062,101.3282
1894,90.0882,92.3207
1895,105.5893,84.0685
1896,105.3019,85.6076
1897,109.3339,93.6676
1898,101.4614,84.6825
1899,89.962,91.6607
1900,90.8919,80.9244
1901,90.9527,89.7155
1902,94.2896,87.0914
1903,103.2264,93.0041
1904,99.5994,94.4179
1905,97.9129,92.5707
1906,103.8835,89.1342
1907,90.8571,95.935
1908,107.9762,83.4205
1909,96.4191,96.5928
1910,108.9905,81.4436
1911,99.3659,97.0882
1912,80.7253,93.6439
1913,93.7928,94.7341
1914,90.961,90.3962
1915,91.1792,89.7657
1916,105.8261,88.9427
1917,104.0599,76.5778
1918,89.9135,91.3697
1919,109.2589,87.7946
1920,92.6191,97.2269
1921,97.8251,85.9703
1922,104.9217,89.4557
1923,88.801,87.0813
1924,110.1934,84.893
1925,90.8269,84.0392
1926,101.3924,85.6945
1927,94.6209,80.3701
1928,94.3913,91.4895
1929,113.6881,92.9736
1930,98.6789,85.2173
1931,94.7204,95.5937
1932,96.5634,94.0458
1933,94.0542,84.3335
1934,93.8983,88.204
1935,87.7677,92.6711
1936,91.8398,84.8307
1937,97.6705,79.7938
1938,92.53,92.6013
1939,111.7544,97.7162
1940,114.6092,97.8189
1941,97.2707,88.6754
1942,105.3227,92.9991
1943,99.5269,89.3223
1944,106.5834,95.0069
1945,96.0895,93.8746
1946,105.4701,94.5535
1947,88.6079,95.9339
1948,96.7757,84.0824
1949,103.7549,101.2789
1950,83.5616,92.5978
1951,88.1261,81.3272
1952,96.7116,96.088
1953,92.983,91.7487
1954,100.0461,85.1327
1955,108.4223,83.8184
1956,99.7137,81.0536
1957,104.6618,87.3254
1958,96.6326,96.6524
1959,98.6563,92.1021
1960,99.562,94.7238
1961,88.0843,88.7929
1962,91.7531,89.8512
1963,99.6733,101.4263
1964,104.4082,86.4115
1965,78.4302,89.5608
1966,104.7156,91.0122
1967,103.9093,96.474
1968,99.2552,94.5749
1969,95.7706,103.1254
1970,84.4819,86.5388
1971,103.6312,92.8489
1972,95.3665,81.2633
1973,95.2653,91.1788
1974,104.9265,93.5027
1975,94.1612,87.2446
1976,98.6924,88.0504
1977,87.9956,85.7002
1978,89.4879,93.8894
1979,91.7279,85.0726
1980,100.4225,89.1977
1981,84.7617,94.2405
1982,90.6992,97.9825
1983,86.396,102.7037
1984,80.3707,92.399
1985,94.7666,86.9238
1986,88.1083,89.5332
1987,92.1307,88.2927
1988,101.9258,89.3163
1989,96.4035,93.2042
1990,104.2284,87.6843
1991,104.3875,77.0301
1992,98.6998,100.473
1993,95.0057,83.2702
1994,97.7684,90.7195
1995,100.844,94.489
1996,93.0112,90.7734
1997,100.7926,93.934
1998,92.505,89.1659
1999,123.3702,89.3413
2000,89.8089,91.0337
2001,90.9717,80.5873
2002,104.927,88.3952
2003,97.2583,94.499
2004,96.4706,89.1024
2005,85.9569,91.4155
2006,97.6604,93.4396
2007,112.1801,84.1154
2008,98.6221,93.2309
2009,100.0438,94.5342
2010,91.3549,100.7888
2011,108.5527,74.5168
2012,92.3198,84.3239
2013,90.4679,88.2355
2014,89.5701,79.3623
2015,93.5315,94.5223
2016,97.1829,81.8845
2017,103.1282,95.2172
2018,97.6146,89.5958
2019,88.4692,84.166
2020,94.5375,98.8794
2021,102.3955,90.4581
2022,89.8837,79.4063
2023,97.5709,81.3028
2024,94.9359,90.8113
2025,100.2163,94.5056
2026,92.6995,89.9101
2027,83.9114,93.405
2028,91.1046,82.4451
2029,101.1683,89.312
2030,87.6641,97.9107
2031,87.2126,94.0294
2032,102.3784,90.6717
2033,85.8219,99.7413
2034,89.9994,92.3626
2035,104.6369,79.2881
2036,106.4956,88.5735
2037,104.8685,93.4929
2038,97.1832,92.9063
2039,100.0469,104.1396
2040,103.4088,86.2624
2041,95.0881,79.6261
2042,88.6434,97.1613
2043,109.8306,85.9268
2044,95.1588,83.2235
2045,103.7202,88.9259
2046,94.4479,80.8317
2047,99.6329,90.0076
2048,96.0056,95.2074
2049,100.282,102.0132
2050,107.109,89.9566
2051,110.3439,83.9346
2052,92.6431,100.2855
2053,91.9124,89.5098
2054,91.2551,87.4413
2055,96.5176,101.5813
2056,81.7032,82.3037
2057,109.9815,99.1244
2058,103.6113,91.3785
2059,106.8726,88.6958
2060,88.1312,99.2215
2061,97.0467,88.1005
2062,92.4294,80.8351
2063,97.9307,90.4567
2064,97.6908,97.7555
2065,98.7033,85.8277
2066,77.8234,92.2466
2067,102.2514,91.1438
2068,87.8078,88.36
2069,102.6186,84.5003
2070,91.1076,99.647
2071,95.1763,91.2523
2072,80.0439,91.4975
2073,96.265,90.522
2074,92.9634,95.6003
2075,81.886,90.6634
2076,80.0767,88.6924
2077,95.881,91.4837
2078,94.5857,89.1567
2079,95.9707,99.7895
2080,91.5484,101.6327
2081,101.0461,93.1729
2082,96.7188,92.8046
2083,106.7783,86.4079
2084,98.0384,87.7438
2085,86.6125,86.8234
2086,92.9617,82.1986
2087,107.5456,83.2834
2088,94.2908,83.0184
2089,120.0705,89.6522
2090,95.3703,83.6176
2091,96.3787,82.4904
2092,90.0087,92.9021
2093,93.6629,89.712
2094,100.6658,97.7784
2095,95.5415,85.1769
2096,98.2827,98.9109
2097,76.5932,83.46
2098,88.9482,99.0479
2099,103.2978,87.7526
2100,96.5192,95.1169
2101,98.7175,88.4218
2102,94.1649,87.6531
2103,93.2551,83.7128
2104,89.5514,98.3199
2105,96.454,94.2952
2106,124.2485,90.8258
2107,92.5564,92.2172
2108,99.1402,83.2071
2109,88.5789,90.9983
2110,93.2712,86.4347
2111,82.1802,89.8148
2112,83.4183,90.3031
2113,92.0718,87.3584
2114,92.6475,86.9164
2115,110.1461,93.7068
2116,92.996,85.4208
2117,89.2279,82.9211
2118,84.4556,93.7013
2119,112.7132,93.8097
2120,99.9508,85.1341
2121,100.468,88.9226
2122,106.79,82.6967
2123,102.4332,94.0128
2124,77.1132,94.829
2125,97.9062,87.9603
2126,86.3177,94.3495
2127,99.8111,87.8512
2128,92.5418,89.2409
2129,101.3794,85.8063
2130,110.2078,99.2495
2131,102.3363,94.9822
2132,102.9295,88.4554
2133,90.8248,92.2669
2134,102.5087,88.9961
2135,95.6915,89.8892
2136,101.1149,83.015
2137,96.0441,90.0643
2138,114.6748,94.3955
2139,90.8936,84.6059
2140,99.2899,98.3651
2141,101.777,83.1324
2142,101.1857,87.565
2143,93.9819,88.0523
2144,87.4938,85.5685
2145,104.1783,93.1297
2146,92.9717,93.6804
2147,96.9566,90.1838
2148,96.7623,89.1101
2149,83.596,91.2845
2150,78.5943,88.1491
2151,116.9108,94.5399
2152,89.5411,83.0196
2153,88.6429,95.9797
2154,93.052,74.433
2155,97.249,95.0139
2156,108.2689,84.9343
2157,107.1747,89.2903
2158,108.4912,91.8978
2159,98.5224,93.9198
2160,97.5118,80.8606
2161,90.4152,82.4897
2162,102.1217,86.6278
2163,99.7178,85.8943
2164,108.1573,84.6835
2165,102.0634,84.7553
2166,109.5908,91.2448
2167,89.9001,96.7981
2168,97.8493,87.9626
2169,95.8196,85.5215
2170,90.126,89.5678
2171,95.8017,91.3272
2172,81.8176,91.3738
2173,99.713,92.6868
2174,108.2891,99.6294
2175,99.5222,91.3273
2176,85.0325,94.2865
2177,85.8405,85.1578
2178,93.4461,92.8832
2179,91.4718,87.9918
2180,93.1566,83.2224
2181,83.0471,85.6159
2182,94.7604,93.5151
2183,93.6936,90.3363
2184,100.2083,83.4371
2185,99.4902,90.5796
2186,107.3379,89.5628
2187,94.3651,86.7074
2188,87.4361,84.533
2189,97.3692,89.2151
2190,101.4297,102.8969
2191,85.1698,94.0392
2192,94.1529,97.134
2193,93.9775,86.0397
2194,105.6163,88.0672
2195,95.2152,89.257
2196,89.3319,91.4719
2197,98.9652,83.7081
2198,85.1965,83.7684
2199,90.8641,89.6066
2200,100.4596,90.3062
2201,89.7822,96.3489
2202,94.6723,91.5979
2203,94.8101,86.6563
2204,95.0326,78.7806
2205,89.3921,95.6376
2206,105.6183,86.5828
2207,94.6935,88.9804
2208,93.1043,84.1682
2209,108.3284,93.0857
2210,96.2292,85.5521
2211,99.3762,88.0974
2212,89.0925,97.3327
2213,85.4836,80.6973
2214,87.7636,89.2963
2215,86.8586,88.1385
2216,90.3762,92.4711
2217,95.2877,88.0067
2218,86.0633,87.8379
2219,109.117,87.7307
2220,113.7188,85.4987
2221,96.4679,85.7006
2222,107.888,91.3702
2223,93.865,94.7004
2224,88.8272,93.4989
2225,83.8337,90.7066
2226,83.2272,91.1841
2227,104.0105,87.582
2228,101.8371,76.8198
2229,87.2037,82.2528
2230,96.7299,93.2598
2231,88.5367,81.3765
2232,98.8432,75.1849
2233,93.3675,83.589
2234,110.0397,87.886
2235,118.0721,86.3176
2236,104.5363,95.3689
2237,96.4633,93.2542
2238,93.0075,95.9982
2239,100.4337,84.7248
2240,90.863,97.8617
2241,93.6265,93.1683
2242,98.5699,97.6716
2243,90.3068,97.1815
2244,94.1111,79.852
2245,85.9574,94.9992
2246,98.2095,90.2591
2247,102.9368,94.1969
2248,87.0405,88.7826
2249,92.1176,87.7732
2250,91.699,88.3982
2251,94.1883,94.0054
2252,83.5897,96.1979
2253,102.1912,90.1716
2254,90.2346,82.3644
2255,106.1603,83.7143
2256,86.7823,97.4593
2257,95.6087,81.2595
2258,86.4559,89.4334
2259,98.9904,97.8264
