TIRAGE,UNIVERS,TOP10
323,101.1376,87.9661
324,91.1044,97.1296
325,93.9202,85.3294
326,97.3028,89.494
327,95.6553,93.586
328,95.0894,77.8373
329,96.7983,84.45
330,92.2782,90.2552
331,102.4335,87.438
332,96.8534,84.871
333,73.0062,92.6868
334,100.0087,87.9245
335,100.6256,85.6148
336,99.8913,92.9401
337,87.8237,85.021
338,108.8725,83.7462
339,108.9038,87.3527
340,99.5807,90.0739
341,87.8271,95.1108
342,88.7813,91.1381
343,93.0047,96.7776
344,98.2957,91.1456
345,101.0611,98.9298
346,94.9397,94.377
347,101.9393,91.594
348,111.6842,85.5685
349,102.6041,96.4405
350,85.7423,86.4196
351,100.9492,86.1419
352,95.5799,94.313
353,82.0098,94.6114
354,99.6797,99.5891
355,100.6419,97.3748
356,85.7257,88.7962
357,101.0014,90.2265
358,96.8703,95.1889
359,101.8996,94.4406
360,110.7685,88.5299
361,101.8699,88.3705
362,92.308,89.9744
363,89.4098,80.9538
364,87.3955,90.9676
365,88.7529,85.697
366,98.8569,85.5099
367,115.8472,99.2043
368,100.7579,94.1359
369,79.0846,83.402
370,100.1476,86.6384
371,86.9621,80.4811
372,106.3556,96.6672
373,111.7822,89.2907
374,90.9946,76.483
375,100.8183,79.2965
376,99.2493,95.9552
377,84.1186,91.6574
378,92.3386,88.7146
379,90.6013,93.0941
380,103.863,95.1054
381,87.4142,78.3986
382,88.7811,92.0778
383,94.5375,89.4122
384,85.5374,87.1589
385,113.006,84.8562
386,94.0234,85.1465
387,101.6202,96.5852
388,95.4545,87.6566
389,103.866,89.9829
390,98.7151,100.3871
391,98.233,88.2334
392,97.4367,96.4863
393,89.0112,95.0474
394,86.0783,90.1332
395,94.8189,86.4942
396,84.1882,84.3784
397,112.2238,92.6253
398,89.9289,79.4878
399,112.9196,80.7899
400,102.2129,91.1999
401,102.5961,91.4428
402,84.9497,95.1986
403,82.1457,90.6394
404,113.1919,89.6872
405,105.7358,89.2306
406,93.1464,90.2702
407,81.1909,86.3862
408,91.3844,81.7513
409,91.5488,98.5181
410,94.2903,83.1669
411,83.8375,97.5792
412,103.3412,86.1654
413,112.387,93.3252
414,93.6063,90.2661
415,91.8646,99.2459
416,103.9714,85.6739
417,94.5782,94.335
418,97.3552,88.3846
419,93.1941,87.0156
420,105.3738,85.428
421,94.5382,92.502
422,91.3835,88.3682
423,80.9306,84.3047
424,95.0997,94.5135
425,74.351,91.455
426,107.4854,92.9293
427,99.5372,94.2361
428,87.8138,80.6206
429,79.1254,79.0793
430,98.5653,81.2054
431,92.815,95.6758
432,102.8496,89.1114
433,93.0854,87.7909
434,91.0239,98.1615
435,88.9042,75.2307
436,89.5004,97.8632
437,97.2799,84.8153
438,97.7109,101.4001
439,87.4458,86.6247
440,102.2534,96.8763
441,115.0775,86.4639
442,84.6062,89.8302
443,114.9625,88.5305
444,101.4493,92.0832
445,95.1994,88.4385
446,80.4579,87.2616
447,90.1075,88.9369
448,95.3688,91.835
449,89.6337,86.5701
450,91.4089,93.6972
451,96.7893,96.4034
452,94.9819,99.5882
453,92.4019,93.5153
454,83.0885,87.1327
455,91.7353,83.5497
456,90.3644,82.4828
457,99.2969,101.4727
458,94.4489,84.3324
459,87.5627,98.4348
460,97.8711,87.6752
461,94.462,82.0014
462,96.5837,83.4784
463,93.1934,86.4615
464,89.0954,86.7139
465,115.1306,78.558
466,97.7959,91.0907
467,104.1866,88.5924
468,102.2358,84.4511
469,116.1279,84.3572
470,86.6546,80.9754
471,90.6559,93.744
472,99.5363,94.6548
473,95.0873,84.1638
474,99.9539,86.0156
475,86.433,94.3774
476,101.214,91.4393
477,97.1017,88.2804
478,105.5497,85.8598
479,98.6519,87.3852
480,90.2644,90.979
481,88.6137,91.8458
482,113.4124,86.4314
483,95.7833,88.1049
484,108.0573,90.102
485,91.4733,95.1569
486,99.0433,91.9858
487,89.9006,96.5351
488,109.9085,87.5497
489,89.5865,87.2599
490,91.7083,86.6902
491,90.7927,80.5235
492,86.2191,97.135
493,96.2501,93.0531
494,116.0026,91.5185
495,98.909,95.7488
496,82.2565,99.5809
497,99.0817,101.2714
498,99.6828,81.8252
499,72.7163,71.849
500,96.8812,95.8869
501,91.7049,88.4107
502,93.2336,97.9365
503,86.8669,80.661
504,90.7117,87.579
505,81.2162,93.4292
506,103.412,89.5695
507,98.0735,91.7246
508,94.8264,93.3616
509,89.6699,80.0544
510,93.4963,96.7192
511,88.1362,93.4125
512,99.742,86.787
513,96.2586,91.678
514,105.5134,100.0682
515,107.463,91.4729
516,98.5619,91.807
517,97.3119,92.5944
518,89.3809,89.0558
519,94.3037,86.6318
520,99.3986,78.8167
521,89.2088,81.3759
522,86.1756,87.3995
523,92.7312,86.3762
524,93.3431,86.0151
525,94.6933,93.4661
526,95.8597,80.0545
527,89.2626,90.3611
528,107.9881,96.2463
529,92.6999,92.3943
530,94.4059,98.9903
531,114.7382,89.3936
532,94.4198,87.7221
533,89.349,93.8881
534,89.9693,86.6242
535,97.2628,97.4202
536,96.0952,91.6787
537,101.8753,89.8237
538,88.6094,84.1104
539,93.811,86.9218
540,86.6549,80.9576
541,103.9021,93.6423
542,105.7535,98.1067
543,110.1787,90.3085
544,100.0702,103.0776
545,84.298,85.3979
546,90.5236,93.636
547,102.1701,91.7363
548,94.8812,92.8938
549,102.3443,85.8855
550,87.4094,92.2762
551,100.5864,93.6744
552,89.3757,94.2319
553,97.6154,79.1374
554,94.9671,86.9761
555,76.8876,84.5456
556,106.6354,88.5054
557,93.3699,92.3248
558,73.006,86.0261
559,101.5469,95.8176
560,99.8842,75.5632
561,97.9555,81.4816
562,101.0302,99.0991
563,91.6709,92.1766
564,99.744,100.4341
565,91.7478,88.0798
566,92.4678,94.7847
567,108.6433,84.8796
568,102.4759,85.0686
569,97.5331,82.3646
570,110.1212,94.6616
571,99.4016,89.9791
572,86.5968,91.1516
573,93.5468,90.1062
574,86.0425,85.4441
575,73.9659,90.4456
576,89.7422,89.9701
577,86.9234,88.1399
578,97.6902,99.8763
579,96.4129,85.2218
580,96.2112,96.9217
581,95.1211,89.1127
582,104.8871,94.2211
583,93.2189,83.2479
584,91.8784,85.8008
585,93.0067,93.3909
586,106.1696,83.754
587,117.5468,96.0417
588,93.1196,88.5486
589,92.6192,90.0286
590,95.2173,91.3454
591,106.9099,95.9461
592,102.7901,94.8284
593,101.5638,88.9029
594,104.73,84.0817
595,102.0038,92.0757
596,95.7647,90.6942
597,82.3436,88.7519
598,90.2824,92.3754
599,105.4883,94.7752
600,100.6498,83.9254
601,98.9442,97.7846
602,91.4867,88.2974
603,104.401,91.0128
604,86.4734,97.2698
605,87.8549,88.4398
606,120.5172,85.7711
607,103.3448,94.728
608,105.408,96.4801
609,91.8081,90.9422
610,111.0505,94.2554
611,89.6048,88.651
612,104.6311,91.1752
613,84.7235,91.2127
614,76.9696,86.994
615,88.6031,81.8035
616,87.7313,97.671
617,100.6323,87.8782
618,91.6777,90.829
619,100.8967,91.4367
620,105.3195,98.6739
621,88.8591,97.0953
622,80.5027,86.7514
623,96.3104,83.9954
624,87.7286,92.5092
625,103.2673,91.9641
626,99.8016,90.0893
627,104.5023,98.8237
628,105.2596,91.8344
629,106.7024,87.2923
630,100.7527,82.3258
631,99.528,95.5406
632,93.571,90.5661
633,96.2936,97.9262
634,103.1278,88.5301
635,84.0411,94.2289
636,80.4567,75.1558
637,87.4892,94.0863
638,115.4204,86.5256
639,92.2019,89.2383
640,93.1624,95.2178
641,94.9058,94.3789
642,80.5358,92.9448
643,101.0642,90.9809
644,96.7757,93.3192
645,100.1846,98.2663
646,95.8636,83.2964
647,102.8141,92.1811
648,90.8199,84.639
649,111.5772,79.3124
650,96.612,89.1247
651,96.0563,84.7888
652,111.4563,95.224
653,91.7105,90.1971
654,94.6322,87.4735
655,85.7378,91.7157
656,87.9931,91.1324
657,83.2807,95.3566
658,91.4112,83.7548
659,98.4062,87.6073
660,100.4249,89.9747
661,94.6627,87.3785
662,97.6178,84.0752
663,110.4735,84.1346
664,99.145,105.4321
665,102.8424,90.1553
666,89.4475,89.6614
667,99.8631,86.8815
668,89.5212,79.5811
669,109.4945,81.8641
670,82.2041,79.104
671,110.8188,87.9813
672,99.1623,91.9754
673,94.4077,93.2306
674,78.449,78.8544
675,97.2446,92.8129
676,84.1983,96.4246
677,111.4217,89.3575
678,95.9004,99.2062
679,92.992,88.5925
680,97.7279,90.7567
681,97.9503,88.2362
682,93.0894,83.9298
683,79.8368,87.6788
684,105.6939,88.527
685,102.7713,102.4082
686,94.52,101.5925
687,104.4927,88.8497
688,84.4028,96.1252
689,98.9309,87.1409
690,100.855,80.708
691,103.7497,94.842
692,102.8336,87.6934
693,91.5871,97.933
694,94.4847,90.5197
695,84.7254,98.0293
696,114.1753,89.5241
697,90.3101,93.5261
698,107.5633,88.025
699,86.6426,94.5451
700,96.2871,97.6891
701,104.6975,90.7198
702,89.6516,91.6137
703,90.4655,82.2689
704,96.5306,93.0685
705,99.7891,89.1745
706,97.5539,89.3142
707,96.1159,89.3922
708,98.9623,94.1391
709,94.7687,93.1009
710,96.3839,78.0826
711,77.4004,82.3197
712,99.1725,87.0217
713,81.2366,86.8225
714,94.4472,81.5143
715,97.3782,91.6285
716,101.7745,95.6426
717,96.4781,77.5605
718,94.9364,91.8201
719,88.1519,91.6513
720,92.2134,86.2418
721,97.4663,90.6437
722,106.3429,87.0855
723,96.4191,100.6379
724,95.3277,98.7027
725,95.102,84.7717
726,96.1081,86.6186
727,97.2154,91.6214
728,95.9454,86.9781
729,101.0965,88.702
730,95.9532,90.8347
731,81.1404,93.34
732,78.0237,85.155
733,105.902,86.0156
734,92.8797,95.4603
735,98.9122,96.8613
736,90.4659,79.8218
737,105.6397,88.0066
738,81.9693,84.0087
739,92.3378,85.4521
740,101.8035,92.6757
741,101.3298,91.3679
742,98.1814,83.3272
743,93.4172,78.1904
744,96.2854,92.2035
745,107.3086,86.8041
746,94.4894,94.9025
747,89.0165,89.3599
748,109.7512,89.9941
749,98.3947,96.5233
750,91.8634,93.1634
751,93.4032,95.0338
752,99.6507,86.4977
753,97.9534,91.7552
754,99.7401,92.5744
755,104.4158,95.6132
756,95.1144,98.6804
757,102.5819,91.4302
758,98.0392,75.473
759,90.8168,84.3689
760,84.7109,93.5897
761,95.6972,84.9353
762,90.8803,91.5467
763,100.9391,89.0413
764,99.4144,97.5691
765,94.3014,82.8624
766,95.0967,83.7314
767,87.24,89.8663
768,95.7256,88.2205
769,96.2941,92.6241
770,100.9724,89.1454
771,92.2128,91.3416
772,100.6215,90.3409
773,92.6934,94.3041
774,99.3547,95.4858
775,100.0501,90.8718
776,99.5002,87.9631
777,91.4166,86.7094
778,109.7177,93.5613
779,84.8617,88.2046
780,96.5674,96.9124
781,98.8929,81.617
782,102.9016,88.0209
783,96.884,95.0694
784,88.8017,86.0894
785,84.218,88.4756
786,102.3569,86.5424
787,111.4564,85.8779
788,90.5368,94.9077
789,90.6904,84.0208
790,103.2248,96.2203
791,84.2777,81.4238
792,94.9114,96.0204
793,79.2505,87.7682
794,88.3328,86.7909
795,81.8619,87.4507
796,93.2624,79.603
797,113.3731,90.3271
798,84.7173,91.0095
799,98.4344,92.8874
800,106.9608,94.257
801,92.7105,86.6332
802,100.5479,85.6498
803,98.5375,87.7687
804,93.4524,90.7704
805,90.274,85.5391
806,86.6164,98.522
807,100.8403,87.0576
808,99.562,84.9623
809,109.7469,87.8194
810,95.5101,86.3691
811,72.1938,87.4264
812,103.0562,93.8299
813,97.1263,96.8116
814,93.8916,89.0351
815,98.2844,87.4438
816,109.3732,85.2194
817,89.1389,97.2961
818,94.3069,90.3689
819,94.4475,88.3515
820,88.373,90.418
821,99.1046,84.0959
822,118.0132,94.4227
823,96.9755,83.2408
824,81.0949,82.4023
825,101.869,95.6386
826,89.6055,85.0475
827,109.0414,92.2512
828,94.3115,86.4076
829,101.2175,84.2414
830,103.7271,89.206
831,90.8187,89.152
832,96.0921,90.1455
833,97.6854,97.6788
834,89.9851,97.6979
835,96.1595,91.576
836,100.4357,99.5832
837,88.5624,98.1783
838,90.9682,93.0373
839,89.0769,94.3371
840,97.4619,81.6164
841,92.174,83.3293
842,89.3979,83.6849
843,95.8273,88.6259
844,101.3269,99.0014
845,95.1524,84.7468
846,73.5719,87.9945
847,87.0869,89.5429
848,94.8064,93.169
849,87.8545,84.9813
850,97.1714,88.3665
851,86.4606,95.0323
852,94.2948,92.104
853,88.7039,80.0674
854,92.2904,81.3496
855,91.7523,87.2787
856,90.4382,84.0986
857,94.6533,90.9502
858,105.8279,92.848
859,109.8848,83.3161
860,95.3227,90.8099
861,85.6303,86.3044
862,88.7644,76.5517
863,101.9355,95.8969
864,100.2026,93.9474
865,107.2526,90.4464
866,101.0729,93.5189
867,98.7026,82.0597
868,87.2085,81.8281
869,108.1891,89.7246
870,97.8337,85.8379
871,86.0955,93.6403
872,92.9103,84.2022
873,102.6179,88.2095
874,82.8695,88.3204
875,91.4827,90.0469
876,93.1161,95.7233
877,95.4555,91.4119
878,97.3337,81.1442
879,89.1881,92.0489
880,82.0883,93.8987
881,102.8548,84.969
882,89.9223,103.5307
883,88.5249,88.2166
884,115.6561,90.947
885,98.6461,81.4043
886,110.75,86.3735
887,83.784,95.0544
888,103.2122,90.3812
889,74.0912,86.3708
890,87.9286,92.5608
891,89.8535,84.3964
892,97.6921,90.3613
893,102.8799,82.9821
894,88.3707,88.4201
895,104.6879,80.8754
896,97.464,88.16
897,100.8795,85.3625
898,107.3066,89.0627
899,109.2094,90.0911
900,100.2023,95.8625
901,105.1612,83.5055
902,93.4695,94.2637
903,97.0287,89.0192
904,97.0135,88.7863
905,91.345,95.1462
906,80.7123,81.3798
907,98.6639,82.6968
908,96.4077,97.1694
909,101.8227,94.4899
910,101.0879,92.5897
911,102.5763,85.2606
912,85.9142,92.1014
913,101.7709,82.5959
914,87.5412,85.716
915,94.5144,92.9114
916,94.5361,99.3565
917,90.5666,93.756
918,110.7995,82.2957
919,96.7381,82.6448
920,103.3631,82.6191
921,90.322,85.7376
922,93.8559,94.8867
923,101.0263,82.1058
924,95.3391,95.7072
925,118.4684,82.8793
926,99.7336,97.8934
927,87.7797,85.8733
928,101.7309,97.3016
929,77.6757,96.6972
930,82.9056,85.4228
931,80.6198,75.9876
932,91.4186,88.6611
933,86.4903,85.4813
934,99.5193,81.3768
935,97.9703,87.6711
936,100.7429,92.5083
937,92.3013,92.9204
938,94.0999,85.3894
939,88.5547,87.138
940,101.1654,85.9781
941,94.9902,90.4963
942,86.3928,94.2794
943,93.1991,90.0646
944,101.5771,84.9152
945,95.0981,91.0008
946,101.8877,91.173
947,88.6099,77.7007
948,85.2154,91.8654
949,104.1102,88.6616
950,89.5085,96.959
951,106.4533,99.1638
952,100.1288,81.0768
953,86.6897,92.6069
954,103.2712,88.1108
955,103.0057,88.3363
956,97.2928,93.2294
957,110.7914,91.5067
958,102.5754,85.1811
959,96.1828,84.1674
960,113.0751,87.7009
961,91.2439,95.2743
962,98.6014,84.1836
963,92.1841,95.4618
964,85.3708,87.0508
965,93.155,94.9477
966,92.9353,90.3626
967,95.1304,97.1453
968,100.8314,85.8546
969,95.7144,87.6588
970,102.9456,90.4893
971,108.0169,85.1375
972,98.7847,87.0776
973,83.7417,86.2552
974,103.4981,86.5134
975,93.3419,85.0114
976,86.1761,81.4261
977,99.3022,93.5585
978,96.3635,91.2165
979,104.0468,84.4595
980,95.6701,85.62
981,92.5421,90.3325
982,101.762,86.1377
983,91.1774,93.9739
984,85.426,96.9549
985,93.8125,85.5366
986,87.6705,91.2727
987,79.6673,86.0521
988,99.0857,92.9454
989,113.6287,85.1882
990,99.7283,91.635
991,102.3706,87.4776
992,103.0617,92.9882
993,86.7446,88.1027
994,91.4726,99.9594
995,110.1692,93.534
996,92.6008,88.506
997,95.5876,94.2703
998,99.0071,86.9608
999,94.3681,90.1579
1000,105.9142,89.1395
1001,94.3567,95.4231
1002,92.0125,92.8953
1003,100.239,91.7469
1004,93.7385,86.9441
1005,85.3719,87.294
1006,105.4082,100.6177
1007,107.7886,83.1369
1008,97.1932,96.4609
1009,104.5067,87.7436
1010,94.4188,88.493
1011,100.9731,98.6505
1012,103.0852,100.0315
1013,99.0739,83.8003
1014,94.339,82.175
1015,98.2731,89.4408
1016,96.1752,90.9658
1017,90.3452,97.2435
1018,107.1538,89.6662
1019,87.8804,97.8812
1020,102.544,87.0565
1021,91.9886,89.0762
1022,104.5822,92.4424
1023,101.9187,87.803
1024,92.784,85.9552
1025,88.6031,85.263
1026,104.1712,83.3288
1027,105.1922,89.0532
1028,108.3463,100.1791
1029,104.3009,100.1548
1030,101.6602,89.5546
1031,89.1102,101.5544
1032,90.4369,87.6978
1033,92.9225,92.8136
1034,80.454,86.0267
1035,106.6432,84.9925
1036,97.348,92.5206
1037,91.7362,89.2204
1038,99.0662,84.0004
1039,101.0237,98.8619
1040,111.0474,90.3682
1041,97.2447,86.4347
1042,92.9544,84.5036
1043,109.2214,75.2803
1044,101.1875,80.1196
1045,81.4858,90.5624
1046,95.9775,86.0179
1047,94.118,94.6376
1048,94.7639,80.128
1049,90.5992,87.6784
1050,78.7648,93.7328
1051,99.2196,93.1859
1052,89.2963,90.4395
1053,95.978,82.1662
1054,97.1608,102.2416
1055,97.2664,85.5564
1056,95.0409,92.2762
1057,95.4332,91.871
1058,88.4242,95.9878
1059,105.786,91.0791
1060,96.3617,81.4448
1061,95.8295,79.5829
1062,72.6247,88.8633
1063,101.3536,90.734
1064,83.3633,86.0829
1065,92.7314,84.8959
1066,96.7395,85.9842
1067,97.3033,88.1839
1068,90.1475,85.1414
1069,84.3254,85.6737
1070,90.4789,86.027
1071,95.7843,92.0923
1072,107.139,85.7016
1073,99.2947,90.5231
1074,92.4324,87.0305
1075,92.7906,89.6328
1076,87.5825,95.6281
1077,86.3772,85.7941
1078,96.5667,92.0604
1079,100.1967,90.0465
1080,96.9886,94.7655
1081,101.4123,95.968
1082,98.0523,92.5027
1083,87.743,87.172
1084,80.2356,93.7546
1085,93.211,85.3817
1086,99.6032,84.2881
1087,102.696,88.1267
1088,103.2823,79.1074
1089,107.9367,86.816
1090,101.6811,84.9654
1091,95.8308,84.0178
1092,95.4047,87.8979
1093,105.5868,95.0672
1094,118.9987,97.2531
1095,94.8092,96.5269
1096,95.7875,90.3932
1097,106.0167,88.6416
1098,90.5347,87.676
1099,90.5797,91.4146
1100,102.5026,95.1815
1101,110.2727,79.5488
1102,85.7509,83.2664
1103,99.7017,93.5688
1104,106.8424,84.2769
1105,98.428,87.3303
1106,84.7788,89.2798
1107,105.899,93.444
1108,97.9785,94.9881
1109,101.2637,85.3092
1110,100.2598,87.8791
1111,93.115,86.8544
1112,93.4264,88.1396
1113,102.342,89.716
1114,115.8626,95.0234
1115,107.586,97.0043
1116,94.5913,90.9337
1117,98.779,93.3183
1118,97.1609,96.9575
1119,91.704,90.2541
1120,89.6051,82.7557
1121,95.7203,88.0608
1122,99.7276,93.2091
1123,96.9334,87.5032
1124,96.7733,88.0042
1125,90.3982,86.0986
1126,97.675,92.9082
1127,82.5326,96.5852
1128,98.4448,93.2997
1129,84.7323,84.0507
1130,105.7144,81.208
1131,92.9938,88.4429
1132,95.3614,93.0705
1133,107.6301,92.9754
1134,86.2427,94.8986
1135,99.7786,93.2715
1136,96.4126,94.5199
1137,72.9126,80.8505
1138,91.3498,96.5673
1139,101.2176,95.1032
1140,116.2669,90.7081
1141,98.1116,100.0091
1142,95.078,94.0848
1143,94.7493,84.3655
1144,87.5451,94.5971
1145,95.6272,98.7816
1146,86.9223,83.2042
1147,99.5421,79.8731
1148,88.7093,82.8795
1149,104.2908,90.2083
1150,102.1981,88.2641
1151,80.6123,79.9907
1152,92.7097,90.6826
1153,97.7457,91.0272
1154,101.7233,92.9947
1155,97.6863,82.5185
1156,93.7735,81.6542
1157,98.731,89.0888
1158,83.9444,82.5834
1159,101.7503,93.4319
1160,87.7341,88.6622
1161,99.2994,93.3725
1162,95.654,81.118
1163,87.2639,91.7773
1164,95.227,101.1602
1165,98.1197,90.757
1166,104.9445,90.8782
1167,97.5252,92.4451
1168,95.3717,93.2865
1169,89.6916,87.2918
