DATE,ESPECES,TITRES,TOTAL,BASE100,APPARIEE100,DETENTION100
2022-04-06,10115.59,0.0,10115.59,101.1559,101.1065,102.6769
2022-04-07,10115.59,0.0,10115.59,101.1559,101.1065,102.728
2022-04-08,10115.59,0.0,10115.59,101.1559,101.1065,103.9913
2022-04-11,10115.59,0.0,10115.59,101.1559,101.1065,105.1271
2022-04-12,10115.59,0.0,10115.59,101.1559,101.1065,103.9148
2022-04-13,10115.59,0.0,10115.59,101.1559,101.1065,103.9913
2022-04-14,10115.59,0.0,10115.59,101.1559,101.1065,104.4252
2022-04-19,10115.59,0.0,10115.59,101.1559,101.1065,103.1491
2022-04-20,10115.59,0.0,10115.59,101.1559,101.1065,103.7106
2022-04-21,10115.59,0.0,10115.59,101.1559,101.1065,104.2721
2022-04-22,10115.59,0.0,10115.59,101.1559,101.1065,102.7025
2022-04-25,10115.59,0.0,10115.59,101.1559,101.1065,102.1537
2022-04-26,10115.59,0.0,10115.59,101.1559,101.1065,103.3022
2022-04-27,10115.59,0.0,10115.59,101.1559,101.1065,104.0424
2022-04-28,10115.59,0.0,10115.59,101.1559,101.1065,104.8974
2022-04-29,10115.59,0.0,10115.59,101.1559,101.1065,105.9821
2022-05-02,10115.59,0.0,10115.59,101.1559,101.1065,104.5018
2022-05-03,10115.59,0.0,10115.59,101.1559,101.1065,105.076
2022-05-04,10115.59,0.0,10115.59,101.1559,101.1065,104.8336
2022-05-05,10115.59,0.0,10115.59,101.1559,101.1065,105.0888
2022-05-06,10115.59,0.0,10115.59,101.1559,101.1065,103.0981
