DATE,ESPECES,TITRES,TOTAL,BASE100,APPARIEE100,DETENTION100
2022-03-11,9103.01,917.27,10020.28,100.2028,100.1636,92.2128
2022-03-14,9103.01,943.44,10046.44,100.4644,100.4237,94.8288
2022-03-15,9103.01,944.58,10047.59,100.4759,100.4351,94.9436
2022-03-16,9103.01,963.47,10066.48,100.6648,100.6229,96.8323
2022-03-17,9103.01,973.17,10076.18,100.7618,100.7194,97.8022
2022-03-18,9103.01,973.3,10076.31,100.7631,100.7207,97.8149
2022-03-21,9103.01,965.13,10068.14,100.6814,100.6394,96.9982
2022-03-22,9103.01,961.81,10064.82,100.6482,100.6064,96.6664
2022-03-23,9103.01,984.02,10087.02,100.8702,100.8273,98.8869
2022-03-24,9103.01,1004.56,10107.57,101.0757,101.0316,100.9414
2022-03-25,9103.01,1006.86,10109.87,101.0987,101.0545,101.1711
2022-03-28,10115.59,0.0,10115.59,101.1559,101.1065,101.6943
2022-03-29,10115.59,0.0,10115.59,101.1559,101.1065,101.924
2022-03-30,10115.59,0.0,10115.59,101.1559,101.1065,102.192
2022-03-31,10115.59,0.0,10115.59,101.1559,101.1065,101.8858
2022-04-01,10115.59,0.0,10115.59,101.1559,101.1065,102.192
2022-04-04,10115.59,0.0,10115.59,101.1559,101.1065,103.3405
2022-04-05,10115.59,0.0,10115.59,101.1559,101.1065,103.6851
