DATE,TICKER,TYPE,PHASE,ENONCE,BORNE_BASSE,BORNE_HAUTE,BORNE_DEMENTI,SIGMA,DATE_DEPOUILLEMENT,VALEUR_CONSTATEE,VERDICT
2020-12-31,ACA.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",7.648,7.4,,,2021-01-29,5.962790012359619,INCONFIRMABLE
2020-12-31,ACA.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 10,73 pt (σ̂), au 2021-01-29",-10.733147707616746,10.733147707616746,,10.7331,2021-01-29,-11.817220595918798,DEMENTIE
2020-12-31,AI.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",91.49000000000001,89.738,,,2021-01-29,90.66337585449219,INCONFIRMABLE
2020-12-31,AIR.PA,CANAL,,"clôture entre 91,63 € et 97,79 € au 2021-01-29",91.63,97.792,,,2021-01-29,76.33059692382812,DEMENTIE
2020-12-31,ALO.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",51.3,46.166000000000004,,,2021-01-29,43.737945556640625,INCONFIRMABLE
2020-12-31,ALO.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 7,86 pt (σ̂), au 2021-01-29",-7.862735544935169,7.862735544935169,,7.8627,2021-01-29,-6.463269482294709,CONFIRMEE
2020-12-31,ATO.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",6073.61,5636.588,,,2021-01-29,4638.376953125,INCONFIRMABLE
2020-12-31,ATO.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 6,83 pt (σ̂), au 2021-01-29",-6.8261528741917346,6.8261528741917346,,6.8262,2021-01-29,-17.819689047162047,DEMENTIE
2020-12-31,BN.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",45.763999999999996,43.978,,,2021-01-29,44.95738983154297,INCONFIRMABLE
2020-12-31,BNP.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",33.694,33.158,,,2021-01-29,27.309751510620117,INCONFIRMABLE
2020-12-31,BNP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 11,34 pt (σ̂), au 2021-01-29",-11.342729276536716,11.342729276536716,,11.3427,2021-01-29,-10.422431322441895,CONFIRMEE
2020-12-31,CA.PA,CANAL,,"clôture entre 9,92 € et 10,52 € au 2021-01-29",9.922,10.516,,,2021-01-29,10.376551628112793,CONFIRMEE
2020-12-31,CAP.PA,CANAL,,"clôture entre 113,99 € et 115,47 € au 2021-01-29",113.994,115.474,,,2021-01-29,106.21468353271484,DEMENTIE
2020-12-31,CS.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",15.606,14.624,,,2021-01-29,12.8168306350708,INCONFIRMABLE
2020-12-31,CS.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 9,20 pt (σ̂), au 2021-01-29",-9.202231610394414,9.202231610394414,,9.2022,2021-01-29,-8.92027364685255,CONFIRMEE
2020-12-31,DG.PA,CANAL,,"clôture entre 71,80 € et 78,63 € au 2021-01-29",71.8,78.626,,,2021-01-29,61.97576904296875,DEMENTIE
2020-12-31,DSY.PA,CANAL,,"clôture entre 27,89 € et 32,56 € au 2021-01-29",27.887999999999998,32.556,,,2021-01-29,31.667301177978516,CONFIRMEE
2020-12-31,EL.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",123.414,118.11,,,2021-01-29,103.35625457763672,INCONFIRMABLE
2020-12-31,EN.PA,CANAL,,"clôture entre 26,86 € et 26,91 € au 2021-01-29",26.856,26.908,,,2021-01-29,23.77930450439453,DEMENTIE
2020-12-31,ENGI.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",8.584,8.52,,,2021-01-29,8.314111709594727,INCONFIRMABLE
2020-12-31,GLE.PA,CANAL,,"clôture entre 15,05 € et 15,21 € au 2021-01-29",15.046,15.214,,,2021-01-29,12.089618682861328,DEMENTIE
2020-12-31,GLE.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 12,86 pt (σ̂), au 2021-01-29",-12.857915268427705,12.857915268427705,,12.8579,2021-01-29,-12.014301015658424,CONFIRMEE
2020-12-31,HO.PA,CANAL,,"clôture entre 73,60 € et 77,78 € au 2021-01-29",73.598,77.78,,,2021-01-29,65.8162612915039,DEMENTIE
2020-12-31,KER.PA,CANAL,,"clôture entre 486,80 € et 496,29 € au 2021-01-29",486.798,496.286,,,2021-01-29,469.87628173828125,DEMENTIE
2020-12-31,LR.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",68.36,66.796,,,2021-01-29,67.6418228149414,INCONFIRMABLE
2020-12-31,MC.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",498.878,490.892,,,2021-01-29,449.3862609863281,INCONFIRMABLE
2020-12-31,ML.PA,CANAL,,"clôture entre 22,48 € et 23,42 € au 2021-01-29",22.482000000000003,23.418,,,2021-01-29,22.804418563842773,CONFIRMEE
2020-12-31,MT.AS,CANAL,,"clôture entre 11,41 € et 20,11 € au 2021-01-29",11.414,20.112,,,2021-01-29,16.485591888427734,CONFIRMEE
2020-12-31,MT.AS,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR39 au-dessus de +5,38 pt (0,5 σ̂), au 2021-01-29",5.376516231869892,,-5.376516231869892,10.753,2021-01-29,-7.147274744264454,DEMENTIE
2020-12-31,OR.PA,CANAL,,"clôture entre 281,21 € et 282,39 € au 2021-01-29",281.21200000000005,282.386,,,2021-01-29,264.4212951660156,DEMENTIE
2020-12-31,ORA.PA,CANAL,,"clôture entre 7,06 € et 7,18 € au 2021-01-29",7.062,7.18,,,2021-01-29,6.744333744049072,DEMENTIE
2020-12-31,PUB.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",36.166,35.994,,,2021-01-29,33.411224365234375,INCONFIRMABLE
2020-12-31,RI.PA,CANAL,,"clôture entre 136,81 € et 138,55 € au 2021-01-29",136.814,138.54799999999997,,,2021-01-29,127.92831420898438,DEMENTIE
2020-12-31,RMS.PA,CANAL,,"clôture entre 840,34 € et 864,14 € au 2021-01-29",840.342,864.144,,,2021-01-29,801.961669921875,DEMENTIE
2020-12-31,RNO.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",35.89,34.91,,,2021-01-29,29.831287384033203,INCONFIRMABLE
2020-12-31,SAF.PA,CANAL,,"clôture entre 118,98 € et 132,17 € au 2021-01-29",118.98,132.174,,,2021-01-29,98.95026397705078,DEMENTIE
2020-12-31,SAN.PA,CANAL,,"clôture entre 58,19 € et 63,71 € au 2021-01-29",58.188,63.708000000000006,,,2021-01-29,59.96028137207031,CONFIRMEE
2020-12-31,SGO.PA,CANAL,,"clôture entre 33,91 € et 37,61 € au 2021-01-29",33.914,37.606,,,2021-01-29,34.74098587036133,CONFIRMEE
2020-12-31,STMPA.PA,CANAL,,"clôture entre 29,41 € et 35,38 € au 2021-01-29",29.412,35.376,,,2021-01-29,31.650251388549805,CONFIRMEE
2020-12-31,SU.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",109.598,108.116,,,2021-01-29,108.28189849853516,INCONFIRMABLE
2020-12-31,TEP.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",227.16000000000003,222.092,,,2021-01-29,224.97007751464844,INCONFIRMABLE
2020-12-31,TEP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 5,02 pt (σ̂), au 2021-01-29",-5.0153201694076905,5.0153201694076905,,5.0153,2021-01-29,-3.114167065131246,CONFIRMEE
2020-12-31,TTE.PA,CANAL,,"clôture entre 28,43 € et 29,18 € au 2021-01-29",28.433999999999997,29.18,,,2021-01-29,25.26862335205078,DEMENTIE
2020-12-31,VIE.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",15.895999999999999,15.634,,,2021-01-29,16.713472366333008,INCONFIRMABLE
2020-12-31,VIV.PA,CANAL,,"clôture entre 8,99 € et 9,86 € au 2021-01-29",8.991999999999999,9.864,,,2021-01-29,8.792590141296387,DEMENTIE
2020-12-31,VIV.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 6,05 pt (σ̂), au 2021-01-29",-6.04961695901098,6.04961695901098,,6.0496,2021-01-29,-6.726904572622083,DEMENTIE
2020-12-31,WLN.PA,CANAL,,"encadrement ferme avant le 2021-01-29 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",860.338,818.736,,,2021-01-29,723.927734375,INCONFIRMABLE
2020-12-31,WLN.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 6,96 pt (σ̂), au 2021-01-29",-6.964127014711335,6.964127014711335,,6.9641,2021-01-29,-14.137278433683843,DEMENTIE
2021-01-29,ACA.PA,CANAL,,"clôture entre 6,44 € et 7,90 € au 2021-02-26",6.4399999999999995,7.901999999999999,,,2021-02-26,7.383560657501221,CONFIRMEE
2021-01-29,ACA.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 10,83 pt (σ̂), au 2021-02-26",-10.830140388260238,10.830140388260238,,10.8301,2021-02-26,17.826207224558054,DEMENTIE
2021-01-29,AI.PA,CANAL,,"clôture entre 88,98 € et 90,62 € au 2021-02-26",88.982,90.618,,,2021-02-26,83.74610137939453,DEMENTIE
2021-01-29,AIR.PA,CANAL,,"clôture entre 81,55 € et 83,06 € au 2021-02-26",81.548,83.062,,,2021-02-26,87.9912109375,DEMENTIE
2021-01-29,ALO.PA,CANAL,,"clôture entre 44,96 € et 49,58 € au 2021-02-26",44.964,49.578,,,2021-02-26,40.30598831176758,DEMENTIE
2021-01-29,ALO.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 7,80 pt (σ̂), au 2021-02-26",-7.80415910778918,7.80415910778918,,7.8042,2021-02-26,-13.847708011201998,DEMENTIE
2021-01-29,ATO.PA,CANAL,,"clôture entre 4 622,40 € et 5 854,24 € au 2021-02-26",4622.402,5854.238,,,2021-02-26,4721.67431640625,CONFIRMEE
2021-01-29,ATO.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 6,77 pt (σ̂), au 2021-02-26",-6.767857210803298,6.767857210803298,,6.7679,2021-02-26,-4.205242357600669,CONFIRMEE
2021-01-29,BN.PA,CANAL,,"clôture entre 45,72 € et 45,93 € au 2021-02-26",45.721999999999994,45.928,,,2021-02-26,46.18439483642578,DEMENTIE
2021-01-29,BNP.PA,CANAL,,"clôture entre 29,66 € et 35,41 € au 2021-02-26",29.662,35.412,,,2021-02-26,33.8282585144043,CONFIRMEE
2021-01-29,BNP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 11,33 pt (σ̂), au 2021-02-26",-11.326587541281738,11.326587541281738,,11.3266,2021-02-26,17.867716819814582,DEMENTIE
2021-01-29,CA.PA,CANAL,,"clôture entre 10,01 € et 14,31 € au 2021-02-26",10.012,14.31,,,2021-02-26,10.714030265808105,CONFIRMEE
2021-01-29,CAP.PA,CANAL,,"clôture entre 109,17 € et 117,99 € au 2021-02-26",109.168,117.992,,,2021-02-26,118.34716033935547,DEMENTIE
2021-01-29,CS.PA,CANAL,,"clôture entre 13,82 € et 15,32 € au 2021-02-26",13.816,15.318,,,2021-02-26,14.56776237487793,CONFIRMEE
2021-01-29,CS.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 9,21 pt (σ̂), au 2021-02-26",-9.212604798472777,9.212604798472777,,9.2126,2021-02-26,7.6601188835143885,CONFIRMEE
2021-01-29,DG.PA,CANAL,,"clôture entre 63,97 € et 67,25 € au 2021-02-26",63.972,67.25,,,2021-02-26,69.63166809082031,DEMENTIE
2021-01-29,DSY.PA,CANAL,,"clôture entre 25,98 € et 33,16 € au 2021-02-26",25.982,33.162,,,2021-02-26,33.04163360595703,CONFIRMEE
2021-01-29,EL.PA,CANAL,,"clôture entre 106,89 € et 123,89 € au 2021-02-26",106.89200000000001,123.89,,,2021-02-26,119.25720977783203,CONFIRMEE
2021-01-29,EN.PA,CANAL,,"clôture entre 24,76 € et 27,36 € au 2021-02-26",24.762,27.358,,,2021-02-26,24.615474700927734,DEMENTIE
2021-01-29,ENGI.PA,CANAL,,"clôture entre 8,59 € et 9,30 € au 2021-02-26",8.59,9.302,,,2021-02-26,7.83744478225708,DEMENTIE
2021-01-29,GLE.PA,CANAL,,"clôture entre 12,92 € et 16,82 € au 2021-02-26",12.922,16.824,,,2021-02-26,16.081117630004883,CONFIRMEE
2021-01-29,GLE.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 12,53 pt (σ̂), au 2021-02-26",-12.534759709479575,12.534759709479575,,12.5348,2021-02-26,27.0148486230817,DEMENTIE
2021-01-29,HO.PA,CANAL,,"clôture entre 69,01 € et 69,56 € au 2021-02-26",69.006,69.562,,,2021-02-26,69.59593963623047,DEMENTIE
2021-01-29,KER.PA,CANAL,,"clôture entre 469,01 € et 486,63 € au 2021-02-26",469.00600000000003,486.632,,,2021-02-26,455.3879089355469,DEMENTIE
2021-01-29,LR.PA,CANAL,,"clôture entre 71,28 € et 75,54 € au 2021-02-26",71.28399999999999,75.542,,,2021-02-26,64.09485626220703,DEMENTIE
2021-01-29,MC.PA,CANAL,,"clôture entre 478,84 € et 539,76 € au 2021-02-26",478.84,539.7639999999999,,,2021-02-26,473.4654235839844,DEMENTIE
2021-01-29,ML.PA,CANAL,,"clôture entre 22,22 € et 23,22 € au 2021-02-26",22.224,23.218,,,2021-02-26,23.97567367553711,DEMENTIE
2021-01-29,MT.AS,CANAL,,"clôture entre 17,34 € et 22,49 € au 2021-02-26",17.336,22.491999999999997,,,2021-02-26,17.688066482543945,CONFIRMEE
2021-01-29,MT.AS,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 12,25 pt (σ̂), au 2021-02-26",-12.248306490689723,12.248306490689723,,12.2483,2021-02-26,1.2930218295227558,CONFIRMEE
2021-01-29,OR.PA,CANAL,,"clôture entre 268,76 € et 282,74 € au 2021-02-26",268.76,282.74,,,2021-02-26,275.9971618652344,CONFIRMEE
2021-01-29,ORA.PA,CANAL,,"clôture entre 6,84 € et 7,67 € au 2021-02-26",6.836,7.666,,,2021-02-26,6.635913372039795,DEMENTIE
2021-01-29,PUB.PA,CANAL,,"clôture entre 34,68 € et 40,49 € au 2021-02-26",34.684,40.492,,,2021-02-26,37.92752456665039,CONFIRMEE
2021-01-29,RI.PA,CANAL,,"clôture entre 129,35 € et 146,00 € au 2021-02-26",129.346,146.004,,,2021-02-26,129.2840118408203,DEMENTIE
2021-01-29,RMS.PA,CANAL,,"clôture entre 824,88 € et 880,21 € au 2021-02-26",824.8779999999999,880.2139999999999,,,2021-02-26,878.6744384765625,CONFIRMEE
2021-01-29,RNO.PA,CANAL,,"clôture entre 31,55 € et 38,05 € au 2021-02-26",31.546,38.048,,,2021-02-26,31.426971435546875,DEMENTIE
2021-01-29,SAF.PA,CANAL,,"clôture entre 103,42 € et 139,57 € au 2021-02-26",103.41999999999999,139.566,,,2021-02-26,107.64761352539062,CONFIRMEE
2021-01-29,SAN.PA,CANAL,,"clôture entre 60,65 € et 63,55 € au 2021-02-26",60.652,63.55,,,2021-02-26,58.91107177734375,DEMENTIE
2021-01-29,SGO.PA,CANAL,,"clôture entre 35,58 € et 39,94 € au 2021-02-26",35.582,39.938,,,2021-02-26,37.56559371948242,CONFIRMEE
2021-01-29,STMPA.PA,CANAL,,"clôture entre 30,33 € et 39,08 € au 2021-02-26",30.328,39.08,,,2021-02-26,30.413541793823242,CONFIRMEE
2021-01-29,SU.PA,CANAL,,"clôture entre 112,94 € et 119,47 € au 2021-02-26",112.942,119.468,,,2021-02-26,109.98289489746094,DEMENTIE
2021-01-29,TEP.PA,CANAL,,"clôture entre 225,42 € et 242,45 € au 2021-02-26",225.416,242.45000000000002,,,2021-02-26,244.03675842285156,DEMENTIE
2021-01-29,TEP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 5,32 pt (σ̂), au 2021-02-26",-5.319410172324854,5.319410172324854,,5.3194,2021-02-26,2.4741351874708606,CONFIRMEE
2021-01-29,TTE.PA,CANAL,,"encadrement ferme avant le 2021-02-26 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",27.724,27.394,,,2021-02-26,27.788602828979492,INCONFIRMABLE
2021-01-29,VIE.PA,CANAL,,"clôture entre 17,17 € et 18,44 € au 2021-02-26",17.166,18.438000000000002,,,2021-02-26,16.933185577392578,DEMENTIE
2021-01-29,VIV.PA,CANAL,,"clôture entre 8,96 € et 10,26 € au 2021-02-26",8.959999999999999,10.26,,,2021-02-26,9.92117977142334,CONFIRMEE
2021-01-29,VIV.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 6,08 pt (σ̂), au 2021-02-26",-6.084488215129078,6.084488215129078,,6.0845,2021-02-26,6.834617864964843,DEMENTIE
2021-01-29,WLN.PA,CANAL,,"clôture entre 733,09 € et 835,73 € au 2021-02-26",733.086,835.734,,,2021-02-26,762.5730590820312,CONFIRMEE
2021-01-29,WLN.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 6,91 pt (σ̂), au 2021-02-26",-6.913450046937019,6.913450046937019,,6.9135,2021-02-26,-0.662787454998548,CONFIRMEE
2021-02-26,ACA.PA,CANAL,,"clôture entre 7,07 € et 7,87 € au 2021-03-31",7.072500000000001,7.8692,,,2021-03-31,7.847616672515869,CONFIRMEE
2021-02-26,ACA.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR39 au-dessus de +5,63 pt (0,5 σ̂), au 2021-03-31",5.634208193572903,,-5.634208193572903,11.2684,2021-03-31,-0.6120424037485028,ZONE MORTE
2021-02-26,AI.PA,CANAL,,"clôture entre 83,56 € et 90,35 € au 2021-03-31",83.5596,90.34819999999999,,,2021-03-31,93.55118560791016,DEMENTIE
2021-02-26,AIR.PA,CANAL,,"clôture entre 88,99 € et 98,08 € au 2021-03-31",88.98819999999999,98.07910000000001,,,2021-03-31,88.5691909790039,DEMENTIE
2021-02-26,ALO.PA,CANAL,,"clôture entre 41,46 € et 51,56 € au 2021-03-31",41.4645,51.556000000000004,,,2021-03-31,41.456478118896484,DEMENTIE
2021-02-26,ALO.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 7,02 pt (σ̂), au 2021-03-31",-7.02368566460409,7.02368566460409,,7.0237,2021-03-31,-4.042642669953667,CONFIRMEE
2021-02-26,ATO.PA,CANAL,,"encadrement ferme avant le 2021-03-31 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",4669.901599999999,4219.0373,,,2021-03-31,4860.50439453125,INCONFIRMABLE
2021-02-26,ATO.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 8,52 pt (σ̂), au 2021-03-31",-8.516047872863686,8.516047872863686,,8.516,2021-03-31,-3.9567597264232424,CONFIRMEE
2021-02-26,BN.PA,CANAL,,"clôture entre 46,03 € et 48,08 € au 2021-03-31",46.030899999999995,48.0782,,,2021-03-31,47.853118896484375,CONFIRMEE
2021-02-26,BNP.PA,CANAL,,"clôture entre 32,38 € et 36,83 € au 2021-03-31",32.3763,36.825700000000005,,,2021-03-31,35.61664581298828,CONFIRMEE
2021-02-26,BNP.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR39 au-dessus de +5,74 pt (0,5 σ̂), au 2021-03-31",5.738875957230826,,-5.738875957230826,11.4778,2021-03-31,-1.6103651832605648,ZONE MORTE
2021-02-26,CA.PA,CANAL,,"encadrement ferme avant le 2021-03-31 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",10.1043,9.1022,,,2021-03-31,11.455741882324219,INCONFIRMABLE
2021-02-26,CAP.PA,CANAL,,"clôture entre 115,71 € et 131,24 € au 2021-03-31",115.7112,131.2359,,,2021-03-31,128.96864318847656,CONFIRMEE
2021-02-26,CS.PA,CANAL,,"clôture entre 14,96 € et 15,27 € au 2021-03-31",14.9552,15.2667,,,2021-03-31,16.028043746948242,DEMENTIE
2021-02-26,CS.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR39 au-dessus de +4,74 pt (0,5 σ̂), au 2021-03-31",4.740138543566509,,-4.740138543566509,9.4803,2021-03-31,3.1270289550384245,ZONE MORTE
2021-02-26,DG.PA,CANAL,,"clôture entre 67,08 € et 71,82 € au 2021-03-31",67.0773,71.81750000000001,,,2021-03-31,70.69994354248047,CONFIRMEE
2021-02-26,DSY.PA,CANAL,,"clôture entre 21,01 € et 38,51 € au 2021-03-31",21.0109,38.505,,,2021-03-31,35.059879302978516,CONFIRMEE
2021-02-26,EL.PA,CANAL,,"clôture entre 111,52 € et 129,71 € au 2021-03-31",111.5153,129.70929999999998,,,2021-03-31,122.65826416015625,CONFIRMEE
2021-02-26,EN.PA,CANAL,,"clôture entre 25,49 € et 28,69 € au 2021-03-31",25.4896,28.685200000000002,,,2021-03-31,25.077558517456055,DEMENTIE
2021-02-26,ENGI.PA,CANAL,,"clôture entre 8,13 € et 9,72 € au 2021-03-31",8.1327,9.7182,,,2021-03-31,7.850414276123047,DEMENTIE
2021-02-26,GLE.PA,CANAL,,"clôture entre 14,08 € et 17,44 € au 2021-03-31",14.0838,17.438,,,2021-03-31,17.47504997253418,DEMENTIE
2021-02-26,GLE.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR39 au-dessus de +6,39 pt (0,5 σ̂), au 2021-03-31",6.38796720391418,,-6.38796720391418,12.7759,2021-03-31,1.771099056699943,ZONE MORTE
2021-02-26,HO.PA,CANAL,,"encadrement ferme avant le 2021-03-31 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",73.1683,71.05969999999999,,,2021-03-31,75.16788482666016,INCONFIRMABLE
2021-02-26,KER.PA,CANAL,,"clôture entre 447,09 € et 475,35 € au 2021-03-31",447.0947,475.3483,,,2021-03-31,510.65228271484375,DEMENTIE
2021-02-26,LR.PA,CANAL,,"clôture entre 65,73 € et 78,59 € au 2021-03-31",65.7274,78.5913,,,2021-03-31,70.6897201538086,CONFIRMEE
2021-02-26,MC.PA,CANAL,,"clôture entre 499,41 € et 510,66 € au 2021-03-31",499.4059,510.656,,,2021-03-31,512.3346557617188,DEMENTIE
2021-02-26,ML.PA,CANAL,,"clôture entre 23,43 € et 25,26 € au 2021-03-31",23.4321,25.2557,,,2021-03-31,25.55736541748047,DEMENTIE
2021-02-26,MT.AS,CANAL,,"encadrement ferme avant le 2021-03-31 : les bornes prolongees se croisent, la thèse est inconfirmable à l'écriture",19.257399999999997,18.4941,,,2021-03-31,22.50527572631836,INCONFIRMABLE
2021-02-26,MT.AS,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 11,56 pt (σ̂), au 2021-03-31",-11.555960653313237,11.555960653313237,,11.556,2021-03-31,20.337201082805013,DEMENTIE
2021-02-26,OR.PA,CANAL,,"clôture entre 273,75 € et 291,15 € au 2021-03-31",273.751,291.1545,,,2021-03-31,297.87274169921875,DEMENTIE
2021-02-26,ORA.PA,CANAL,,"clôture entre 6,81 € et 8,49 € au 2021-03-31",6.8109,8.488900000000001,,,2021-03-31,7.3010334968566895,CONFIRMEE
2021-02-26,PUB.PA,CANAL,,"clôture entre 38,05 € et 40,38 € au 2021-03-31",38.0541,40.3797,,,2021-03-31,40.66230392456055,DEMENTIE
2021-02-26,RI.PA,CANAL,,"clôture entre 133,93 € et 138,65 € au 2021-03-31",133.9263,138.6456,,,2021-03-31,131.50242614746094,DEMENTIE
2021-02-26,RMS.PA,CANAL,,"clôture entre 854,72 € et 1 027,46 € au 2021-03-31",854.7217,1027.4599,,,2021-03-31,899.9246215820312,CONFIRMEE
2021-02-26,RNO.PA,CANAL,,"clôture entre 34,52 € et 37,47 € au 2021-03-31",34.524499999999996,37.467999999999996,,,2021-03-31,31.261899948120117,DEMENTIE
2021-02-26,SAF.PA,CANAL,,"clôture entre 107,70 € et 113,68 € au 2021-03-31",107.70049999999999,113.6775,,,2021-03-31,110.3091049194336,CONFIRMEE
2021-02-26,SAN.PA,CANAL,,"clôture entre 58,02 € et 62,17 € au 2021-03-31",58.0209,62.169999999999995,,,2021-03-31,65.47834777832031,DEMENTIE
2021-02-26,SGO.PA,CANAL,,"clôture entre 38,09 € et 38,31 € au 2021-03-31",38.0893,38.312400000000004,,,2021-03-31,42.55517578125,DEMENTIE
2021-02-26,STMPA.PA,CANAL,,"clôture entre 31,10 € et 34,99 € au 2021-03-31",31.096799999999998,34.9857,,,2021-03-31,30.9503173828125,DEMENTIE
2021-02-26,SU.PA,CANAL,,"clôture entre 115,17 € et 122,58 € au 2021-03-31",115.17219999999999,122.5842,,,2021-03-31,116.60782623291016,CONFIRMEE
2021-02-26,TEP.PA,CANAL,,"clôture entre 229,27 € et 247,16 € au 2021-03-31",229.2694,247.1649,,,2021-03-31,258.7738952636719,DEMENTIE
2021-02-26,TEP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 5,39 pt (σ̂), au 2021-03-31",-5.38632631232043,5.38632631232043,,5.3863,2021-03-31,-0.8581315191999561,CONFIRMEE
2021-02-26,TTE.PA,CANAL,,"clôture entre 27,97 € et 29,49 € au 2021-03-31",27.9701,29.4852,,,2021-03-31,29.28479766845703,CONFIRMEE
2021-02-26,VIE.PA,CANAL,,"clôture entre 18,33 € et 19,39 € au 2021-03-31",18.3307,19.3885,,,2021-03-31,16.56194496154785,DEMENTIE
2021-02-26,VIV.PA,CANAL,,"clôture entre 9,16 € et 12,01 € au 2021-03-31",9.1555,12.013499999999999,,,2021-03-31,9.723240852355957,CONFIRMEE
2021-02-26,VIV.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR39 dans ± 6,36 pt (σ̂), au 2021-03-31",-6.359739286927625,6.359739286927625,,6.3597,2021-03-31,-8.892146674483348,DEMENTIE
