DATE,ESPECES,TITRES,TOTAL,BASE100,REFERENCE100
2022-05-26,1880.49,8344.65,10225.14,102.2514,92.0602
2022-05-27,1880.49,8299.71,10180.2,101.802,93.2407
2022-05-30,1880.49,8230.37,10110.85,101.1085,93.7873
2022-05-31,1880.49,8187.44,10067.92,100.6792,92.4413
2022-06-01,1880.49,8140.58,10021.07,100.2107,92.023
2022-06-02,1880.49,8124.9,10005.39,100.0539,93.1694
2022-06-03,1880.49,8152.95,10033.43,100.3343,92.8232
2022-06-06,1880.49,8194.95,10075.44,100.7544,93.6739
2022-06-07,1880.49,8213.47,10093.96,100.9396,93.156
2022-06-08,1880.49,8155.37,10035.85,100.3585,92.3849
2022-06-09,1880.49,8090.66,9971.15,99.7115,91.2826
2022-06-10,1880.49,7980.02,9860.51,98.6051,88.7394
2022-06-13,1880.49,7970.72,9851.21,98.5121,86.5255
2022-06-14,1880.49,7948.07,9828.56,98.2856,85.4542
2022-06-15,1880.49,7931.37,9811.86,98.1186,86.7919
2022-06-16,1880.49,7844.19,9724.68,97.2468,84.5896
2022-06-17,1880.49,7754.62,9635.11,96.3511,84.7639
2022-06-20,1880.49,7888.75,9769.24,97.6924,85.5094
2022-06-21,1880.49,7886.51,9767.0,97.67,85.9967
2022-06-22,1880.49,7837.88,9718.36,97.1836,85.047
2022-06-23,1880.49,7772.85,9653.34,96.5334,84.0214
2022-06-24,1880.49,7975.86,9856.35,98.5635,86.2288
2022-06-27,1880.49,8000.71,9881.2,98.812,86.0676
2022-06-28,1880.49,8082.56,9963.04,99.6304,86.6325
2022-06-29,1880.49,8106.29,9986.78,99.8678,85.3645
2022-06-30,1880.49,7998.51,9879.0,98.79,83.8045
2022-07-01,1880.49,8076.96,9957.45,99.5745,84.0486
2022-07-04,1880.49,8155.97,10036.46,100.3646,84.0117
2022-07-05,1880.49,7859.89,9740.38,97.4038,81.6195
2022-07-06,1880.49,7867.22,9747.71,97.4771,83.1107
2022-07-07,1880.49,7947.46,9827.95,98.2795,84.6068
2022-07-08,1880.49,7952.3,9832.79,98.3279,85.4232
2022-07-11,1880.49,7968.48,9848.97,98.4897,84.6443
2022-07-12,1880.49,8016.39,9896.88,98.9688,85.3843
2022-07-13,1880.49,7964.73,9845.22,98.4522,84.6499
2022-07-14,1880.49,7802.1,9682.58,96.8258,83.4803
2022-07-15,1880.49,7938.57,9819.06,98.1906,85.2292
2022-07-18,1880.49,7970.96,9851.45,98.5145,86.1902
2022-07-19,1880.49,8048.12,9928.6,99.286,87.7187
2022-07-20,1880.49,7947.89,9828.38,98.2838,87.5912
2022-07-21,1880.49,7840.67,9721.16,97.2116,87.8387
2022-07-22,1880.49,7794.78,9675.27,96.7527,87.8251
2022-07-25,1880.49,7835.68,9716.16,97.1616,88.0924
2022-07-26,1880.49,7905.15,9785.64,97.8564,87.662
2022-07-27,1880.49,7915.32,9795.81,97.9581,88.3402
2022-07-28,1880.49,7839.05,9719.54,97.1954,89.3229
2022-07-29,1880.49,7843.25,9723.74,97.2374,90.6415
2022-08-01,1880.49,7810.25,9690.74,96.9074,90.5865
2022-08-02,1880.49,7873.17,9753.66,97.5366,90.4617
2022-08-03,1880.49,7838.98,9719.47,97.1947,91.1952
2022-08-04,1880.49,7812.43,9692.92,96.9292,91.6448
2022-08-05,1880.49,7872.95,9753.44,97.5344,91.2026
2022-08-08,1880.49,7880.13,9760.62,97.6062,91.9228
2022-08-09,1880.49,7935.62,9816.11,98.1611,91.4817
2022-08-10,1880.49,7718.18,9598.67,95.9867,92.3982
2022-08-11,1880.49,7725.39,9605.88,96.0588,92.7857
2022-08-12,1880.49,7699.26,9579.75,95.7975,92.6624
2022-08-15,1880.49,7659.42,9539.91,95.3991,92.9255
2022-08-16,1880.49,7796.75,9677.24,96.7724,93.2713
2022-08-17,1880.49,7721.17,9601.66,96.0166,92.2127
2022-08-18,1880.49,7753.29,9633.78,96.3378,92.3429
2022-08-19,1880.49,7764.53,9645.02,96.4502,91.4388
2022-08-22,1880.49,7803.48,9683.97,96.8397,89.6514
2022-08-23,1880.49,7819.87,9700.36,97.0036,89.3859
2022-08-24,1880.49,7734.21,9614.7,96.147,89.6066
2022-08-25,1880.49,7747.47,9627.96,96.2796,89.5988
2022-08-26,1880.49,7736.32,9616.81,96.1681,88.0809
2022-08-29,1880.49,7741.87,9622.36,96.2236,87.4604
2022-08-30,1880.49,7676.21,9556.7,95.567,87.5347
2022-08-31,1880.49,7563.0,9443.49,94.4349,86.7389
2022-09-01,2348.79,6984.97,9333.76,93.3376,85.4919
2022-09-02,2348.79,7111.72,9460.51,94.6051,87.4536
2022-09-05,2348.79,7198.3,9547.08,95.4708,86.1587
2022-09-06,2348.79,7166.93,9515.72,95.1572,86.592
2022-09-07,2348.79,7049.85,9398.63,93.9863,86.742
2022-09-08,2348.79,6983.78,9332.57,93.3257,87.0387
2022-09-09,2348.79,7003.69,9352.48,93.5248,88.2596
2022-09-12,2348.79,7101.95,9450.73,94.5073,90.0636
2022-09-13,2348.79,7073.15,9421.94,94.2194,88.869
2022-09-14,2348.79,7063.01,9411.79,94.1179,88.1759
2022-09-15,2348.79,6941.17,9289.96,92.8996,87.5563
2022-09-16,2348.79,6869.18,9217.97,92.1797,86.2199
2022-09-19,2348.79,6878.36,9227.14,92.2714,86.1188
2022-09-20,2348.79,6792.8,9141.59,91.4159,84.7303
2022-09-21,2348.79,6913.72,9262.51,92.6251,85.4475
2022-09-22,2348.79,6842.33,9191.11,91.9111,83.9351
2022-09-23,2348.79,6580.71,8929.5,89.295,81.8013
2022-09-26,2348.79,6621.95,8970.73,89.7073,81.5102
2022-09-27,2348.79,6628.89,8977.67,89.7767,81.3461
2022-09-28,2348.79,6622.24,8971.03,89.7103,81.2733
2022-09-29,2348.79,6638.1,8986.89,89.8689,79.5073
2022-09-30,2348.79,6668.18,9016.96,90.1696,80.8524
2022-10-03,4014.97,5087.04,9102.01,91.0201,81.4868
2022-10-04,4014.97,5226.7,9241.68,92.4168,84.5826
2022-10-05,4014.97,5244.7,9259.67,92.5967,83.6119
2022-10-06,4014.97,5201.84,9216.82,92.1682,82.9406
2022-10-07,4014.97,5208.04,9223.01,92.2301,82.043
2022-10-10,4014.97,5168.61,9183.58,91.8358,82.0341
2022-10-11,4014.97,5125.41,9140.39,91.4039,81.7924
2022-10-12,4014.97,5084.98,9099.95,90.9995,81.3074
2022-10-13,4014.97,5160.49,9175.47,91.7547,82.4433
2022-10-14,4014.97,5175.26,9190.23,91.9023,82.9646
2022-10-17,4014.97,5292.95,9307.93,93.0793,84.6769
2022-10-18,4014.97,5273.98,9288.96,92.8896,85.2956
2022-10-19,4014.97,5307.68,9322.65,93.2265,85.0944
2022-10-20,4014.97,5375.63,9390.61,93.9061,85.7832
2022-10-21,4014.97,5353.68,9368.66,93.6866,85.2485
2022-10-24,4014.97,5384.31,9399.28,93.9928,86.5922
2022-10-25,4014.97,5474.31,9489.29,94.8929,87.9906
2022-10-26,4014.97,5550.42,9565.39,95.6539,88.4525
2022-10-27,4014.97,5600.34,9615.32,96.1532,88.0284
2022-10-28,4014.97,5618.29,9633.27,96.3327,88.3781
2022-10-31,4014.97,5623.89,9638.87,96.3887,88.4157
2022-11-01,4014.97,5705.88,9720.85,97.2085,89.0497
2022-11-02,4014.97,5707.74,9722.71,97.2271,88.5545
2022-11-03,4014.97,5694.58,9709.55,97.0955,87.8998
2022-11-04,4014.97,5720.98,9735.96,97.3596,89.7861
2022-11-07,4014.97,5714.31,9729.28,97.2928,90.0744
2022-11-08,4014.97,5692.29,9707.27,97.0727,90.5929
2022-11-09,4014.97,5673.74,9688.71,96.8871,90.3429
2022-11-10,4014.97,5703.48,9718.45,97.1845,91.7414
2022-11-11,4014.97,5580.36,9595.33,95.9533,92.1238
2022-11-14,4014.97,5565.48,9580.45,95.8045,92.4894
2022-11-15,4014.97,5663.82,9678.8,96.788,93.0377
2022-11-16,4014.97,5721.1,9736.08,97.3608,92.33
2022-11-17,4014.97,5668.24,9683.21,96.8321,91.739
2022-11-18,4014.97,5676.25,9691.22,96.9122,92.6374
2022-11-21,4014.97,5642.88,9657.86,96.5786,92.7497
2022-11-22,4014.97,5758.59,9773.56,97.7356,93.0432
2022-11-23,4014.97,5780.13,9795.1,97.951,93.3322
2022-11-24,4014.97,5796.91,9811.89,98.1189,93.911
2022-11-25,4014.97,5822.89,9837.86,98.3786,93.9703
2022-11-28,4014.97,5804.85,9819.82,98.1982,93.2807
2022-11-29,4014.97,5832.53,9847.51,98.4751,93.1284
2022-11-30,4014.97,5949.06,9964.04,99.6404,93.6096
2022-12-01,1930.64,8006.66,9937.29,99.3729,94.2373
2022-12-02,1930.64,7970.18,9900.82,99.0082,94.1964
2022-12-05,1930.64,7986.71,9917.35,99.1735,93.5338
2022-12-06,1930.64,7998.0,9928.63,99.2863,93.3976
2022-12-07,1930.64,7890.72,9821.35,98.2135,92.7635
2022-12-08,1930.64,7923.01,9853.65,98.5365,92.4696
2022-12-09,1930.64,7881.14,9811.78,98.1178,92.9904
2022-12-12,1930.64,7878.21,9808.84,98.0884,92.5708
2022-12-13,1930.64,7856.14,9786.78,97.8678,93.5697
2022-12-14,1930.64,7835.7,9766.34,97.6634,93.2271
2022-12-15,1930.64,7735.95,9666.58,96.6658,90.6306
2022-12-16,1930.64,7645.74,9576.38,95.7638,89.6402
2022-12-19,1930.64,7708.16,9638.8,96.388,89.9263
2022-12-20,1930.64,7688.23,9618.86,96.1886,89.4732
2022-12-21,1930.64,7830.45,9761.08,97.6108,91.1992
2022-12-22,1930.64,7747.63,9678.27,96.7827,90.3214
2022-12-23,1930.64,7741.79,9672.43,96.7243,90.3674
2022-12-27,1930.64,7762.59,9693.22,96.9322,90.7314
2022-12-28,1930.64,7724.32,9654.96,96.5496,90.1144
2022-12-29,1930.64,7771.25,9701.88,97.0188,91.0273
2022-12-30,1930.64,7708.03,9638.67,96.3867,89.8219
