DATE,ESPECES,TITRES,TOTAL,BASE100,REFERENCE100
2022-04-13,4029.53,5413.96,9443.48,94.4348,90.964
2022-04-14,4029.53,5535.68,9565.21,95.6521,91.7534
2022-04-19,4029.53,5527.6,9557.13,95.5713,91.4815
2022-04-20,4029.53,5499.0,9528.52,95.2852,92.7438
2022-04-21,4029.53,5550.51,9580.04,95.8004,93.6425
2022-04-22,4029.53,5393.36,9422.89,94.2289,92.1383
2022-04-25,4029.53,5142.21,9171.74,91.7174,91.0389
2022-04-26,4029.53,5139.6,9169.13,91.6913,90.5535
2022-04-27,4029.53,5209.89,9239.42,92.3942,90.7474
2022-04-28,4029.53,5167.91,9197.43,91.9743,91.7102
2022-04-29,4029.53,5216.04,9245.57,92.4557,92.0861
2022-05-02,4029.53,5097.24,9126.76,91.2676,90.6427
2022-05-03,4029.53,5225.05,9254.57,92.5457,91.9061
2022-05-04,4029.53,5084.81,9114.34,91.1434,90.8589
2022-05-05,4029.53,5016.69,9046.22,90.4622,90.357
2022-05-06,4029.53,4956.44,8985.97,89.8597,89.2646
2022-05-09,4029.53,4843.8,8873.33,88.7333,87.2088
2022-05-10,4029.53,4822.44,8851.97,88.5197,87.5134
2022-05-11,4029.53,4944.38,8973.9,89.739,89.0591
2022-05-12,4029.53,4803.39,8832.92,88.3292,88.2679
2022-05-13,4029.53,4880.48,8910.01,89.1001,90.3407
2022-05-16,4029.53,4964.09,8993.62,89.9362,90.398
2022-05-17,4029.53,5043.47,9073.0,90.73,91.6535
2022-05-18,4029.53,5006.55,9036.08,90.3608,90.5217
2022-05-19,4029.53,4931.76,8961.28,89.6128,89.7123
2022-05-20,4029.53,4948.21,8977.74,89.7774,89.9914
2022-05-23,4029.53,5068.12,9097.65,90.9765,91.2286
2022-05-24,4029.53,5019.53,9049.06,90.4906,89.7693
2022-05-25,4029.53,5061.19,9090.72,90.9072,90.6426
2022-05-26,4029.53,5196.34,9225.86,92.2586,92.0602
2022-05-27,4029.53,5321.15,9350.68,93.5068,93.2407
2022-05-30,4029.53,5346.09,9375.62,93.7562,93.7873
2022-05-31,4029.53,5276.25,9305.78,93.0578,92.4413
2022-06-01,5599.41,3686.5,9285.91,92.8591,92.023
2022-06-02,5599.41,3687.31,9286.72,92.8672,93.1694
2022-06-03,5599.41,3696.7,9296.11,92.9611,92.8232
2022-06-06,5599.41,3742.46,9341.87,93.4187,93.6739
2022-06-07,5599.41,3761.36,9360.77,93.6077,93.156
2022-06-08,5599.41,3761.43,9360.84,93.6084,92.3849
2022-06-09,5599.41,3718.92,9318.34,93.1834,91.2826
2022-06-10,5599.41,3654.09,9253.5,92.535,88.7394
2022-06-13,5599.41,3655.3,9254.71,92.5471,86.5255
2022-06-14,5599.41,3671.03,9270.44,92.7044,85.4542
2022-06-15,5599.41,3658.73,9258.14,92.5814,86.7919
2022-06-16,5599.41,3584.02,9183.43,91.8343,84.5896
2022-06-17,5599.41,3493.19,9092.6,90.926,84.7639
2022-06-20,5599.41,3574.77,9174.18,91.7418,85.5094
2022-06-21,5599.41,3608.49,9207.9,92.079,85.9967
2022-06-22,5599.41,3513.3,9112.71,91.1271,85.047
2022-06-23,5599.41,3463.27,9062.68,90.6268,84.0214
2022-06-24,5599.41,3544.48,9143.89,91.4389,86.2288
2022-06-27,5599.41,3581.81,9181.22,91.8122,86.0676
2022-06-28,5599.41,3635.96,9235.37,92.3537,86.6325
2022-06-29,5599.41,3632.17,9231.58,92.3158,85.3645
2022-06-30,5599.41,3629.94,9229.35,92.2935,83.8045
2022-07-01,5599.41,3674.18,9273.59,92.7359,84.0486
2022-07-04,5599.41,3717.87,9317.28,93.1728,84.0117
2022-07-05,5599.41,3497.33,9096.74,90.9674,81.6195
2022-07-06,5599.41,3520.47,9119.88,91.1988,83.1107
2022-07-07,5599.41,3610.03,9209.44,92.0944,84.6068
2022-07-08,5599.41,3640.64,9240.05,92.4005,85.4232
2022-07-11,5599.41,3640.6,9240.01,92.4001,84.6443
2022-07-12,5599.41,3663.66,9263.07,92.6307,85.3843
2022-07-13,5599.41,3638.87,9238.28,92.3828,84.6499
2022-07-14,5599.41,3540.27,9139.68,91.3968,83.4803
2022-07-15,5599.41,3627.63,9227.04,92.2704,85.2292
2022-07-18,5599.41,3669.69,9269.1,92.691,86.1902
2022-07-19,5599.41,3711.51,9310.92,93.1092,87.7187
2022-07-20,5599.41,3676.57,9275.99,92.7599,87.5912
2022-07-21,5599.41,3624.34,9223.75,92.2375,87.8387
2022-07-22,5599.41,3615.43,9214.84,92.1484,87.8251
2022-07-25,5599.41,3610.83,9210.24,92.1024,88.0924
2022-07-26,5599.41,3653.28,9252.69,92.5269,87.662
2022-07-27,5599.41,3690.61,9290.03,92.9003,88.3402
2022-07-28,5599.41,3670.3,9269.71,92.6971,89.3229
2022-07-29,5599.41,3681.13,9280.54,92.8054,90.6415
2022-08-01,3759.97,5552.43,9312.4,93.124,90.5865
2022-08-02,3759.97,5557.08,9317.05,93.1705,90.4617
2022-08-03,3759.97,5548.83,9308.79,93.0879,91.1952
2022-08-04,3759.97,5536.41,9296.38,92.9638,91.6448
2022-08-05,3759.97,5521.75,9281.72,92.8172,91.2026
2022-08-08,3759.97,5544.59,9304.56,93.0456,91.9228
2022-08-09,3759.97,5599.59,9359.56,93.5956,91.4817
2022-08-10,3759.97,5561.78,9321.75,93.2175,92.3982
2022-08-11,3759.97,5620.67,9380.64,93.8064,92.7857
2022-08-12,3759.97,5548.52,9308.48,93.0848,92.6624
2022-08-15,3759.97,5548.75,9308.72,93.0872,92.9255
2022-08-16,3759.97,5642.44,9402.41,94.0241,93.2713
2022-08-17,3759.97,5662.04,9422.0,94.22,92.2127
2022-08-18,3759.97,5671.8,9431.76,94.3176,92.3429
2022-08-19,3759.97,5674.59,9434.55,94.3455,91.4388
2022-08-22,3759.97,5673.59,9433.56,94.3356,89.6514
2022-08-23,3759.97,5710.64,9470.61,94.7061,89.3859
2022-08-24,3759.97,5678.23,9438.2,94.382,89.6066
2022-08-25,3759.97,5706.62,9466.59,94.6659,89.5988
2022-08-26,3759.97,5655.0,9414.97,94.1497,88.0809
2022-08-29,3759.97,5634.7,9394.67,93.9467,87.4604
2022-08-30,3759.97,5556.26,9316.22,93.1622,87.5347
2022-08-31,3759.97,5486.47,9246.44,92.4644,86.7389
2022-09-01,4307.14,4834.98,9142.13,91.4213,85.4919
2022-09-02,4307.14,4945.2,9252.35,92.5235,87.4536
2022-09-05,4307.14,5030.5,9337.64,93.3764,86.1587
2022-09-06,4307.14,4997.29,9304.43,93.0443,86.592
2022-09-07,4307.14,4910.08,9217.23,92.1723,86.742
2022-09-08,4307.14,4853.94,9161.09,91.6109,87.0387
2022-09-09,4307.14,4862.59,9169.74,91.6974,88.2596
2022-09-12,4307.14,4937.92,9245.07,92.4507,90.0636
2022-09-13,4307.14,4907.76,9214.9,92.149,88.869
2022-09-14,4307.14,4906.34,9213.49,92.1349,88.1759
2022-09-15,4307.14,4790.53,9097.67,90.9767,87.5563
2022-09-16,4307.14,4734.6,9041.75,90.4175,86.2199
2022-09-19,4307.14,4751.13,9058.27,90.5827,86.1188
2022-09-20,4307.14,4712.55,9019.69,90.1969,84.7303
2022-09-21,4307.14,4837.69,9144.84,91.4484,85.4475
2022-09-22,4307.14,4749.75,9056.89,90.5689,83.9351
2022-09-23,4307.14,4527.49,8834.63,88.3463,81.8013
2022-09-26,4307.14,4589.78,8896.92,88.9692,81.5102
2022-09-27,4307.14,4603.52,8910.67,89.1067,81.3461
2022-09-28,4307.14,4603.11,8910.25,89.1025,81.2733
2022-09-29,4307.14,4653.96,8961.11,89.6111,79.5073
2022-09-30,4307.14,4686.81,8993.95,89.9395,80.8524
2022-10-03,4307.14,4766.0,9073.14,90.7314,81.4868
2022-10-04,4307.14,4895.67,9202.81,92.0281,84.5826
2022-10-05,4307.14,4910.04,9217.19,92.1719,83.6119
2022-10-06,4307.14,4871.06,9178.21,91.7821,82.9406
2022-10-07,4307.14,4868.68,9175.82,91.7582,82.043
2022-10-10,4307.14,4836.34,9143.49,91.4349,82.0341
2022-10-11,4307.14,4799.99,9107.13,91.0713,81.7924
2022-10-12,4307.14,4763.97,9071.11,90.7111,81.3074
2022-10-13,4307.14,4829.52,9136.66,91.3666,82.4433
2022-10-14,4307.14,4838.48,9145.62,91.4562,82.9646
2022-10-17,4307.14,4951.08,9258.22,92.5822,84.6769
2022-10-18,4307.14,4937.72,9244.86,92.4486,85.2956
2022-10-19,4307.14,4968.25,9275.39,92.7539,85.0944
2022-10-20,4307.14,5033.95,9341.09,93.4109,85.7832
2022-10-21,4307.14,5011.93,9319.08,93.1908,85.2485
2022-10-24,4307.14,5039.14,9346.28,93.4628,86.5922
2022-10-25,4307.14,5130.76,9437.9,94.379,87.9906
2022-10-26,4307.14,5208.99,9516.14,95.1614,88.4525
2022-10-27,4307.14,5248.85,9556.0,95.56,88.0284
2022-10-28,4307.14,5266.09,9573.24,95.7324,88.3781
2022-10-31,4307.14,5268.4,9575.55,95.7555,88.4157
2022-11-01,4307.14,5341.35,9648.5,96.485,89.0497
2022-11-02,4307.14,5344.96,9652.1,96.521,88.5545
2022-11-03,4307.14,5327.6,9634.74,96.3474,87.8998
2022-11-04,4307.14,5348.33,9655.47,96.5547,89.7861
2022-11-07,4307.14,5339.07,9646.22,96.4622,90.0744
2022-11-08,4307.14,5323.64,9630.78,96.3078,90.5929
2022-11-09,4307.14,5307.86,9615.01,96.1501,90.3429
2022-11-10,4307.14,5338.82,9645.97,96.4597,91.7414
2022-11-11,4307.14,5212.41,9519.56,95.1956,92.1238
2022-11-14,4307.14,5198.24,9505.39,95.0539,92.4894
2022-11-15,4307.14,5291.04,9598.19,95.9819,93.0377
2022-11-16,4307.14,5345.35,9652.5,96.525,92.33
2022-11-17,4307.14,5297.72,9604.86,96.0486,91.739
2022-11-18,4307.14,5305.92,9613.06,96.1306,92.6374
2022-11-21,4307.14,5283.97,9591.11,95.9111,92.7497
2022-11-22,4307.14,5383.93,9691.08,96.9108,93.0432
2022-11-23,4307.14,5408.44,9715.58,97.1558,93.3322
2022-11-24,4307.14,5423.87,9731.02,97.3102,93.911
2022-11-25,4307.14,5445.85,9752.99,97.5299,93.9703
2022-11-28,4307.14,5432.32,9739.47,97.3947,93.2807
2022-11-29,4307.14,5452.27,9759.41,97.5941,93.1284
2022-11-30,4307.14,5559.96,9867.1,98.671,93.6096
2022-12-01,5891.89,3957.57,9849.46,98.4946,94.2373
2022-12-02,5891.89,3944.5,9836.39,98.3639,94.1964
2022-12-05,5891.89,3929.38,9821.27,98.2127,93.5338
2022-12-06,5891.89,3931.77,9823.66,98.2366,93.3976
2022-12-07,5891.89,3890.12,9782.01,97.8201,92.7635
2022-12-08,5891.89,3901.21,9793.1,97.931,92.4696
2022-12-09,5891.89,3896.78,9788.68,97.8868,92.9904
2022-12-12,5891.89,3883.55,9775.44,97.7544,92.5708
2022-12-13,5891.89,3928.7,9820.59,98.2059,93.5697
2022-12-14,5891.89,3875.47,9767.37,97.6737,93.2271
2022-12-15,5891.89,3808.53,9700.43,97.0043,90.6306
2022-12-16,5891.89,3751.44,9643.33,96.4333,89.6402
2022-12-19,5891.89,3794.88,9686.77,96.8677,89.9263
2022-12-20,5891.89,3828.59,9720.48,97.2048,89.4732
2022-12-21,5891.89,3901.71,9793.6,97.936,91.1992
2022-12-22,5891.89,3893.72,9785.61,97.8561,90.3214
2022-12-23,5891.89,3909.49,9801.38,98.0138,90.3674
2022-12-27,5891.89,3919.19,9811.09,98.1109,90.7314
2022-12-28,5891.89,3901.11,9793.0,97.93,90.1144
2022-12-29,5891.89,3916.53,9808.43,98.0843,91.0273
2022-12-30,5891.89,3872.33,9764.22,97.6422,89.8219
