DATE,RANG,TICKER,S1,S2,S3,S4,S5,SCORE,POSITION,MOMENTUM,TAU,VETOS,VERDICT_REGLE
2021-04-30,37,ENGI.PA,-2,0,-1,2,0,-1,66.8,24.2,"5,9",veto 2 : canal se refermant en 5.9 séances,ATTENTE
2021-04-30,38,ATO.PA,-2,-1,0,1,0,-2,48.8,2.42,"266,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,1,VIE.PA,2,1,1,2,0,6,5.8,20.52,"22,5",aucun,ACHAT
2021-05-31,2,PUB.PA,2,0,1,2,0,5,14.5,75.27,"176,2",aucun,ATTENTE
2021-05-31,3,SGO.PA,2,0,1,2,0,5,10.5,60.85,"164,7",aucun,ATTENTE
2021-05-31,4,MC.PA,2,1,0,2,0,5,55.2,57.56,"132,2",aucun,ATTENTE
2021-05-31,5,CAP.PA,2,0,1,2,0,5,2.6,55.89,"126,7",aucun,ATTENTE
2021-05-31,6,TEP.PA,2,0,1,2,0,5,6.6,44.36,∞,aucun,ATTENTE
2021-05-31,7,ACA.PA,2,0,1,2,0,5,30.2,41.51,"49,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,8,BNP.PA,2,1,0,2,0,5,61.4,36.49,"52,6",aucun,ATTENTE
2021-05-31,9,SU.PA,2,0,1,2,0,5,24.1,35.21,∞,aucun,ATTENTE
2021-05-31,10,RMS.PA,2,1,-1,2,1,5,91.7,33.01,"68,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,11,CS.PA,2,0,1,2,0,5,22.0,22.02,"81,0",aucun,ATTENTE
2021-05-31,12,AI.PA,2,0,1,2,0,5,23.8,10.55,"22,2",aucun,ATTENTE
2021-05-31,13,MT.AS,2,0,0,2,0,4,42.2,131.97,"227,0",aucun,ATTENTE
2021-05-31,14,GLE.PA,2,1,-1,2,0,4,84.6,40.49,"139,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,15,OR.PA,2,1,-1,2,0,4,75.0,29.86,"62,2",aucun,ATTENTE
2021-05-31,16,KER.PA,2,1,-1,2,0,4,82.6,26.0,"10,8",veto 2 : canal se refermant en 10.8 séances,ATTENTE
2021-05-31,17,DSY.PA,2,0,0,2,0,4,36.3,25.78,"161,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,18,AIR.PA,2,1,-1,2,0,4,79.1,23.41,"231,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,19,EN.PA,2,-1,1,2,0,4,18.3,22.34,"220,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-05-31,20,SAF.PA,2,0,0,2,0,4,58.4,21.8,"54,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,21,LR.PA,2,1,-1,2,0,4,89.7,21.55,∞,aucun,ATTENTE
2021-05-31,22,ML.PA,2,1,-1,2,0,4,95.8,20.84,"22,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,23,RI.PA,2,1,-1,2,0,4,73.4,18.45,"45,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,24,EL.PA,2,1,-1,2,0,4,77.4,11.48,"26,8",aucun,ATTENTE
2021-05-31,25,CA.PA,2,1,-1,2,0,4,89.9,10.04,"92,5",aucun,ATTENTE
2021-05-31,26,HO.PA,2,0,1,1,0,4,17.1,9.23,"686,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,27,TTE.PA,2,0,1,1,0,4,8.4,3.86,"26,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,28,VIV.PA,2,0,-1,2,0,3,72.6,27.81,"18,4",veto 2 : canal se refermant en 18.4 séances,ATTENTE
2021-05-31,29,DG.PA,2,-1,1,1,0,3,14.6,5.03,"49,3",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-05-31,30,SAN.PA,2,1,1,-1,0,3,19.7,-2.12,"15,3",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 15.3 séances,ATTENTE
2021-05-31,31,WLN.PA,0,0,0,2,0,2,43.2,16.32,"104,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,32,BN.PA,2,1,0,-1,0,2,35.0,-4.4,"106,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,33,ORA.PA,2,0,1,-1,0,2,3.7,-6.74,"28,4",aucun,ATTENTE
2021-05-31,34,STMPA.PA,-2,0,0,2,0,0,55.1,25.11,"107,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,35,ENGI.PA,-2,1,0,1,0,0,42.4,5.82,"43,1",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-05-31,36,RNO.PA,-2,0,-1,2,0,-1,75.2,29.29,"30,6",aucun,ATTENTE
2021-05-31,37,ALO.PA,-2,0,-1,2,0,-1,78.1,11.37,"41,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-05-31,38,ATO.PA,-2,0,-1,-2,0,-5,97.2,-20.1,"142,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-06-30,1,MC.PA,2,1,1,2,0,6,0.0,64.93,"149,5",aucun,ACHAT
2021-06-30,2,KER.PA,2,1,1,2,0,6,2.5,50.64,"61,5",aucun,ACHAT
2021-06-30,3,SU.PA,2,1,1,2,0,6,16.7,35.11,"21,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-06-30,4,LR.PA,2,1,1,2,0,6,34.0,23.24,"25,6",aucun,ACHAT
2021-06-30,5,PUB.PA,2,0,1,2,0,5,7.6,104.7,∞,aucun,ATTENTE
2021-06-30,6,AIR.PA,2,0,1,2,0,5,28.2,61.6,"56,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-06-30,7,RMS.PA,2,1,-1,2,1,5,73.0,50.68,"152,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-06-30,8,SAF.PA,2,0,1,2,0,5,19.3,36.62,"128,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-06-30,9,OR.PA,2,0,1,2,0,5,3.6,29.85,"308,1",aucun,ATTENTE
2021-06-30,10,TTE.PA,2,0,1,2,0,5,7.8,18.66,"53,6",aucun,ATTENTE
2021-06-30,11,MT.AS,2,-1,1,2,0,4,34.0,171.28,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,12,GLE.PA,2,-1,1,2,0,4,11.9,74.4,"722,8",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,13,SGO.PA,2,-1,1,2,0,4,1.4,69.38,"2 991,5",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,14,BNP.PA,2,-1,1,2,0,4,10.0,55.35,"186,8",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,15,ACA.PA,2,-1,1,2,0,4,9.9,49.09,"160,2",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,16,CAP.PA,2,1,-1,2,0,4,80.1,47.01,"56,2",aucun,ATTENTE
2021-06-30,17,TEP.PA,2,1,-1,2,0,4,77.1,41.94,"112,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-06-30,18,ML.PA,2,1,-1,2,0,4,69.2,39.45,"475,9",aucun,ATTENTE
2021-06-30,19,VIE.PA,2,-1,1,2,0,4,12.8,32.86,"158,5",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,20,CS.PA,2,-1,1,2,0,4,3.4,31.1,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,21,RI.PA,2,1,-1,2,0,4,67.8,30.02,"175,9",aucun,ATTENTE
2021-06-30,22,CA.PA,2,-1,1,2,0,4,19.2,27.07,"31,9",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,23,VIV.PA,2,1,-1,2,0,4,75.4,26.27,"22,8",aucun,ATTENTE
2021-06-30,24,EL.PA,2,1,-1,2,0,4,85.0,21.59,"263,9",aucun,ATTENTE
2021-06-30,25,DSY.PA,2,1,-1,2,0,4,85.4,21.07,"272,3",aucun,ATTENTE
2021-06-30,26,HO.PA,2,0,0,2,0,4,54.1,16.3,"22,8",aucun,ATTENTE
2021-06-30,27,DG.PA,2,-1,1,2,0,4,7.6,15.08,"17 594,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,28,EN.PA,2,-1,1,2,0,4,10.4,12.34,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,29,AI.PA,2,1,0,1,0,4,50.0,7.82,"80,7",aucun,ATTENTE
2021-06-30,30,BN.PA,2,0,0,1,0,3,49.2,1.74,"181,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-06-30,31,ORA.PA,2,-1,1,1,0,3,13.4,1.26,"180,8",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-06-30,32,SAN.PA,2,1,1,-1,0,3,22.6,-2.72,"35,2",aucun,ATTENTE
2021-06-30,33,ALO.PA,0,-1,1,2,0,2,8.0,17.3,"67,1",aucun,ATTENTE
2021-06-30,34,WLN.PA,2,1,0,-1,0,2,52.5,-3.03,"24,5",aucun,ATTENTE
2021-06-30,35,RNO.PA,-2,0,0,2,0,0,52.3,47.37,"148,0",aucun,ATTENTE
2021-06-30,36,ENGI.PA,-2,-1,1,2,0,0,14.7,13.21,"89,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-06-30,37,STMPA.PA,-2,0,-1,2,0,-1,73.2,24.86,"78,8",aucun,ATTENTE
2021-06-30,38,ATO.PA,-2,-1,1,-2,0,-4,19.9,-30.43,"9,2",veto 2 : canal se refermant en 9.2 séances,ATTENTE
2021-07-30,1,MC.PA,2,1,1,2,0,6,28.1,79.4,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,2,RMS.PA,2,1,0,2,1,6,52.1,78.53,"43,1",aucun,ATTENTE
2021-07-30,3,TEP.PA,2,1,1,2,0,6,11.6,33.5,"17,5",veto 2 : canal se refermant en 17.5 séances,ATTENTE
2021-07-30,4,RI.PA,2,1,1,2,0,6,30.3,30.64,"513,2",aucun,ACHAT
2021-07-30,5,WLN.PA,2,0,1,2,0,5,24.0,10.75,"123,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,6,MT.AS,2,1,-1,2,0,4,88.7,162.95,"380,4",aucun,ATTENTE
2021-07-30,7,PUB.PA,2,0,0,2,0,4,42.8,104.87,"574,7",aucun,ATTENTE
2021-07-30,8,SGO.PA,2,1,-1,2,0,4,98.0,73.53,"50,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,9,KER.PA,2,1,-1,2,0,4,86.3,54.97,"20,7",aucun,ATTENTE
2021-07-30,10,ML.PA,2,0,0,2,0,4,43.9,49.72,"67,1",aucun,ATTENTE
2021-07-30,11,CAP.PA,2,1,-1,2,0,4,96.0,48.61,∞,aucun,ATTENTE
2021-07-30,12,VIE.PA,2,1,-1,2,0,4,83.5,38.6,"103,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,13,OR.PA,2,1,-1,2,0,4,83.4,36.12,"18,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 18.4 séances,ATTENTE
2021-07-30,14,DSY.PA,2,1,-1,2,0,4,95.4,36.11,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,15,HO.PA,2,0,0,2,0,4,51.0,34.72,"221,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,16,SU.PA,2,1,-1,2,0,4,84.1,33.28,"175,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,17,LR.PA,2,1,-1,2,0,4,89.6,32.34,"68,0",aucun,ATTENTE
2021-07-30,18,VIV.PA,2,0,0,2,0,4,60.4,27.89,"48,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,19,CA.PA,2,-1,1,2,0,4,0.0,27.33,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-07-30,20,DG.PA,2,-1,1,2,0,4,19.1,19.18,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-07-30,21,AI.PA,2,0,1,1,0,4,14.2,8.28,"712,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,22,SAN.PA,2,0,1,1,0,4,28.4,6.32,"27,5",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,23,GLE.PA,2,0,-1,2,0,3,75.1,97.35,"18,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 18.4 séances,ATTENTE
2021-07-30,24,AIR.PA,2,0,-1,2,0,3,66.0,60.84,"247,7",aucun,ATTENTE
2021-07-30,25,BNP.PA,2,0,-1,2,0,3,69.5,52.24,"30,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,26,ACA.PA,2,0,-1,2,0,3,79.2,51.06,"28,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,27,EL.PA,2,0,-1,2,0,3,76.1,42.95,"184,3",aucun,ATTENTE
2021-07-30,28,CS.PA,2,0,-1,2,0,3,85.9,35.38,"15,6",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 15.6 séances,ATTENTE
2021-07-30,29,BN.PA,2,0,-1,2,0,3,99.6,12.17,"293,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,30,STMPA.PA,0,1,-1,2,0,2,80.2,26.81,"70,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,31,SAF.PA,0,-1,1,2,0,2,17.2,20.98,∞,aucun,ATTENTE
2021-07-30,32,TTE.PA,0,-1,0,2,0,1,36.6,26.44,"541,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,33,EN.PA,0,1,-1,1,0,1,77.2,8.92,"84,5",aucun,ATTENTE
2021-07-30,34,ORA.PA,0,0,0,1,0,1,47.4,8.34,"27,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,35,ENGI.PA,0,-1,1,1,0,1,32.2,5.39,"41,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-07-30,36,RNO.PA,-2,-1,0,2,0,-1,56.7,58.48,"141,6",aucun,ATTENTE
2021-07-30,37,ALO.PA,-2,-1,1,-1,0,-3,3.6,-1.86,∞,aucun,ATTENTE
2021-07-30,38,ATO.PA,-2,-1,1,-2,0,-4,16.4,-29.13,"380,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,1,CAP.PA,2,1,1,2,0,6,5.2,58.42,"26,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,2,DSY.PA,2,1,1,2,0,6,3.8,50.71,"37,8",aucun,ACHAT
2021-08-31,3,LR.PA,2,1,1,2,0,6,30.8,35.9,"96,2",aucun,ACHAT
2021-08-31,4,RMS.PA,2,-1,1,2,1,5,12.9,77.96,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,5,CS.PA,2,0,1,2,0,5,18.5,40.05,"15,6",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 15.6 séances,ATTENTE
2021-08-31,6,CA.PA,2,1,0,2,0,5,57.4,15.76,"72,9",aucun,ATTENTE
2021-08-31,7,SAN.PA,2,1,1,1,0,5,34.7,5.33,"160,2",aucun,ACHAT
2021-08-31,8,MT.AS,2,-1,1,2,0,4,5.6,172.41,"37,0",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,9,SGO.PA,2,-1,1,2,0,4,3.7,74.88,"72,4",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,10,MC.PA,2,-1,1,2,0,4,11.6,69.84,"553,0",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,11,AIR.PA,2,0,0,2,0,4,39.6,58.3,"283,5",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,12,ML.PA,2,-1,1,2,0,4,5.4,48.59,"135,5",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,13,STMPA.PA,2,1,-1,2,0,4,86.3,46.02,"683,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,14,VIE.PA,2,1,-1,2,0,4,86.2,43.64,"155,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,15,KER.PA,2,-1,1,2,0,4,14.1,39.81,"884,5",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,16,TEP.PA,2,1,-1,2,0,4,69.8,38.82,"23,5",aucun,ATTENTE
2021-08-31,17,SU.PA,2,1,-1,2,0,4,73.2,37.24,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,18,HO.PA,2,-1,1,2,0,4,19.7,35.09,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,19,RI.PA,2,-1,1,2,0,4,14.4,32.65,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,20,VIV.PA,2,1,-1,2,0,4,85.6,23.95,∞,aucun,ATTENTE
2021-08-31,21,BN.PA,2,0,0,2,0,4,55.8,15.23,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,22,DG.PA,2,0,0,2,0,4,62.7,12.56,"7,3",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 7.3 séances,ATTENTE
2021-08-31,23,PUB.PA,2,0,-1,2,0,3,67.6,89.25,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,24,EL.PA,2,-1,0,2,0,3,62.9,49.47,"50 899,2",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,25,ACA.PA,2,0,-1,2,0,3,95.4,42.63,"205,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,26,OR.PA,2,-1,0,2,0,3,40.5,42.62,"51,2",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,27,BNP.PA,2,0,-1,2,0,3,96.2,38.97,"115,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,28,AI.PA,2,1,-1,1,0,3,73.9,4.8,"37,6",aucun,ATTENTE
2021-08-31,29,WLN.PA,2,-1,1,1,0,3,14.1,4.61,"613,7",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,30,GLE.PA,2,-1,-1,2,0,2,67.2,87.77,"208,9",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,31,EN.PA,0,1,-1,1,0,1,81.6,5.29,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,32,ORA.PA,-2,1,-1,2,0,0,71.4,11.35,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,33,SAF.PA,-2,-1,1,2,0,0,12.2,10.87,∞,aucun,ATTENTE
2021-08-31,34,TTE.PA,-2,0,-1,2,0,-1,86.1,17.8,"155,2",aucun,ATTENTE
2021-08-31,35,ENGI.PA,0,1,-1,-1,0,-1,83.6,-1.6,"2 451,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,36,RNO.PA,-2,-1,-1,2,-1,-3,70.6,30.19,"169,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-08-31,37,ALO.PA,-2,1,-1,-2,0,-4,89.2,-19.39,"39,4",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-08-31,38,ATO.PA,-2,0,-1,-2,0,-5,98.6,-42.26,"101,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,1,RMS.PA,2,-1,1,2,1,5,2.1,68.56,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,2,DSY.PA,2,0,1,2,0,5,4.2,59.3,∞,aucun,ATTENTE
2021-09-30,3,EL.PA,2,0,1,2,0,5,7.2,42.51,∞,aucun,ATTENTE
2021-09-30,4,STMPA.PA,2,0,1,2,0,5,14.3,34.97,"71,3",aucun,ATTENTE
2021-09-30,5,EN.PA,2,0,1,2,0,5,15.8,25.97,"22,3",aucun,ATTENTE
2021-09-30,6,MT.AS,2,-1,1,2,0,4,23.1,132.84,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,7,PUB.PA,2,1,-1,2,0,4,82.3,99.94,"80,5",aucun,ATTENTE
2021-09-30,8,CAP.PA,2,-1,1,2,0,4,8.4,82.26,"145,3",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,9,AIR.PA,2,0,0,2,0,4,58.0,76.91,"38,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,10,ERF.PA,2,-1,1,2,0,4,3.8,73.37,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,11,SGO.PA,2,-1,1,2,0,4,10.7,68.29,"18,4",veto 2 : canal se refermant en 18.4 séances; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,12,VIE.PA,2,-1,1,2,0,4,11.2,63.44,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,13,MC.PA,2,-1,1,2,0,4,11.3,59.14,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,14,OR.PA,2,-1,1,2,0,4,0.0,45.35,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,15,SU.PA,2,-1,1,2,0,4,6.6,44.84,"1 452,4",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,16,TEP.PA,2,-1,1,2,0,4,0.0,41.57,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,17,VIV.PA,2,-1,1,2,0,4,24.5,40.99,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,18,LR.PA,2,-1,1,2,0,4,8.2,40.26,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,19,RI.PA,2,1,-1,2,0,4,81.1,37.08,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,20,AI.PA,2,-1,1,2,0,4,0.0,17.3,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,21,BN.PA,2,-1,1,2,0,4,33.8,17.04,"6,8",veto 2 : canal se refermant en 6.8 séances; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,22,GLE.PA,2,0,-1,2,0,3,90.1,123.65,"83,3",aucun,ATTENTE
2021-09-30,23,CS.PA,2,0,-1,2,0,3,90.1,58.43,"52,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,24,ACA.PA,0,0,0,2,0,2,65.0,71.07,"295,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,25,BNP.PA,0,1,-1,2,0,2,91.9,68.87,"90,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,26,ML.PA,2,-1,-1,2,0,2,70.5,51.6,"11,0",veto 2 : canal se refermant en 11.0 séances; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,27,TTE.PA,0,1,-1,2,0,2,86.6,33.99,"170,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,28,CA.PA,0,0,0,2,0,2,35.6,21.93,"3 035,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,29,KER.PA,0,-1,1,2,0,2,4.3,19.54,∞,aucun,ATTENTE
2021-09-30,30,HO.PA,0,0,-1,2,0,1,72.9,36.41,"61,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,31,SAN.PA,0,-1,1,1,0,1,18.7,9.07,∞,aucun,ATTENTE
2021-09-30,32,SAF.PA,-2,1,-1,2,0,0,65.7,26.89,"327,1",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-09-30,33,ORA.PA,-2,-1,1,2,0,0,26.8,15.95,"81,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,34,RNO.PA,-2,0,-1,2,0,-1,79.8,32.41,"115,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,35,DG.PA,-2,0,-1,2,0,-1,69.3,26.18,"259,0",aucun,ATTENTE
2021-09-30,36,WLN.PA,-2,-1,1,1,0,-1,1.9,8.56,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,37,ENGI.PA,-2,-1,1,1,0,-1,5.3,5.85,"97,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-09-30,38,ALO.PA,-2,0,-1,-1,0,-4,91.3,-3.06,"71,8",aucun,ATTENTE
2021-10-29,1,LR.PA,2,1,1,2,0,6,30.2,40.35,∞,aucun,ACHAT
2021-10-29,2,SU.PA,2,1,1,2,0,6,31.1,29.16,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-10-29,3,VIV.PA,2,1,1,2,0,6,30.8,11.24,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-10-29,4,ERF.PA,2,0,1,2,0,5,0.7,53.21,∞,aucun,ATTENTE
2021-10-29,5,DSY.PA,2,1,0,2,0,5,39.8,47.48,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-10-29,6,RMS.PA,2,1,-1,2,1,5,100.0,42.16,"180,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-10-29,7,EN.PA,2,0,1,2,0,5,27.7,26.02,"234,4",aucun,ATTENTE
2021-10-29,8,MT.AS,2,1,-1,2,0,4,95.5,116.89,"129,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-10-29,9,GLE.PA,2,1,-1,2,0,4,86.7,109.99,"1 157,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-10-29,10,PUB.PA,2,0,0,2,0,4,49.0,87.87,"105,3",aucun,ATTENTE
