DATE,TICKER,TYPE,PHASE,ENONCE,BORNE_BASSE,BORNE_HAUTE,DATE_DEPOUILLEMENT,VALEUR_CONSTATEE,VERDICT
2023-02-28,TTE.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-03-31",-5.0,5.0,2023-03-31,-6.729116929867828,DEMENTIE
2023-02-28,SU.PA,CANAL,,"clôture entre 149,94 € et 156,31 € au 2023-03-31",149.94379999999998,156.3052,2023-03-31,143.54837036132812,DEMENTIE
2023-02-28,SU.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-03-31",-5.0,5.0,2023-03-31,0.30975872795087067,CONFIRMEE
2023-02-28,AI.PA,CANAL,,"clôture entre 117,67 € et 120,80 € au 2023-03-31",117.66929999999999,120.7952,2023-03-31,118.27355194091797,CONFIRMEE
2023-02-28,AI.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-03-31",-5.0,5.0,2023-03-31,1.701901063636302,CONFIRMEE
2023-02-28,DG.PA,CANAL,,"clôture entre 97,41 € et 97,98 € au 2023-03-31",97.4144,97.9772,2023-03-31,91.21920013427734,DEMENTIE
2023-02-28,DG.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-03-31",-5.0,5.0,2023-03-31,-2.681622310998144,CONFIRMEE
2023-02-28,CAP.PA,CANAL,,"clôture entre 171,11 € et 174,42 € au 2023-03-31",171.1096,174.4245,2023-03-31,155.80308532714844,DEMENTIE
2023-02-28,CAP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-03-31",-5.0,5.0,2023-03-31,-4.707882061868207,CONFIRMEE
2023-02-28,RI.PA,CANAL,,"clôture entre 162,25 € et 176,95 € au 2023-03-31",162.2523,176.9511,2023-03-31,178.1378173828125,DEMENTIE
2023-02-28,RI.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-03-31",-5.0,5.0,2023-03-31,4.848244208406416,CONFIRMEE
2023-02-28,ORA.PA,CANAL,,"clôture entre 8,03 € et 9,01 € au 2023-03-31",8.0308,9.0118,2023-03-31,8.835618019104004,CONFIRMEE
2023-02-28,ORA.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-03-31",0.0,,2023-03-31,0.7668373137735829,CONFIRMEE
2023-03-31,AIR.PA,CANAL,,"clôture entre 110,23 € et 123,41 € au 2023-04-28",110.2344,123.4074,2023-04-28,119.99940490722656,CONFIRMEE
2023-03-31,AIR.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-04-28",-5.0,5.0,2023-04-28,0.4194762916272632,CONFIRMEE
2023-03-31,MC.PA,CANAL,,"clôture entre 760,42 € et 794,82 € au 2023-04-28",760.422,794.8244,2023-04-28,814.9183349609375,DEMENTIE
2023-03-31,MC.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-04-28",0.0,,2023-04-28,-0.22284255084317195,DEMENTIE
2023-03-31,OR.PA,CANAL,,"clôture entre 361,86 € et 394,88 € au 2023-04-28",361.8582,394.8802,2023-04-28,410.544677734375,DEMENTIE
2023-03-31,OR.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-04-28",0.0,,2023-04-28,2.528873535357401,CONFIRMEE
2023-03-31,SAN.PA,CANAL,,"clôture entre 70,16 € et 86,65 € au 2023-04-28",70.1638,86.6532,2023-04-28,83.9605941772461,CONFIRMEE
2023-03-31,SAN.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-04-28",0.0,,2023-04-28,-4.419199362046832,DEMENTIE
2023-03-31,BNP.PA,CANAL,,"clôture entre 36,94 € et 58,44 € au 2023-04-28",36.936,58.4368,2023-04-28,45.28479766845703,CONFIRMEE
2023-03-31,BNP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-04-28",-5.0,5.0,2023-04-28,1.9423047095311619,CONFIRMEE
2023-03-31,TTE.PA,CANAL,,"clôture entre 42,98 € et 49,77 € au 2023-04-28",42.9764,49.7682,2023-04-28,48.710330963134766,CONFIRMEE
2023-03-31,TTE.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-04-28",-5.0,5.0,2023-04-28,2.405933890551837,CONFIRMEE
2023-03-31,SU.PA,CANAL,,"clôture entre 134,44 € et 160,48 € au 2023-04-28",134.44039999999998,160.4832,2023-04-28,147.41543579101562,CONFIRMEE
2023-03-31,SU.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-04-28",-5.0,5.0,2023-04-28,-1.4858694241430381,CONFIRMEE
2023-03-31,AI.PA,CANAL,,"clôture entre 118,15 € et 123,17 € au 2023-04-28",118.1526,123.17320000000001,2023-04-28,125.16133880615234,DEMENTIE
2023-03-31,AI.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-04-28",-5.0,5.0,2023-04-28,1.6438265259165474,CONFIRMEE
2023-03-31,DG.PA,CANAL,,"clôture entre 89,16 € et 102,76 € au 2023-04-28",89.15859999999999,102.7566,2023-04-28,99.4975814819336,CONFIRMEE
2023-03-31,DG.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-04-28",-5.0,5.0,2023-04-28,4.89548144852181,CONFIRMEE
2023-03-31,CAP.PA,CANAL,,"clôture entre 150,80 € et 178,30 € au 2023-04-28",150.7962,178.298,2023-04-28,150.4651641845703,DEMENTIE
2023-03-31,CAP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-04-28",-5.0,5.0,2023-04-28,-7.605849445352309,DEMENTIE
2023-03-31,RI.PA,CANAL,,"clôture entre 165,14 € et 182,42 € au 2023-04-28",165.1418,182.4244,2023-04-28,178.73532104492188,CONFIRMEE
2023-03-31,RI.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-04-28",0.0,,2023-04-28,-3.844363970214504,DEMENTIE
2023-03-31,ORA.PA,CANAL,,"clôture entre 9,10 € et 9,48 € au 2023-04-28",9.101600000000001,9.482800000000001,2023-04-28,9.532657623291016,DEMENTIE
2023-03-31,ORA.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-04-28",-5.0,5.0,2023-04-28,3.7091934668488147,CONFIRMEE
2023-04-28,AIR.PA,CANAL,,"clôture entre 110,62 € et 122,99 € au 2023-05-31",110.622,122.9872,2023-05-31,115.65776062011719,CONFIRMEE
2023-04-28,AIR.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-05-31",0.0,,2023-05-31,-0.1675107335192605,DEMENTIE
2023-04-28,MC.PA,CANAL,,"clôture entre 875,19 € et 872,91 € au 2023-05-31",875.1874,872.9058,2023-05-31,761.4949340820312,DEMENTIE
2023-04-28,MC.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-05-31",-5.0,5.0,2023-05-31,-3.1051312931025143,CONFIRMEE
2023-04-28,OR.PA,CANAL,,"clôture entre 372,55 € et 434,12 € au 2023-05-31",372.5548,434.1194,2023-05-31,378.5264892578125,CONFIRMEE
2023-04-28,OR.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-05-31",0.0,,2023-05-31,-4.348409376344531,DEMENTIE
2023-04-28,SAN.PA,CANAL,,"clôture entre 69,42 € et 90,86 € au 2023-05-31",69.4212,90.8586,2023-05-31,82.63483428955078,CONFIRMEE
2023-04-28,SAN.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-05-31",0.0,,2023-05-31,1.8715177861391097,CONFIRMEE
2023-04-28,BNP.PA,CANAL,,"clôture entre 35,21 € et 42,58 € au 2023-05-31",35.2118,42.5792,2023-05-31,44.654693603515625,DEMENTIE
2023-04-28,BNP.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-05-31",0.0,,2023-05-31,2.059118962392692,CONFIRMEE
2023-04-28,TTE.PA,CANAL,,"clôture entre 41,72 € et 49,85 € au 2023-05-31",41.7162,49.8538,2023-05-31,44.624515533447266,CONFIRMEE
2023-04-28,TTE.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-05-31",-5.0,5.0,2023-05-31,-4.9374412446437805,CONFIRMEE
2023-04-28,SU.PA,CANAL,,"clôture entre 137,26 € et 148,15 € au 2023-05-31",137.2554,148.1474,2023-05-31,153.75326538085938,DEMENTIE
2023-04-28,SU.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-05-31",0.0,,2023-05-31,7.749842594449774,CONFIRMEE
2023-04-28,AI.PA,CANAL,,"clôture entre 122,30 € et 129,57 € au 2023-05-31",122.29599999999999,129.5668,2023-05-31,122.34989929199219,CONFIRMEE
2023-04-28,AI.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-05-31",0.0,,2023-05-31,1.2042917647758777,CONFIRMEE
2023-04-28,DG.PA,CANAL,,"clôture entre 90,89 € et 102,02 € au 2023-05-31",90.8914,102.017,2023-05-31,94.28326416015625,CONFIRMEE
2023-04-28,DG.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-05-31",0.0,,2023-05-31,-1.790103189576353,DEMENTIE
2023-04-28,CAP.PA,CANAL,,"clôture entre 144,90 € et 147,68 € au 2023-05-31",144.8964,147.6832,2023-05-31,151.6789093017578,DEMENTIE
2023-04-28,CAP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-05-31",-5.0,5.0,2023-05-31,4.257205991422031,CONFIRMEE
2023-04-28,RI.PA,CANAL,,"clôture entre 182,98 € et 191,64 € au 2023-05-31",182.9832,191.6416,2023-05-31,172.50433349609375,DEMENTIE
2023-04-28,RI.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-05-31",-5.0,5.0,2023-05-31,-0.03560932847902487,CONFIRMEE
2023-04-28,ORA.PA,CANAL,,"clôture entre 9,68 € et 9,94 € au 2023-05-31",9.6764,9.9398,2023-05-31,9.013105392456055,DEMENTIE
2023-04-28,ORA.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-05-31",0.0,,2023-05-31,-1.9996907658985208,DEMENTIE
2023-05-31,AIR.PA,CANAL,,"clôture entre 119,81 € et 127,23 € au 2023-06-30",119.8106,127.228,2023-06-30,124.92623138427734,CONFIRMEE
2023-05-31,AIR.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,4.151884869426259,CONFIRMEE
2023-05-31,MC.PA,CANAL,,"clôture entre 782,55 € et 900,94 € au 2023-06-30",782.5478,900.9358,2023-06-30,807.433349609375,CONFIRMEE
2023-05-31,MC.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,2.170842719013244,CONFIRMEE
2023-05-31,OR.PA,CANAL,,"clôture entre 390,92 € et 451,71 € au 2023-06-30",390.9204,451.7126,2023-06-30,405.1845703125,CONFIRMEE
2023-05-31,OR.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,3.1807739873077168,CONFIRMEE
2023-05-31,SAN.PA,CANAL,,"clôture entre 85,62 € et 94,16 € au 2023-06-30",85.6228,94.1584,2023-06-30,85.52635192871094,DEMENTIE
2023-05-31,SAN.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,-0.362668271301092,CONFIRMEE
2023-05-31,BNP.PA,CANAL,,"clôture entre 48,25 € et 45,57 € au 2023-06-30",48.2472,45.5652,2023-06-30,47.72207260131836,DEMENTIE
2023-05-31,BNP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,3.007288420488341,CONFIRMEE
2023-05-31,TTE.PA,CANAL,,"clôture entre 44,52 € et 49,69 € au 2023-06-30",44.5186,49.6938,2023-06-30,44.8026123046875,CONFIRMEE
2023-05-31,TTE.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,-3.4627185429776386,CONFIRMEE
2023-05-31,SU.PA,CANAL,,"clôture entre 164,98 € et 162,40 € au 2023-06-30",164.9772,162.396,2023-06-30,158.6325225830078,DEMENTIE
2023-05-31,SU.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,-0.6883860607957759,CONFIRMEE
2023-05-31,AI.PA,CANAL,,"clôture entre 125,87 € et 134,60 € au 2023-06-30",125.8696,134.5964,2023-06-30,128.2549591064453,CONFIRMEE
2023-05-31,AI.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,0.9645515190638942,CONFIRMEE
2023-05-31,DG.PA,CANAL,,"clôture entre 97,64 € et 104,30 € au 2023-06-30",97.6388,104.297,2023-06-30,94.33647155761719,DEMENTIE
2023-05-31,DG.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,-3.805385727204169,CONFIRMEE
2023-05-31,CAP.PA,CANAL,,"clôture entre 140,21 € et 147,39 € au 2023-06-30",140.21480000000003,147.38580000000002,2023-06-30,161.69456481933594,DEMENTIE
2023-05-31,CAP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,2.7413766163728592,CONFIRMEE
2023-05-31,RI.PA,CANAL,,"clôture entre 174,71 € et 198,11 € au 2023-06-30",174.71359999999999,198.11419999999998,2023-06-30,172.76040649414062,DEMENTIE
2023-05-31,RI.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,-3.7133748962808077,CONFIRMEE
2023-05-31,ORA.PA,CANAL,,"clôture entre 9,34 € et 10,33 € au 2023-06-30",9.341800000000001,10.331800000000001,2023-06-30,8.958818435668945,DEMENTIE
2023-05-31,ORA.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-06-30",-5.0,5.0,2023-06-30,-4.464130632144537,CONFIRMEE
2023-06-30,AIR.PA,CANAL,,"clôture entre 122,39 € et 129,80 € au 2023-07-31",122.3944,129.8015,2023-07-31,126.45524597167969,CONFIRMEE
2023-06-30,AIR.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-07-31",0.0,,2023-07-31,1.7785673142560854,CONFIRMEE
2023-06-30,MC.PA,CANAL,,"clôture entre 777,60 € et 787,57 € au 2023-07-31",777.5982,787.5748,2023-07-31,793.4927978515625,DEMENTIE
2023-06-30,MC.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-07-31",0.0,,2023-07-31,-1.1718932836976559,DEMENTIE
2023-06-30,OR.PA,CANAL,,"clôture entre 394,59 € et 401,49 € au 2023-07-31",394.58729999999997,401.487,2023-07-31,401.4847412109375,CONFIRMEE
2023-06-30,OR.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-07-31",0.0,,2023-07-31,-0.3584885724651432,DEMENTIE
2023-06-30,SAN.PA,CANAL,,"clôture entre 85,55 € et 85,77 € au 2023-07-31",85.54610000000001,85.77409999999999,2023-07-31,84.55960083007812,DEMENTIE
2023-06-30,SAN.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-07-31",0.0,,2023-07-31,-0.575721312061872,DEMENTIE
2023-06-30,BNP.PA,CANAL,,"clôture entre 47,40 € et 47,36 € au 2023-07-31",47.4042,47.3601,2023-07-31,49.623680114746094,DEMENTIE
2023-06-30,BNP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-07-31",-5.0,5.0,2023-07-31,4.539388004363476,CONFIRMEE
2023-06-30,TTE.PA,CANAL,,"clôture entre 44,06 € et 49,72 € au 2023-07-31",44.0629,49.7213,2023-07-31,47.113075256347656,CONFIRMEE
2023-06-30,TTE.PA,REFLEXIVE,RETOURNEMENT,"RETOURNEMENT : écart contre TR12 négatif ou nul, au 2023-07-31",,0.0,2023-07-31,5.711616009675769,DEMENTIE
2023-06-30,SU.PA,CANAL,,"clôture entre 157,44 € et 165,40 € au 2023-07-31",157.4373,165.403,2023-07-31,154.42034912109375,DEMENTIE
2023-06-30,SU.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-07-31",-5.0,5.0,2023-07-31,-2.1006692371246527,CONFIRMEE
2023-06-30,AI.PA,CANAL,,"clôture entre 126,63 € et 135,86 € au 2023-07-31",126.6261,135.8631,2023-07-31,127.59883117675781,CONFIRMEE
2023-06-30,AI.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-07-31",-5.0,5.0,2023-07-31,0.04305239766655422,CONFIRMEE
2023-06-30,DG.PA,CANAL,,"clôture entre 93,22 € et 96,42 € au 2023-07-31",93.2195,96.4179,2023-07-31,94.69119262695312,CONFIRMEE
2023-06-30,DG.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-07-31",-5.0,5.0,2023-07-31,0.9306502340349909,CONFIRMEE
2023-06-30,CAP.PA,CANAL,,"clôture entre 137,95 € et 166,05 € au 2023-07-31",137.94910000000002,166.04809999999998,2023-07-31,153.5888671875,CONFIRMEE
2023-06-30,CAP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-07-31",-5.0,5.0,2023-07-31,-4.458335178299855,CONFIRMEE
2023-06-30,RI.PA,CANAL,,"clôture entre 169,07 € et 166,21 € au 2023-07-31",169.07160000000002,166.2056,2023-07-31,172.96896362304688,DEMENTIE
2023-06-30,RI.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-07-31",-5.0,5.0,2023-07-31,0.6753537845112789,CONFIRMEE
2023-06-30,ORA.PA,CANAL,,"clôture entre 8,80 € et 10,68 € au 2023-07-31",8.7953,10.6849,2023-07-31,8.608902931213379,DEMENTIE
2023-06-30,ORA.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-07-31",-5.0,5.0,2023-07-31,-3.3511886930875145,CONFIRMEE
2023-07-31,AIR.PA,CANAL,,"clôture entre 125,96 € et 134,37 € au 2023-08-31",125.9606,134.3749,2023-08-31,127.77662658691406,CONFIRMEE
2023-07-31,AIR.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,2.252161950442766,CONFIRMEE
2023-07-31,MC.PA,CANAL,,"clôture entre 764,03 € et 828,01 € au 2023-08-31",764.0334,828.0117,2023-08-31,731.8359375,DEMENTIE
2023-07-31,MC.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,-6.563088668337302,DEMENTIE
2023-07-31,OR.PA,CANAL,,"clôture entre 388,61 € et 399,88 € au 2023-08-31",388.6136,399.878,2023-08-31,384.9775390625,DEMENTIE
2023-07-31,OR.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,-2.9043164998229454,CONFIRMEE
2023-07-31,SAN.PA,CANAL,,"clôture entre 83,63 € et 85,74 € au 2023-08-31",83.6298,85.7445,2023-08-31,85.9095687866211,DEMENTIE
2023-07-31,SAN.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,2.8036917772365055,CONFIRMEE
2023-07-31,BNP.PA,CANAL,,"clôture entre 49,22 € et 49,85 € au 2023-08-31",49.216,49.852700000000006,2023-08-31,49.367374420166016,CONFIRMEE
2023-07-31,BNP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,0.690723844126262,CONFIRMEE
2023-07-31,TTE.PA,CANAL,,"clôture entre 43,24 € et 46,43 € au 2023-08-31",43.2412,46.4252,2023-08-31,49.5088005065918,DEMENTIE
2023-07-31,TTE.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,6.292276464912183,DEMENTIE
2023-07-31,SU.PA,CANAL,,"clôture entre 154,13 € et 168,69 € au 2023-08-31",154.12720000000002,168.689,2023-08-31,151.123046875,DEMENTIE
2023-07-31,SU.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,-0.9280544226778487,CONFIRMEE
2023-07-31,AI.PA,CANAL,,"clôture entre 124,30 € et 125,78 € au 2023-08-31",124.3047,125.78460000000001,2023-08-31,130.33262634277344,DEMENTIE
2023-07-31,AI.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-08-31",0.0,,2023-08-31,3.349714934391035,CONFIRMEE
2023-07-31,DG.PA,CANAL,,"clôture entre 91,40 € et 96,12 € au 2023-08-31",91.4041,96.1185,2023-08-31,91.30365753173828,DEMENTIE
2023-07-31,DG.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,-2.37023269788168,CONFIRMEE
2023-07-31,CAP.PA,CANAL,,"clôture entre 155,42 € et 166,97 € au 2023-08-31",155.4217,166.972,2023-08-31,160.5765380859375,CONFIRMEE
2023-07-31,CAP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,5.756817267437253,DEMENTIE
2023-07-31,RI.PA,CANAL,,"clôture entre 169,50 € et 172,46 € au 2023-08-31",169.4965,172.4591,2023-08-31,156.2411346435547,DEMENTIE
2023-07-31,RI.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,-8.463777685008944,DEMENTIE
2023-07-31,ORA.PA,CANAL,,"clôture entre 8,79 € et 8,99 € au 2023-08-31",8.787099999999999,8.9859,2023-08-31,8.670848846435547,DEMENTIE
2023-07-31,ORA.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-08-31",-5.0,5.0,2023-08-31,1.9267790456971912,CONFIRMEE
2023-08-31,AIR.PA,CANAL,,"clôture entre 121,64 € et 138,08 € au 2023-09-29",121.6398,138.08429999999998,2023-09-29,119.84839630126953,DEMENTIE
2023-08-31,AIR.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-09-29",-5.0,5.0,2023-09-29,-4.491955208723619,CONFIRMEE
2023-08-31,MC.PA,CANAL,,"clôture entre 715,77 € et 714,06 € au 2023-09-29",715.7687999999999,714.0591000000001,2023-09-29,670.272705078125,DEMENTIE
2023-08-31,MC.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-09-29",-5.0,5.0,2023-09-29,-6.6993604091817645,DEMENTIE
2023-08-31,OR.PA,CANAL,,"clôture entre 381,93 € et 395,61 € au 2023-09-29",381.9297,395.61019999999996,2023-09-29,373.0240783691406,DEMENTIE
2023-08-31,OR.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-09-29",-5.0,5.0,2023-09-29,-1.3921734752953996,CONFIRMEE
2023-08-31,SAN.PA,CANAL,,"clôture entre 82,23 € et 87,37 € au 2023-09-29",82.2337,87.3715,2023-09-29,88.38304138183594,DEMENTIE
2023-08-31,SAN.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-09-29",0.0,,2023-09-29,4.591961088465013,CONFIRMEE
2023-08-31,BNP.PA,CANAL,,"clôture entre 50,78 € et 52,49 € au 2023-09-29",50.780199999999994,52.4926,2023-09-29,49.96266174316406,DEMENTIE
2023-08-31,BNP.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-09-29",-5.0,5.0,2023-09-29,2.918634096906081,CONFIRMEE
2023-08-31,TTE.PA,CANAL,,"clôture entre 43,33 € et 49,84 € au 2023-09-29",43.3324,49.838,2023-09-29,53.75470733642578,DEMENTIE
2023-08-31,TTE.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-09-29",-5.0,5.0,2023-09-29,10.288867488305586,DEMENTIE
