DATE,TICKER,TYPE,PHASE,ENONCE,BORNE_BASSE,BORNE_HAUTE,DATE_DEPOUILLEMENT,VALEUR_CONSTATEE,VERDICT
2023-01-31,ORA.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-02-28",-5.0,5.0,2023-02-28,7.723010876206882,DEMENTIE
2023-02-28,AIR.PA,CANAL,,"clôture entre 113,79 € et 121,07 € au 2023-03-31",113.79,121.0739,2023-03-31,114.7229995727539,CONFIRMEE
2023-02-28,AIR.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-03-31",0.0,,2023-03-31,-1.312425635717318,DEMENTIE
2023-02-28,MC.PA,CANAL,,"clôture entre 780,03 € et 831,48 € au 2023-03-31",780.0332999999999,831.4783,2023-03-31,783.89990234375,CONFIRMEE
2023-02-28,MC.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-03-31",-5.0,5.0,2023-03-31,6.3057991155208715,DEMENTIE
2023-02-28,OR.PA,CANAL,,"clôture entre 369,82 € et 378,24 € au 2023-03-31",369.8192,378.23609999999996,2023-03-31,384.73419189453125,DEMENTIE
2023-02-28,OR.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-03-31",-5.0,5.0,2023-03-31,8.921691297198798,DEMENTIE
2023-02-28,SAN.PA,CANAL,,"clôture entre 71,02 € et 76,64 € au 2023-03-31",71.0193,76.64370000000001,2023-03-31,84.16209411621094,DEMENTIE
2023-02-28,SAN.PA,REFLEXIVE,AUCUNE SEQUENCE,"AUCUNE SEQUENCE : écart contre TR12 dans ± 5 points, au 2023-03-31",-5.0,5.0,2023-03-31,12.052830437082317,DEMENTIE
2023-02-28,BNP.PA,CANAL,,"clôture entre 52,85 € et 54,19 € au 2023-03-31",52.85380000000001,54.1874,2023-03-31,42.672359466552734,DEMENTIE
2023-02-28,BNP.PA,REFLEXIVE,AUTO-RENFORCEMENT,"AUTO-RENFORCEMENT : écart contre TR12 positif ou nul, au 2023-03-31",0.0,,2023-03-31,-17.253923866518218,DEMENTIE
2023-02-28,TTE.PA,CANAL,,"clôture entre 49,25 € et 49,95 € au 2023-03-31",49.2499,49.9477,2023-03-31,45.700618743896484,DEMENTIE
