DATE,RANG,TICKER,S1,S2,S3,S4,S5,SCORE,POSITION,MOMENTUM,TAU,VETOS,VERDICT_REGLE
2023-09-29,2,SAN.PA,2,1,0,2,0,5,37.2,28.98,"28,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-09-29,3,AI.PA,2,-1,1,2,0,4,19.0,41.48,"189,0",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-09-29,4,AIR.PA,2,-1,0,2,0,3,38.4,47.42,"260,9",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-09-29,5,CAP.PA,2,-1,1,1,0,3,13.9,2.94,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-09-29,6,SU.PA,0,0,-1,2,0,1,69.0,31.97,"37,5",aucun,ATTENTE
2023-09-29,7,DG.PA,-2,1,-1,2,0,0,75.9,31.12,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-09-29,8,MC.PA,-2,-1,1,2,0,0,34.2,24.97,"65,0",aucun,ATTENTE
2023-09-29,9,OR.PA,-2,-1,1,2,0,0,32.4,23.11,"83,4",aucun,ATTENTE
2023-09-29,10,ORA.PA,-2,1,-1,2,0,0,72.3,21.64,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-09-29,11,TTE.PA,,,,,,0,,,-,,ERREUR
2023-09-29,12,RI.PA,-2,-1,1,1,0,-1,1.6,0.37,∞,aucun,ATTENTE
2023-10-31,1,TTE.PA,2,1,1,2,0,6,28.3,13.21,"78,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-10-31,2,BNP.PA,2,-1,1,2,0,4,13.2,25.96,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-10-31,3,SAN.PA,2,-1,1,2,0,4,20.5,21.7,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-10-31,4,ORA.PA,2,0,-1,2,0,3,70.6,19.69,"79,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-10-31,5,AI.PA,0,0,0,2,0,2,59.2,19.72,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-10-31,6,CAP.PA,0,0,-1,1,0,0,76.0,4.58,"40,8",aucun,ATTENTE
2023-10-31,7,OR.PA,-2,0,-1,2,0,-1,88.0,23.53,"149,8",aucun,ATTENTE
2023-10-31,8,SU.PA,-2,-1,0,2,0,-1,47.9,18.91,∞,aucun,ATTENTE
2023-10-31,9,DG.PA,-2,0,-1,2,0,-1,69.9,14.62,"189,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-10-31,10,AIR.PA,-2,0,-1,2,0,-1,85.0,11.73,"30,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-10-31,11,MC.PA,-2,-1,0,2,0,-1,48.0,10.58,"81,1",aucun,ATTENTE
2023-10-31,12,RI.PA,-2,1,-1,-2,0,-4,94.1,-11.08,"129,3",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-11-30,1,TTE.PA,2,0,1,2,0,5,5.9,18.34,∞,aucun,ATTENTE
2023-11-30,2,ORA.PA,2,1,-1,2,0,4,89.7,24.35,"63,8",aucun,ATTENTE
2023-11-30,3,AI.PA,2,1,-1,2,0,4,94.7,20.08,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-11-30,4,DG.PA,2,1,-1,2,0,4,97.7,10.66,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-11-30,5,OR.PA,0,1,-1,2,0,2,94.3,12.94,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-11-30,6,BNP.PA,0,1,-1,2,0,2,96.3,11.91,"65,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-11-30,7,CAP.PA,0,1,-1,1,0,1,93.0,0.93,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-11-30,8,AIR.PA,-2,1,-1,2,0,0,97.0,19.71,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-11-30,9,SU.PA,-2,1,-1,1,0,-1,98.7,7.72,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-11-30,10,SAN.PA,-2,0,1,-1,0,-2,26.6,-0.56,∞,aucun,ATTENTE
2023-11-30,11,RI.PA,-2,-1,1,-1,0,-3,33.5,-9.53,"26,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-11-30,12,MC.PA,-2,0,-1,-1,0,-4,97.3,-4.52,∞,aucun,ATTENTE
2023-12-29,1,AI.PA,2,1,1,2,0,6,1.8,28.41,"15,5",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 15.5 séances,ATTENTE
2023-12-29,2,SU.PA,2,1,1,2,0,6,30.5,21.17,"2,2",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 2.2 séances,ATTENTE
2023-12-29,3,OR.PA,2,1,0,2,0,5,40.4,22.63,"16,6",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 16.6 séances,ATTENTE
2023-12-29,4,DG.PA,2,0,1,2,0,5,5.0,18.8,"17,8",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 17.8 séances,ATTENTE
2023-12-29,5,AIR.PA,2,0,1,2,0,5,23.6,18.28,"18,3",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 18.3 séances,ATTENTE
2023-12-29,6,CAP.PA,2,0,1,2,0,5,0.0,14.17,"16,8",veto 2 : canal se refermant en 16.8 séances,ATTENTE
2023-12-29,7,TTE.PA,2,0,1,2,0,5,27.6,14.0,"10,6",veto 2 : canal se refermant en 10.6 séances,ATTENTE
2023-12-29,8,ORA.PA,2,-1,1,2,0,4,2.2,19.52,"657,6",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-12-29,9,BNP.PA,0,1,-1,1,0,1,88.5,3.61,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2023-12-29,10,SAN.PA,-2,1,-1,-1,0,-3,99.2,-3.59,"143,5",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-12-29,11,MC.PA,-2,1,-1,-1,0,-3,94.8,-6.52,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2023-12-29,12,RI.PA,-2,1,-1,-2,0,-4,69.6,-12.97,"17,2",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 17.2 séances; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-01-31,1,SU.PA,2,1,1,2,0,6,30.5,17.86,"19,2",veto 2 : canal se refermant en 19.2 séances,ATTENTE
2024-01-31,2,DG.PA,2,1,1,2,0,6,4.9,12.27,"44,3",aucun,ACHAT
2024-01-31,3,AI.PA,2,0,1,2,0,5,18.0,22.56,"108,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-01-31,4,AIR.PA,2,1,0,2,0,5,53.6,22.35,"44,3",aucun,ATTENTE
2024-01-31,5,ORA.PA,2,1,0,2,0,5,61.3,16.58,"3 303,8",aucun,ATTENTE
2024-01-31,6,OR.PA,2,0,0,2,0,4,41.4,17.08,"177,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-01-31,7,TTE.PA,2,-1,0,2,0,3,50.4,15.71,"94,5",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-01-31,8,BNP.PA,2,0,0,1,0,3,49.1,9.81,"41,6",aucun,ATTENTE
2024-01-31,9,CAP.PA,2,1,-1,1,0,3,84.2,2.35,"173,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-01-31,10,SAN.PA,-2,-1,0,2,0,-1,47.6,10.74,"7,7",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 7.7 séances,ATTENTE
2024-01-31,11,MC.PA,-2,1,-1,-2,0,-4,91.6,-11.45,"870,6",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-01-31,12,RI.PA,-2,0,-1,-2,0,-5,77.7,-17.83,"96,7",aucun,ATTENTE
2024-02-29,1,SU.PA,2,1,-1,2,0,4,86.4,19.95,"71,5",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-02-29,2,OR.PA,2,0,0,2,0,4,46.0,19.22,"62,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-02-29,3,AI.PA,2,1,-1,2,0,4,85.9,18.83,"4 373,9",aucun,ATTENTE
2024-02-29,4,CAP.PA,2,1,-1,2,0,4,85.2,16.63,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-02-29,5,DG.PA,2,0,0,2,0,4,35.6,11.28,"371,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-02-29,6,ORA.PA,2,0,1,1,0,4,3.9,7.81,"335,8",aucun,ATTENTE
2024-02-29,7,AIR.PA,2,0,-1,2,0,3,71.5,20.99,"105,0",aucun,ATTENTE
2024-02-29,8,BNP.PA,0,0,1,1,0,2,18.9,3.03,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-02-29,9,MC.PA,2,1,-1,-1,0,1,92.6,-4.75,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-02-29,10,SAN.PA,-2,1,0,1,0,0,35.1,8.59,"35,8",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-02-29,11,TTE.PA,-2,0,0,1,0,-1,38.5,6.6,"388,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-02-29,12,RI.PA,-2,1,-1,-2,0,-4,68.1,-21.93,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-03-28,1,SU.PA,2,1,1,2,0,6,19.4,39.96,"149,4",aucun,ACHAT
2024-03-28,2,CAP.PA,2,-1,1,2,0,4,2.1,34.87,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-03-28,3,AIR.PA,2,1,-1,2,0,4,88.8,24.53,∞,aucun,ATTENTE
2024-03-28,4,DG.PA,2,0,0,2,0,4,57.5,17.9,"43,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-03-28,5,MC.PA,2,0,1,1,0,4,16.9,2.01,"40,3",aucun,ATTENTE
2024-03-28,6,AI.PA,2,0,-1,2,0,3,73.6,24.83,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-03-28,7,OR.PA,2,-1,1,1,0,3,28.4,9.0,"63,2",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-03-28,8,BNP.PA,2,1,-1,1,0,3,99.5,6.3,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-03-28,9,ORA.PA,0,1,-1,1,0,1,93.3,3.64,"47,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-03-28,10,TTE.PA,-2,1,-1,1,0,-1,96.2,7.18,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-03-28,11,SAN.PA,-2,1,-1,-1,0,-3,81.3,-7.51,"31,7",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-03-28,12,RI.PA,-2,-1,1,-2,0,-4,32.6,-22.87,"79,0",aucun,ATTENTE
2024-04-30,1,SU.PA,2,1,1,2,0,6,25.0,34.83,∞,aucun,ACHAT
2024-04-30,2,AIR.PA,2,-1,1,2,0,4,1.7,39.71,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-04-30,3,CAP.PA,2,-1,1,2,0,4,1.9,30.07,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-04-30,4,BNP.PA,2,0,0,2,0,4,38.2,21.7,"16,4",veto 2 : canal se refermant en 16.4 séances,ATTENTE
2024-04-30,5,AI.PA,2,-1,1,2,0,4,12.2,20.18,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2024-04-30,6,TTE.PA,2,1,-1,2,0,4,89.8,18.81,∞,aucun,ATTENTE
2024-04-30,7,DG.PA,2,0,1,1,0,4,17.3,9.95,"337,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-04-30,8,MC.PA,2,0,1,-1,0,2,1.4,-4.17,∞,aucun,ATTENTE
2024-04-30,9,OR.PA,0,1,-1,1,0,1,90.2,3.35,"170,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-04-30,10,SAN.PA,0,1,-1,-1,0,-1,98.7,-7.09,"124,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-04-30,11,ORA.PA,-2,0,1,-1,0,-2,14.2,-0.3,"173,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2024-04-30,12,RI.PA,-2,0,0,-2,0,-4,48.4,-28.25,"22,2",aucun,ATTENTE
2024-05-31,1,SU.PA,2,1,0,2,0,5,48.6,30.06,∞,aucun,ATTENTE
2024-05-31,2,AIR.PA,2,0,1,2,0,5,22.3,22.61,"16,9",veto 2 : canal se refermant en 16.9 séances,ATTENTE
2024-05-31,3,CAP.PA,2,0,1,2,0,5,15.7,19.67,"118,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
