DATE,TICKER,SOUS_BAS,TAUX_20_POSITIF,AU_DESSUS_HAUT,REPLI_SOUS_SEUIL,SOUS_ECHANTILLON,RENDEMENT_20
2023-04-06,AC.PA,non,oui,non,non,non,8.0026
2023-04-06,EN.PA,non,non,non,non,non,7.8733
2023-04-06,TTE.PA,non,oui,non,non,non,-3.5652
2023-04-06,SAF.PA,non,oui,non,non,non,0.7917
2023-04-06,AIR.PA,non,oui,non,non,non,-2.2417
2023-04-06,PUB.PA,oui,non,non,non,non,-2.3464
2023-04-06,SGO.PA,oui,non,non,non,non,7.2987
2023-04-06,MC.PA,non,oui,non,non,non,7.018
2023-04-06,CAP.PA,non,non,non,non,non,-4.7339
2023-04-14,ENGI.PA,non,oui,oui,non,non,7.8064
2023-04-14,AC.PA,non,oui,non,non,non,1.287
2023-04-14,EN.PA,non,oui,non,non,non,4.2502
2023-04-14,TTE.PA,non,oui,non,non,non,-4.8365
2023-04-14,SAF.PA,non,oui,non,non,non,2.0015
2023-04-14,AIR.PA,non,oui,non,non,non,-1.1626
2023-04-14,PUB.PA,non,oui,non,non,non,-5.6054
2023-04-14,SGO.PA,oui,non,non,non,non,4.8662
2023-04-14,MC.PA,non,oui,oui,non,non,-0.5386
2023-04-14,CAP.PA,non,oui,non,non,non,-3.617
2023-04-21,ENGI.PA,non,oui,oui,non,non,2.5874
2023-04-21,AC.PA,non,oui,non,non,non,4.4296
2023-04-21,EN.PA,non,oui,non,non,non,-0.5568
2023-04-21,TTE.PA,non,oui,non,non,non,-3.0849
2023-04-21,SAF.PA,non,oui,non,non,non,0.6318
2023-04-21,AIR.PA,non,oui,non,non,non,2.1246
2023-04-21,PUB.PA,non,oui,non,non,non,-4.7028
2023-04-21,SGO.PA,oui,oui,non,non,non,7.8168
2023-04-21,MC.PA,non,oui,oui,non,non,-1.7791
2023-04-21,CAP.PA,oui,non,non,non,non,2.0698
2023-04-28,ENGI.PA,non,oui,oui,non,oui,-4.1196
2023-04-28,AC.PA,non,oui,non,non,oui,0.3511
2023-04-28,EN.PA,non,oui,non,non,oui,-2.8129
2023-04-28,TTE.PA,non,oui,non,non,oui,-3.8143
2023-04-28,SAF.PA,non,oui,non,non,oui,-1.2488
2023-04-28,AIR.PA,non,oui,non,non,oui,-1.463
2023-04-28,PUB.PA,non,oui,non,non,oui,-5.1808
2023-04-28,SGO.PA,non,non,non,non,oui,2.3083
2023-04-28,MC.PA,non,oui,non,non,oui,-3.5591
2023-04-28,CAP.PA,non,non,non,non,oui,-4.4876
2023-05-05,ENGI.PA,non,oui,oui,non,non,-3.0919
2023-05-05,AC.PA,non,oui,non,non,non,1.7687
2023-05-05,EN.PA,non,oui,non,non,non,-3.733
2023-05-05,TTE.PA,non,non,non,non,non,-1.6925
2023-05-05,SAF.PA,oui,oui,non,non,non,1.9621
2023-05-05,AIR.PA,oui,non,non,non,non,5.0573
2023-05-05,PUB.PA,oui,non,non,non,non,0.5396
2023-05-05,SGO.PA,non,oui,non,non,non,4.9328
2023-05-05,MC.PA,non,oui,non,non,non,-5.2458
2023-05-05,CAP.PA,non,non,non,non,non,2.2594
2023-05-12,ENGI.PA,non,oui,oui,non,non,-4.3045
2023-05-12,AC.PA,non,oui,non,non,non,8.0692
2023-05-12,EN.PA,non,oui,non,non,non,-4.0494
2023-05-12,TTE.PA,non,non,non,non,non,-1.4527
2023-05-12,SAF.PA,non,non,non,non,non,-1.444
2023-05-12,AIR.PA,oui,non,non,non,non,4.5765
2023-05-12,PUB.PA,oui,non,non,non,non,2.867
2023-05-12,SGO.PA,non,oui,non,non,non,4.317
2023-05-12,MC.PA,non,non,non,non,non,-7.3865
2023-05-12,CAP.PA,non,non,non,non,non,5.2636
2023-05-19,ENGI.PA,non,oui,non,non,non,-0.9658
2023-05-19,AC.PA,non,oui,non,non,non,5.1539
2023-05-19,EN.PA,non,oui,non,non,non,-1.7108
2023-05-19,TTE.PA,non,non,non,non,non,-4.134
