ANCRAGE,ISIN,TICKER,BRAS,K,SENS,DATE_EVENEMENT,J,Z,EXCES,EXCES_NET,TAILLE_PANIER
2015-05-29,FR0000120271,TTE.PA,R,2.0,haut,2016-04-28,234,2.0505,-0.2697,-0.8137,33
2016-01-13,BE0003470755,SOLB.BR,R,2.0,haut,2016-05-13,85,2.6452,2.7868,2.5408,35
2016-05-06,BE0003470755,SOLB.BR,R,2.0,haut,2016-05-13,5,2.7820,2.3486,2.1026,35
2016-05-06,FR0000121972,SU.PA,R,2.0,haut,2016-05-20,10,2.0655,3.4920,2.9480,35
2016-05-06,FR0000130577,PUB.PA,R,2.0,haut,2016-05-20,10,2.2052,1.0399,0.4959,35
2016-05-06,FR0000120404,AC.PA,R,2.0,haut,2016-05-23,11,2.0381,-15.0676,-15.6116,35
2016-01-13,FR0000125486,DG.PA,R,2.0,haut,2016-05-24,92,2.3785,-2.9064,-3.4504,35
2016-04-08,FR0000125486,DG.PA,R,2.0,haut,2016-05-24,32,2.1056,-3.1924,-3.7364,35
2016-05-06,FR0000127771,VIV.PA,R,2.0,haut,2016-05-24,12,2.2102,-1.5484,-2.0924,35
2016-05-06,FR0000120321,OR.PA,R,2.0,haut,2016-05-26,14,2.0101,4.0102,3.4662,35
2016-05-06,FR0000130809,GLE.PA,R,2.0,haut,2016-05-26,14,2.0647,-17.6565,-18.2005,35
2016-05-06,FR0000131104,BNP.PA,R,2.0,haut,2016-05-26,14,2.0829,-9.4926,-10.0366,35
2016-05-06,FR0000121261,ML.PA,R,2.0,haut,2016-05-30,16,2.0024,4.0636,3.5196,35
2016-05-06,FR0000125338,CAP.PA,R,2.0,haut,2016-05-30,16,2.0687,0.1577,-0.3863,35
2016-04-08,FR0000131104,BNP.PA,R,2.0,haut,2016-05-30,36,2.0548,-9.4014,-9.9454,35
2016-05-06,FR0000125007,SGO.PA,R,2.0,haut,2016-05-31,17,2.0395,1.3555,0.8115,35
2016-05-06,LU0323134006,MT.AS,R,2.0,haut,2016-05-31,17,2.0845,30.1476,29.9016,35
2016-04-08,FR0000125338,CAP.PA,R,2.0,haut,2016-06-02,39,2.4129,-2.5100,-3.0540,35
2016-06-03,BE0003470755,SOLB.BR,R,2.0,haut,2016-06-06,1,2.0108,8.6434,8.3974,35
2016-06-03,FR0000125338,CAP.PA,R,2.0,haut,2016-06-06,1,2.0132,0.5440,-0.0000,35
2016-06-03,FR0000120404,AC.PA,R,2.0,haut,2016-06-07,2,2.0385,-17.2222,-17.7662,35
2016-03-09,FR0010208488,ENGI.PA,R,2.0,haut,2016-06-08,63,2.0243,-0.4503,-0.9943,35
2016-04-08,FR0010208488,ENGI.PA,R,2.0,haut,2016-06-08,43,2.1621,-0.5516,-1.0956,35
2015-12-11,FR0010208488,ENGI.PA,R,2.0,haut,2016-06-20,131,2.0444,-4.2060,-4.7500,33
2016-02-10,FR0010208488,ENGI.PA,R,2.0,haut,2016-06-20,91,2.0965,-4.1124,-4.6564,35
2016-05-06,FR0010208488,ENGI.PA,R,2.0,haut,2016-06-20,31,2.2211,-3.9884,-4.5324,35
2016-06-03,FR0010208488,ENGI.PA,R,2.0,haut,2016-06-22,13,2.1002,-5.9091,-6.4531,35
2016-05-06,FR0000045072,ACA.PA,R,2.0,haut,2016-06-23,34,2.0861,-1.2848,-1.8288,35
2016-06-03,FR0000120321,OR.PA,R,2.0,haut,2016-06-23,14,2.0531,-1.8678,-2.4118,35
2015-11-13,FR0000121972,SU.PA,R,2.0,haut,2016-06-23,154,2.0851,2.9410,2.3970,33
2016-06-03,FR0000125007,SGO.PA,R,2.0,haut,2016-06-23,14,2.2929,-4.9809,-5.5249,35
2016-03-09,FR0000125338,CAP.PA,R,2.0,haut,2016-06-23,74,2.2268,-3.4826,-4.0266,35
2016-02-10,FR0000130338,FR.PA,R,2.0,haut,2016-06-23,94,2.1728,6.4159,5.8719,35
2016-03-09,FR0000130338,FR.PA,R,2.0,haut,2016-06-23,74,2.3966,6.4159,5.8719,35
2016-04-08,FR0000130338,FR.PA,R,2.0,haut,2016-06-23,54,2.0910,6.4769,5.9329,35
2016-06-03,FR0000131104,BNP.PA,R,2.0,haut,2016-06-23,14,2.2031,-3.4101,-3.9541,35
2016-01-13,FR0010208488,ENGI.PA,R,2.0,haut,2016-06-23,114,2.0763,-5.7801,-6.3241,35
2016-04-08,FR0000120578,SAN.PA,R,2.0,haut,2016-06-28,57,2.1439,-14.5655,-15.1095,35
2016-05-06,FR0000120578,SAN.PA,R,2.0,haut,2016-06-28,37,2.1727,-14.5655,-15.1095,35
2016-06-03,FR0000120578,SAN.PA,R,2.0,haut,2016-06-29,18,2.3431,-16.0407,-16.5847,35
2016-01-13,FR0000120321,OR.PA,R,2.0,haut,2016-06-30,119,2.0208,-11.3222,-11.8662,35
2016-03-09,FR0000120578,SAN.PA,R,2.0,haut,2016-06-30,79,2.1129,-18.1705,-18.7145,35
2016-07-01,FR0000120578,SAN.PA,R,2.0,haut,2016-07-04,1,2.3166,-17.4020,-17.9460,35
2016-05-06,FR0000121667,EL.PA,R,2.0,haut,2016-07-11,46,2.0892,-12.1418,-12.6858,35
2016-02-10,FR0000120644,BN.PA,R,2.0,haut,2016-07-12,107,2.0957,-2.4728,-3.0168,35
2016-06-03,LU0323134006,MT.AS,R,2.0,haut,2016-07-12,27,2.2247,0.8382,0.5922,35
2016-04-08,FR0000121220,SW.PA,R,2.0,haut,2016-07-13,68,2.0383,-2.3512,-2.8952,35
2016-04-08,FR0000121667,EL.PA,R,2.0,haut,2016-07-13,68,2.0339,-12.5123,-13.0563,35
2016-07-01,FR0010208488,ENGI.PA,R,2.0,haut,2016-07-13,8,2.1821,-16.4742,-17.0182,35
2016-05-06,FR0000120271,TTE.PA,R,2.0,haut,2016-07-14,49,2.1045,-5.5955,-6.1395,35
2016-03-09,FR0000120644,BN.PA,R,2.0,haut,2016-07-14,89,2.3593,-4.8142,-5.3582,35
2016-04-08,FR0000120644,BN.PA,R,2.0,haut,2016-07-14,69,2.0256,-4.7603,-5.3043,35
2016-06-03,FR0000121667,EL.PA,R,2.0,haut,2016-07-20,33,2.0864,-13.5167,-14.0607,35
2015-12-11,FR0000130577,PUB.PA,R,2.0,haut,2016-07-21,154,2.2242,-5.4195,-5.9635,33
2016-06-03,FR0000130577,PUB.PA,R,2.0,haut,2016-07-21,34,2.3459,-4.3840,-4.9280,35
2016-07-01,FR0000120321,OR.PA,R,2.0,haut,2016-07-22,15,2.0034,-7.8480,-8.3920,35
2016-07-01,FR0000121667,EL.PA,R,2.0,haut,2016-07-25,16,2.0809,-13.8748,-14.4188,35
2015-09-18,LU0323134006,MT.AS,R,2.0,haut,2016-07-26,217,2.2936,1.7299,1.4839,33
2016-07-01,FR0000073272,SAF.PA,R,2.0,haut,2016-07-27,18,2.0392,-1.7210,-2.2650,35
2016-02-10,FR0000121014,MC.PA,R,2.0,haut,2016-07-27,118,2.1419,5.0215,4.4775,35
2016-03-09,FR0000121485,KER.PA,R,2.0,haut,2016-07-27,98,2.0177,16.2791,15.7351,35
2016-06-03,FR0000127771,VIV.PA,R,2.0,haut,2016-07-27,38,2.0105,0.6538,0.1098,35
2016-01-13,FR0000120644,BN.PA,R,2.0,haut,2016-07-28,139,2.6178,-10.9649,-11.5089,35
2016-05-06,FR0000120644,BN.PA,R,2.0,haut,2016-07-28,59,2.4033,-10.7468,-11.2908,35
2016-06-03,FR0000120644,BN.PA,R,2.0,haut,2016-07-28,39,2.1546,-10.7468,-11.2908,35
2016-07-01,FR0000120644,BN.PA,R,2.0,haut,2016-07-28,19,2.0799,-10.7468,-11.2908,35
2016-06-03,FR0000121972,SU.PA,R,2.0,haut,2016-07-28,39,2.0871,3.6989,3.1549,35
2016-05-06,FR0000121220,SW.PA,R,2.0,haut,2016-07-29,60,2.0079,-2.4465,-2.9905,35
2015-11-13,FR0000121485,KER.PA,R,2.0,haut,2016-07-29,180,2.0660,7.4977,6.9537,33
2015-12-11,FR0000121485,KER.PA,R,2.0,haut,2016-07-29,160,2.6664,7.4977,6.9537,33
2016-04-08,FR0000121485,KER.PA,R,2.0,haut,2016-07-29,80,2.6420,8.5698,8.0258,35
2016-05-06,FR0000121485,KER.PA,R,2.0,haut,2016-07-29,60,2.5661,8.5698,8.0258,35
2016-06-03,FR0000121485,KER.PA,R,2.0,haut,2016-07-29,40,2.8021,8.5698,8.0258,35
2016-07-01,FR0000121485,KER.PA,R,2.0,haut,2016-07-29,20,2.8496,8.5698,8.0258,35
2016-05-06,FR0000121964,LI.PA,R,2.0,haut,2016-07-29,60,2.3431,-12.7966,-13.3406,35
2016-07-01,FR0000130577,PUB.PA,R,2.0,haut,2016-07-29,20,2.0450,-9.9640,-10.5080,35
2015-08-21,LU0323134006,MT.AS,R,2.0,haut,2016-07-29,240,2.4208,3.0287,2.7827,33
2016-07-01,LU0323134006,MT.AS,R,2.0,haut,2016-07-29,20,2.1904,4.1084,3.8624,35
2016-07-29,FR0000121485,KER.PA,R,2.0,haut,2016-08-01,1,2.8651,6.4692,5.9252,35
2016-04-08,FR0010307819,LR.PA,R,2.0,haut,2016-08-01,81,2.0180,-3.6644,-4.2084,35
2016-05-06,FR0010307819,LR.PA,R,2.0,haut,2016-08-01,61,2.0499,-3.6644,-4.2084,35
2015-12-11,FR0000120644,BN.PA,R,2.0,haut,2016-08-05,165,2.0001,-14.5409,-15.0849,33
2016-07-29,FR0000120644,BN.PA,R,2.0,haut,2016-08-05,5,2.2327,-13.0159,-13.5599,35
2016-06-03,FR0000121964,LI.PA,R,2.0,haut,2016-08-05,45,2.0418,-17.7707,-18.3147,35
2016-07-01,FR0000121964,LI.PA,R,2.0,haut,2016-08-05,25,2.0744,-17.7707,-18.3147,35
2016-06-03,FR0010307819,LR.PA,R,2.0,haut,2016-08-05,45,2.0883,-4.0018,-4.5458,35
2016-07-01,FR0010307819,LR.PA,R,2.0,haut,2016-08-05,25,2.1123,-4.0018,-4.5458,35
2015-12-11,BE0003470755,SOLB.BR,R,2.0,haut,2016-08-08,166,2.1154,6.6828,6.4368,33
2016-07-01,BE0003470755,SOLB.BR,R,2.0,haut,2016-08-08,26,2.1347,8.1277,7.8817,35
2016-07-29,BE0003470755,SOLB.BR,R,2.0,haut,2016-08-09,7,2.1178,6.9328,6.6868,35
2016-06-03,FR0000121261,ML.PA,R,2.0,haut,2016-08-09,47,2.1967,1.7020,1.1580,35
2016-07-01,FR0000121972,SU.PA,R,2.0,haut,2016-08-09,27,2.0138,-0.5627,-1.1067,35
2016-03-09,FR0000127771,VIV.PA,R,2.0,haut,2016-08-09,107,2.0367,0.8814,0.3374,35
2016-07-01,FR0000127771,VIV.PA,R,2.0,haut,2016-08-09,27,2.0815,1.2221,0.6781,35
2016-03-09,FR0010307819,LR.PA,R,2.0,haut,2016-08-09,107,2.1556,-4.0742,-4.6182,35
2016-07-29,FR0010307819,LR.PA,R,2.0,haut,2016-08-09,7,2.2904,-3.7336,-4.2776,35
2016-03-09,FR0000120073,AI.PA,R,2.0,haut,2016-08-11,109,2.0215,-3.1344,-3.6784,35
2016-04-08,FR0000120073,AI.PA,R,2.0,haut,2016-08-11,89,2.1662,-2.7839,-3.3279,35
2015-11-13,FR0000120644,BN.PA,R,2.0,haut,2016-08-11,189,2.0404,-12.1106,-12.6546,33
2016-03-09,FR0000120693,RI.PA,R,2.0,haut,2016-08-11,109,2.3191,0.4063,-0.1377,35
2016-04-08,FR0000120693,RI.PA,R,2.0,haut,2016-08-11,89,2.0564,0.7568,0.2128,35
2016-03-09,FR0000121014,MC.PA,R,2.0,haut,2016-08-11,109,2.2765,5.6423,5.0983,35
2016-04-08,FR0000121014,MC.PA,R,2.0,haut,2016-08-11,89,2.0401,5.9928,5.4488,35
2016-05-06,FR0000121014,MC.PA,R,2.0,haut,2016-08-11,69,2.0399,5.9928,5.4488,35
2016-07-01,FR0000121014,MC.PA,R,2.0,haut,2016-08-11,29,2.1573,5.9928,5.4488,35
2016-07-29,FR0000121014,MC.PA,R,2.0,haut,2016-08-11,9,2.0342,5.9928,5.4488,35
2016-07-01,FR0000121261,ML.PA,R,2.0,haut,2016-08-11,29,2.0933,0.5900,0.0460,35
2016-07-29,FR0000121972,SU.PA,R,2.0,haut,2016-08-11,9,2.1640,-1.7926,-2.3366,35
2016-06-03,FR0000121014,MC.PA,R,2.0,haut,2016-08-12,50,2.3045,4.5031,3.9591,35
2015-10-16,FR0000121485,KER.PA,R,2.0,haut,2016-08-12,210,2.1728,11.5313,10.9873,33
2016-07-01,FR0000125007,SGO.PA,R,2.0,haut,2016-08-12,30,2.0265,0.9552,0.4112,35
2016-05-06,FR0000120073,AI.PA,R,2.0,haut,2016-08-16,72,2.3364,-4.5858,-5.1298,35
2016-06-03,FR0000120073,AI.PA,R,2.0,haut,2016-08-16,52,2.1349,-4.5858,-5.1298,35
2016-07-01,FR0000120073,AI.PA,R,2.0,haut,2016-08-16,32,2.0584,-4.5858,-5.1298,35
2016-07-29,FR0000125007,SGO.PA,R,2.0,haut,2016-08-24,18,2.1399,1.6037,1.0597,35
2016-07-01,FR0000131104,BNP.PA,R,2.0,haut,2016-08-24,38,2.0381,20.8563,20.3123,35
2016-07-01,FR0000125338,CAP.PA,R,2.0,haut,2016-08-26,40,2.0706,-14.6914,-15.2354,35
2016-06-03,FR0000045072,ACA.PA,R,2.0,haut,2016-08-30,62,2.0972,30.9546,30.4106,35
2016-07-29,FR0000125338,CAP.PA,R,2.0,haut,2016-08-30,22,2.0498,-16.9326,-17.4766,35
2016-07-29,FR0000131104,BNP.PA,R,2.0,haut,2016-08-30,22,2.0121,21.0753,20.5313,35
2016-07-01,FR0000045072,ACA.PA,R,2.0,haut,2016-08-31,43,2.1070,27.1466,26.6026,35
2016-07-29,FR0000045072,ACA.PA,R,2.0,haut,2016-09-01,24,2.0527,26.2864,25.7424,35
2016-03-09,FR0000131104,BNP.PA,R,2.0,haut,2016-09-01,124,2.0324,15.9095,15.3655,35
2016-08-26,BE0003470755,SOLB.BR,R,2.0,haut,2016-09-02,5,2.0652,5.6185,5.3725,35
2016-02-10,FR0000045072,ACA.PA,R,2.0,haut,2016-09-02,145,2.1357,24.7899,24.2459,35
2016-04-08,FR0000073272,SAF.PA,R,2.0,haut,2016-09-02,105,2.1357,-0.6445,-1.1885,35
2016-05-06,FR0000073272,SAF.PA,R,2.0,haut,2016-09-02,85,2.0821,-0.6445,-1.1885,35
2016-06-03,FR0000073272,SAF.PA,R,2.0,haut,2016-09-02,65,2.0605,-0.6445,-1.1885,35
2016-07-29,FR0000073272,SAF.PA,R,2.0,haut,2016-09-02,25,2.0835,-0.6445,-1.1885,35
2016-04-08,FR0000120172,CA.PA,R,2.0,haut,2016-09-02,105,2.0398,-3.9988,-4.5428,35
2016-01-13,FR0000120693,RI.PA,R,2.0,haut,2016-09-02,165,2.1252,-8.3896,-8.9336,35
2016-02-10,FR0000120693,RI.PA,R,2.0,haut,2016-09-02,145,2.1443,-8.3896,-8.9336,35
2016-05-06,FR0000120693,RI.PA,R,2.0,haut,2016-09-02,85,2.1426,-7.9561,-8.5001,35
2016-06-03,FR0000120693,RI.PA,R,2.0,haut,2016-09-02,65,2.0830,-7.9561,-8.5001,35
2016-07-01,FR0000120693,RI.PA,R,2.0,haut,2016-09-02,45,2.1471,-7.9561,-8.5001,35
2016-08-26,FR0000121485,KER.PA,R,2.0,haut,2016-09-02,5,2.1010,14.1646,13.6206,35
2015-10-16,FR0000121972,SU.PA,R,2.0,haut,2016-09-02,225,2.0173,-2.9926,-3.5366,33
2016-08-26,FR0000131104,BNP.PA,R,2.0,haut,2016-09-02,5,2.1917,15.1196,14.5756,35
2016-08-26,FR0010307819,LR.PA,R,2.0,haut,2016-09-02,5,2.0228,-3.5925,-4.1365,35
2016-03-09,FR0000073272,SAF.PA,R,2.0,haut,2016-09-05,126,2.0127,-1.6506,-2.1946,35
2016-05-06,FR0000130338,FR.PA,R,2.0,haut,2016-09-05,86,2.0570,8.9062,8.3622,35
2016-07-29,FR0000130577,PUB.PA,R,2.0,haut,2016-09-06,27,2.1829,-11.8760,-12.4200,35
2016-01-13,FR0000121261,ML.PA,R,2.0,haut,2016-09-07,168,2.1465,2.5810,2.0370,35
2016-07-29,FR0000121261,ML.PA,R,2.0,haut,2016-09-07,28,2.3068,2.7355,2.1915,35
2016-08-26,FR0000045072,ACA.PA,R,2.0,haut,2016-09-08,9,2.2029,23.0191,22.4751,35
2016-07-01,FR0000130809,GLE.PA,R,2.0,haut,2016-09-09,50,2.0636,20.9069,20.3629,35
2016-07-29,FR0000130809,GLE.PA,R,2.0,haut,2016-09-09,30,2.0485,20.9069,20.3629,35
2016-02-10,FR0000120073,AI.PA,R,2.0,haut,2016-09-14,153,2.0605,-4.4238,-4.9678,35
2016-07-29,FR0000120073,AI.PA,R,2.0,haut,2016-09-14,33,2.1364,-4.1894,-4.7334,35
2016-08-26,FR0000073272,SAF.PA,R,2.0,haut,2016-09-22,19,2.0811,-1.2815,-1.8255,35
2016-05-06,FR0000120172,CA.PA,R,2.0,haut,2016-09-22,99,2.1225,-8.8625,-9.4065,35
2016-07-01,FR0000120172,CA.PA,R,2.0,haut,2016-09-22,59,2.1386,-8.8625,-9.4065,35
2016-01-13,FR0000130338,FR.PA,R,2.0,haut,2016-09-22,179,2.0469,2.8710,2.3270,35
2016-06-03,FR0000130338,FR.PA,R,2.0,haut,2016-09-29,84,2.1150,-0.2487,-0.7927,35
2016-08-26,FR0000130338,FR.PA,R,2.0,haut,2016-09-29,24,2.2049,-0.2487,-0.7927,35
2016-07-01,FR0000130338,FR.PA,R,2.0,haut,2016-09-30,65,2.1095,-1.8938,-2.4378,35
2016-07-29,FR0000130338,FR.PA,R,2.0,haut,2016-09-30,45,2.2520,-1.8938,-2.4378,35
2016-09-23,FR0000130338,FR.PA,R,2.0,haut,2016-09-30,5,2.2381,-1.8938,-2.4378,35
2016-09-23,FR0000045072,ACA.PA,R,2.0,haut,2016-10-04,7,2.0398,27.8900,27.3460,35
2016-03-09,FR0000120172,CA.PA,R,2.0,haut,2016-10-04,147,2.0669,-10.5346,-11.0786,35
2016-06-03,FR0000120172,CA.PA,R,2.0,haut,2016-10-04,87,2.0342,-10.2466,-10.7906,35
2016-09-23,FR0000121485,KER.PA,R,2.0,haut,2016-10-04,7,2.5555,8.5773,8.0333,35
2016-06-03,FR0000130809,GLE.PA,R,2.0,haut,2016-10-07,90,2.1028,35.0037,34.4597,35
2016-09-23,FR0000131104,BNP.PA,R,2.0,haut,2016-10-07,10,2.1325,14.1139,13.5699,35
2016-09-23,FR0000120628,CS.PA,R,2.0,haut,2016-10-11,12,2.0327,12.4164,11.8724,35
2016-08-26,FR0000121014,MC.PA,R,2.0,haut,2016-10-11,32,2.7178,1.0747,0.5307,35
2016-09-23,FR0000121014,MC.PA,R,2.0,haut,2016-10-11,12,2.4944,1.0747,0.5307,35
2016-04-08,FR0000130809,GLE.PA,R,2.0,haut,2016-10-12,133,2.0653,33.6868,33.1428,35
2016-08-26,FR0000130809,GLE.PA,R,2.0,haut,2016-10-12,33,2.0231,33.6868,33.1428,35
2016-08-26,FR0000120503,EN.PA,R,2.0,haut,2016-10-14,35,2.0333,4.4051,3.8611,35
2016-09-23,FR0000120503,EN.PA,R,2.0,haut,2016-10-14,15,2.2163,4.4051,3.8611,35
2016-01-13,FR0000121014,MC.PA,R,2.0,haut,2016-10-14,195,2.2708,0.8793,0.3353,35
2016-07-29,FR0000120172,CA.PA,R,2.0,haut,2016-10-18,57,2.1660,-10.6307,-11.1747,35
2016-08-26,FR0000120172,CA.PA,R,2.0,haut,2016-10-19,38,2.8670,-14.9089,-15.4529,35
2016-09-23,FR0000120172,CA.PA,R,2.0,haut,2016-10-19,18,2.8535,-14.9089,-15.4529,35
2016-07-29,FR0000120693,RI.PA,R,2.0,haut,2016-10-19,58,2.0425,-9.5001,-10.0441,35
2016-09-23,FR0000120693,RI.PA,R,2.0,haut,2016-10-19,18,2.0816,-9.5001,-10.0441,35
2016-08-26,FR0000120693,RI.PA,R,2.0,haut,2016-10-20,39,2.0022,-9.9703,-10.5143,35
2016-09-23,FR0000130809,GLE.PA,R,2.0,haut,2016-10-20,19,2.1944,29.7831,29.2391,35
2016-07-29,FR0000127771,VIV.PA,R,2.0,haut,2016-10-21,60,2.0654,-11.6780,-12.2220,35
2016-10-21,FR0000045072,ACA.PA,R,2.0,haut,2016-10-24,1,2.6436,20.6172,20.0732,35
2016-08-26,FR0000120628,CS.PA,R,2.0,haut,2016-10-24,41,2.0622,7.3649,6.8209,35
2016-10-21,FR0000121014,MC.PA,R,2.0,haut,2016-10-24,1,2.2132,6.1951,5.6511,35
2016-10-21,FR0000130338,FR.PA,R,2.0,haut,2016-10-24,1,2.0676,-4.1552,-4.6992,35
2016-03-09,FR0000130809,GLE.PA,R,2.0,haut,2016-10-24,161,2.2222,22.5272,21.9832,35
2016-02-10,FR0000131104,BNP.PA,R,2.0,haut,2016-10-24,181,2.0787,8.7742,8.2302,35
2016-10-21,FR0000131104,BNP.PA,R,2.0,haut,2016-10-24,1,2.3054,9.0533,8.5093,35
2016-10-21,FR0000120172,CA.PA,R,2.0,haut,2016-10-25,2,2.0003,-12.2816,-12.8256,35
2016-10-21,FR0000130809,GLE.PA,R,2.0,haut,2016-10-25,2,2.0111,21.2343,20.6903,35
2016-10-21,FR0000133308,ORA.PA,R,2.0,haut,2016-10-25,2,2.5439,-2.8749,-3.4189,35
2016-10-21,FR0000121485,KER.PA,R,2.0,haut,2016-10-26,3,2.9564,8.1453,7.6013,35
2016-06-03,FR0000120271,TTE.PA,R,2.0,haut,2016-10-27,104,2.0279,2.6682,2.1242,35
2016-10-21,FR0000120628,CS.PA,R,2.0,haut,2016-10-27,4,2.0246,4.2899,3.7459,35
2016-08-26,FR0000125007,SGO.PA,R,2.0,haut,2016-10-28,45,2.1655,7.4310,6.8870,35
2016-07-29,FR0000120578,SAN.PA,R,2.0,haut,2016-11-03,69,2.0253,-6.8566,-7.4006,35
2016-02-10,FR0000120578,SAN.PA,R,2.0,haut,2016-11-09,193,2.2019,-9.4673,-10.0113,35
2016-08-26,FR0000120578,SAN.PA,R,2.0,haut,2016-11-09,53,2.6254,-9.4145,-9.9585,35
2016-09-23,FR0000120578,SAN.PA,R,2.0,haut,2016-11-09,33,2.3702,-9.4145,-9.9585,35
2016-10-21,FR0000120578,SAN.PA,R,2.0,haut,2016-11-09,13,2.3803,-9.4145,-9.9585,35
2016-07-29,LU0323134006,MT.AS,R,2.0,haut,2016-11-09,73,2.1108,10.3674,10.1214,35
2016-10-21,FR0000120503,EN.PA,R,2.0,haut,2016-11-10,14,2.3126,6.1578,5.6138,35
2016-07-01,FR0000120628,CS.PA,R,2.0,haut,2016-11-10,94,2.1773,-3.0682,-3.6122,35
2016-07-29,FR0000120628,CS.PA,R,2.0,haut,2016-11-10,74,2.5902,-3.0682,-3.6122,35
2016-01-13,FR0000125007,SGO.PA,R,2.0,haut,2016-11-10,214,2.0629,3.3609,2.8169,35
2016-09-23,FR0000125007,SGO.PA,R,2.0,haut,2016-11-10,34,2.1049,3.3617,2.8177,35
2016-02-10,FR0000127771,VIV.PA,R,2.0,haut,2016-11-10,194,2.1671,-21.7186,-22.2626,35
2016-08-26,FR0000127771,VIV.PA,R,2.0,haut,2016-11-10,54,2.5599,-21.7178,-22.2618,35
2016-09-23,FR0000127771,VIV.PA,R,2.0,haut,2016-11-10,34,2.2815,-21.7178,-22.2618,35
2016-10-21,FR0000127771,VIV.PA,R,2.0,haut,2016-11-10,14,2.1406,-21.7178,-22.2618,35
2016-10-21,NL0000235190,AIR.PA,R,2.0,haut,2016-11-10,14,2.0478,6.8114,6.5654,35
2016-03-09,FR0010220475,ALO.PA,R,2.0,haut,2016-11-11,175,2.2223,-6.3705,-6.9145,35
2016-01-13,FR0000045072,ACA.PA,R,2.0,haut,2016-11-14,216,2.0096,1.4178,0.8738,35
2016-05-06,FR0000120628,CS.PA,R,2.0,haut,2016-11-14,136,2.2092,-7.9386,-8.4826,35
2016-06-03,FR0000120628,CS.PA,R,2.0,haut,2016-11-14,116,2.0036,-7.9386,-8.4826,35
2016-09-23,NL0000235190,AIR.PA,R,2.0,haut,2016-11-14,36,2.2679,5.2535,5.0075,35
2016-07-29,FR0000120503,EN.PA,R,2.0,haut,2016-11-16,78,2.1551,3.2790,2.7350,35
2016-11-18,FR0000045072,ACA.PA,R,2.0,haut,2016-11-21,1,2.5103,0.3206,-0.2234,35
2016-11-18,FR0000120503,EN.PA,R,2.0,haut,2016-11-21,1,2.2941,1.8123,1.2683,35
2016-11-18,FR0000130809,GLE.PA,R,2.0,haut,2016-11-21,1,2.3279,-1.5204,-2.0644,35
2016-08-26,NL0000235190,AIR.PA,R,2.0,haut,2016-11-21,61,2.0528,6.1766,5.9306,35
2016-11-18,NL0000235190,AIR.PA,R,2.0,haut,2016-11-21,1,2.3438,6.1766,5.9306,35
2016-11-18,FR0000120628,CS.PA,R,2.0,haut,2016-11-22,2,2.4102,-6.9404,-7.4844,35
2016-02-10,FR0000130809,GLE.PA,R,2.0,haut,2016-11-22,202,2.0220,-0.7483,-1.2923,35
2016-11-18,FR0000131104,BNP.PA,R,2.0,haut,2016-11-22,2,2.0804,-5.9044,-6.4484,35
2016-07-01,NL0000235190,AIR.PA,R,2.0,haut,2016-11-23,103,2.1814,1.3491,1.1031,35
2016-07-29,NL0000235190,AIR.PA,R,2.0,haut,2016-11-23,83,2.2533,1.3491,1.1031,35
2016-11-18,FR0000121014,MC.PA,R,2.0,haut,2016-11-29,7,2.0547,5.0989,4.5549,35
2016-08-26,FR0000120073,AI.PA,R,2.0,haut,2016-11-30,68,2.0283,-0.3357,-0.8797,35
2016-08-26,LU0323134006,MT.AS,R,2.0,haut,2016-12-05,71,2.2319,3.8900,3.6440,35
2016-09-23,FR0000120073,AI.PA,R,2.0,haut,2016-12-06,52,2.0118,-1.8322,-2.3762,34
2016-04-08,FR0000120628,CS.PA,R,2.0,haut,2016-12-06,172,2.3399,-9.2193,-9.7633,34
2016-10-21,FR0000120073,AI.PA,R,2.0,haut,2016-12-07,33,2.0493,-4.4813,-5.0253,35
2016-11-18,FR0000120073,AI.PA,R,2.0,haut,2016-12-07,13,2.3333,-4.4813,-5.0253,35
2016-07-01,FR0000120271,TTE.PA,R,2.0,haut,2016-12-07,113,2.0804,-0.2906,-0.8346,35
2016-07-01,FR0000120503,EN.PA,R,2.0,haut,2016-12-07,113,2.3124,6.4745,5.9305,35
2016-03-09,FR0000120628,CS.PA,R,2.0,haut,2016-12-07,193,2.2225,-11.0170,-11.5610,35
2016-08-26,FR0000121261,ML.PA,R,2.0,haut,2016-12-07,73,2.7162,-4.1043,-4.6483,35
2016-09-23,FR0000121261,ML.PA,R,2.0,haut,2016-12-07,53,2.3638,-4.1043,-4.6483,35
2016-11-18,FR0000121485,KER.PA,R,2.0,haut,2016-12-07,13,2.1076,6.0874,5.5434,35
2016-10-21,FR0000125007,SGO.PA,R,2.0,haut,2016-12-07,33,2.3086,1.2788,0.7348,35
2016-10-21,FR0000131906,RNO.PA,R,2.0,haut,2016-12-07,33,2.0617,1.1586,0.6146,35
2016-09-23,LU0323134006,MT.AS,R,2.0,haut,2016-12-07,53,2.4443,2.5177,2.2717,35
2016-10-21,LU0323134006,MT.AS,R,2.0,haut,2016-12-07,33,2.4019,2.5177,2.2717,35
2016-11-18,LU0323134006,MT.AS,R,2.0,haut,2016-12-07,13,2.3216,2.5177,2.2717,35
2016-09-23,BE0003470755,SOLB.BR,R,2.0,haut,2016-12-08,54,2.0139,0.4315,0.1855,35
2016-11-18,FR0000131906,RNO.PA,R,2.0,haut,2016-12-08,14,2.0973,0.5580,0.0140,35
