ANCRAGE,ISIN,TICKER,BRAS,K,SENS,DATE_EVENEMENT,J,Z,EXCES,EXCES_NET,TAILLE_PANIER
2010-01-04,FR0000045072,ACA.PA,R,2.0,bas,2010-01-20,12,-2.1362,0.0177,-0.5263,31
2010-01-04,FR0000130809,GLE.PA,R,2.0,bas,2010-01-20,12,-2.0332,-8.7545,-9.2985,31
2010-01-04,FR0000131104,BNP.PA,R,2.0,bas,2010-01-20,12,-2.1055,-4.1741,-4.7181,31
2010-01-04,FR0000120073,AI.PA,R,2.0,bas,2010-01-21,13,-2.5187,4.2805,3.7365,31
2010-01-04,FR0000120628,CS.PA,R,2.0,bas,2010-01-27,17,-2.1261,-1.0913,-1.6353,31
2010-01-04,FR0000127771,VIV.PA,R,2.0,bas,2010-01-27,17,-2.0045,-3.0515,-3.5955,31
2010-01-04,FR0000121972,SU.PA,R,2.0,bas,2010-01-28,18,-2.5630,9.4659,8.9219,31
2010-01-04,FR0000125486,DG.PA,R,2.0,bas,2010-01-28,18,-2.4335,4.3561,3.8121,31
2010-01-04,FR0010220475,ALO.PA,R,2.0,bas,2010-01-28,18,-2.0348,-15.7010,-16.2450,31
2010-02-01,FR0000045072,ACA.PA,R,2.0,bas,2010-02-02,1,-2.3826,-8.3933,-8.9373,31
2010-02-01,FR0000127771,VIV.PA,R,2.0,bas,2010-02-02,1,-2.7209,2.4530,1.9090,31
2010-02-01,FR0000130809,GLE.PA,R,2.0,bas,2010-02-02,1,-2.2925,-9.5607,-10.1047,31
2010-02-01,FR0000120073,AI.PA,R,2.0,bas,2010-02-03,2,-2.2105,8.0054,7.4614,31
2010-02-01,FR0000131104,BNP.PA,R,2.0,bas,2010-02-03,2,-2.0776,-4.4106,-4.9546,31
2010-02-01,FR0000120628,CS.PA,R,2.0,bas,2010-02-04,3,-2.2645,-5.5542,-6.0982,31
2010-02-01,FR0000120693,RI.PA,R,2.0,bas,2010-02-04,3,-2.0144,5.1497,4.6057,31
2010-02-01,FR0000121972,SU.PA,R,2.0,bas,2010-02-04,3,-2.4879,7.5227,6.9787,31
2010-02-01,FR0000125007,SGO.PA,R,2.0,bas,2010-02-04,3,-2.2316,3.3246,2.7806,31
2010-01-04,FR0000131906,RNO.PA,R,2.0,bas,2010-02-04,23,-2.1632,-1.6487,-2.1927,31
2010-02-01,FR0000133308,ORA.PA,R,2.0,bas,2010-02-04,3,-2.0218,-8.2161,-8.7601,31
2010-02-01,FR0010208488,ENGI.PA,R,2.0,bas,2010-02-04,3,-2.3598,-6.8480,-7.3920,31
2010-02-01,FR0000120271,TTE.PA,R,2.0,bas,2010-02-05,4,-2.3463,-8.7177,-9.2617,31
2010-02-01,FR0000120321,OR.PA,R,2.0,bas,2010-02-05,4,-2.1361,0.6813,0.1373,31
2010-02-01,FR0000120578,SAN.PA,R,2.0,bas,2010-02-05,4,-2.1112,-9.5255,-10.0695,31
2010-02-01,FR0000120644,BN.PA,R,2.0,bas,2010-02-05,4,-2.6743,1.4645,0.9205,31
2010-01-04,FR0000120693,RI.PA,R,2.0,bas,2010-02-05,24,-2.0016,8.0580,7.5140,31
2010-01-04,FR0000121014,MC.PA,R,2.0,bas,2010-02-05,24,-2.5829,5.7288,5.1848,31
2010-02-01,FR0000121014,MC.PA,R,2.0,bas,2010-02-05,4,-2.5766,5.7288,5.1848,31
2010-01-04,FR0000121261,ML.PA,R,2.0,bas,2010-02-05,24,-2.0611,-9.4622,-10.0062,31
2010-02-01,FR0000121261,ML.PA,R,2.0,bas,2010-02-05,4,-2.0849,-9.4622,-10.0062,31
2010-01-04,FR0000121485,KER.PA,R,2.0,bas,2010-02-05,24,-2.4483,13.6230,13.0790,31
2010-02-01,FR0000121485,KER.PA,R,2.0,bas,2010-02-05,4,-2.0173,13.6230,13.0790,31
2010-01-04,FR0000125007,SGO.PA,R,2.0,bas,2010-02-05,24,-2.1323,3.8912,3.3472,31
2010-02-01,FR0000125486,DG.PA,R,2.0,bas,2010-02-05,4,-2.2416,-1.1578,-1.7018,31
2010-02-01,FR0000131906,RNO.PA,R,2.0,bas,2010-02-05,4,-2.4571,-3.4396,-3.9836,31
2010-01-04,FR0000133308,ORA.PA,R,2.0,bas,2010-02-05,24,-2.0710,-9.3110,-9.8550,31
2010-02-01,FR0010220475,ALO.PA,R,2.0,bas,2010-02-05,4,-2.4940,-15.8473,-16.3913,31
2010-01-04,FR0000125338,CAP.PA,R,2.0,bas,2010-02-10,27,-2.0905,21.0100,20.4660,31
2010-02-01,FR0000125338,CAP.PA,R,2.0,bas,2010-02-10,7,-2.1230,21.0100,20.4660,31
2010-02-01,LU0323134006,MT.AS,R,2.0,bas,2010-02-10,7,-2.2720,-1.2500,-1.4960,31
2010-02-01,FR0000120404,AC.PA,R,2.0,bas,2010-02-12,9,-2.0386,10.2350,9.6910,31
2010-02-01,FR0000120503,EN.PA,R,2.0,bas,2010-02-12,9,-2.0506,0.0833,-0.4607,31
2010-02-01,FR0000130213,MMB.PA,R,2.0,bas,2010-02-15,10,-2.0471,2.9265,2.3825,31
2010-01-04,NL0000226223,STMPA.PA,R,2.0,bas,2010-02-15,30,-2.0495,8.2175,7.9715,31
2010-01-04,FR0000120503,EN.PA,R,2.0,bas,2010-02-25,38,-2.0912,4.4541,3.9101,31
2010-03-01,FR0000131906,RNO.PA,R,2.0,bas,2010-03-02,1,-2.1040,-3.4322,-3.9762,31
2010-03-01,FR0010208488,ENGI.PA,R,2.0,bas,2010-03-04,3,-2.1220,0.2845,-0.2595,31
2010-03-01,FR0000130213,MMB.PA,R,2.0,bas,2010-03-11,8,-2.0066,9.3670,8.8230,31
2010-03-01,FR0010220475,ALO.PA,R,2.0,bas,2010-03-30,21,-2.0134,-11.0537,-11.5977,31
2010-03-01,FR0000121261,ML.PA,R,2.0,bas,2010-04-06,24,-2.0424,17.3226,16.7786,31
2010-03-01,FR0000120321,OR.PA,R,2.0,bas,2010-04-07,25,-2.0377,15.2484,14.7044,31
2010-03-29,FR0000121261,ML.PA,R,2.0,bas,2010-04-08,6,-2.0239,19.8030,19.2590,31
2010-03-01,FR0000120578,SAN.PA,R,2.0,bas,2010-04-13,29,-2.0442,0.3145,-0.2295,31
2010-03-29,FR0000120578,SAN.PA,R,2.0,bas,2010-04-16,12,-2.2181,-1.5548,-2.0988,31
2010-03-01,FR0000131104,BNP.PA,R,2.0,bas,2010-04-22,36,-2.0041,-0.6602,-1.2042,31
2010-03-29,FR0010220475,ALO.PA,R,2.0,bas,2010-04-22,16,-2.0978,-9.8951,-10.4391,31
2010-01-04,FR0000124141,VIE.PA,R,2.0,bas,2010-04-23,77,-2.0158,-8.8429,-9.3869,31
2010-01-04,FR0000120271,TTE.PA,R,2.0,bas,2010-04-27,79,-2.0278,-0.6380,-1.1820,31
2010-03-01,FR0000120271,TTE.PA,R,2.0,bas,2010-04-27,39,-2.3098,-0.6380,-1.1820,31
2010-01-04,FR0000120578,SAN.PA,R,2.0,bas,2010-04-27,79,-2.2506,0.7853,0.2413,31
2010-03-01,FR0000120628,CS.PA,R,2.0,bas,2010-04-27,39,-2.0565,-10.6245,-11.1685,31
2010-02-01,FR0000124141,VIE.PA,R,2.0,bas,2010-04-27,59,-2.0220,-10.1638,-10.7078,31
2010-03-01,FR0000130809,GLE.PA,R,2.0,bas,2010-04-27,39,-2.3069,-6.6241,-7.1681,31
2010-03-29,FR0000131104,BNP.PA,R,2.0,bas,2010-04-27,19,-2.3070,1.2807,0.7367,31
2010-03-01,FR0000133308,ORA.PA,R,2.0,bas,2010-04-27,39,-2.3374,-0.9286,-1.4726,31
2010-03-29,FR0000133308,ORA.PA,R,2.0,bas,2010-04-27,19,-2.2365,-0.9286,-1.4726,31
2010-01-04,FR0010208488,ENGI.PA,R,2.0,bas,2010-04-27,79,-2.0508,-1.3630,-1.9070,31
2010-03-01,FR0000045072,ACA.PA,R,2.0,bas,2010-04-28,40,-2.1605,-11.9762,-12.5202,31
2010-03-29,FR0000120271,TTE.PA,R,2.0,bas,2010-04-28,20,-2.0852,-3.4310,-3.9750,31
2010-03-29,FR0000120321,OR.PA,R,2.0,bas,2010-04-28,20,-2.0225,9.5023,8.9583,31
2010-03-01,FR0000120644,BN.PA,R,2.0,bas,2010-04-28,40,-2.0459,10.4703,9.9263,31
2010-03-29,FR0010208488,ENGI.PA,R,2.0,bas,2010-04-28,20,-2.2778,-2.3521,-2.8961,31
2010-04-28,FR0000120578,SAN.PA,R,2.0,bas,2010-04-29,1,-3.1301,-1.4184,-1.9624,31
2010-04-28,FR0010220475,ALO.PA,R,2.0,bas,2010-04-30,2,-2.0588,-10.4741,-11.0181,31
2010-03-29,FR0000045072,ACA.PA,R,2.0,bas,2010-05-04,24,-2.0897,4.3157,3.7717,31
2010-04-28,FR0000120271,TTE.PA,R,2.0,bas,2010-05-04,4,-2.9355,-3.3128,-3.8568,31
2010-03-29,FR0000120628,CS.PA,R,2.0,bas,2010-05-04,24,-2.0723,-2.7809,-3.3249,31
2010-03-01,FR0000121972,SU.PA,R,2.0,bas,2010-05-04,44,-2.2778,6.9959,6.4519,31
2010-03-29,FR0000121972,SU.PA,R,2.0,bas,2010-05-04,24,-2.1870,6.9959,6.4519,31
2010-04-28,FR0000121972,SU.PA,R,2.0,bas,2010-05-04,4,-2.1364,6.9959,6.4519,31
2010-03-01,FR0000125007,SGO.PA,R,2.0,bas,2010-05-04,44,-2.4031,-6.1020,-6.6460,31
2010-03-29,FR0000130809,GLE.PA,R,2.0,bas,2010-05-04,24,-2.2865,12.3202,11.7762,31
2010-04-28,FR0000131104,BNP.PA,R,2.0,bas,2010-05-04,4,-2.6583,9.9197,9.3757,31
2010-04-28,FR0000133308,ORA.PA,R,2.0,bas,2010-05-04,4,-2.6402,-3.3580,-3.9020,31
2010-01-04,LU0323134006,MT.AS,R,2.0,bas,2010-05-04,84,-2.5831,-15.1247,-15.3707,31
2010-03-01,LU0323134006,MT.AS,R,2.0,bas,2010-05-04,44,-2.3984,-15.1247,-15.3707,31
2010-03-29,LU0323134006,MT.AS,R,2.0,bas,2010-05-04,24,-2.3563,-15.1247,-15.3707,31
2010-04-28,LU0323134006,MT.AS,R,2.0,bas,2010-05-04,4,-2.4081,-15.1247,-15.3707,31
2010-04-28,FR0000045072,ACA.PA,R,2.0,bas,2010-05-05,5,-2.0721,7.1930,6.6490,31
2010-03-01,FR0000120073,AI.PA,R,2.0,bas,2010-05-05,45,-2.1117,9.1719,8.6279,31
2010-03-29,FR0000120073,AI.PA,R,2.0,bas,2010-05-05,25,-2.2910,9.1719,8.6279,31
2010-04-28,FR0000120073,AI.PA,R,2.0,bas,2010-05-05,5,-2.2033,9.1719,8.6279,31
2010-04-28,FR0000120321,OR.PA,R,2.0,bas,2010-05-05,5,-2.1126,4.0721,3.5281,31
2010-04-28,FR0000120628,CS.PA,R,2.0,bas,2010-05-05,5,-2.3290,2.7482,2.2042,31
2010-03-29,FR0000120644,BN.PA,R,2.0,bas,2010-05-05,25,-2.1287,1.4030,0.8590,31
2010-04-28,FR0000120644,BN.PA,R,2.0,bas,2010-05-05,5,-2.1255,1.4030,0.8590,31
2010-04-28,FR0000121014,MC.PA,R,2.0,bas,2010-05-05,5,-2.0469,7.5983,7.0543,31
2010-03-29,FR0000125007,SGO.PA,R,2.0,bas,2010-05-05,25,-2.2264,-3.9408,-4.4848,31
2010-03-01,FR0000125486,DG.PA,R,2.0,bas,2010-05-05,45,-2.3676,-6.7550,-7.2990,31
2010-03-29,FR0000125486,DG.PA,R,2.0,bas,2010-05-05,25,-2.3652,-6.7550,-7.2990,31
2010-04-28,FR0000125486,DG.PA,R,2.0,bas,2010-05-05,5,-2.4919,-6.7550,-7.2990,31
2010-01-04,FR0000120321,OR.PA,R,2.0,bas,2010-05-06,86,-2.5520,5.0227,4.4787,31
2010-04-28,FR0000120354,VK.PA,R,2.0,bas,2010-05-06,6,-2.0293,7.9817,7.4377,31
2010-04-28,FR0000120503,EN.PA,R,2.0,bas,2010-05-06,6,-2.1918,-6.2973,-6.8413,31
2010-03-29,FR0000121014,MC.PA,R,2.0,bas,2010-05-06,26,-2.0570,6.4450,5.9010,31
2010-03-01,FR0000124141,VIE.PA,R,2.0,bas,2010-05-06,46,-2.1786,-10.7413,-11.2853,31
2010-04-28,FR0000125007,SGO.PA,R,2.0,bas,2010-05-06,6,-2.0766,-3.0795,-3.6235,31
2010-04-28,FR0000130809,GLE.PA,R,2.0,bas,2010-05-06,6,-2.5519,21.6262,21.0822,31
2010-03-29,FR0000131906,RNO.PA,R,2.0,bas,2010-05-06,26,-2.0139,-1.6806,-2.2246,31
2010-04-28,FR0010208488,ENGI.PA,R,2.0,bas,2010-05-06,6,-2.1358,-3.9274,-4.4714,31
2010-03-01,FR0000121014,MC.PA,R,2.0,bas,2010-05-07,47,-3.5469,13.8025,13.2585,31
2010-03-29,FR0000124141,VIE.PA,R,2.0,bas,2010-05-07,27,-2.0183,-12.1527,-12.6967,31
2010-04-28,FR0000124141,VIE.PA,R,2.0,bas,2010-05-07,7,-2.0298,-12.1527,-12.6967,31
2010-04-28,FR0000131906,RNO.PA,R,2.0,bas,2010-05-14,12,-2.1969,2.1229,1.5789,31
2010-03-01,FR0000120503,EN.PA,R,2.0,bas,2010-05-20,56,-2.4219,-7.5534,-8.0974,31
2010-03-29,FR0000120503,EN.PA,R,2.0,bas,2010-05-20,36,-2.2675,-7.5534,-8.0974,31
2010-03-01,FR0000120693,RI.PA,R,2.0,bas,2010-05-20,56,-2.3863,-5.3570,-5.9010,31
2010-02-01,NL0000226223,STMPA.PA,R,2.0,bas,2010-05-20,76,-2.2336,-11.0441,-11.2901,31
2010-03-29,FR0000120693,RI.PA,R,2.0,bas,2010-05-21,37,-2.2065,-3.1391,-3.6831,31
2010-04-28,FR0000120693,RI.PA,R,2.0,bas,2010-05-21,17,-2.2899,-3.1391,-3.6831,31
2010-01-04,FR0000130213,MMB.PA,R,2.0,bas,2010-05-21,97,-2.0309,-0.5205,-1.0645,31
2010-01-04,FR0000120172,CA.PA,R,2.0,bas,2010-05-25,99,-2.1716,1.4758,0.9318,31
2010-02-01,FR0000120172,CA.PA,R,2.0,bas,2010-05-25,79,-2.3393,1.4758,0.9318,31
2010-03-01,FR0000120172,CA.PA,R,2.0,bas,2010-05-25,59,-2.1576,1.4758,0.9318,31
2010-03-29,FR0000120172,CA.PA,R,2.0,bas,2010-05-25,39,-2.3089,1.4758,0.9318,31
2010-04-28,FR0000120172,CA.PA,R,2.0,bas,2010-05-25,19,-2.5464,1.4758,0.9318,31
2010-02-01,FR0000120354,VK.PA,R,2.0,bas,2010-05-25,79,-2.4337,-4.2655,-4.8095,31
2010-03-01,FR0000120354,VK.PA,R,2.0,bas,2010-05-25,59,-2.4262,-4.2655,-4.8095,31
2010-03-29,FR0000120354,VK.PA,R,2.0,bas,2010-05-25,39,-2.5437,-4.2655,-4.8095,31
2010-01-04,FR0000120404,AC.PA,R,2.0,bas,2010-05-25,99,-2.2718,-17.1966,-17.7406,31
2010-03-01,FR0000120404,AC.PA,R,2.0,bas,2010-05-25,59,-2.1127,-17.1966,-17.7406,31
2010-03-29,FR0000120404,AC.PA,R,2.0,bas,2010-05-25,39,-2.0630,-17.1966,-17.7406,31
2010-04-28,FR0000120404,AC.PA,R,2.0,bas,2010-05-25,19,-2.4381,-17.1966,-17.7406,31
2010-01-04,FR0000120644,BN.PA,R,2.0,bas,2010-05-25,99,-2.1500,-3.9105,-4.4545,31
2010-04-28,FR0000121261,ML.PA,R,2.0,bas,2010-05-25,19,-2.1776,10.1776,9.6336,31
2010-03-01,NL0000226223,STMPA.PA,R,2.0,bas,2010-05-25,59,-2.0727,-11.3802,-11.6262,31
2010-03-29,NL0000226223,STMPA.PA,R,2.0,bas,2010-05-25,39,-2.1756,-11.3802,-11.6262,31
2010-04-28,NL0000226223,STMPA.PA,R,2.0,bas,2010-05-25,19,-2.4882,-11.3802,-11.6262,31
2010-05-26,FR0000120644,BN.PA,R,2.0,bas,2010-05-27,1,-2.0101,-2.2130,-2.7570,31
2010-05-26,FR0000125007,SGO.PA,R,2.0,bas,2010-05-27,1,-2.0450,-1.5375,-2.0815,31
2010-05-26,FR0000125486,DG.PA,R,2.0,bas,2010-05-27,1,-2.2272,-7.9124,-8.4564,31
2010-05-26,FR0000131906,RNO.PA,R,2.0,bas,2010-05-27,1,-2.1767,12.1299,11.5859,31
2010-05-26,FR0010220475,ALO.PA,R,2.0,bas,2010-05-27,1,-2.3986,3.8538,3.3098,31
2010-05-26,LU0323134006,MT.AS,R,2.0,bas,2010-05-27,1,-2.5721,-7.9274,-8.1734,31
2010-05-26,FR0000120271,TTE.PA,R,2.0,bas,2010-05-31,3,-2.1674,-1.2156,-1.7596,31
2010-05-26,FR0000131104,BNP.PA,R,2.0,bas,2010-05-31,3,-2.0287,9.9621,9.4181,31
2010-05-26,FR0000133308,ORA.PA,R,2.0,bas,2010-06-01,4,-2.1224,10.1961,9.6521,31
2010-05-26,FR0000045072,ACA.PA,R,2.0,bas,2010-06-04,7,-2.0599,21.2207,20.6767,31
2010-05-26,FR0000120321,OR.PA,R,2.0,bas,2010-06-04,7,-2.0311,0.2905,-0.2535,31
2010-05-26,FR0000120628,CS.PA,R,2.0,bas,2010-06-04,7,-2.1196,-2.5875,-3.1315,31
2010-05-26,FR0000130809,GLE.PA,R,2.0,bas,2010-06-04,7,-2.4346,26.7968,26.2528,31
2010-05-26,FR0000120354,VK.PA,R,2.0,bas,2010-06-07,8,-2.1968,-8.2230,-8.7670,31
2010-05-26,FR0000120578,SAN.PA,R,2.0,bas,2010-06-07,8,-2.3990,-8.1171,-8.6611,31
2010-05-26,FR0000124141,VIE.PA,R,2.0,bas,2010-06-07,8,-2.1972,-13.0915,-13.6355,31
2010-05-26,FR0010208488,ENGI.PA,R,2.0,bas,2010-06-07,8,-2.0468,-1.6827,-2.2267,31
2010-05-26,FR0000120404,AC.PA,R,2.0,bas,2010-06-08,9,-2.0461,-10.5012,-11.0452,31
2010-05-26,FR0000120503,EN.PA,R,2.0,bas,2010-06-08,9,-2.1115,-8.1098,-8.6538,31
2010-06-23,FR0000120503,EN.PA,R,2.0,bas,2010-06-25,2,-2.2791,-8.1356,-8.6796,31
2010-06-23,FR0000125486,DG.PA,R,2.0,bas,2010-06-25,2,-2.3521,-1.9559,-2.4999,31
2010-06-23,LU0323134006,MT.AS,R,2.0,bas,2010-06-25,2,-2.0641,2.3993,2.1533,31
2010-05-26,FR0000120172,CA.PA,R,2.0,bas,2010-06-29,24,-2.4765,13.4089,12.8649,31
2010-06-23,FR0000120172,CA.PA,R,2.0,bas,2010-06-29,4,-2.1052,13.4089,12.8649,31
2010-06-23,FR0000120271,TTE.PA,R,2.0,bas,2010-06-29,4,-2.2104,-5.3531,-5.8971,31
2010-06-23,FR0000124141,VIE.PA,R,2.0,bas,2010-06-29,4,-2.1021,-8.6737,-9.2177,31
2010-03-29,FR0000130213,MMB.PA,R,2.0,bas,2010-06-29,64,-2.1002,8.8241,8.2801,31
2010-06-23,FR0010208488,ENGI.PA,R,2.0,bas,2010-06-29,4,-2.1631,0.0570,-0.4870,31
2010-06-23,FR0000120354,VK.PA,R,2.0,bas,2010-07-01,6,-2.3040,-7.6446,-8.1886,31
2010-06-23,FR0000120404,AC.PA,R,2.0,bas,2010-07-01,6,-2.4281,-7.8082,-8.3522,31
2010-05-26,FR0000121014,MC.PA,R,2.0,bas,2010-07-01,26,-2.9233,9.3091,8.7651,31
2010-06-23,FR0000121014,MC.PA,R,2.0,bas,2010-07-01,6,-2.8192,9.3091,8.7651,31
2010-05-26,FR0000121972,SU.PA,R,2.0,bas,2010-07-01,26,-2.5525,1.1864,0.6424,31
2010-06-23,FR0000121972,SU.PA,R,2.0,bas,2010-07-01,6,-2.3070,1.1864,0.6424,31
2010-04-28,FR0000130213,MMB.PA,R,2.0,bas,2010-07-01,46,-2.3705,7.5809,7.0369,31
2010-06-23,FR0000131104,BNP.PA,R,2.0,bas,2010-07-01,6,-2.0531,13.5423,12.9983,31
2010-06-23,FR0000133308,ORA.PA,R,2.0,bas,2010-07-01,6,-2.0389,7.4220,6.8780,31
2010-06-23,FR0000120578,SAN.PA,R,2.0,bas,2010-07-02,7,-2.4038,-5.6765,-6.2205,31
2010-07-21,FR0000120578,SAN.PA,R,2.0,bas,2010-07-23,2,-2.3578,5.5668,5.0228,31
2010-05-26,FR0000120693,RI.PA,R,2.0,bas,2010-07-27,44,-2.1831,-4.0671,-4.6111,31
2010-05-26,NL0000226223,STMPA.PA,R,2.0,bas,2010-07-27,44,-2.0986,-13.9914,-14.2374,31
2010-06-23,FR0000120693,RI.PA,R,2.0,bas,2010-07-28,25,-2.0330,-4.4334,-4.9774,31
2010-07-21,FR0000120693,RI.PA,R,2.0,bas,2010-07-29,6,-2.4117,1.6407,1.0967,31
2010-06-23,FR0000120321,OR.PA,R,2.0,bas,2010-08-06,32,-2.0506,3.8255,3.2815,31
2010-06-23,FR0000120644,BN.PA,R,2.0,bas,2010-08-06,32,-2.3127,3.4298,2.8858,31
2010-07-21,FR0000120644,BN.PA,R,2.0,bas,2010-08-06,12,-2.2976,3.4298,2.8858,31
2010-06-23,NL0000226223,STMPA.PA,R,2.0,bas,2010-08-06,32,-2.0514,-2.7987,-3.0447,31
2010-01-04,FR0000120354,VK.PA,R,2.0,bas,2010-08-10,154,-2.2082,1.1391,0.5951,31
2010-07-21,FR0000120354,VK.PA,R,2.0,bas,2010-08-10,14,-2.1247,1.1391,0.5951,31
2010-07-21,FR0000120404,AC.PA,R,2.0,bas,2010-08-11,15,-2.2562,18.5165,17.9725,31
2010-02-01,FR0000121667,EL.PA,R,2.0,bas,2010-08-11,135,-2.2027,-6.5495,-7.0935,31
2010-07-21,NL0000226223,STMPA.PA,R,2.0,bas,2010-08-11,15,-2.3314,1.2100,0.9640,31
2010-07-21,FR0000120321,OR.PA,R,2.0,bas,2010-08-16,18,-2.1307,0.5021,-0.0419,31
2010-08-18,FR0000120321,OR.PA,R,2.0,bas,2010-08-19,1,-2.2146,2.8608,2.3168,31
2010-08-18,FR0000120354,VK.PA,R,2.0,bas,2010-08-19,1,-2.2045,-2.9973,-3.5413,31
2010-08-18,FR0000120644,BN.PA,R,2.0,bas,2010-08-19,1,-2.4983,2.5830,2.0390,31
2010-08-18,FR0000120404,AC.PA,R,2.0,bas,2010-08-20,2,-2.0509,27.6912,27.1472,31
2010-03-01,FR0000125338,CAP.PA,R,2.0,bas,2010-08-20,122,-2.0042,-11.5309,-12.0749,31
2010-08-18,NL0000226223,STMPA.PA,R,2.0,bas,2010-08-20,2,-2.1056,2.8275,2.5815,31
2010-04-28,FR0000125338,CAP.PA,R,2.0,bas,2010-08-23,83,-2.0251,-10.2792,-10.8232,31
2010-05-26,FR0000120073,AI.PA,R,2.0,bas,2010-08-24,64,-2.2452,2.9388,2.3948,31
2010-06-23,FR0000120073,AI.PA,R,2.0,bas,2010-08-24,44,-2.1012,2.9388,2.3948,31
2010-07-21,FR0000120073,AI.PA,R,2.0,bas,2010-08-24,24,-2.0022,2.9388,2.3948,31
2010-08-18,FR0000120073,AI.PA,R,2.0,bas,2010-08-24,4,-2.1662,2.9388,2.3948,31
2010-06-23,FR0000125007,SGO.PA,R,2.0,bas,2010-08-24,44,-2.3085,12.2224,11.6784,31
2010-03-29,FR0000125338,CAP.PA,R,2.0,bas,2010-08-24,104,-2.0362,-10.7993,-11.3433,31
2010-05-26,FR0000125338,CAP.PA,R,2.0,bas,2010-08-24,64,-2.1234,-10.7993,-11.3433,31
2010-06-23,FR0000125338,CAP.PA,R,2.0,bas,2010-08-24,44,-2.0640,-10.7993,-11.3433,31
2010-07-21,FR0000125486,DG.PA,R,2.0,bas,2010-08-24,24,-2.2366,6.4854,5.9414,31
2010-08-18,FR0000120693,RI.PA,R,2.0,bas,2010-08-25,5,-2.0154,-6.5884,-7.1324,31
2010-07-21,FR0000121014,MC.PA,R,2.0,bas,2010-08-25,25,-2.1536,17.0766,16.5326,31
2010-08-18,FR0000121014,MC.PA,R,2.0,bas,2010-08-25,5,-2.1311,17.0766,16.5326,31
2010-07-21,FR0000121972,SU.PA,R,2.0,bas,2010-08-25,25,-2.3585,13.6375,13.0935,31
2010-08-18,FR0000121972,SU.PA,R,2.0,bas,2010-08-25,5,-2.3044,13.6375,13.0935,31
2010-07-21,FR0000124141,VIE.PA,R,2.0,bas,2010-08-25,25,-2.0304,5.8777,5.3337,31
2010-07-21,FR0000121667,EL.PA,R,2.0,bas,2010-08-26,26,-2.0479,-11.9048,-12.4488,31
2010-08-18,FR0000121667,EL.PA,R,2.0,bas,2010-08-26,6,-2.0483,-11.9048,-12.4488,31
2010-01-04,FR0000121667,EL.PA,R,2.0,bas,2010-08-27,167,-2.1022,-11.6242,-12.1682,31
2010-03-29,FR0000121667,EL.PA,R,2.0,bas,2010-08-27,107,-2.1001,-11.6242,-12.1682,31
2010-04-28,FR0000121667,EL.PA,R,2.0,bas,2010-08-27,87,-2.1475,-11.6242,-12.1682,31
2010-07-21,FR0000125338,CAP.PA,R,2.0,bas,2010-08-27,27,-2.0328,-11.9747,-12.5187,31
2010-03-01,FR0000121667,EL.PA,R,2.0,bas,2010-08-31,129,-2.0988,-9.6735,-10.2175,31
2010-06-23,FR0000121667,EL.PA,R,2.0,bas,2010-08-31,49,-2.0968,-9.6735,-10.2175,31
2010-05-26,FR0000121667,EL.PA,R,2.0,bas,2010-09-07,74,-2.0214,-1.7593,-2.3033,31
2010-07-21,FR0000120503,EN.PA,R,2.0,bas,2010-09-17,42,-2.1340,-4.7420,-5.2860,31
2010-09-15,FR0000120693,RI.PA,R,2.0,bas,2010-09-17,2,-2.1491,10.5154,9.9714,31
2010-09-15,NL0000226223,STMPA.PA,R,2.0,bas,2010-10-04,13,-2.1295,39.5994,39.3534,31
2010-09-15,FR0000121667,EL.PA,R,2.0,bas,2010-10-13,20,-2.9880,-2.9391,-3.4831,31
2010-10-13,FR0000121667,EL.PA,R,2.0,bas,2010-10-20,5,-2.0381,-7.2623,-7.8063,31
2010-10-13,FR0000125338,CAP.PA,R,2.0,bas,2010-11-04,16,-2.0066,0.2400,-0.3040,31
2010-08-18,FR0000125338,CAP.PA,R,2.0,bas,2010-11-08,58,-2.1177,7.2353,6.6913,31
2010-06-23,FR0010220475,ALO.PA,R,2.0,bas,2010-11-08,98,-2.0503,15.5608,15.0168,31
2010-11-10,FR0000121667,EL.PA,R,2.0,bas,2010-11-11,1,-2.0243,-4.5214,-5.0654,31
2010-11-10,FR0000125338,CAP.PA,R,2.0,bas,2010-11-11,1,-2.0296,7.2475,6.7035,31
2010-09-15,FR0000125338,CAP.PA,R,2.0,bas,2010-11-12,42,-2.0996,7.7198,7.1758,31
2010-10-13,FR0000130577,PUB.PA,R,2.0,bas,2010-11-12,22,-2.0935,1.6451,1.1011,31
2010-11-10,FR0000130577,PUB.PA,R,2.0,bas,2010-11-15,3,-2.2867,3.7057,3.1617,31
2010-10-13,NL0000235190,AIR.PA,R,2.0,bas,2010-11-16,24,-3.0769,11.5664,11.3204,31
2010-11-10,NL0000235190,AIR.PA,R,2.0,bas,2010-11-16,4,-3.0222,11.5664,11.3204,31
2010-09-15,FR0000120354,VK.PA,R,2.0,bas,2010-11-17,45,-2.0127,-0.3670,-0.9110,31
2010-10-13,FR0000121261,ML.PA,R,2.0,bas,2010-11-22,28,-2.1212,1.2452,0.7012,31
2010-09-15,NL0000235190,AIR.PA,R,2.0,bas,2010-11-22,48,-2.0974,21.5120,21.2660,31
2010-09-15,FR0000121261,ML.PA,R,2.0,bas,2010-11-23,49,-2.1569,-1.5111,-2.0551,31
