DATE,ESPECES,TITRES,TOTAL,BASE100,REFERENCE100,LIGNES
2022-08-16,3.58,9683.36,9686.94,96.8694,93.2713,5
2022-08-17,3.58,9616.26,9619.83,96.1983,92.2127,5
2022-08-18,3.58,9660.81,9664.39,96.6439,92.3429,5
2022-08-19,3.58,9675.13,9678.71,96.7871,91.4388,5
2022-08-22,3.58,9696.39,9699.97,96.9997,89.6514,5
2022-08-23,3.58,9702.47,9706.05,97.0605,89.3859,5
2022-08-24,2352.82,7296.88,9649.69,96.4969,89.6066,4
2022-08-25,2352.82,7306.37,9659.19,96.5919,89.5988,4
2022-08-26,2352.82,7279.16,9631.98,96.3198,88.0809,4
2022-08-29,2352.82,7270.03,9622.85,96.2285,87.4604,4
2022-08-30,2352.82,7232.09,9584.9,95.849,87.5347,4
2022-08-31,2352.82,7207.8,9560.62,95.6062,86.7389,4
2022-09-01,2352.82,7140.12,9492.94,94.9294,85.4919,4
2022-09-02,2352.82,7200.64,9553.46,95.5346,87.4536,4
2022-09-05,2352.82,7204.17,9556.99,95.5699,86.1587,4
2022-09-06,2352.82,7215.19,9568.01,95.6801,86.592,4
2022-09-07,2352.82,7144.61,9497.42,94.9742,86.742,4
2022-09-08,2352.82,7103.15,9455.97,94.5597,87.0387,4
2022-09-09,2352.82,7115.54,9468.35,94.6835,88.2596,4
2022-09-12,2352.82,7237.57,9590.39,95.9039,90.0636,4
2022-09-13,4153.78,5432.53,9586.31,95.8631,88.869,3
2022-09-14,4153.78,5360.51,9514.29,95.1429,88.1759,3
2022-09-15,4153.78,5353.28,9507.06,95.0706,87.5563,3
2022-09-16,4153.78,5314.55,9468.33,94.6833,86.2199,3
2022-09-19,4153.78,5298.28,9452.06,94.5206,86.1188,3
2022-09-20,4153.78,5215.83,9369.61,93.6961,84.7303,3
2022-09-21,4153.78,5268.44,9422.22,94.2222,85.4475,3
2022-09-22,4153.78,5253.18,9406.95,94.0695,83.9351,3
2022-09-23,4153.78,5122.58,9276.36,92.7636,81.8013,3
2022-09-26,2079.76,7226.41,9306.16,93.0616,81.5102,4
2022-09-27,2079.76,7244.46,9324.22,93.2422,81.3461,4
2022-09-28,1.97,9401.64,9403.6,94.036,81.2733,5
2022-09-29,1.97,9209.96,9211.93,92.1193,79.5073,5
2022-09-30,1.97,9242.14,9244.11,92.4411,80.8524,5
2022-10-03,1.97,9400.38,9402.34,94.0234,81.4868,5
2022-10-04,1.97,9539.53,9541.5,95.415,84.5826,5
2022-10-05,1.97,9460.58,9462.55,94.6255,83.6119,5
2022-10-06,1.97,9357.08,9359.04,93.5904,82.9406,5
2022-10-07,1.97,9481.18,9483.15,94.8315,82.043,5
2022-10-10,1.97,9529.79,9531.76,95.3176,82.0341,5
2022-10-11,1.97,9475.32,9477.29,94.7729,81.7924,5
2022-10-12,1.97,9399.31,9401.28,94.0128,81.3074,5
2022-10-13,1.97,9500.21,9502.17,95.0217,82.4433,5
2022-10-14,1.97,9506.63,9508.6,95.086,82.9646,5
2022-10-17,1.97,9713.18,9715.14,97.1514,84.6769,5
2022-10-18,1.97,9733.62,9735.59,97.3559,85.2956,5
2022-10-19,1.97,9770.01,9771.97,97.7197,85.0944,5
2022-10-20,1.97,9842.09,9844.05,98.4405,85.7832,5
2022-10-21,1.97,9848.96,9850.93,98.5093,85.2485,5
2022-10-24,1579.2,8326.81,9906.01,99.0601,86.5922,4
2022-10-25,1579.2,8399.18,9978.39,99.7839,87.9906,4
2022-10-26,1579.2,8471.62,10050.82,100.5082,88.4525,4
2022-10-27,3688.61,6373.91,10062.52,100.6252,88.0284,3
2022-10-28,3688.61,6370.0,10058.61,100.5861,88.3781,3
2022-10-31,7694.82,2348.35,10043.18,100.4318,88.4157,1
2022-11-01,7694.82,2403.35,10098.17,100.9817,89.0497,1
2022-11-02,7694.82,2374.72,10069.54,100.6954,88.5545,1
2022-11-03,7694.82,2285.06,9979.89,99.7989,87.8998,1
2022-11-04,7694.82,2299.0,9993.83,99.9383,89.7861,1
2022-11-07,7694.82,2385.64,10080.47,100.8047,90.0744,1
2022-11-08,7694.82,2306.91,10001.74,100.0174,90.5929,1
2022-11-09,7694.82,2215.37,9910.2,99.102,90.3429,1
2022-11-10,7694.82,2345.71,10040.54,100.4054,91.7414,1
2022-11-11,7694.82,2450.81,10145.64,101.4564,92.1238,1
2022-11-14,7694.82,2468.14,10162.97,101.6297,92.4894,1
2022-11-15,7694.82,2506.56,10201.39,102.0139,93.0377,1
2022-11-16,7694.82,2413.9,10108.72,101.0872,92.33,1
2022-11-17,7694.82,2469.65,10164.47,101.6447,91.739,1
2022-11-18,7694.82,2489.61,10184.44,101.8444,92.6374,1
2022-11-21,7694.82,2515.61,10210.43,102.1043,92.7497,1
2022-11-22,7694.82,2513.72,10208.55,102.0855,93.0432,1
2022-11-23,7694.82,2502.04,10196.87,101.9687,93.3322,1
2022-11-24,7694.82,2580.77,10275.6,102.756,93.911,1
2022-11-25,7694.82,2544.23,10239.06,102.3906,93.9703,1
2022-11-28,7694.82,2515.61,10210.43,102.1043,93.2807,1
2022-11-29,7694.82,2544.99,10239.81,102.3981,93.1284,1
2022-11-30,7694.82,2622.59,10317.41,103.1741,93.6096,1
2022-12-01,7694.82,2636.15,10330.97,103.3097,94.2373,1
2022-12-02,7694.82,2606.77,10301.59,103.0159,94.1964,1
2022-12-05,7694.82,2640.67,10335.49,103.3549,93.5338,1
2022-12-06,7694.82,2615.43,10310.26,103.1026,93.3976,1
2022-12-07,7694.82,2599.23,10294.06,102.9406,92.7635,1
2022-12-08,7694.82,2572.86,10267.69,102.6769,92.4696,1
2022-12-09,7694.82,2592.08,10286.9,102.869,92.9904,1
2022-12-12,7694.82,2564.2,10259.02,102.5902,92.5708,1
2022-12-13,7694.82,2535.95,10230.77,102.3077,93.5697,1
2022-12-14,7694.82,2546.12,10240.94,102.4094,93.2271,1
2022-12-15,7694.82,2503.17,10198.0,101.98,90.6306,1
2022-12-16,7694.82,2463.24,10158.07,101.5807,89.6402,1
2022-12-19,7694.82,2480.2,10175.02,101.7502,89.9263,1
2022-12-20,7694.82,2399.58,10094.41,100.9441,89.4732,1
2022-12-21,7694.82,2442.15,10136.97,101.3697,91.1992,1
2022-12-22,7694.82,2351.36,10046.19,100.4619,90.3214,1
2022-12-23,7694.82,2365.3,10060.13,100.6013,90.3674,1
2022-12-27,7694.82,2363.42,10058.24,100.5824,90.7314,1
2022-12-28,7694.82,2353.62,10048.45,100.4845,90.1144,1
2022-12-29,7694.82,2376.98,10071.8,100.718,91.0273,1
2022-12-30,7694.82,2356.26,10051.09,100.5109,89.8219,1
