DATE,ESPECES,TITRES,TOTAL,BASE100,REFERENCE100,LIGNES
2022-01-03,10000.0,0,10000.0,100.0,100.0,0
2022-01-04,8008.31,1959.93,9968.25,99.6825,101.2989,1
2022-01-05,8008.31,1948.37,9956.68,99.5668,102.2368,1
2022-01-06,8008.31,1877.23,9885.54,98.8554,101.2356,1
2022-01-07,2303.02,7406.28,9709.3,97.093,101.1555,4
2022-01-10,914.87,8599.72,9514.59,95.1459,99.7746,5
2022-01-11,914.87,8666.42,9581.28,95.8128,100.5923,5
2022-01-12,914.87,8667.89,9582.76,95.8276,101.219,5
2022-01-13,914.87,8530.58,9445.44,94.4544,101.5111,5
2022-01-14,914.87,8425.4,9340.27,93.4027,100.7062,5
2022-01-17,914.87,8610.72,9525.59,95.2559,101.388,5
2022-01-18,914.87,8492.58,9407.45,94.0745,100.411,5
2022-01-19,914.87,8612.32,9527.19,95.2719,100.4366,5
2022-01-20,914.87,8665.75,9580.62,95.8062,100.6032,5
2022-01-21,914.87,8536.95,9451.82,94.5182,98.6802,5
2022-01-24,914.87,8171.83,9086.69,90.8669,94.8998,5
2022-01-25,914.87,8103.21,9018.07,90.1807,95.4004,5
2022-01-26,914.87,8193.05,9107.91,91.0791,97.3535,5
2022-01-27,914.87,8140.39,9055.25,90.5525,97.5952,5
2022-01-28,914.87,8082.93,8997.79,89.9779,96.4708,5
2022-01-31,914.87,8192.49,9107.35,91.0735,96.9072,5
2022-02-01,914.87,8343.0,9257.86,92.5786,98.3153,5
2022-02-02,914.87,8475.6,9390.46,93.9046,98.6894,5
2022-02-03,914.87,8217.62,9132.48,91.3248,97.6239,5
2022-02-04,914.87,8217.97,9132.83,91.3283,96.6708,5
2022-02-07,914.87,8207.13,9121.99,91.2199,97.2551,5
2022-02-08,914.87,8165.76,9080.62,90.8062,97.8119,5
2022-02-09,914.87,8336.52,9251.38,92.5138,99.3594,5
2022-02-10,914.87,8221.39,9136.25,91.3625,99.3401,5
2022-02-11,914.87,8056.79,8971.65,89.7165,98.2942,5
2022-02-14,914.87,7929.52,8844.39,88.4439,96.1182,5
2022-02-15,914.87,8050.88,8965.75,89.6575,97.5897,5
2022-02-16,914.87,7962.17,8877.03,88.7703,97.4695,5
2022-02-17,914.87,8024.42,8939.29,89.3929,97.1675,5
2022-02-18,914.87,7986.74,8901.6,89.016,96.9075,5
2022-02-21,914.87,7855.3,8770.17,87.7017,94.9766,5
2022-02-22,914.87,7888.53,8803.4,88.034,95.0684,5
2022-02-23,914.87,7919.08,8833.94,88.3394,95.0095,5
2022-02-24,914.87,7784.8,8699.67,86.9967,91.4091,5
2022-02-25,914.87,8003.37,8918.23,89.1823,94.5272,5
2022-02-28,914.87,8032.69,8947.56,89.4756,93.667,5
2022-03-01,914.87,7834.24,8749.1,87.491,90.2666,5
2022-03-02,914.87,7899.5,8814.37,88.1437,90.8021,5
2022-03-03,914.87,7796.72,8711.59,87.1159,89.404,5
2022-03-04,914.87,7479.0,8393.87,83.9387,85.0796,5
2022-03-07,914.87,7446.12,8360.99,83.6099,83.7464,5
2022-03-08,914.87,7199.28,8114.14,81.1414,83.4825,5
2022-03-09,914.87,7719.56,8634.42,86.3442,89.1114,5
2022-03-10,914.87,7469.03,8383.89,83.8389,86.9457,5
2022-03-11,914.87,7511.14,8426.01,84.2601,87.6262,5
2022-03-14,914.87,7661.01,8575.88,85.7588,89.1874,5
2022-03-15,914.87,7606.0,8520.86,85.2086,89.1862,5
2022-03-16,914.87,7943.31,8858.17,88.5817,92.294,5
2022-03-17,914.87,8067.43,8982.29,89.8229,92.5241,5
2022-03-18,914.87,8187.63,9102.49,91.0249,92.7463,5
2022-03-21,914.87,8147.46,9062.33,90.6233,92.4833,5
2022-03-22,914.87,8196.23,9111.1,91.111,93.4699,5
2022-03-23,914.87,8135.3,9050.17,90.5017,92.4538,5
2022-03-24,914.87,8098.37,9013.23,90.1323,91.9304,5
2022-03-25,914.87,8098.59,9013.46,90.1346,92.0402,5
2022-03-28,914.87,8148.32,9063.19,90.6319,92.2158,5
2022-03-29,914.87,8445.92,9360.79,93.6079,94.9772,5
2022-03-30,2155.51,7272.25,9427.75,94.2775,94.1167,4
2022-03-31,3965.79,5386.54,9352.33,93.5233,92.8917,3
2022-04-01,3965.79,5435.68,9401.47,94.0147,92.9919,3
2022-04-04,3965.79,5487.78,9453.56,94.5356,93.5675,3
2022-04-05,3965.79,5523.58,9489.37,94.8937,91.8982,3
2022-04-06,5556.54,3839.84,9396.38,93.9638,90.1941,2
2022-04-07,5556.54,3821.95,9378.49,93.7849,89.8508,2
2022-04-08,5556.54,3879.03,9435.58,94.3558,90.8602,2
2022-04-11,5556.54,3967.61,9524.15,95.2415,91.1597,2
2022-04-12,5556.54,3970.33,9526.88,95.2688,90.9025,2
2022-04-13,5556.54,3982.46,9539.0,95.39,90.964,2
2022-04-14,5556.54,3962.6,9519.14,95.1914,91.7534,2
2022-04-19,5556.54,3976.69,9533.23,95.3323,91.4815,2
2022-04-20,5556.54,4016.78,9573.33,95.7333,92.7438,2
2022-04-21,5556.54,4080.68,9637.22,96.3722,93.6425,2
2022-04-22,5556.54,3986.97,9543.51,95.4351,92.1383,2
2022-04-25,5556.54,3929.68,9486.22,94.8622,91.0389,2
2022-04-26,3726.96,5766.7,9493.66,94.9366,90.5535,3
2022-04-27,1866.43,7692.33,9558.76,95.5876,90.7474,4
2022-04-28,1866.43,7757.02,9623.45,96.2345,91.7102,4
2022-04-29,1866.43,7780.33,9646.76,96.4676,92.0861,4
2022-05-02,1866.43,7650.09,9516.51,95.1651,90.6427,4
2022-05-03,1866.43,7873.66,9740.09,97.4009,91.9061,4
2022-05-04,1866.43,7794.05,9660.48,96.6048,90.8589,4
2022-05-05,1866.43,7743.0,9609.42,96.0942,90.357,4
2022-05-06,1866.43,7755.64,9622.06,96.2206,89.2646,4
2022-05-09,1866.43,7585.13,9451.56,94.5156,87.2088,4
2022-05-10,29.35,9378.77,9408.11,94.0811,87.5134,5
2022-05-11,29.35,9624.72,9654.07,96.5407,89.0591,5
2022-05-12,29.35,9452.83,9482.17,94.8217,88.2679,5
2022-05-13,29.35,9632.35,9661.69,96.6169,90.3407,5
2022-05-16,29.35,9736.54,9765.89,97.6589,90.398,5
2022-05-17,2352.34,7490.76,9843.1,98.431,91.6535,4
2022-05-18,2352.34,7440.9,9793.24,97.9324,90.5217,4
2022-05-19,7.18,9624.91,9632.08,96.3208,89.7123,5
2022-05-20,7.18,9638.41,9645.58,96.4558,89.9914,5
2022-05-23,7.18,9778.8,9785.97,97.8597,91.2286,5
