DATE,TICKER,SOUS_BAS,TAUX_20_POSITIF,AU_DESSUS_HAUT,SOUS_ECHANTILLON,RENDEMENT_20
2023-11-17,ORA.PA,non,oui,non,non,-2.0777
2023-11-17,SAF.PA,non,oui,oui,non,-0.2491
2023-11-17,ENGI.PA,non,oui,oui,non,3.9359
2023-11-24,AI.PA,non,oui,oui,non,2.1306
2023-11-24,KER.PA,non,oui,non,non,-2.1282
2023-11-24,ORA.PA,non,non,non,non,-3.6937
2023-11-24,SAF.PA,non,oui,oui,non,-0.7328
2023-11-24,ENGI.PA,non,oui,oui,non,2.5771
2023-12-01,AI.PA,non,oui,oui,non,-0.7159
2023-12-01,KER.PA,non,non,non,non,-2.9906
2023-12-01,ORA.PA,non,oui,non,non,-4.1689
2023-12-01,SAF.PA,non,oui,oui,non,-2.7461
2023-12-01,ENGI.PA,non,oui,oui,non,-1.2838
2023-12-08,AI.PA,non,oui,oui,oui,-2.2017
2023-12-08,KER.PA,non,non,oui,oui,-7.7574
2023-12-08,ORA.PA,non,oui,non,oui,-4.9576
2023-12-08,SAF.PA,non,oui,oui,oui,-0.5954
2023-12-08,ENGI.PA,non,oui,oui,oui,1.6509
2023-12-15,AI.PA,non,oui,oui,non,-1.2502
2023-12-15,KER.PA,non,oui,oui,non,-16.1422
2023-12-15,ORA.PA,oui,oui,non,non,6.1363
2023-12-15,SAF.PA,non,oui,non,non,4.1583
2023-12-15,ENGI.PA,non,oui,oui,non,-4.2309
2023-12-22,AI.PA,non,oui,oui,non,-2.7627
2023-12-22,KER.PA,non,oui,oui,non,-7.169
2023-12-22,ORA.PA,oui,non,non,non,7.4675
2023-12-22,SAF.PA,non,non,non,non,7.2072
2023-12-22,ENGI.PA,non,oui,oui,non,-5.5198
2023-12-29,AI.PA,non,oui,non,non,-2.1803
2023-12-29,KER.PA,non,oui,oui,non,-2.348
2023-12-29,ORA.PA,oui,non,non,non,7.2011
2023-12-29,SAF.PA,non,non,non,non,9.4318
2023-12-29,ENGI.PA,non,oui,non,non,-7.6392
2024-01-05,AI.PA,non,non,non,oui,0.3632
2024-01-05,KER.PA,non,non,non,oui,0.7608
2024-01-05,ORA.PA,non,non,non,oui,2.3538
2024-01-05,SAF.PA,non,non,non,oui,9.9787
2024-01-05,ENGI.PA,non,non,oui,oui,-10.3402
2024-01-12,AI.PA,non,non,non,non,-4.6459
2024-01-12,KER.PA,non,non,non,non,14.053
2024-01-12,ORA.PA,non,oui,non,non,-2.3217
2024-01-12,SAF.PA,non,oui,oui,non,4.7003
2024-01-12,ENGI.PA,non,oui,non,non,-12.9307
2024-01-19,AI.PA,non,non,non,non,-1.1097
2024-01-19,KER.PA,non,non,non,non,22.1398
2024-01-19,ORA.PA,non,oui,non,non,-3.9093
2024-01-19,SAF.PA,non,oui,oui,non,10.6218
2024-01-19,ENGI.PA,oui,non,non,non,-7.9089
2024-01-26,AI.PA,non,non,non,non,10.5085
2024-01-26,KER.PA,non,non,oui,non,10.6159
2024-01-26,ORA.PA,non,oui,non,non,-3.6162
2024-01-26,SAF.PA,non,oui,oui,non,11.0587
2024-01-26,ENGI.PA,oui,non,non,non,1.2417
2024-02-02,AI.PA,non,non,non,oui,9.1302
2024-02-02,KER.PA,non,oui,oui,oui,12.573
2024-02-02,ORA.PA,non,oui,non,oui,-3.486
2024-02-02,SAF.PA,non,oui,oui,oui,10.2473
2024-02-02,ENGI.PA,oui,non,non,oui,0.2866
2024-02-09,AI.PA,oui,non,non,non,15.6317
2024-02-09,KER.PA,non,oui,oui,non,1.0409
2024-02-09,ORA.PA,oui,non,non,non,0.8176
2024-02-09,SAF.PA,non,oui,oui,non,10.7811
2024-02-09,ENGI.PA,oui,non,non,non,8.1418
2024-02-16,AI.PA,non,non,non,non,14.0503
2024-02-16,KER.PA,non,oui,oui,non,-0.4555
2024-02-16,ORA.PA,non,non,non,non,-2.2478
2024-02-16,SAF.PA,non,oui,oui,non,7.7017
2024-02-16,ENGI.PA,oui,non,non,non,7.3872
2024-02-23,AI.PA,non,oui,oui,non,0.5172
2024-02-23,KER.PA,non,oui,oui,non,-15.8816
2024-02-23,ORA.PA,non,non,non,non,-1.3744
2024-02-23,SAF.PA,non,oui,oui,non,7.3723
2024-02-23,ENGI.PA,non,non,non,non,3.9757
2024-03-01,AI.PA,non,oui,oui,oui,2.3965
2024-03-01,KER.PA,non,oui,oui,oui,-13.4686
2024-03-01,ORA.PA,oui,non,non,oui,2.9217
2024-03-01,SAF.PA,non,oui,oui,oui,6.1311
2024-03-01,ENGI.PA,non,oui,non,oui,6.0152
2024-03-08,AI.PA,non,oui,oui,non,-3.2635
2024-03-08,KER.PA,non,non,oui,non,-12.7456
2024-03-08,ORA.PA,non,non,non,non,-0.3678
2024-03-08,SAF.PA,non,oui,oui,non,4.1752
2024-03-08,ENGI.PA,non,oui,non,non,3.1611
2024-03-15,AI.PA,non,oui,oui,non,-4.8273
2024-03-15,KER.PA,non,non,oui,non,-20.1455
2024-03-15,ORA.PA,oui,non,non,non,-0.4181
2024-03-15,SAF.PA,non,oui,oui,non,1.3096
2024-03-15,ENGI.PA,non,oui,non,non,2.1456
2024-03-22,AI.PA,non,oui,non,non,0.042
2024-03-22,KER.PA,oui,non,non,non,-2.1924
2024-03-22,ORA.PA,non,non,non,non,3.9548
2024-03-22,SAF.PA,non,oui,oui,non,0.8444
2024-03-22,ENGI.PA,non,oui,non,non,3.7913
2024-03-28,AI.PA,non,oui,non,oui,-4.3767
2024-03-28,KER.PA,oui,non,non,oui,-8.38
2024-03-28,ORA.PA,non,oui,non,oui,-3.7931
2024-03-28,SAF.PA,non,oui,oui,oui,-2.4518
2024-03-28,ENGI.PA,non,oui,non,oui,4.7711
2024-04-05,AI.PA,non,non,non,non,-2.9867
2024-04-05,KER.PA,oui,non,non,non,-7.2528
2024-04-05,ORA.PA,non,oui,non,non,-2.6611
2024-04-05,SAF.PA,non,oui,non,non,0.438
2024-04-05,ENGI.PA,non,oui,non,non,8.7818
2024-04-12,AI.PA,non,non,non,non,-0.7258
2024-04-12,KER.PA,oui,non,non,non,-2.3236
2024-04-12,ORA.PA,non,non,non,non,1.9646
2024-04-12,SAF.PA,non,oui,non,non,1.7979
2024-04-12,ENGI.PA,non,oui,oui,non,8.4279
2024-04-19,AI.PA,non,non,non,non,0.5184
2024-04-19,KER.PA,oui,non,non,non,1.9925
2024-04-19,ORA.PA,non,non,oui,non,-0.1842
2024-04-19,SAF.PA,non,non,non,non,3.2054
2024-04-19,ENGI.PA,non,oui,oui,non,7.5026
2024-04-26,AI.PA,oui,non,non,oui,0.9298
2024-04-26,KER.PA,oui,non,non,oui,1.5169
2024-04-26,ORA.PA,non,non,non,oui,2.9341
2024-04-26,SAF.PA,non,oui,non,oui,4.8418
2024-04-26,ENGI.PA,non,oui,oui,oui,5.4481
2024-05-03,AI.PA,oui,non,non,non,1.6638
2024-05-03,KER.PA,oui,non,non,non,-3.4546
2024-05-03,ORA.PA,non,non,non,non,2.6316
2024-05-03,SAF.PA,oui,oui,non,non,4.7847
2024-05-03,ENGI.PA,non,oui,oui,non,2.2712
2024-05-10,AI.PA,non,non,non,non,2.1029
2024-05-10,KER.PA,non,non,non,non,-1.3085
2024-05-10,ORA.PA,non,non,non,non,-1.063
2024-05-10,SAF.PA,non,oui,non,non,-0.8378
2024-05-10,ENGI.PA,non,oui,oui,non,-5.303
2024-05-17,AI.PA,non,non,non,non,-3.964
2024-05-17,KER.PA,non,oui,non,non,-8.8993
2024-05-17,ORA.PA,non,non,oui,non,-10.6026
2024-05-17,SAF.PA,oui,oui,non,non,-4.725
2024-05-17,ENGI.PA,non,oui,oui,non,-15.8529
2024-05-24,AI.PA,non,oui,non,oui,-1.6857
2024-05-24,KER.PA,non,oui,non,oui,-3.7148
2024-05-24,ORA.PA,non,oui,non,oui,-6.8416
2024-05-24,SAF.PA,non,oui,non,oui,-5.5161
2024-05-24,ENGI.PA,non,oui,oui,oui,-11.2225
2024-05-31,AI.PA,oui,non,non,non,-1.6912
2024-05-31,KER.PA,non,non,non,non,6.715
2024-05-31,ORA.PA,non,oui,non,non,-9.2929
2024-05-31,SAF.PA,oui,oui,non,non,-7.8001
2024-05-31,ENGI.PA,non,non,non,non,-14.1616
2024-06-07,AI.PA,non,oui,non,non,-3.9908
2024-06-07,KER.PA,non,non,non,non,2.1183
2024-06-07,ORA.PA,non,oui,non,non,-2.8231
2024-06-07,SAF.PA,oui,oui,non,non,-2.9243
2024-06-07,ENGI.PA,non,non,non,non,-4.7333
2024-06-14,AI.PA,oui,non,non,non,4.2818
2024-06-14,KER.PA,non,non,non,non,12.1322
2024-06-14,ORA.PA,oui,non,non,non,6.9737
2024-06-14,SAF.PA,oui,non,non,non,4.1444
2024-06-14,ENGI.PA,oui,non,non,non,5.8402
2024-06-21,AI.PA,oui,non,non,oui,0.0982
2024-06-21,KER.PA,non,non,non,oui,-1.5776
2024-06-21,ORA.PA,oui,non,non,oui,6.6199
2024-06-21,SAF.PA,oui,non,non,oui,-2.3704
2024-06-21,ENGI.PA,oui,non,non,oui,3.4973
2024-06-28,AI.PA,oui,non,non,non,3.745
2024-06-28,KER.PA,non,oui,non,non,-16.0414
2024-06-28,ORA.PA,oui,non,non,non,9.7926
2024-06-28,SAF.PA,oui,non,non,non,3.0395
2024-06-28,ENGI.PA,oui,non,non,non,8.249
2024-07-05,AI.PA,non,non,non,non,0.0122
2024-07-05,KER.PA,non,oui,non,non,-18.6987
2024-07-05,ORA.PA,non,non,non,non,5.8204
2024-07-05,SAF.PA,oui,non,non,non,-5.6049
2024-07-05,ENGI.PA,non,oui,non,non,4.4087
2024-07-12,AI.PA,non,oui,non,non,-1.5051
2024-07-12,KER.PA,non,oui,oui,non,-24.9558
2024-07-12,ORA.PA,non,oui,non,non,2.0121
2024-07-12,SAF.PA,oui,oui,non,non,-5.9814
2024-07-12,ENGI.PA,oui,oui,non,non,8.6508
2024-07-19,AI.PA,non,non,non,oui,1.7419
2024-07-19,KER.PA,non,non,non,oui,-19.2192
2024-07-19,ORA.PA,non,oui,oui,oui,0.5885
2024-07-19,SAF.PA,oui,oui,non,oui,-0.3541
2024-07-19,ENGI.PA,non,oui,non,oui,9.5741
2024-07-26,AI.PA,non,oui,non,non,-0.8367
2024-07-26,KER.PA,non,non,non,non,-8.5151
2024-07-26,ORA.PA,non,oui,oui,non,0.0487
2024-07-26,SAF.PA,non,non,non,non,-3.0973
2024-07-26,ENGI.PA,non,oui,non,non,7.4472
2024-08-02,AI.PA,non,oui,non,non,3.2053
2024-08-02,KER.PA,non,non,non,non,-4.9192
2024-08-02,ORA.PA,non,oui,oui,non,-0.435
2024-08-02,SAF.PA,oui,non,non,non,3.5574
2024-08-02,ENGI.PA,non,oui,non,non,6.7694
2024-08-09,AI.PA,non,non,non,non,-0.7579
2024-08-09,KER.PA,oui,non,non,non,-7.1892
2024-08-09,ORA.PA,non,oui,non,non,6.4596
2024-08-09,SAF.PA,oui,non,non,non,-0.1039
2024-08-09,ENGI.PA,non,oui,non,non,5.6029
2024-08-16,AI.PA,non,non,oui,oui,2.6163
2024-08-16,KER.PA,non,non,non,oui,-10.0197
2024-08-16,ORA.PA,non,non,oui,oui,5.9971
2024-08-16,SAF.PA,non,non,non,oui,3.198
2024-08-16,ENGI.PA,non,oui,oui,oui,1.8953
2024-08-23,AI.PA,non,non,oui,non,1.0849
2024-08-23,KER.PA,non,non,non,non,-13.3654
2024-08-23,ORA.PA,non,non,non,non,5.4015
2024-08-23,SAF.PA,non,non,non,non,6.6464
2024-08-23,ENGI.PA,non,oui,non,non,1.8375
2024-08-30,AI.PA,non,oui,oui,non,4.4215
2024-08-30,KER.PA,non,oui,non,non,3.0309
2024-08-30,ORA.PA,non,oui,non,non,1.2621
2024-08-30,SAF.PA,non,oui,non,non,7.805
2024-08-30,ENGI.PA,non,oui,oui,non,-1.8832
2024-09-06,AI.PA,non,oui,non,non,3.2274
2024-09-06,KER.PA,oui,non,non,non,0.127
2024-09-06,ORA.PA,non,oui,oui,non,-9.421
2024-09-06,SAF.PA,non,oui,non,non,8.1362
2024-09-06,ENGI.PA,non,oui,oui,non,-4.3128
2024-09-13,AI.PA,non,oui,oui,oui,0.329
2024-09-13,KER.PA,oui,non,non,oui,4.4323
2024-09-13,ORA.PA,non,oui,oui,oui,-7.5897
2024-09-13,SAF.PA,non,oui,oui,oui,0.7378
2024-09-13,ENGI.PA,non,oui,non,oui,-0.3468
2024-09-20,AI.PA,non,oui,non,non,3.5535
2024-09-20,KER.PA,oui,non,non,non,5.6826
2024-09-20,ORA.PA,non,oui,oui,non,-6.048
2024-09-20,SAF.PA,non,oui,oui,non,2.3311
2024-09-20,ENGI.PA,non,oui,non,non,0.8547
2024-09-27,AI.PA,non,oui,oui,non,-4.9608
2024-09-27,KER.PA,non,non,oui,non,-11.9543
2024-09-27,ORA.PA,non,oui,non,non,-3.116
2024-09-27,SAF.PA,non,oui,oui,non,-0.8904
2024-09-27,ENGI.PA,non,non,non,non,0.128
2024-10-04,AI.PA,non,oui,non,non,-0.7756
2024-10-04,KER.PA,non,oui,non,non,-2.4731
2024-10-04,ORA.PA,oui,non,non,non,2.884
2024-10-04,SAF.PA,non,oui,oui,non,1.2019
2024-10-04,ENGI.PA,non,non,non,non,0.0
2024-10-11,AI.PA,non,non,non,oui,-5.4339
2024-10-11,KER.PA,non,oui,non,oui,-7.5894
2024-10-11,ORA.PA,oui,non,non,oui,-1.6227
2024-10-11,SAF.PA,non,non,non,oui,7.3242
2024-10-11,ENGI.PA,non,non,non,oui,-3.9228
2024-10-18,AI.PA,non,non,oui,non,-7.4159
2024-10-18,KER.PA,non,non,oui,non,-6.4482
2024-10-18,ORA.PA,non,non,non,non,-3.7445
2024-10-18,SAF.PA,non,non,oui,non,0.9298
2024-10-18,ENGI.PA,non,oui,non,non,-3.3271
2024-10-25,AI.PA,non,oui,non,non,-4.3
2024-10-25,KER.PA,non,non,oui,non,-10.5767
2024-10-25,ORA.PA,non,oui,non,non,-0.8412
2024-10-25,SAF.PA,non,oui,oui,non,4.0662
2024-10-25,ENGI.PA,non,oui,non,non,-1.6613
2024-11-01,AI.PA,oui,non,non,non,-5.4239
2024-11-01,KER.PA,non,non,oui,non,-4.313
2024-11-01,ORA.PA,non,oui,non,non,0.2485
2024-11-01,SAF.PA,non,oui,non,non,4.7506
2024-11-01,ENGI.PA,non,non,non,non,-2.1725
2024-11-08,AI.PA,oui,non,non,oui,0.3468
2024-11-08,KER.PA,non,non,non,oui,7.7828
2024-11-08,ORA.PA,oui,non,non,oui,1.4846
2024-11-08,SAF.PA,non,oui,oui,oui,-3.1392
2024-11-08,ENGI.PA,oui,non,non,oui,0.4281
2024-11-15,AI.PA,oui,non,non,non,-0.6841
2024-11-15,KER.PA,non,non,non,non,9.5869
2024-11-15,ORA.PA,oui,non,non,non,1.1544
2024-11-15,SAF.PA,non,oui,non,non,-3.6849
2024-11-15,ENGI.PA,oui,non,non,non,-1.1364
2024-11-22,AI.PA,oui,non,non,non,-3.0329
2024-11-22,KER.PA,non,non,non,non,11.4707
2024-11-22,ORA.PA,non,non,non,non,-2.835
2024-11-22,SAF.PA,non,oui,oui,non,-4.5888
2024-11-22,ENGI.PA,oui,non,non,non,-3.1189
2024-11-29,AI.PA,oui,non,non,non,-0.2289
2024-11-29,KER.PA,non,non,oui,non,7.9275
2024-11-29,ORA.PA,non,oui,non,non,-1.5804
2024-11-29,SAF.PA,non,oui,non,non,-3.8095
2024-11-29,ENGI.PA,oui,non,non,non,1.4916
2024-12-06,AI.PA,non,non,non,oui,-2.7274
2024-12-06,KER.PA,non,oui,oui,oui,-4.8279
2024-12-06,ORA.PA,non,oui,non,oui,-1.2541
2024-12-06,SAF.PA,non,oui,non,oui,1.55
2024-12-06,ENGI.PA,oui,non,non,oui,3.0492
2024-12-13,AI.PA,oui,oui,non,non,-2.0664
2024-12-13,KER.PA,non,oui,oui,non,-7.7112
2024-12-13,ORA.PA,non,non,non,non,4.8387
2024-12-13,SAF.PA,oui,non,non,non,6.3128
2024-12-13,ENGI.PA,oui,non,non,non,3.8095
2024-12-20,AI.PA,oui,non,non,non,4.5179
2024-12-20,KER.PA,non,oui,oui,non,5.5397
2024-12-20,ORA.PA,non,non,non,non,8.3227
2024-12-20,SAF.PA,oui,non,non,non,11.0
2024-12-20,ENGI.PA,oui,non,non,non,4.1248
2024-12-27,AI.PA,oui,non,non,non,6.44
2024-12-27,KER.PA,non,oui,oui,non,11.3173
2024-12-27,ORA.PA,non,non,non,non,7.344
2024-12-27,SAF.PA,oui,non,non,non,11.4218
2024-12-27,ENGI.PA,non,non,non,non,1.7833
2025-01-03,AI.PA,oui,non,non,oui,9.0274
2025-01-03,KER.PA,non,non,non,oui,13.9732
2025-01-03,ORA.PA,non,non,non,oui,7.6691
2025-01-03,SAF.PA,oui,non,non,oui,13.3743
2025-01-03,ENGI.PA,non,oui,non,oui,1.8886
2025-01-10,AI.PA,non,non,non,non,8.3547
2025-01-10,KER.PA,non,non,non,non,6.999
2025-01-10,ORA.PA,non,oui,non,non,8.6285
2025-01-10,SAF.PA,non,oui,non,non,10.5263
2025-01-10,ENGI.PA,non,oui,non,non,1.3427
2025-01-17,AI.PA,non,oui,non,non,7.8019
2025-01-17,KER.PA,non,non,oui,non,15.3688
2025-01-17,ORA.PA,non,oui,oui,non,7.2896
2025-01-17,SAF.PA,non,oui,non,non,8.1794
2025-01-17,ENGI.PA,non,oui,oui,non,-3.296
2025-01-24,AI.PA,non,oui,oui,non,8.9399
2025-01-24,KER.PA,non,oui,oui,non,7.2396
2025-01-24,ORA.PA,non,oui,oui,non,9.0596
2025-01-24,SAF.PA,non,oui,oui,non,3.2558
2025-01-24,ENGI.PA,non,oui,non,non,3.5806
2025-01-31,AI.PA,non,oui,oui,oui,4.7568
2025-01-31,KER.PA,non,oui,oui,oui,6.9639
2025-01-31,ORA.PA,non,oui,oui,oui,11.2771
2025-01-31,SAF.PA,non,oui,oui,oui,4.2518
2025-01-31,ENGI.PA,non,non,oui,oui,8.3255
2025-02-07,AI.PA,non,oui,oui,non,6.6107
2025-02-07,KER.PA,non,oui,non,non,3.0629
2025-02-07,ORA.PA,non,oui,oui,non,11.2796
2025-02-07,SAF.PA,non,oui,oui,non,2.9557
2025-02-07,ENGI.PA,non,oui,oui,non,6.5931
2025-02-14,AI.PA,non,oui,oui,non,3.5497
2025-02-14,KER.PA,non,oui,oui,non,-20.1607
2025-02-14,ORA.PA,non,oui,oui,non,7.7975
2025-02-14,SAF.PA,non,oui,oui,non,1.9106
2025-02-14,ENGI.PA,non,oui,non,non,10.836
2025-02-21,AI.PA,non,oui,oui,non,-0.4933
2025-02-21,KER.PA,non,oui,oui,non,-25.343
2025-02-21,ORA.PA,non,oui,oui,non,6.8172
2025-02-21,SAF.PA,non,oui,non,non,2.5389
2025-02-21,ENGI.PA,non,oui,oui,non,9.3117
2025-02-28,AI.PA,non,oui,oui,oui,-0.1699
2025-02-28,KER.PA,non,oui,oui,oui,-26.5068
2025-02-28,ORA.PA,non,oui,oui,oui,2.6418
2025-02-28,SAF.PA,non,oui,oui,oui,-1.7593
2025-02-28,ENGI.PA,non,oui,oui,oui,4.7564
2025-03-07,AI.PA,non,oui,oui,non,-3.9379
2025-03-07,KER.PA,non,non,non,non,-31.3815
2025-03-07,ORA.PA,non,oui,oui,non,3.7905
2025-03-07,SAF.PA,non,oui,non,non,-12.9585
2025-03-07,ENGI.PA,non,oui,oui,non,9.2039
2025-03-14,AI.PA,non,oui,oui,non,-6.623
2025-03-14,KER.PA,oui,non,non,non,-24.8401
2025-03-14,ORA.PA,non,oui,oui,non,3.2572
2025-03-14,SAF.PA,non,non,non,non,-18.3486
2025-03-14,ENGI.PA,non,oui,oui,non,4.7868
2025-03-21,AI.PA,non,oui,non,non,-1.4872
2025-03-21,KER.PA,oui,non,non,non,-17.8337
2025-03-21,ORA.PA,non,oui,oui,non,7.7768
2025-03-21,SAF.PA,non,oui,non,non,-14.377
2025-03-21,ENGI.PA,non,oui,oui,non,7.6638
2025-03-28,AI.PA,non,non,non,oui,1.4179
2025-03-28,KER.PA,oui,non,non,oui,-10.4698
2025-03-28,ORA.PA,non,oui,non,oui,5.7806
2025-03-28,SAF.PA,non,non,non,oui,-6.2271
2025-03-28,ENGI.PA,non,oui,oui,oui,7.2994
2025-04-04,AI.PA,non,non,non,non,5.3811
2025-04-04,KER.PA,oui,non,non,non,2.4287
2025-04-04,ORA.PA,non,oui,oui,non,5.2113
2025-04-04,SAF.PA,oui,non,non,non,11.1773
2025-04-04,ENGI.PA,non,oui,oui,non,8.2685
2025-04-11,AI.PA,oui,non,non,non,8.5898
2025-04-11,KER.PA,oui,non,non,non,12.543
2025-04-11,ORA.PA,non,oui,non,non,1.27
2025-04-11,SAF.PA,oui,non,non,non,23.107
2025-04-11,ENGI.PA,non,oui,oui,non,6.2471
2025-04-17,AI.PA,non,non,non,non,9.2771
2025-04-17,KER.PA,oui,non,non,non,13.4737
2025-04-17,ORA.PA,non,oui,oui,non,5.5644
2025-04-17,SAF.PA,oui,non,non,non,23.0914
2025-04-17,ENGI.PA,non,oui,oui,non,9.4356
2025-04-25,AI.PA,non,oui,non,oui,5.8391
2025-04-25,KER.PA,oui,non,non,oui,2.6468
2025-04-25,ORA.PA,non,oui,non,oui,8.232
2025-04-25,SAF.PA,non,non,non,oui,12.9943
2025-04-25,ENGI.PA,non,oui,oui,oui,9.297
2025-05-02,AI.PA,non,oui,oui,non,0.2392
2025-05-02,KER.PA,non,oui,non,non,-4.6259
2025-05-02,ORA.PA,non,oui,non,non,3.6292
2025-05-02,SAF.PA,non,oui,non,non,8.6513
2025-05-02,ENGI.PA,non,oui,oui,non,4.8027
2025-05-09,AI.PA,non,oui,non,non,1.5564
2025-05-09,KER.PA,non,oui,non,non,-2.5405
2025-05-09,ORA.PA,non,oui,non,non,3.7736
2025-05-09,SAF.PA,non,oui,non,non,8.2583
2025-05-09,ENGI.PA,non,oui,oui,non,6.3907
2025-05-16,AI.PA,non,oui,non,non,-0.2945
2025-05-16,KER.PA,non,oui,non,non,-3.3274
2025-05-16,ORA.PA,non,non,non,non,3.65
2025-05-16,SAF.PA,non,oui,non,non,-0.0172
2025-05-16,ENGI.PA,non,oui,oui,non,8.1927
2025-05-23,AI.PA,non,oui,non,oui,-2.8056
2025-05-23,KER.PA,non,oui,non,oui,3.3006
2025-05-23,ORA.PA,non,oui,non,oui,-0.7792
2025-05-23,SAF.PA,non,oui,non,oui,3.2712
2025-05-23,ENGI.PA,non,oui,oui,oui,3.0574
2025-05-30,AI.PA,non,oui,non,non,-3.1908
2025-05-30,KER.PA,non,non,non,non,6.8693
2025-05-30,ORA.PA,non,oui,non,non,1.1635
2025-05-30,SAF.PA,non,oui,non,non,4.1316
2025-05-30,ENGI.PA,non,oui,oui,non,4.3982
2025-06-06,AI.PA,non,oui,non,non,-4.6005
2025-06-06,KER.PA,non,non,non,non,14.2676
2025-06-06,ORA.PA,oui,oui,non,non,4.931
2025-06-06,SAF.PA,non,oui,non,non,1.5431
2025-06-06,ENGI.PA,non,oui,non,non,3.6041
2025-06-13,AI.PA,non,non,non,non,-4.2123
2025-06-13,KER.PA,non,non,non,non,15.1234
2025-06-13,ORA.PA,oui,non,non,non,1.8824
2025-06-13,SAF.PA,non,oui,non,non,10.387
2025-06-13,ENGI.PA,non,oui,oui,non,-1.0314
2025-06-20,AI.PA,oui,non,non,oui,-3.7816
2025-06-20,KER.PA,non,oui,non,oui,10.2335
2025-06-20,ORA.PA,oui,non,non,oui,3.1678
2025-06-20,SAF.PA,non,non,non,oui,9.6464
2025-06-20,ENGI.PA,non,oui,non,oui,-0.3836
2025-06-27,AI.PA,oui,non,non,non,-2.7749
2025-06-27,KER.PA,non,oui,oui,non,20.4126
2025-06-27,ORA.PA,oui,oui,non,non,3.7787
2025-06-27,SAF.PA,non,oui,oui,non,1.9471
2025-06-27,ENGI.PA,non,oui,non,non,-0.782
2025-07-04,AI.PA,oui,non,non,non,-2.7425
2025-07-04,KER.PA,non,oui,oui,non,9.0895
2025-07-04,ORA.PA,non,oui,non,non,3.9474
2025-07-04,SAF.PA,non,oui,non,non,3.8918
2025-07-04,ENGI.PA,non,oui,non,non,-3.5039
2025-07-11,AI.PA,oui,non,non,non,-0.7539
2025-07-11,KER.PA,non,oui,oui,non,8.5414
2025-07-11,ORA.PA,oui,oui,non,non,7.2363
2025-07-11,SAF.PA,non,oui,oui,non,4.186
2025-07-11,ENGI.PA,oui,oui,non,non,-5.1856
2025-07-18,AI.PA,oui,non,non,oui,4.7791
2025-07-18,KER.PA,non,oui,oui,oui,7.2514
2025-07-18,ORA.PA,oui,oui,non,oui,9.4769
2025-07-18,SAF.PA,non,oui,oui,oui,2.2783
2025-07-18,ENGI.PA,oui,non,non,oui,-2.9012
2025-07-25,AI.PA,oui,non,non,non,6.6636
2025-07-25,KER.PA,non,oui,oui,non,0.9017
2025-07-25,ORA.PA,non,oui,non,non,8.7087
2025-07-25,SAF.PA,non,oui,non,non,4.6847
2025-07-25,ENGI.PA,oui,non,non,non,-4.5512
2025-08-01,AI.PA,oui,non,non,non,3.5248
2025-08-01,KER.PA,non,oui,oui,non,6.0143
2025-08-01,ORA.PA,non,oui,oui,non,0.5425
2025-08-01,SAF.PA,non,oui,non,non,1.6411
2025-08-01,ENGI.PA,oui,non,non,non,-7.5758
2025-08-08,AI.PA,non,non,non,non,0.9207
2025-08-08,KER.PA,non,oui,oui,non,10.0626
2025-08-08,ORA.PA,non,oui,oui,non,-2.1895
2025-08-08,SAF.PA,non,oui,non,non,-4.4643
2025-08-08,ENGI.PA,oui,non,non,non,-5.4156
2025-08-15,AI.PA,non,oui,non,oui,-1.6535
2025-08-15,KER.PA,non,oui,non,oui,14.009
2025-08-15,ORA.PA,non,oui,oui,oui,-3.7396
2025-08-15,SAF.PA,non,oui,non,oui,-2.1247
2025-08-15,ENGI.PA,oui,non,non,oui,-3.7546
2025-08-22,AI.PA,non,oui,non,non,-4.0629
2025-08-22,KER.PA,non,oui,oui,non,19.7274
2025-08-22,ORA.PA,non,oui,oui,non,-5.3522
2025-08-22,SAF.PA,non,oui,non,non,0.3787
2025-08-22,ENGI.PA,oui,non,non,non,-4.7416
2025-08-29,AI.PA,non,oui,non,non,-0.4313
2025-08-29,KER.PA,non,oui,oui,non,20.0087
2025-08-29,ORA.PA,non,oui,non,non,-1.0072
2025-08-29,SAF.PA,non,non,non,non,3.8961
2025-08-29,ENGI.PA,oui,non,non,non,3.3917
2025-09-05,AI.PA,non,non,non,non,-2.1097
2025-09-05,KER.PA,non,oui,oui,non,25.4898
2025-09-05,ORA.PA,oui,non,non,non,-2.2385
2025-09-05,SAF.PA,oui,non,non,non,8.9504
2025-09-05,ENGI.PA,oui,non,non,non,6.0941
2025-09-12,AI.PA,non,non,non,oui,-4.3105
2025-09-12,KER.PA,non,oui,oui,oui,28.0563
2025-09-12,ORA.PA,oui,non,non,oui,-2.2302
2025-09-12,SAF.PA,oui,non,non,oui,4.0966
2025-09-12,ENGI.PA,oui,non,non,oui,3.956
2025-09-19,AI.PA,non,non,non,non,-1.628
2025-09-19,KER.PA,non,oui,oui,non,15.5253
2025-09-19,ORA.PA,oui,non,non,non,4.5969
2025-09-19,SAF.PA,non,non,non,non,1.8176
2025-09-19,ENGI.PA,oui,oui,non,non,9.9273
2025-09-26,AI.PA,non,non,non,non,-1.687
2025-09-26,KER.PA,non,oui,oui,non,20.6
2025-09-26,ORA.PA,oui,non,non,non,1.1628
2025-09-26,SAF.PA,non,oui,non,non,2.8716
2025-09-26,ENGI.PA,non,oui,non,non,7.6818
2025-10-03,AI.PA,non,non,non,non,-2.1901
