DATE,ESPECES,TITRES,TOTAL,BASE100,APPARIEE100,DETENTION100,PART_INVESTIE,LIGNES_OUVERTES
2022-01-03,10000.0,0.0,10000.0,100.0,100.0,99.1216,0.0,0
2022-01-04,10000.0,0.0,10000.0,100.0,100.0,100.2947,0.0,0
2022-01-05,10000.0,0.0,10000.0,100.0,100.0,101.1572,0.0,0
2022-01-06,10000.0,0.0,10000.0,100.0,100.0,100.0226,0.0,0
2022-01-07,10000.0,0.0,10000.0,100.0,100.0,100.0735,0.0,0
2022-01-10,10000.0,0.0,10000.0,100.0,100.0,100.0456,0.0,0
2022-01-11,10000.0,0.0,10000.0,100.0,100.0,100.6872,0.0,0
2022-01-12,10000.0,0.0,10000.0,100.0,100.0,101.2769,0.0,0
2022-01-13,10000.0,0.0,10000.0,100.0,100.0,101.2954,0.0,0
2022-01-14,10000.0,0.0,10000.0,100.0,100.0,100.7771,0.0,0
2022-01-17,10000.0,0.0,10000.0,100.0,100.0,101.1152,0.0,0
2022-01-18,10000.0,0.0,10000.0,100.0,100.0,100.3788,0.0,0
2022-01-19,10000.0,0.0,10000.0,100.0,100.0,100.6089,0.0,0
2022-01-20,10000.0,0.0,10000.0,100.0,100.0,101.2113,0.0,0
2022-01-21,10000.0,0.0,10000.0,100.0,100.0,99.9804,0.0,0
2022-01-24,10000.0,0.0,10000.0,100.0,100.0,97.2877,0.0,0
2022-01-25,10000.0,0.0,10000.0,100.0,100.0,97.9362,0.0,0
2022-01-26,10000.0,0.0,10000.0,100.0,100.0,99.2529,0.0,0
2022-01-27,10000.0,0.0,10000.0,100.0,100.0,99.9057,0.0,0
2022-01-28,10000.0,0.0,10000.0,100.0,100.0,98.9083,0.0,0
2022-01-31,10000.0,0.0,10000.0,100.0,100.0,99.5001,0.0,0
2022-02-01,10000.0,0.0,10000.0,100.0,100.0,100.6875,0.0,0
2022-02-02,10000.0,0.0,10000.0,100.0,100.0,101.368,0.0,0
2022-02-03,10000.0,0.0,10000.0,100.0,100.0,100.5183,0.0,0
2022-02-04,10000.0,0.0,10000.0,100.0,100.0,99.7513,0.0,0
2022-02-07,10000.0,0.0,10000.0,100.0,100.0,99.9666,0.0,0
2022-02-08,10000.0,0.0,10000.0,100.0,100.0,100.6207,0.0,0
2022-02-09,10000.0,0.0,10000.0,100.0,100.0,101.4995,0.0,0
2022-02-10,10000.0,0.0,10000.0,100.0,100.0,102.2267,0.0,0
2022-02-11,10000.0,0.0,10000.0,100.0,100.0,101.5259,0.0,0
2022-02-14,10000.0,0.0,10000.0,100.0,100.0,100.3111,0.0,0
2022-02-15,10000.0,0.0,10000.0,100.0,100.0,101.4088,0.0,0
2022-02-16,10000.0,0.0,10000.0,100.0,100.0,101.9281,0.0,0
2022-02-17,10000.0,0.0,10000.0,100.0,100.0,103.2513,0.0,0
2022-02-18,10000.0,0.0,10000.0,100.0,100.0,103.4963,0.0,0
2022-02-21,10000.0,0.0,10000.0,100.0,100.0,101.7571,0.0,0
2022-02-22,10000.0,0.0,10000.0,100.0,100.0,102.1166,0.0,0
2022-02-23,10000.0,0.0,10000.0,100.0,100.0,102.3007,0.0,0
2022-02-24,10000.0,0.0,10000.0,100.0,100.0,98.8006,0.0,0
2022-02-25,10000.0,0.0,10000.0,100.0,100.0,102.2486,0.0,0
2022-02-28,10000.0,0.0,10000.0,100.0,100.0,101.9396,0.0,0
2022-03-01,10000.0,0.0,10000.0,100.0,100.0,96.417,0.0,0
2022-03-02,10000.0,0.0,10000.0,100.0,100.0,97.0786,0.0,0
2022-03-03,10000.0,0.0,10000.0,100.0,100.0,94.4325,0.0,0
2022-03-04,10000.0,0.0,10000.0,100.0,100.0,90.0208,0.0,0
2022-03-07,9103.01,900.81,10003.82,100.0382,100.0,87.7493,9.0047,1
2022-03-08,9103.01,878.1,9981.11,99.8111,99.9957,87.7074,8.7976,1
2022-03-09,9103.01,931.44,10034.45,100.3445,100.5377,93.111,9.2824,1
2022-03-10,9103.01,905.79,10008.8,100.088,100.3404,91.1427,9.0499,1
2022-03-11,9103.01,917.27,10020.28,100.2028,100.417,91.911,9.1542,1
2022-03-14,9103.01,943.44,10046.44,100.4644,100.5857,93.5983,9.3907,1
2022-03-15,9103.01,944.58,10047.59,100.4759,100.5623,93.3658,9.4011,1
2022-03-16,9103.01,963.47,10066.48,100.6648,100.7876,95.5908,9.5711,1
2022-03-17,9103.01,973.17,10076.18,100.7618,100.8668,96.3765,9.6581,1
2022-03-18,9103.01,973.3,10076.31,100.7631,100.8593,96.3019,9.6593,1
2022-03-21,9103.01,965.13,10068.14,100.6814,100.7872,95.5892,9.586,1
2022-03-22,9103.01,961.81,10064.82,100.6482,100.8559,96.2688,9.5562,1
2022-03-23,9103.01,984.02,10087.02,100.8702,100.7976,95.6867,9.7553,1
2022-03-24,9103.01,1004.56,10107.57,101.0757,100.8127,95.8334,9.9387,1
2022-03-25,9103.01,1006.86,10109.87,101.0987,100.8471,96.1627,9.9592,1
2022-03-28,9106.68,1006.96,10113.64,101.1364,100.8625,96.3104,9.9564,1
2022-03-29,9106.68,1029.44,10136.12,101.3612,101.0521,98.1283,10.1561,1
2022-03-30,9106.68,1027.73,10134.41,101.3441,100.9773,97.4135,10.141,1
2022-03-31,9106.68,1016.15,10122.83,101.2283,100.8933,96.6142,10.0382,1
2022-04-01,9106.68,1015.47,10122.15,101.2215,100.9087,96.7606,10.0322,1
2022-04-04,9106.68,1021.77,10128.45,101.2845,100.9511,97.1664,10.0881,1
2022-04-05,9106.68,1003.38,10110.06,101.1006,100.8586,96.2833,9.9246,1
2022-04-06,9106.68,1000.83,10107.51,101.0751,100.7528,95.2659,9.9018,1
2022-04-07,9106.68,982.95,10089.63,100.8963,100.6918,94.6832,9.7421,1
2022-04-08,9106.68,988.91,10095.59,100.9559,100.7926,95.6561,9.7954,1
2022-04-11,9106.68,980.9,10087.58,100.8758,100.7767,95.5023,9.7239,1
2022-04-12,9106.68,974.77,10081.45,100.8145,100.7249,94.9974,9.669,1
2022-04-13,9106.68,988.74,10095.42,100.9542,100.753,95.2719,9.7939,1
