TIRAGE,UNIVERS,TOP10
1164,99.2277,98.0582
1165,97.0242,96.9752
1166,95.626,88.8184
1167,93.0178,90.9876
1168,93.1627,87.7583
1169,102.3549,92.9859
1170,105.8811,90.7134
1171,101.6706,96.5075
1172,101.867,93.2863
1173,97.5416,95.0079
1174,94.6469,96.3279
1175,97.599,94.2972
1176,96.781,91.5594
1177,97.227,99.3123
1178,100.3264,91.297
1179,94.1747,92.5809
1180,96.6155,89.7002
1181,91.5179,93.5741
1182,89.1316,89.4122
1183,86.5253,96.6267
1184,98.4056,91.2268
1185,95.8844,98.3113
1186,99.8443,96.7217
1187,100.8026,99.0313
1188,93.0312,96.4339
1189,99.8198,92.3883
1190,96.3048,83.1473
1191,99.9426,90.3244
1192,94.3105,91.5486
1193,99.5642,90.0779
1194,94.6837,96.7652
1195,99.3875,93.9005
1196,106.9884,94.8384
1197,93.799,95.5466
1198,90.8422,89.7889
1199,92.1413,91.131
1200,103.3883,89.7403
1201,98.67,96.0589
1202,88.6844,91.3018
1203,92.9738,94.506
1204,95.1755,93.6014
1205,100.3262,98.9295
1206,91.9939,94.9345
1207,106.5564,94.2046
1208,90.7068,91.0131
1209,98.7668,92.5808
1210,101.7953,90.5479
1211,99.0218,92.2837
1212,97.7525,89.6182
1213,96.751,91.6767
1214,96.6608,94.0603
1215,98.0032,89.394
1216,92.7761,94.2121
1217,95.4847,90.3266
1218,99.8066,88.3466
1219,98.2413,100.0945
1220,93.149,94.5641
1221,99.0079,94.8744
1222,98.5541,92.4331
1223,95.8094,96.42
1224,97.7352,93.3333
1225,97.7158,91.5691
1226,99.195,92.348
1227,88.3936,93.4586
1228,95.4239,92.6216
1229,90.0438,95.1675
1230,102.6415,89.2782
1231,97.6749,91.1403
1232,98.0186,98.0045
1233,93.6035,91.4669
1234,95.669,95.4039
1235,92.0808,95.487
1236,104.4699,94.9108
1237,96.0714,95.4215
1238,96.5195,87.2428
1239,93.7963,92.735
1240,92.9562,90.7076
1241,99.4224,90.4791
1242,99.1137,97.0378
1243,91.3456,92.9166
1244,100.2606,98.772
1245,102.9406,91.8493
1246,95.7306,92.7127
1247,94.0173,93.9525
1248,93.791,93.4279
1249,99.7693,93.3474
1250,92.4816,93.9921
1251,96.2046,90.778
1252,97.4407,92.9337
1253,93.1779,89.0689
1254,96.0425,93.992
1255,102.078,90.7989
1256,95.9282,90.8533
1257,95.2522,94.6615
1258,95.2292,93.5972
1259,97.9206,92.5891
1260,95.5361,95.9565
1261,99.2926,90.578
1262,98.492,94.5076
1263,92.3039,91.2265
1264,97.4892,87.2507
1265,95.8247,89.4566
1266,106.1478,89.7932
1267,100.2947,97.1699
1268,87.8483,89.0571
1269,90.1985,89.5231
1270,92.8065,97.4206
1271,95.5791,93.1494
1272,94.8968,96.5232
1273,102.2328,93.9182
1274,92.0736,87.3026
1275,90.9302,91.8113
1276,104.8004,94.8994
1277,105.212,98.2933
1278,97.5296,90.023
1279,95.6399,89.3108
1280,97.6401,95.5813
1281,97.7516,98.8477
1282,100.4507,94.3226
1283,95.9493,92.4182
1284,98.6986,94.5284
1285,92.7616,91.2861
1286,97.992,85.9479
1287,94.5037,87.6578
1288,90.8325,91.316
1289,95.0839,93.8202
1290,97.3673,94.5231
1291,97.404,97.9082
1292,96.2636,98.7217
1293,99.8628,93.6804
1294,94.7899,93.1414
1295,93.4694,96.0944
1296,98.1208,90.2895
1297,97.8832,94.4584
1298,96.9314,92.2009
1299,93.6278,86.3625
1300,96.2043,96.4665
1301,99.7629,92.3042
1302,93.4719,92.7731
1303,106.0366,93.5056
1304,98.9497,92.4499
1305,97.9419,93.2523
1306,102.3627,97.5892
1307,96.7519,88.8795
1308,97.9033,94.2291
1309,94.7356,91.7859
1310,98.4626,95.4259
1311,99.9531,95.4379
1312,90.0253,91.8904
1313,95.8545,95.0801
1314,94.8333,94.0624
1315,93.6136,98.2281
1316,104.8134,92.6591
1317,102.1985,92.5187
1318,96.6924,89.5575
1319,91.972,98.4298
1320,102.4454,95.5583
1321,97.9349,97.8702
1322,100.366,91.2409
1323,94.134,90.2514
1324,95.4838,94.991
1325,94.2512,98.2716
1326,98.9081,92.5976
1327,99.7014,92.1413
1328,95.5832,95.642
1329,99.3277,93.6917
1330,98.581,93.3046
1331,101.8079,87.0269
1332,101.5121,95.9537
1333,102.1983,94.9658
1334,102.5271,93.3683
1335,108.4353,93.7323
1336,97.3511,94.1512
1337,97.5955,94.3438
1338,92.3046,97.2105
1339,103.982,91.5088
1340,94.0883,97.3871
1341,95.1108,95.6682
1342,96.218,95.7592
1343,101.1503,91.8638
1344,97.8447,95.431
1345,95.8542,87.1781
1346,91.4434,86.7256
1347,95.1395,91.9404
1348,94.6809,93.907
1349,101.0166,86.0913
1350,99.0323,91.6396
1351,104.7818,94.384
1352,101.2841,97.2065
1353,96.9092,87.3439
1354,98.8145,98.3216
1355,95.5116,93.075
1356,99.9789,87.625
1357,103.1676,89.692
1358,95.7395,94.8955
1359,91.4817,91.3968
1360,95.0758,91.0857
1361,102.0512,93.1846
1362,103.714,96.4765
1363,91.7019,93.3755
1364,105.0349,89.3269
1365,110.1814,95.0503
1366,104.6279,96.7554
1367,103.1815,95.1597
1368,95.21,93.4021
1369,99.5806,93.985
1370,100.892,94.8995
1371,97.7091,91.9288
1372,99.6542,84.2377
1373,105.8417,92.484
1374,95.1404,94.3426
1375,102.2997,94.0627
1376,100.9477,99.4414
1377,89.846,95.1789
1378,95.4614,93.882
1379,97.7816,89.0432
1380,101.5871,84.353
1381,97.3507,89.8749
1382,95.0821,89.3167
1383,89.6088,93.6192
1384,102.9967,90.8041
1385,93.8237,92.5311
1386,96.4149,89.6665
1387,97.303,93.5917
1388,103.1801,95.0117
1389,98.7169,94.0827
1390,96.1071,90.5333
1391,95.7933,95.7065
1392,98.7901,92.5853
1393,94.8837,95.1256
1394,100.3756,95.9779
1395,107.1705,95.0742
1396,94.8421,89.5711
1397,99.9616,90.2688
1398,94.2816,89.6111
1399,98.8531,92.2751
1400,95.0759,94.5733
1401,102.1556,98.6642
1402,89.4663,91.006
1403,99.8828,98.3043
1404,91.3033,91.8852
1405,100.9287,95.175
1406,97.4796,96.6342
1407,94.6489,91.7613
1408,96.992,90.4242
1409,92.5337,89.6627
1410,90.8638,88.5951
1411,94.7743,94.5505
1412,95.4533,94.8189
1413,96.2768,92.8538
1414,98.1924,95.8787
1415,95.9098,96.5042
1416,99.5329,97.9625
1417,92.6197,92.8259
1418,99.6809,95.8949
1419,95.504,93.0118
1420,93.3059,89.8822
1421,99.7391,98.0695
1422,94.5122,94.2717
1423,96.2276,96.3617
1424,95.5774,89.9309
1425,97.2193,96.7211
1426,102.8593,92.7505
1427,96.8664,95.8314
1428,97.8916,87.2127
1429,98.0416,93.0163
1430,103.1815,97.8101
1431,87.3308,91.6915
1432,96.1222,95.0199
1433,97.7042,93.8922
1434,94.9109,95.3994
1435,95.1959,89.6852
1436,102.5153,86.4298
1437,97.9695,96.1884
1438,100.5019,94.537
1439,91.0087,95.3996
1440,91.7762,91.513
1441,99.198,87.063
1442,96.3656,90.9972
1443,93.5484,93.4065
1444,99.9701,92.6458
1445,100.4604,90.2324
1446,105.7792,93.2925
1447,98.0522,92.309
1448,107.7844,93.534
1449,91.9968,96.2639
1450,94.2871,95.0846
1451,97.1175,93.5044
1452,92.8204,97.319
1453,94.7712,95.0726
1454,101.931,91.9192
1455,99.2441,91.236
1456,100.7147,87.2488
1457,107.4886,98.4143
1458,98.1367,95.1506
1459,90.7585,92.0346
1460,94.2342,94.0618
1461,105.9245,92.6308
1462,94.8579,85.9414
1463,99.5751,92.4367
1464,100.9068,90.768
1465,102.9622,90.9989
1466,97.029,93.0667
1467,90.8372,90.7398
1468,91.3242,92.3825
1469,97.3881,94.9625
1470,98.9205,94.6799
1471,98.934,96.1273
1472,94.2722,95.8475
1473,97.7365,92.0414
1474,93.5444,90.6044
1475,96.7917,86.8629
1476,91.5996,92.7224
1477,91.9776,91.6128
1478,102.7245,92.1627
1479,94.4776,93.1445
1480,101.3111,91.3892
1481,98.981,94.3657
1482,94.4848,90.538
1483,92.0624,92.3348
1484,100.7783,96.5556
1485,100.5938,91.3043
1486,99.5095,89.461
1487,98.5208,96.0429
1488,95.5733,97.9888
1489,88.4783,88.2709
1490,93.3083,90.1453
1491,89.9983,86.0767
1492,90.391,93.8114
1493,102.3984,92.8192
1494,93.787,94.6342
1495,95.0922,87.5227
1496,97.5715,92.5972
1497,99.093,90.6815
1498,95.5342,89.8673
1499,93.9651,96.3978
1500,93.3099,99.2534
1501,100.8904,93.8079
1502,93.4976,92.2092
1503,96.1685,93.1507
1504,93.1717,94.5141
1505,93.3847,92.32
1506,98.8516,87.2029
1507,98.4872,90.1876
1508,99.1188,93.4538
1509,96.2565,95.9472
1510,94.6692,98.115
1511,94.8012,91.4267
1512,93.9147,91.6925
1513,101.1877,95.8608
1514,97.7806,95.6707
1515,97.5801,95.3834
1516,100.1095,92.848
1517,99.2141,95.5972
1518,96.1581,94.5239
1519,95.5521,90.1929
1520,98.7166,93.3115
1521,99.9096,93.1772
1522,95.1431,95.7863
1523,93.0911,86.3772
1524,105.8812,93.2254
1525,98.6977,95.7695
1526,96.3032,90.2698
1527,92.2374,90.9589
1528,100.5802,93.4109
1529,95.8233,94.7089
1530,92.0838,91.9231
1531,101.3318,93.5702
1532,99.2375,92.9985
1533,100.3959,89.0615
1534,98.8329,92.4881
1535,100.7872,94.5273
1536,104.7298,85.5619
1537,98.0246,90.3152
1538,101.6033,94.3199
1539,96.8446,91.0033
1540,98.7878,94.1078
1541,93.8792,95.2241
1542,93.8429,95.4169
1543,94.9189,94.0057
1544,88.633,91.4433
1545,92.3629,88.865
1546,101.0565,91.8559
1547,106.0445,93.715
1548,104.0984,90.7872
1549,100.7157,91.0131
1550,102.7203,91.4128
1551,98.9388,92.885
1552,97.8084,89.0744
1553,95.2307,91.0374
1554,90.8103,94.4985
1555,102.6584,93.5018
1556,92.0494,92.8556
1557,95.377,93.8942
1558,92.1203,90.9117
1559,93.2722,89.3418
1560,99.8651,93.7023
1561,92.436,92.6377
1562,93.4112,97.0595
1563,96.4202,86.9607
1564,91.9586,92.3332
1565,95.8094,96.546
1566,94.8532,96.1932
1567,95.3269,88.4243
1568,90.8686,96.0908
1569,97.1383,91.1809
1570,95.4093,86.3886
1571,99.5677,93.559
1572,93.709,90.7957
1573,97.0771,93.9626
1574,97.7801,91.7978
1575,93.7591,98.4802
1576,93.214,92.7271
1577,93.4051,93.0719
1578,93.3736,91.8414
1579,95.8292,90.8236
1580,95.9256,92.3691
1581,97.4417,90.5575
1582,100.5718,95.1115
1583,93.6293,95.4521
1584,90.3748,92.6983
1585,97.5451,92.2215
1586,108.6469,93.1482
1587,93.774,93.5083
1588,96.1763,93.0994
1589,97.6154,91.6895
1590,93.4064,86.046
1591,102.152,93.1719
1592,88.4799,93.3425
1593,99.9502,94.2808
1594,87.1951,95.1486
1595,102.316,93.4323
1596,99.5078,89.6488
1597,95.3603,93.947
1598,93.5511,93.2209
1599,94.803,92.0615
1600,90.8287,93.321
1601,99.083,91.3073
1602,97.7794,95.321
1603,100.8474,92.5454
1604,91.5389,94.0829
1605,95.3225,89.1058
1606,101.767,87.9849
1607,92.1237,92.417
1608,103.6123,93.6336
1609,90.043,96.7787
1610,89.9593,91.5086
1611,95.2656,92.6184
1612,100.3827,84.3469
1613,96.442,92.0384
1614,99.69,99.5639
1615,99.1776,92.0927
1616,97.0876,94.016
1617,95.6525,91.8948
1618,96.3463,92.7974
1619,96.6105,96.4958
1620,102.3981,89.2655
1621,96.8336,96.5203
1622,97.4684,94.1552
1623,101.6865,90.9716
1624,106.0051,98.8854
1625,98.1047,90.2077
1626,103.8703,95.3403
1627,100.2496,93.7635
1628,100.1478,86.9134
1629,98.9744,88.5718
1630,101.5904,87.032
1631,99.3339,95.9657
1632,103.7904,96.2812
1633,93.4369,95.2934
1634,95.4399,89.1263
1635,93.5079,91.4972
1636,90.2574,95.5975
1637,102.3925,88.3689
1638,95.8387,95.9175
1639,95.5478,92.942
1640,91.1173,93.255
1641,101.9584,92.8081
1642,95.4563,96.9708
1643,89.2616,93.7486
1644,95.2351,91.2476
1645,93.2557,94.7709
1646,93.0435,89.3853
1647,96.7075,91.5968
1648,92.7398,95.7907
1649,94.9614,97.6566
1650,98.6063,94.5939
1651,99.3208,90.6088
1652,95.6389,96.9764
1653,93.7141,94.4017
1654,95.3109,87.5806
1655,98.4837,95.4009
1656,94.9197,93.8128
1657,97.1176,96.0825
1658,86.5666,90.3165
1659,95.4091,91.2358
1660,98.6098,86.8841
1661,98.8994,92.9752
1662,93.0897,88.5852
1663,98.976,93.2426
1664,101.0127,92.5514
1665,103.1149,95.776
1666,91.8872,93.6963
1667,96.9127,90.7249
1668,94.6462,95.0966
1669,96.4029,92.2967
1670,91.9543,93.8029
1671,94.0985,97.3136
1672,101.6216,92.4846
1673,90.3203,90.4287
1674,96.6195,95.9672
1675,92.8712,90.7402
1676,93.3342,92.5345
1677,93.6722,95.704
1678,94.787,93.674
1679,90.3261,89.0619
1680,98.5029,95.1802
1681,102.18,89.9582
1682,100.9864,96.779
1683,101.6808,89.7892
1684,95.3896,93.7978
1685,98.4755,90.7604
1686,92.9969,94.6814
1687,97.2269,99.8009
1688,94.5942,95.8549
1689,99.3258,92.3148
1690,94.2421,92.7551
1691,91.6217,88.1076
1692,97.0095,93.5692
1693,103.8768,87.5563
1694,94.0919,97.0027
1695,92.0494,93.1477
1696,97.6705,95.3192
1697,90.7696,95.4719
1698,99.5526,88.2011
1699,96.2685,95.935
1700,98.1004,89.348
1701,97.496,91.3078
1702,96.0234,95.2376
1703,90.1446,86.7127
1704,96.1502,88.8597
1705,98.6648,92.1235
1706,98.7696,92.9552
1707,99.06,92.7499
1708,93.1783,94.7004
1709,93.9173,96.8845
1710,99.0069,94.6161
1711,93.5636,92.2946
1712,95.4124,92.969
1713,94.9614,91.11
1714,97.3247,94.9329
1715,96.3519,87.7671
1716,94.0706,95.0404
1717,88.2506,92.1106
1718,102.3282,96.0057
1719,96.8394,91.5738
1720,90.918,97.2935
1721,102.1734,88.7529
1722,94.7568,90.1975
1723,101.4676,94.3159
1724,94.6562,92.0709
1725,98.7891,94.0123
1726,94.6309,90.0769
1727,104.4327,100.4946
1728,100.2491,94.6229
1729,94.8083,90.007
1730,93.0951,95.7607
1731,94.0365,88.6487
1732,100.0543,87.2724
1733,95.0673,95.1484
1734,96.0045,98.0714
1735,110.0697,96.0952
1736,97.177,96.7492
1737,95.7488,91.9858
1738,92.1631,88.1449
1739,102.877,95.5567
1740,97.8416,89.3124
1741,92.228,92.5966
1742,94.2878,95.0181
1743,100.0442,96.2266
1744,95.5742,92.7656
1745,100.4481,92.1172
1746,94.4763,95.0834
1747,95.3833,96.8834
1748,91.2979,97.1261
1749,90.9909,98.9342
1750,101.5066,94.0033
1751,106.3931,94.552
1752,95.8848,94.9557
1753,95.4729,95.3464
1754,92.9638,90.551
1755,93.1686,90.3564
1756,98.0947,95.7927
1757,99.8064,96.4057
1758,98.7997,94.1986
1759,103.2851,92.3245
1760,99.5318,91.6759
1761,103.182,90.7864
1762,99.5902,88.3105
1763,94.7091,92.829
1764,96.2715,90.5605
1765,95.4109,98.461
1766,99.687,94.2739
1767,101.3112,87.7255
1768,94.5333,93.7316
1769,96.1345,93.462
1770,98.8384,89.3209
1771,92.297,96.3925
1772,94.8325,91.7422
1773,99.8649,95.1961
1774,102.8573,97.4802
1775,96.4045,93.135
1776,98.2163,95.4792
1777,99.5038,97.3323
1778,94.9645,94.9224
1779,98.4597,92.7923
1780,90.5202,92.3316
1781,97.556,97.1193
1782,99.7657,92.2231
1783,94.3964,90.1039
1784,95.9839,92.4104
1785,101.9335,93.5551
1786,98.5697,90.0669
1787,105.9375,92.3585
1788,95.8493,91.3642
1789,97.4229,95.6544
1790,92.6217,95.4219
1791,93.8174,89.7999
1792,103.4459,94.8979
1793,93.8146,96.1854
1794,94.0607,91.6615
1795,97.111,91.0598
1796,95.1387,90.2259
1797,89.2669,90.9032
1798,100.1257,97.7715
1799,101.7121,92.8241
1800,94.4002,86.841
1801,95.8512,91.98
1802,97.3976,92.9793
1803,94.9187,90.985
1804,94.5308,92.1487
1805,97.6913,92.4024
1806,96.3726,89.7351
1807,94.1801,98.6423
1808,104.9645,91.9263
1809,103.1547,94.526
1810,84.9332,95.3348
1811,105.7788,93.1001
1812,95.5348,91.2275
1813,99.0869,93.5123
1814,100.8248,94.8967
1815,105.6903,95.6461
1816,98.426,92.5415
1817,97.175,94.1274
1818,87.7162,96.8028
1819,92.371,90.7452
1820,96.8606,88.9668
1821,98.4883,94.2727
1822,92.0715,90.948
1823,95.2745,88.6816
1824,95.068,89.9194
1825,101.9242,96.1524
1826,97.0093,97.2508
1827,89.4556,95.695
1828,97.6285,87.2307
1829,96.5577,91.7475
1830,100.9923,90.6625
1831,98.0011,94.228
1832,103.7055,97.0822
1833,99.1162,91.3133
1834,92.0878,95.2005
1835,95.4659,89.5391
1836,92.1055,92.715
1837,98.4097,91.2178
1838,105.13,91.4973
1839,101.9614,94.1563
1840,99.669,92.5676
1841,104.4588,91.8317
1842,99.815,95.7354
1843,89.9021,90.4576
1844,97.6294,89.9208
1845,99.1986,92.6529
1846,95.5473,91.3761
1847,92.7654,92.4826
1848,96.9107,94.0601
1849,95.316,95.3112
1850,97.4321,93.7323
1851,99.7046,96.2643
1852,101.2885,94.7967
1853,98.9224,92.6533
1854,92.3071,93.6635
1855,105.7612,91.4137
1856,96.2927,89.2578
1857,93.4829,92.1944
1858,108.2241,97.09
1859,100.2057,88.3784
1860,104.8249,95.5316
1861,93.5398,92.0604
1862,97.0687,93.977
1863,94.0918,97.747
1864,93.117,93.0636
1865,98.1877,89.8167
1866,93.0263,93.8608
1867,100.01,101.5971
1868,96.6774,91.2665
1869,99.4819,97.0615
1870,95.2528,92.1
1871,102.8939,94.0965
1872,102.8738,90.4794
1873,98.6256,96.21
1874,94.8155,90.2002
1875,96.5985,100.4145
1876,97.8535,87.179
1877,99.7146,94.4217
1878,95.7451,91.2768
1879,91.22,94.6743
1880,99.8593,91.9054
1881,96.0546,95.7531
1882,93.1779,96.9585
1883,95.4414,91.053
1884,99.1271,91.3112
1885,98.4889,92.7762
1886,101.9361,89.6081
1887,92.8603,90.9245
1888,99.9194,92.0798
1889,101.3758,93.6202
1890,91.8159,94.4104
1891,103.4772,92.0284
1892,98.4841,96.5348
1893,92.8486,98.6798
1894,98.8608,97.0616
1895,97.07,92.48
1896,92.6395,90.589
1897,100.4968,93.5396
1898,97.4408,86.9602
1899,91.8919,87.4338
1900,96.8685,96.6773
1901,100.2247,95.0355
1902,94.5378,93.6683
1903,97.1976,89.653
1904,100.748,90.835
1905,97.4739,95.1571
1906,100.2968,90.9213
1907,91.143,95.327
1908,91.3081,89.7556
1909,103.1793,96.6994
1910,94.9271,92.9504
1911,91.5497,89.6526
1912,90.4054,87.748
1913,93.9053,96.9846
1914,96.2001,97.8095
1915,90.8642,95.0459
1916,96.8026,87.7791
1917,103.0967,91.1666
1918,102.563,91.6509
1919,97.8314,92.4042
1920,105.1069,89.2527
1921,94.8412,91.2312
1922,99.169,94.7029
1923,101.1165,95.9321
1924,95.4294,86.9225
1925,96.3135,90.8155
1926,90.5124,97.1185
1927,91.5346,90.2309
1928,98.0908,93.8168
1929,88.4811,89.7164
1930,94.661,95.0669
1931,98.3956,95.1839
1932,93.3554,91.2683
1933,97.0354,94.1002
1934,92.2419,86.7085
1935,94.851,91.5436
1936,98.8989,94.1717
1937,103.5124,92.2927
1938,92.7088,92.0613
1939,88.8382,93.1646
1940,101.657,91.0635
1941,98.229,92.7284
1942,95.2769,87.2242
1943,96.5454,94.766
1944,99.0328,91.245
1945,97.7567,89.3682
1946,101.9856,92.1459
1947,90.8852,88.0374
1948,99.3213,97.9427
1949,98.6162,93.4945
1950,96.2847,91.0111
1951,100.02,94.7058
1952,104.1224,90.7155
1953,92.8514,94.861
1954,92.97,91.6845
1955,99.9823,87.32
1956,92.7133,100.5323
1957,99.6986,91.8236
1958,98.5415,90.9959
1959,98.2769,89.8601
1960,91.8423,88.5491
1961,102.6828,86.8696
1962,94.4926,92.0114
1963,97.8449,89.5679
1964,94.7065,94.774
1965,94.9119,90.0268
1966,105.8826,91.9819
1967,102.1988,91.9717
1968,90.6631,89.3035
1969,91.7784,100.0164
1970,97.4761,92.6784
1971,103.1416,87.1365
1972,97.0224,93.7357
1973,102.0801,90.7446
1974,95.9177,95.1183
1975,99.4004,92.8347
1976,91.1702,88.7461
1977,104.9776,90.3584
1978,89.136,92.4139
1979,91.6525,92.0748
1980,96.9334,93.7451
1981,99.221,94.4032
1982,98.1393,92.2805
1983,99.027,91.9961
1984,93.2017,96.1893
1985,91.9396,95.1782
1986,98.8839,92.194
1987,98.7793,91.2962
1988,102.8336,92.6612
1989,101.1581,94.6783
1990,94.4501,91.6122
1991,92.8651,93.1328
1992,93.1988,88.8724
1993,107.1021,94.7501
1994,94.3498,97.7246
1995,94.199,98.1396
1996,94.258,93.3974
1997,98.8163,95.5241
1998,98.7586,91.2322
1999,93.1219,92.1675
2000,99.4836,91.1877
2001,97.0425,93.5445
2002,98.0263,91.4312
2003,92.5951,90.9606
2004,92.9839,95.4309
2005,95.2136,97.6738
2006,97.0797,90.056
2007,96.8706,88.0903
2008,97.1531,92.3673
2009,93.315,92.1762
2010,98.8626,93.9963
2011,99.9793,90.6137
2012,96.6401,90.3823
2013,96.4372,89.6147
2014,106.178,92.8543
2015,94.3871,89.2435
2016,99.9994,91.7391
2017,96.3577,92.9805
2018,96.7145,96.2222
2019,102.6674,89.497
2020,94.9043,93.5627
2021,100.33,98.5575
2022,98.9133,93.2798
2023,99.9035,96.0169
2024,101.3208,89.9243
2025,93.1686,96.6347
2026,95.149,90.5842
2027,94.9181,97.6835
2028,97.0877,91.3369
2029,100.0403,93.0424
2030,103.3572,94.1216
2031,101.0206,89.6641
2032,93.5645,97.3012
2033,102.0741,95.8326
2034,97.1287,95.5985
2035,96.0524,92.7551
2036,100.6734,95.8035
2037,91.998,96.3156
2038,93.7294,90.2661
2039,101.0727,93.4198
2040,97.0243,97.8634
2041,104.6531,96.3909
2042,95.6442,97.3883
2043,97.5354,93.1907
2044,100.5994,92.1595
2045,102.0578,91.7835
2046,99.9253,95.3266
2047,95.6191,92.0815
2048,90.6691,93.7609
2049,100.9903,95.3258
2050,94.1357,94.9254
2051,94.0715,96.9865
2052,103.4474,96.1817
2053,101.8792,96.2867
2054,96.7135,90.1298
2055,94.6584,97.1117
2056,101.1251,92.5507
2057,95.1964,96.7518
2058,98.4905,88.8441
2059,89.834,97.2479
2060,95.6811,87.7632
2061,95.3309,94.0986
2062,94.4473,92.5392
2063,103.5703,97.7477
2064,100.499,92.5617
2065,96.9041,95.929
2066,96.3638,94.2814
2067,91.7812,96.6282
2068,98.1758,92.242
2069,94.1989,90.1577
2070,95.2366,92.9322
2071,101.4941,91.6805
2072,100.7799,93.9891
2073,97.1418,92.0557
2074,98.2835,92.1986
2075,91.3369,91.9464
2076,93.7548,90.7183
2077,96.5243,95.6398
2078,96.2103,88.8493
2079,105.8815,91.7771
2080,99.8527,93.9982
2081,92.6998,94.9265
2082,89.6698,96.6973
2083,97.9907,97.097
2084,90.5961,91.2944
2085,96.7001,94.6369
2086,93.7648,92.0202
2087,101.0721,93.3133
2088,97.6097,97.1299
2089,100.3372,92.3091
2090,97.8933,91.3728
2091,94.7221,93.0807
2092,102.6364,94.9563
2093,92.8907,85.7512
2094,96.9431,92.3921
2095,104.6018,92.1682
2096,93.9933,91.9726
2097,100.2363,91.6085
2098,94.2918,96.7818
2099,91.7066,93.036
2100,104.673,89.5806
2101,96.7988,92.1229
2102,99.7029,97.048
2103,95.6061,96.0933
2104,90.8912,92.6772
2105,97.7852,91.1542
2106,95.3691,93.4096
2107,99.4271,97.1723
2108,111.4704,89.6883
2109,93.9654,89.0702
2110,98.0063,91.5689
2111,97.351,94.688
2112,100.3883,91.9168
2113,97.0919,94.5769
2114,107.7933,88.4087
2115,100.2513,89.7134
2116,90.887,92.262
2117,96.288,90.6722
2118,92.5446,94.5466
2119,87.9712,93.9906
2120,91.4494,96.1218
2121,94.2415,93.3047
2122,96.4945,93.3518
2123,96.5295,90.6349
2124,101.8529,92.2004
2125,102.0899,91.6279
2126,99.8556,91.8071
2127,101.0562,90.9108
2128,97.1112,94.21
2129,93.7292,90.7471
2130,90.8205,87.5415
2131,94.9758,90.4959
2132,96.6445,93.4171
2133,99.958,93.5912
2134,94.3209,93.6308
2135,97.3134,92.2441
2136,97.628,95.9013
2137,92.3509,91.7856
2138,101.1156,88.8091
2139,99.7811,95.2409
2140,97.3489,94.7374
2141,99.6887,93.7565
2142,103.4329,89.4458
2143,98.1072,90.1459
2144,97.5478,93.0991
2145,96.088,93.2168
2146,90.2002,94.7061
2147,97.1723,91.8845
2148,93.9605,92.1305
2149,106.9893,89.1179
2150,95.7384,94.5712
2151,93.9619,88.7274
2152,90.3484,98.0443
2153,101.8068,93.4612
2154,95.3492,95.0237
2155,90.9808,95.5953
2156,98.0587,88.6605
2157,93.3466,93.2517
2158,96.5548,92.324
2159,91.1745,91.4953
2160,94.5684,98.3459
2161,94.5924,92.5678
2162,99.1852,92.2994
2163,92.217,89.3215
2164,103.3863,91.3117
2165,91.7164,92.992
2166,89.8693,95.2178
2167,89.9794,87.4056
2168,98.3365,101.2519
2169,104.2999,91.9065
2170,94.0952,96.644
2171,99.575,97.3817
2172,102.1661,89.4503
2173,90.8324,89.7818
2174,94.16,86.8143
2175,97.8761,90.1908
2176,97.5932,89.3432
2177,91.3915,91.4026
2178,95.8542,95.0841
2179,94.266,96.6106
2180,92.7248,94.5254
2181,101.9258,92.9256
2182,97.6677,95.5151
2183,95.0728,98.217
2184,94.5232,92.4639
2185,95.5322,95.9517
2186,95.8323,89.8346
2187,106.2578,91.7023
2188,97.1317,89.4521
2189,93.7697,93.8565
2190,95.1371,96.9944
2191,96.8045,92.03
2192,98.2222,95.432
2193,100.2563,93.6014
2194,99.4693,98.7277
2195,94.8823,94.8766
2196,106.6328,91.6426
2197,96.8094,96.1441
2198,89.1677,84.6964
2199,97.743,91.1466
2200,100.197,89.7966
2201,95.3086,92.2802
2202,92.0763,99.1756
2203,98.7977,89.9067
2204,93.4209,93.9901
2205,100.0763,92.1876
2206,99.0988,92.1702
2207,93.1276,94.7249
2208,90.4592,93.8467
2209,92.0929,92.693
2210,95.9567,93.5648
2211,100.8118,93.8461
2212,102.7346,87.0206
2213,101.0693,93.6496
2214,95.8125,90.5067
2215,97.0313,89.304
2216,101.5405,95.5922
2217,101.3246,96.1725
2218,95.1558,96.628
2219,99.9754,87.7367
2220,96.4496,86.442
2221,97.0141,92.959
2222,98.8627,91.0628
2223,92.3936,97.0318
2224,95.7514,91.3776
2225,104.1403,94.9385
2226,100.1668,94.518
2227,99.0407,92.0491
2228,107.9067,93.2641
2229,98.6963,87.868
2230,98.8106,96.5709
2231,100.5343,94.9556
2232,92.797,93.2862
2233,93.5207,89.3964
2234,109.2829,92.5387
2235,97.3157,96.1607
2236,91.3207,97.8544
2237,89.8221,95.1781
2238,94.3743,92.4685
2239,98.366,95.0212
2240,95.0372,97.9831
2241,95.535,96.7981
2242,94.552,91.1017
2243,96.0491,97.5108
2244,100.7342,89.6096
2245,90.5423,93.716
2246,104.8918,91.697
2247,98.582,97.023
2248,90.4589,91.0254
2249,98.4233,94.0144
2250,103.7696,90.599
2251,95.7056,97.2264
2252,86.9679,94.0937
2253,99.5027,94.7025
2254,95.5864,96.323
2255,101.8229,86.1687
2256,98.0569,93.8516
2257,101.1715,87.1473
