DATE,TICKER,PHASE,SOUS_ECHANTILLON,TOP10,SOUS_BAS,AU_DESSUS_HAUT,TAUX_20_POSITIF,PERSISTANT,EXCES_20,BANDE_SUIVANTE
2021-03-26,TEP.PA,0,oui,non,non,oui,oui,non,0.8925,non
2021-03-26,TTE.PA,0,oui,oui,non,non,non,non,-10.6384,oui
2021-03-26,VIE.PA,0,oui,oui,oui,non,non,oui,18.2974,non
2021-03-26,VIV.PA,0,oui,non,non,non,non,non,-0.9844,oui
2021-03-26,WLN.PA,0,oui,non,oui,non,non,oui,11.8621,non
2021-03-29,ACA.PA,1,non,oui,non,non,non,non,0.2462,oui
2021-03-29,AI.PA,1,non,non,non,oui,oui,non,-2.6545,non
2021-03-29,AIR.PA,1,non,oui,non,non,non,non,-2.7578,oui
2021-03-29,ALO.PA,1,non,non,oui,non,non,oui,10.1671,oui
2021-03-29,ATO.PA,1,non,non,non,non,oui,non,-18.5215,oui
2021-03-29,BN.PA,1,non,non,non,non,oui,non,-6.1806,oui
2021-03-29,BNP.PA,1,non,oui,non,non,non,non,0.8371,oui
2021-03-29,CA.PA,1,non,non,non,non,oui,non,-0.6994,oui
2021-03-29,CAP.PA,1,non,oui,non,non,oui,non,-1.1261,oui
2021-03-29,CS.PA,1,non,oui,non,non,oui,non,-1.2877,oui
2021-03-29,DG.PA,1,non,non,non,non,non,non,0.1754,oui
2021-03-29,DSY.PA,1,non,non,non,non,oui,non,2.2542,oui
2021-03-29,EL.PA,1,non,non,non,non,non,non,-1.9429,oui
2021-03-29,EN.PA,1,non,non,non,non,non,non,-0.6239,oui
2021-03-29,ENGI.PA,1,non,non,non,non,oui,non,-2.7513,non
2021-03-29,GLE.PA,1,non,oui,non,non,oui,non,4.0913,oui
2021-03-29,HO.PA,1,non,non,non,non,oui,non,-2.9605,oui
2021-03-29,KER.PA,1,non,non,non,non,oui,non,8.6863,non
2021-03-29,LR.PA,1,non,non,non,non,oui,non,-0.4094,oui
2021-03-29,MC.PA,1,non,non,non,non,oui,non,10.1372,oui
2021-03-29,ML.PA,1,non,non,non,non,oui,non,-7.3422,oui
2021-03-29,MT.AS,1,non,oui,non,non,oui,non,0.9297,non
2021-03-29,OR.PA,1,non,non,non,oui,oui,non,0.3138,non
2021-03-29,ORA.PA,1,non,non,non,oui,oui,non,-6.295,non
2021-03-29,PUB.PA,1,non,oui,non,non,oui,non,-0.7207,oui
2021-03-29,RI.PA,1,non,non,non,non,oui,non,2.678,oui
2021-03-29,RMS.PA,1,non,non,non,non,oui,non,6.644,oui
2021-03-29,RNO.PA,1,non,oui,oui,non,non,oui,-8.3589,non
2021-03-29,SAF.PA,1,non,non,non,non,non,non,0.2806,oui
2021-03-29,SAN.PA,1,non,non,non,oui,oui,non,-1.1693,non
2021-03-29,SGO.PA,1,non,non,non,oui,oui,non,-0.127,non
2021-03-29,STMPA.PA,1,non,non,non,non,oui,non,-4.3952,oui
2021-03-29,SU.PA,1,non,non,oui,non,oui,oui,3.3991,oui
2021-03-29,TEP.PA,1,non,non,non,oui,oui,non,-0.2751,non
2021-03-29,TTE.PA,1,non,oui,non,non,non,non,-10.4954,oui
2021-03-29,VIE.PA,1,non,non,oui,non,non,oui,17.9017,non
2021-03-29,VIV.PA,1,non,non,non,non,non,non,-0.3467,oui
2021-03-29,WLN.PA,1,non,non,oui,non,non,oui,12.5156,non
2021-03-30,ACA.PA,2,non,oui,non,non,non,non,-0.1112,oui
2021-03-30,AI.PA,2,non,non,non,oui,oui,non,-1.106,non
2021-03-30,AIR.PA,2,non,oui,non,non,non,non,-0.6577,oui
2021-03-30,ALO.PA,2,non,non,non,non,non,non,4.5742,oui
2021-03-30,ATO.PA,2,non,non,non,non,oui,non,-16.7391,oui
2021-03-30,BN.PA,2,non,non,non,non,oui,non,-2.4506,oui
2021-03-30,BNP.PA,2,non,oui,non,non,non,non,-0.7123,oui
2021-03-30,CA.PA,2,non,non,non,non,oui,non,1.2241,oui
2021-03-30,CAP.PA,2,non,non,non,non,oui,non,3.0571,oui
2021-03-30,CS.PA,2,non,oui,non,non,oui,non,-1.7375,oui
2021-03-30,DG.PA,2,non,non,non,non,non,non,1.9609,oui
2021-03-30,DSY.PA,2,non,non,non,non,oui,non,5.0888,oui
2021-03-30,EL.PA,2,non,non,non,non,non,non,-0.6495,oui
2021-03-30,EN.PA,2,non,non,non,non,non,non,-0.3986,oui
2021-03-30,ENGI.PA,2,non,non,oui,non,oui,non,-0.7933,non
2021-03-30,GLE.PA,2,non,oui,non,non,oui,non,2.572,oui
2021-03-30,HO.PA,2,non,non,non,non,oui,non,-3.81,oui
2021-03-30,KER.PA,2,non,non,non,oui,oui,non,8.2009,non
2021-03-30,LR.PA,2,non,non,non,non,oui,non,0.5072,oui
2021-03-30,MC.PA,2,non,non,non,non,oui,non,8.548,oui
2021-03-30,ML.PA,2,non,non,non,non,oui,non,-9.2787,oui
2021-03-30,MT.AS,2,non,oui,non,non,oui,non,-1.0868,non
2021-03-30,OR.PA,2,non,non,non,oui,oui,non,2.8916,non
2021-03-30,ORA.PA,2,non,non,non,oui,oui,non,-4.6785,oui
2021-03-30,PUB.PA,2,non,oui,non,non,oui,non,-1.0186,oui
2021-03-30,RI.PA,2,non,non,non,non,oui,non,4.8021,oui
2021-03-30,RMS.PA,2,non,non,non,non,oui,non,8.4511,oui
2021-03-30,RNO.PA,2,non,oui,oui,non,non,oui,-13.664,non
2021-03-30,SAF.PA,2,non,non,non,non,non,non,0.4116,oui
2021-03-30,SAN.PA,2,non,non,non,oui,oui,non,0.5417,non
2021-03-30,SGO.PA,2,non,oui,non,oui,oui,non,-2.0185,non
2021-03-30,STMPA.PA,2,non,non,non,non,oui,non,-1.0375,oui
2021-03-30,SU.PA,2,non,non,non,non,oui,non,1.7679,oui
2021-03-30,TEP.PA,2,non,non,non,oui,oui,non,2.0336,non
2021-03-30,TTE.PA,2,non,oui,non,non,non,non,-10.8379,oui
2021-03-30,VIE.PA,2,non,non,oui,non,non,oui,20.1329,non
2021-03-30,VIV.PA,2,non,non,non,non,oui,non,1.9685,oui
2021-03-30,WLN.PA,2,non,non,oui,non,non,oui,13.099,non
2021-03-31,ACA.PA,3,non,oui,non,non,non,non,1.4259,oui
2021-03-31,AI.PA,3,non,non,non,oui,oui,non,-2.2544,non
2021-03-31,AIR.PA,3,non,oui,non,non,non,non,0.6788,oui
2021-03-31,ALO.PA,3,non,non,non,non,non,non,4.0243,oui
2021-03-31,ATO.PA,3,non,non,non,non,oui,non,-17.7258,non
2021-03-31,BN.PA,3,non,non,non,non,oui,non,-2.6208,oui
2021-03-31,BNP.PA,3,non,oui,non,non,non,non,0.0675,oui
2021-03-31,CA.PA,3,non,non,non,non,oui,non,1.4302,oui
2021-03-31,CAP.PA,3,non,non,non,non,oui,non,2.1879,oui
2021-03-31,CS.PA,3,non,oui,non,non,oui,non,-0.0465,oui
2021-03-31,DG.PA,3,non,non,non,non,non,non,4.1519,oui
2021-03-31,DSY.PA,3,non,non,non,non,oui,non,2.941,oui
2021-03-31,EL.PA,3,non,non,non,non,non,non,-3.1672,oui
2021-03-31,EN.PA,3,non,non,non,non,non,non,1.398,oui
2021-03-31,ENGI.PA,3,non,non,oui,non,oui,oui,-0.6539,non
2021-03-31,GLE.PA,3,non,oui,non,non,oui,non,3.2291,oui
2021-03-31,HO.PA,3,non,non,non,non,oui,non,-2.7723,oui
2021-03-31,KER.PA,3,non,non,non,oui,oui,non,10.3917,non
2021-03-31,LR.PA,3,non,non,non,non,oui,non,-0.7251,oui
2021-03-31,MC.PA,3,non,non,non,non,oui,non,8.0941,oui
2021-03-31,ML.PA,3,non,non,non,non,oui,non,-8.5618,oui
2021-03-31,MT.AS,3,non,oui,non,oui,oui,non,-4.3859,oui
2021-03-31,OR.PA,3,non,non,non,oui,oui,non,2.9355,oui
2021-03-31,ORA.PA,3,non,non,non,non,oui,non,-4.3185,oui
2021-03-31,PUB.PA,3,non,oui,non,non,oui,non,0.6543,oui
2021-03-31,RI.PA,3,non,non,non,non,oui,non,3.8111,oui
2021-03-31,RMS.PA,3,non,non,non,non,oui,non,7.7502,oui
2021-03-31,RNO.PA,3,non,oui,oui,non,non,oui,-12.0632,non
2021-03-31,SAF.PA,3,non,non,non,non,non,non,4.1625,oui
2021-03-31,SAN.PA,3,non,non,non,oui,oui,non,0.7415,non
2021-03-31,SGO.PA,3,non,oui,non,oui,oui,non,1.4892,non
2021-03-31,STMPA.PA,3,non,non,non,non,oui,non,-6.9366,oui
2021-03-31,SU.PA,3,non,non,non,non,oui,non,-0.7164,oui
2021-03-31,TEP.PA,3,non,non,non,oui,oui,non,1.2374,non
2021-03-31,TTE.PA,3,non,oui,non,non,non,non,-10.2598,oui
2021-03-31,VIE.PA,3,non,non,oui,non,non,oui,18.3372,non
2021-03-31,VIV.PA,3,non,non,non,non,oui,non,0.7284,oui
2021-03-31,WLN.PA,3,non,non,non,non,non,non,11.4207,oui
2021-04-01,ACA.PA,4,non,oui,non,non,non,non,1.12,oui
2021-04-01,AI.PA,4,non,non,non,oui,oui,non,-1.8762,non
2021-04-01,AIR.PA,4,non,non,non,non,non,non,-3.0862,oui
2021-04-01,ALO.PA,4,non,non,non,non,non,non,2.5399,oui
2021-04-01,ATO.PA,4,non,non,oui,non,non,non,-6.2858,non
2021-04-01,BN.PA,4,non,non,non,non,oui,non,-0.4656,oui
2021-04-01,BNP.PA,4,non,oui,non,non,non,non,-0.0663,oui
2021-04-01,CA.PA,4,non,non,non,non,oui,non,3.4872,oui
2021-04-01,CAP.PA,4,non,oui,non,non,oui,non,0.5298,oui
2021-04-01,CS.PA,4,non,oui,non,non,oui,non,1.3556,oui
2021-04-01,DG.PA,4,non,non,non,non,non,non,2.4396,oui
2021-04-01,DSY.PA,4,non,non,non,non,oui,non,0.4657,oui
2021-04-01,EL.PA,4,non,non,non,non,non,non,-1.9138,oui
2021-04-01,EN.PA,4,non,non,non,non,non,non,2.7187,oui
2021-04-01,ENGI.PA,4,non,non,non,non,oui,non,0.111,oui
2021-04-01,GLE.PA,4,non,oui,non,non,oui,non,2.0513,oui
2021-04-01,HO.PA,4,non,non,non,non,oui,non,-5.4656,oui
2021-04-01,KER.PA,4,non,non,non,oui,oui,non,10.0843,non
2021-04-01,LR.PA,4,non,non,non,non,oui,non,-0.3238,oui
2021-04-01,MC.PA,4,non,non,non,non,oui,non,8.4349,oui
2021-04-01,ML.PA,4,non,non,non,non,oui,non,-9.0723,oui
2021-04-01,MT.AS,4,non,oui,non,non,oui,non,-1.2222,oui
2021-04-01,OR.PA,4,non,non,non,non,oui,non,5.3979,non
2021-04-01,ORA.PA,4,non,non,non,non,oui,non,-3.419,oui
2021-04-01,PUB.PA,4,non,oui,non,non,oui,non,1.8884,oui
2021-04-01,RI.PA,4,non,non,non,non,oui,non,4.299,oui
2021-04-01,RMS.PA,4,non,non,non,non,oui,non,7.7081,oui
2021-04-01,RNO.PA,4,non,oui,oui,non,non,oui,-12.6942,non
2021-04-01,SAF.PA,4,non,non,non,non,non,non,1.6838,oui
2021-04-01,SAN.PA,4,non,non,non,oui,oui,non,0.3789,non
2021-04-01,SGO.PA,4,non,oui,non,oui,oui,non,1.7308,non
2021-04-01,STMPA.PA,4,non,non,non,non,oui,non,-9.759,oui
2021-04-01,SU.PA,4,non,non,non,non,oui,non,-0.0669,oui
2021-04-01,TEP.PA,4,non,non,non,oui,oui,non,1.5409,non
2021-04-01,TTE.PA,4,non,oui,non,non,non,non,-7.3353,oui
2021-04-01,VIE.PA,4,non,non,oui,non,non,oui,15.5587,non
2021-04-01,VIV.PA,4,non,non,non,non,oui,non,1.3146,oui
2021-04-01,WLN.PA,4,non,non,non,non,non,non,9.288,oui
2021-04-06,ACA.PA,5,non,oui,non,non,non,non,1.2206,oui
2021-04-06,AI.PA,5,non,non,non,oui,oui,non,-1.5828,non
2021-04-06,AIR.PA,5,non,non,non,non,non,non,-5.1973,oui
2021-04-06,ALO.PA,5,non,non,non,non,non,non,3.9322,oui
2021-04-06,ATO.PA,5,non,non,oui,non,non,oui,-4.6465,non
2021-04-06,BN.PA,5,non,non,non,non,oui,non,-0.744,oui
2021-04-06,BNP.PA,5,non,oui,non,non,non,non,0.8625,oui
2021-04-06,CA.PA,5,non,non,non,non,oui,non,4.3409,oui
2021-04-06,CAP.PA,5,non,oui,non,non,oui,non,-0.2146,oui
2021-04-06,CS.PA,5,non,oui,non,non,oui,non,0.8567,oui
2021-04-06,DG.PA,5,non,non,non,non,non,non,5.9912,oui
2021-04-06,DSY.PA,5,non,non,non,non,oui,non,-1.6278,oui
2021-04-06,EL.PA,5,non,non,non,non,non,non,-1.2984,oui
2021-04-06,EN.PA,5,non,non,non,non,non,non,2.3419,oui
2021-04-06,ENGI.PA,5,non,non,non,non,oui,non,0.7856,oui
2021-04-06,GLE.PA,5,non,oui,non,non,oui,non,1.1733,oui
2021-04-06,HO.PA,5,non,non,non,non,oui,non,-3.983,oui
2021-04-06,KER.PA,5,non,non,non,oui,oui,non,12.6933,non
2021-04-06,LR.PA,5,non,non,non,non,oui,non,0.6822,oui
2021-04-06,MC.PA,5,non,non,non,non,oui,non,6.7352,oui
2021-04-06,ML.PA,5,non,non,non,non,oui,non,-8.6824,oui
2021-04-06,MT.AS,5,non,oui,non,non,oui,non,-1.5778,oui
2021-04-06,OR.PA,5,non,non,non,oui,oui,non,3.0425,non
2021-04-06,ORA.PA,5,non,non,non,non,oui,non,-1.3697,oui
2021-04-06,PUB.PA,5,non,oui,non,non,oui,non,3.0979,oui
2021-04-06,RI.PA,5,non,non,non,non,oui,non,2.3165,oui
2021-04-06,RMS.PA,5,non,non,non,non,oui,non,7.4655,oui
2021-04-06,RNO.PA,5,non,oui,oui,non,non,oui,-13.7189,non
2021-04-06,SAF.PA,5,non,non,non,non,non,non,1.3859,oui
2021-04-06,SAN.PA,5,non,non,non,oui,oui,non,1.7089,non
2021-04-06,SGO.PA,5,non,oui,non,oui,oui,non,2.7419,non
2021-04-06,STMPA.PA,5,non,non,non,non,oui,non,-10.6049,oui
2021-04-06,SU.PA,5,non,non,non,non,oui,non,-1.9935,oui
2021-04-06,TEP.PA,5,non,non,non,oui,oui,non,0.7362,non
2021-04-06,TTE.PA,5,non,oui,non,non,non,non,-4.2302,oui
2021-04-06,VIE.PA,5,non,non,oui,non,non,oui,15.1804,non
2021-04-06,VIV.PA,5,non,non,non,non,oui,non,1.444,oui
2021-04-06,WLN.PA,5,non,non,non,non,non,non,7.3329,oui
2021-04-07,ACA.PA,6,non,oui,non,non,oui,non,0.7616,oui
2021-04-07,AI.PA,6,non,non,non,oui,oui,non,-2.1488,non
2021-04-07,AIR.PA,6,non,non,non,non,non,non,-7.1711,oui
2021-04-07,ALO.PA,6,non,non,non,non,oui,non,1.5514,oui
2021-04-07,ATO.PA,6,non,non,oui,non,non,oui,-9.3924,non
2021-04-07,BN.PA,6,non,non,non,non,oui,non,-4.1111,oui
2021-04-07,BNP.PA,6,non,oui,non,non,non,non,1.769,oui
2021-04-07,CA.PA,6,non,non,non,non,oui,non,3.0194,oui
2021-04-07,CAP.PA,6,non,oui,non,non,oui,non,-1.2083,oui
2021-04-07,CS.PA,6,non,oui,non,non,oui,non,-1.7932,oui
2021-04-07,DG.PA,6,non,non,non,non,non,non,5.0548,oui
2021-04-07,DSY.PA,6,non,non,non,non,oui,non,-1.7755,oui
2021-04-07,EL.PA,6,non,non,non,non,non,non,-1.2271,oui
2021-04-07,EN.PA,6,non,non,non,non,non,non,2.376,oui
2021-04-07,ENGI.PA,6,non,non,non,non,oui,non,-2.3099,oui
2021-04-07,GLE.PA,6,non,oui,non,non,oui,non,1.0573,oui
2021-04-07,HO.PA,6,non,non,non,non,oui,non,-5.6581,oui
2021-04-07,KER.PA,6,non,non,non,oui,oui,non,13.4104,non
2021-04-07,LR.PA,6,non,non,non,non,oui,non,1.4117,oui
2021-04-07,MC.PA,6,non,non,non,non,oui,non,6.9422,oui
2021-04-07,ML.PA,6,non,non,non,non,oui,non,-9.7912,oui
2021-04-07,MT.AS,6,non,oui,non,non,oui,non,2.8791,oui
2021-04-07,OR.PA,6,non,non,non,oui,oui,non,2.6396,non
2021-04-07,ORA.PA,6,non,non,non,non,oui,non,-3.7746,oui
2021-04-07,PUB.PA,6,non,oui,non,non,oui,non,3.7162,non
2021-04-07,RI.PA,6,non,non,non,non,oui,non,1.1372,non
2021-04-07,RMS.PA,6,non,non,non,non,oui,non,9.4011,non
2021-04-07,RNO.PA,6,non,oui,oui,non,non,oui,-11.789,non
2021-04-07,SAF.PA,6,non,non,non,non,non,non,-0.6613,oui
2021-04-07,SAN.PA,6,non,non,non,oui,oui,non,1.2049,non
2021-04-07,SGO.PA,6,non,oui,non,oui,oui,non,5.7795,non
2021-04-07,STMPA.PA,6,non,non,non,non,oui,non,-10.6449,oui
2021-04-07,SU.PA,6,non,non,non,non,oui,non,-1.2673,non
2021-04-07,TEP.PA,6,non,non,non,oui,oui,non,0.1207,non
2021-04-07,TTE.PA,6,non,oui,non,non,non,non,-2.9655,non
2021-04-07,VIE.PA,6,non,non,oui,non,non,oui,12.1519,non
2021-04-07,VIV.PA,6,non,non,non,non,oui,non,1.5665,oui
2021-04-07,WLN.PA,6,non,non,non,non,non,non,3.8455,oui
2021-04-08,ACA.PA,7,non,oui,non,non,oui,non,0.863,oui
2021-04-08,AI.PA,7,non,non,non,oui,oui,non,-1.586,non
2021-04-08,AIR.PA,7,non,non,non,non,non,non,-7.6415,oui
2021-04-08,ALO.PA,7,non,non,non,non,oui,non,0.2451,oui
2021-04-08,ATO.PA,7,non,non,oui,non,non,oui,-10.1004,oui
2021-04-08,BN.PA,7,non,non,non,non,oui,non,-5.4543,oui
2021-04-08,BNP.PA,7,non,oui,non,non,non,non,1.9725,oui
2021-04-08,CA.PA,7,non,non,non,non,oui,non,5.6142,oui
2021-04-08,CAP.PA,7,non,oui,non,non,oui,non,-1.3911,oui
2021-04-08,CS.PA,7,non,oui,non,non,oui,non,-0.552,oui
2021-04-08,DG.PA,7,non,non,non,non,non,non,3.5805,oui
2021-04-08,DSY.PA,7,non,non,non,non,oui,non,-4.9946,oui
2021-04-08,EL.PA,7,non,non,non,non,non,non,-1.482,oui
2021-04-08,EN.PA,7,non,non,non,non,non,non,3.1913,oui
2021-04-08,ENGI.PA,7,non,non,non,non,oui,non,-1.6709,oui
2021-04-08,GLE.PA,7,non,oui,non,non,oui,non,8.3988,oui
2021-04-08,HO.PA,7,non,non,non,non,oui,non,-4.0373,oui
2021-04-08,KER.PA,7,non,non,non,oui,non,non,11.4124,non
2021-04-08,LR.PA,7,non,non,non,non,oui,non,2.1351,non
2021-04-08,MC.PA,7,non,non,non,non,oui,non,3.7519,oui
2021-04-08,ML.PA,7,non,non,non,non,oui,non,-7.072,non
2021-04-08,MT.AS,7,non,oui,non,non,oui,non,4.4706,oui
2021-04-08,OR.PA,7,non,non,non,oui,oui,non,-0.0444,non
2021-04-08,ORA.PA,7,non,non,non,non,oui,non,-4.2487,oui
2021-04-08,PUB.PA,7,non,oui,non,non,oui,non,4.2165,non
2021-04-08,RI.PA,7,non,non,non,oui,oui,non,-0.2132,oui
2021-04-08,RMS.PA,7,non,non,non,oui,oui,non,5.6513,non
2021-04-08,RNO.PA,7,non,oui,oui,non,non,oui,-9.1327,non
2021-04-08,SAF.PA,7,non,non,non,non,non,non,-1.4865,oui
2021-04-08,SAN.PA,7,non,non,non,oui,oui,non,-0.2791,non
2021-04-08,SGO.PA,7,non,oui,non,oui,oui,non,6.0796,non
2021-04-08,STMPA.PA,7,non,non,non,non,oui,non,-12.8284,oui
2021-04-08,SU.PA,7,non,non,non,oui,oui,non,-3.6386,non
2021-04-08,TEP.PA,7,non,non,non,oui,oui,non,-3.2594,non
2021-04-08,TTE.PA,7,non,oui,oui,non,non,non,-1.3236,non
2021-04-08,VIE.PA,7,non,non,oui,non,non,oui,13.7852,non
2021-04-08,VIV.PA,7,non,non,non,non,oui,non,1.7405,oui
2021-04-08,WLN.PA,7,non,non,non,non,non,non,3.2877,oui
2021-04-09,ACA.PA,8,non,oui,non,non,oui,non,-1.4423,oui
2021-04-09,AI.PA,8,non,non,non,oui,oui,non,-2.4069,non
2021-04-09,AIR.PA,8,non,non,non,non,oui,non,-6.8397,oui
2021-04-09,ALO.PA,8,non,non,non,non,oui,non,0.3155,oui
2021-04-09,ATO.PA,8,non,non,non,non,non,non,-10.7174,oui
2021-04-09,BN.PA,8,non,non,non,non,oui,non,-4.861,oui
2021-04-09,BNP.PA,8,non,oui,non,non,non,non,2.3123,oui
2021-04-09,CA.PA,8,non,non,non,non,oui,non,6.8822,oui
2021-04-09,CAP.PA,8,non,oui,non,non,oui,non,-1.4241,non
2021-04-09,CS.PA,8,non,oui,non,non,oui,non,-1.3308,oui
2021-04-09,DG.PA,8,non,non,non,non,non,non,4.2906,oui
2021-04-09,DSY.PA,8,non,non,non,non,oui,non,-5.5511,oui
2021-04-09,EL.PA,8,non,non,non,non,oui,non,-1.5135,oui
2021-04-09,EN.PA,8,non,non,non,non,non,non,2.3071,oui
2021-04-09,ENGI.PA,8,non,non,non,non,oui,non,-1.819,oui
2021-04-09,GLE.PA,8,non,oui,non,non,oui,non,9.6309,oui
2021-04-09,HO.PA,8,non,non,non,non,oui,non,-4.0463,oui
2021-04-09,KER.PA,8,non,non,non,oui,oui,non,10.3904,non
2021-04-09,LR.PA,8,non,non,non,oui,oui,non,0.0648,non
2021-04-09,MC.PA,8,non,non,non,non,oui,non,3.8782,oui
2021-04-09,ML.PA,8,non,non,oui,non,oui,non,-4.8218,non
2021-04-09,MT.AS,8,non,oui,non,non,oui,non,6.1139,oui
2021-04-09,OR.PA,8,non,non,non,oui,oui,non,0.4645,non
2021-04-09,ORA.PA,8,non,non,non,non,oui,non,-4.063,oui
2021-04-09,PUB.PA,8,non,oui,oui,non,oui,non,4.0777,non
2021-04-09,RI.PA,8,non,non,non,oui,oui,non,-0.8169,oui
2021-04-09,RMS.PA,8,non,non,non,oui,oui,non,4.5978,non
2021-04-09,RNO.PA,8,non,oui,oui,non,non,oui,-8.7882,non
2021-04-09,SAF.PA,8,non,non,non,non,non,non,0.9647,oui
2021-04-09,SAN.PA,8,non,non,non,oui,oui,non,0.1718,non
2021-04-09,SGO.PA,8,non,oui,non,oui,oui,non,4.5764,non
2021-04-09,STMPA.PA,8,non,non,non,non,oui,non,-11.2543,oui
2021-04-09,SU.PA,8,non,non,non,oui,oui,non,-4.5085,oui
2021-04-09,TEP.PA,8,non,non,non,oui,oui,non,-2.6426,non
2021-04-09,TTE.PA,8,non,oui,oui,non,non,oui,-0.9553,non
2021-04-09,VIE.PA,8,non,non,oui,non,non,oui,12.4313,oui
2021-04-09,VIV.PA,8,non,non,non,non,oui,non,1.4182,oui
2021-04-09,WLN.PA,8,non,non,non,non,non,non,1.8225,oui
2021-04-12,ACA.PA,9,non,oui,non,non,oui,non,2.2851,oui
2021-04-12,AI.PA,9,non,non,non,oui,oui,non,-2.4327,non
2021-04-12,AIR.PA,9,non,non,non,non,oui,non,-6.0253,oui
2021-04-12,ALO.PA,9,non,non,non,non,oui,non,1.2637,oui
2021-04-12,ATO.PA,9,non,non,non,non,non,non,-10.5514,oui
2021-04-12,BN.PA,9,non,non,non,non,oui,non,-4.48,oui
2021-04-12,BNP.PA,9,non,oui,non,non,non,non,4.0733,oui
2021-04-12,CA.PA,9,non,non,non,non,oui,non,7.8451,oui
2021-04-12,CAP.PA,9,non,oui,non,non,oui,non,-2.5055,non
2021-04-12,CS.PA,9,non,oui,non,non,oui,non,-1.0428,oui
2021-04-12,DG.PA,9,non,non,non,non,non,non,2.4401,oui
2021-04-12,DSY.PA,9,non,non,non,non,oui,non,-5.9961,oui
2021-04-12,EL.PA,9,non,non,non,non,oui,non,-3.9662,oui
2021-04-12,EN.PA,9,non,non,non,non,non,non,3.6514,oui
2021-04-12,ENGI.PA,9,non,non,non,non,oui,non,-2.8936,oui
2021-04-12,GLE.PA,9,non,oui,non,non,oui,non,11.5905,oui
2021-04-12,HO.PA,9,non,non,non,non,oui,non,-3.5019,oui
2021-04-12,KER.PA,9,non,non,non,oui,oui,non,10.7311,non
2021-04-12,LR.PA,9,non,non,non,oui,oui,non,-1.1617,non
2021-04-12,MC.PA,9,non,non,non,non,oui,non,2.1851,oui
2021-04-12,ML.PA,9,non,non,oui,non,oui,oui,-5.1237,non
2021-04-12,MT.AS,9,non,oui,non,non,oui,non,8.9837,oui
2021-04-12,OR.PA,9,non,non,non,oui,oui,non,1.2894,non
2021-04-12,ORA.PA,9,non,non,non,non,oui,non,-2.0088,oui
2021-04-12,PUB.PA,9,non,oui,oui,non,oui,oui,5.7827,non
2021-04-12,RI.PA,9,non,non,non,non,oui,non,-1.0068,non
2021-04-12,RMS.PA,9,non,non,non,oui,oui,non,3.343,non
2021-04-12,RNO.PA,9,non,oui,oui,non,non,oui,-5.6304,non
2021-04-12,SAF.PA,9,non,non,non,non,non,non,2.2916,oui
2021-04-12,SAN.PA,9,non,non,non,oui,oui,non,1.4235,non
2021-04-12,SGO.PA,9,non,oui,non,oui,oui,non,3.5587,non
2021-04-12,STMPA.PA,9,non,non,non,non,oui,non,-11.8285,oui
2021-04-12,SU.PA,9,non,non,non,non,oui,non,-4.46,oui
2021-04-12,TEP.PA,9,non,non,non,oui,oui,non,-6.0342,non
2021-04-12,TTE.PA,9,non,oui,oui,non,non,oui,-0.0505,non
2021-04-12,VIE.PA,9,non,non,non,non,non,non,2.2344,oui
2021-04-12,VIV.PA,9,non,non,non,non,oui,non,2.7306,oui
2021-04-12,WLN.PA,9,non,non,non,non,non,non,0.2899,oui
2021-04-13,ACA.PA,10,non,oui,non,non,oui,non,3.5252,oui
2021-04-13,AI.PA,10,non,non,non,oui,oui,non,-2.2394,non
2021-04-13,AIR.PA,10,non,non,non,non,oui,non,-4.5115,oui
2021-04-13,ALO.PA,10,non,non,non,non,oui,non,-0.2847,oui
2021-04-13,ATO.PA,10,non,non,non,non,non,non,-8.702,oui
2021-04-13,BN.PA,10,non,non,non,non,oui,non,-4.484,oui
2021-04-13,BNP.PA,10,non,oui,non,non,oui,non,6.0849,oui
2021-04-13,CA.PA,10,non,non,non,non,oui,non,9.17,oui
2021-04-13,CAP.PA,10,non,oui,non,oui,oui,non,-3.4367,oui
2021-04-13,CS.PA,10,non,oui,non,non,oui,non,-0.7689,oui
2021-04-13,DG.PA,10,non,non,non,non,oui,non,2.3878,oui
2021-04-13,DSY.PA,10,non,non,non,non,oui,non,-5.271,oui
2021-04-13,EL.PA,10,non,non,non,non,oui,non,-1.7237,oui
2021-04-13,EN.PA,10,non,non,non,non,non,non,3.7172,oui
2021-04-13,ENGI.PA,10,non,non,non,non,oui,non,-2.5908,oui
2021-04-13,GLE.PA,10,non,oui,non,non,oui,non,12.4119,oui
2021-04-13,HO.PA,10,non,non,non,non,oui,non,-2.4139,oui
2021-04-13,KER.PA,10,non,non,non,oui,oui,non,9.5951,non
2021-04-13,LR.PA,10,non,non,non,oui,oui,non,-0.571,oui
2021-04-13,MC.PA,10,non,non,non,non,oui,non,1.6345,non
2021-04-13,ML.PA,10,non,non,oui,non,oui,oui,-3.7687,non
2021-04-13,MT.AS,10,non,oui,non,non,oui,non,9.1607,oui
2021-04-13,OR.PA,10,non,non,non,oui,oui,non,1.0993,non
2021-04-13,ORA.PA,10,non,non,non,non,non,non,-0.7983,oui
2021-04-13,PUB.PA,10,non,oui,oui,non,oui,oui,3.8663,oui
2021-04-13,RI.PA,10,non,non,non,oui,oui,non,-0.8466,non
2021-04-13,RMS.PA,10,non,non,non,oui,oui,non,3.3971,non
2021-04-13,RNO.PA,10,non,oui,oui,non,non,oui,-7.7544,non
