DATE,TICKER,PHASE,SOUS_ECHANTILLON,TOP10,SOUS_BAS,AU_DESSUS_HAUT,TAUX_20_POSITIF,PERSISTANT,EXCES_20,BANDE_SUIVANTE
2020-12-31,ACA.PA,0,oui,non,non,non,non,non,-11.8172,oui
2020-12-31,AI.PA,0,oui,non,non,non,non,non,-2.1501,oui
2020-12-31,AIR.PA,0,oui,oui,non,non,non,non,-10.0377,oui
2020-12-31,ALO.PA,0,oui,non,non,oui,oui,non,-6.4633,non
2020-12-31,ATO.PA,0,oui,non,non,oui,oui,non,-17.8197,non
2020-12-31,BN.PA,0,oui,non,non,oui,oui,non,-0.4766,non
2020-12-31,BNP.PA,0,oui,oui,non,non,non,non,-10.4224,oui
2020-12-31,CA.PA,0,oui,non,non,non,oui,non,-2.9938,non
2020-12-31,CAP.PA,0,oui,non,non,oui,oui,non,-8.4658,non
2020-12-31,CS.PA,0,oui,non,non,non,non,non,-8.9203,oui
2020-12-31,DG.PA,0,oui,non,non,non,non,non,-8.5838,oui
2020-12-31,DSY.PA,0,oui,non,non,oui,oui,non,-3.5513,non
2020-12-31,EL.PA,0,oui,non,non,non,oui,non,-10.98,non
2020-12-31,EN.PA,0,oui,non,non,non,non,non,-6.364,oui
2020-12-31,ENGI.PA,0,oui,non,non,non,oui,non,-0.3125,oui
2020-12-31,GLE.PA,0,oui,oui,non,non,non,non,-12.0143,oui
2020-12-31,HO.PA,0,oui,non,non,non,non,non,-3.67,oui
2020-12-31,KER.PA,0,oui,non,non,non,non,non,-11.187,oui
2020-12-31,LR.PA,0,oui,non,non,oui,oui,non,1.2639,non
2020-12-31,MC.PA,0,oui,oui,non,non,oui,non,-5.175,oui
2020-12-31,ML.PA,0,oui,non,non,non,oui,non,5.8192,oui
2020-12-31,MT.AS,0,oui,oui,non,oui,oui,non,-7.1473,non
2020-12-31,OR.PA,0,oui,non,non,non,oui,non,-9.3689,oui
2020-12-31,ORA.PA,0,oui,non,non,non,non,non,-3.0169,oui
2020-12-31,PUB.PA,0,oui,oui,non,non,oui,non,2.1981,oui
2020-12-31,RI.PA,0,oui,non,non,non,oui,non,-3.4102,oui
2020-12-31,RMS.PA,0,oui,oui,non,non,oui,non,-6.9152,oui
2020-12-31,RNO.PA,0,oui,oui,non,non,oui,non,-4.1628,oui
2020-12-31,SAF.PA,0,oui,oui,non,non,non,non,-12.9286,oui
2020-12-31,SAN.PA,0,oui,non,non,non,non,non,-4.6782,oui
2020-12-31,SGO.PA,0,oui,non,oui,non,non,oui,6.838,oui
2020-12-31,STMPA.PA,0,oui,oui,non,non,non,non,7.1658,oui
2020-12-31,SU.PA,0,oui,non,non,non,oui,non,-0.4686,non
2020-12-31,TEP.PA,0,oui,non,oui,non,oui,non,-3.1142,oui
2020-12-31,TTE.PA,0,oui,non,non,non,non,non,-1.9725,oui
2020-12-31,VIE.PA,0,oui,non,non,oui,oui,non,7.5362,non
2020-12-31,VIV.PA,0,oui,non,non,non,oui,non,-6.7269,oui
2020-12-31,WLN.PA,0,oui,non,non,oui,oui,non,-14.1373,non
2021-01-04,ACA.PA,1,non,non,non,non,non,non,-9.3802,oui
2021-01-04,AI.PA,1,non,non,non,non,non,non,-2.7482,oui
2021-01-04,AIR.PA,1,non,oui,non,non,non,non,-10.0343,oui
2021-01-04,ALO.PA,1,non,non,non,oui,oui,non,-7.1756,non
2021-01-04,ATO.PA,1,non,non,non,oui,oui,non,-16.601,non
2021-01-04,BN.PA,1,non,non,non,oui,oui,non,-0.2858,non
2021-01-04,BNP.PA,1,non,oui,non,non,non,non,-9.0716,oui
2021-01-04,CA.PA,1,non,non,non,oui,oui,non,-5.1832,non
2021-01-04,CAP.PA,1,non,non,non,oui,oui,non,-7.2444,non
2021-01-04,CS.PA,1,non,non,non,non,non,non,-7.554,oui
2021-01-04,DG.PA,1,non,non,non,non,non,non,-8.2944,oui
2021-01-04,DSY.PA,1,non,non,non,oui,oui,non,-2.9368,non
2021-01-04,EL.PA,1,non,non,non,oui,oui,non,-8.8995,oui
2021-01-04,EN.PA,1,non,non,non,non,non,non,-5.2842,oui
2021-01-04,ENGI.PA,1,non,non,non,non,oui,non,-1.1641,oui
2021-01-04,GLE.PA,1,non,oui,non,non,non,non,-9.1855,oui
2021-01-04,HO.PA,1,non,non,non,non,non,non,-3.2632,oui
2021-01-04,KER.PA,1,non,non,non,non,non,non,-8.5687,non
2021-01-04,LR.PA,1,non,non,non,oui,oui,non,-1.0624,non
2021-01-04,MC.PA,1,non,oui,non,non,oui,non,-3.3509,oui
2021-01-04,ML.PA,1,non,non,non,non,oui,non,4.4872,oui
2021-01-04,MT.AS,1,non,oui,non,oui,oui,non,-9.1468,non
2021-01-04,OR.PA,1,non,non,non,non,oui,non,-7.3682,oui
2021-01-04,ORA.PA,1,non,non,non,non,non,non,-4.743,oui
2021-01-04,PUB.PA,1,non,oui,non,non,oui,non,3.2102,oui
2021-01-04,RI.PA,1,non,non,non,non,oui,non,-3.5944,oui
2021-01-04,RMS.PA,1,non,oui,non,non,oui,non,-5.9065,oui
2021-01-04,RNO.PA,1,non,oui,non,non,oui,non,-4.5191,oui
2021-01-04,SAF.PA,1,non,oui,non,non,non,non,-13.8563,oui
2021-01-04,SAN.PA,1,non,non,non,non,non,non,-3.4917,oui
2021-01-04,SGO.PA,1,non,non,non,non,non,non,6.0306,oui
2021-01-04,STMPA.PA,1,non,oui,non,non,non,non,4.3766,oui
2021-01-04,SU.PA,1,non,non,non,non,oui,non,-1.1365,oui
2021-01-04,TEP.PA,1,non,non,non,non,oui,non,-2.777,oui
2021-01-04,TTE.PA,1,non,non,non,non,non,non,-2.5785,oui
2021-01-04,VIE.PA,1,non,non,non,oui,oui,non,8.1392,non
2021-01-04,VIV.PA,1,non,non,non,non,oui,non,-5.0743,oui
2021-01-04,WLN.PA,1,non,non,non,oui,oui,non,-12.7851,non
2021-01-05,ACA.PA,2,non,non,non,non,non,non,-9.1547,non
2021-01-05,AI.PA,2,non,non,non,non,non,non,-4.0492,oui
2021-01-05,AIR.PA,2,non,oui,non,non,non,non,-6.0592,oui
2021-01-05,ALO.PA,2,non,non,non,oui,oui,non,-5.7315,non
2021-01-05,ATO.PA,2,non,non,non,oui,oui,non,-16.2561,non
2021-01-05,BN.PA,2,non,non,non,oui,oui,non,-4.5323,non
2021-01-05,BNP.PA,2,non,oui,non,non,non,non,-7.7426,oui
2021-01-05,CA.PA,2,non,non,non,oui,oui,non,-9.6089,non
2021-01-05,CAP.PA,2,non,non,non,oui,oui,non,-6.1401,non
2021-01-05,CS.PA,2,non,non,non,non,non,non,-7.8389,non
2021-01-05,DG.PA,2,non,non,non,non,non,non,-6.1053,oui
2021-01-05,DSY.PA,2,non,non,non,oui,oui,non,-2.1646,non
2021-01-05,EL.PA,2,non,non,non,non,oui,non,-8.0933,oui
2021-01-05,EN.PA,2,non,non,non,non,non,non,-6.3489,non
2021-01-05,ENGI.PA,2,non,non,non,non,oui,non,-1.3494,non
2021-01-05,GLE.PA,2,non,oui,non,non,non,non,-8.6769,oui
2021-01-05,HO.PA,2,non,non,non,non,non,non,-3.8654,oui
2021-01-05,KER.PA,2,non,non,oui,non,oui,non,-8.1541,non
2021-01-05,LR.PA,2,non,non,non,oui,oui,non,-1.9504,non
2021-01-05,MC.PA,2,non,oui,non,non,oui,non,-0.9846,oui
2021-01-05,ML.PA,2,non,non,non,non,non,non,4.8427,oui
2021-01-05,MT.AS,2,non,oui,non,oui,oui,non,-12.4358,non
2021-01-05,OR.PA,2,non,non,non,non,oui,non,-7.9527,oui
2021-01-05,ORA.PA,2,non,non,non,non,non,non,-6.7353,oui
2021-01-05,PUB.PA,2,non,oui,non,non,oui,non,1.6912,oui
2021-01-05,RI.PA,2,non,non,non,non,oui,non,-1.9118,oui
2021-01-05,RMS.PA,2,non,oui,non,non,oui,non,-2.9777,oui
2021-01-05,RNO.PA,2,non,oui,non,non,oui,non,-6.2922,oui
2021-01-05,SAF.PA,2,non,oui,non,non,non,non,-12.0242,oui
2021-01-05,SAN.PA,2,non,non,non,non,non,non,-5.1725,oui
2021-01-05,SGO.PA,2,non,non,non,non,non,non,5.1984,oui
2021-01-05,STMPA.PA,2,non,oui,non,non,non,non,1.3487,oui
2021-01-05,SU.PA,2,non,non,non,non,oui,non,-0.2841,non
2021-01-05,TEP.PA,2,non,non,non,non,oui,non,0.5382,non
2021-01-05,TTE.PA,2,non,non,non,non,non,non,-6.4396,non
2021-01-05,VIE.PA,2,non,non,non,oui,oui,non,8.508,non
2021-01-05,VIV.PA,2,non,non,non,non,oui,non,-5.0242,oui
2021-01-05,WLN.PA,2,non,non,non,oui,oui,non,-10.9741,non
2021-01-06,ACA.PA,3,non,non,non,oui,non,non,-10.9298,non
2021-01-06,AI.PA,3,non,non,non,non,oui,non,-2.5639,oui
2021-01-06,AIR.PA,3,non,oui,non,non,non,non,-3.8501,oui
2021-01-06,ALO.PA,3,non,non,non,oui,oui,non,-9.643,non
2021-01-06,ATO.PA,3,non,non,non,oui,oui,non,-15.2797,non
2021-01-06,BN.PA,3,non,non,non,oui,oui,non,-4.9396,non
2021-01-06,BNP.PA,3,non,oui,non,non,non,non,-10.9359,non
2021-01-06,CA.PA,3,non,non,non,oui,oui,non,-11.3713,non
2021-01-06,CAP.PA,3,non,non,non,oui,oui,non,-3.8107,oui
2021-01-06,CS.PA,3,non,non,non,non,non,non,-9.7292,non
2021-01-06,DG.PA,3,non,non,non,non,non,non,-8.6616,oui
2021-01-06,DSY.PA,3,non,non,non,oui,oui,non,0.366,oui
2021-01-06,EL.PA,3,non,non,non,non,oui,non,-8.8983,oui
2021-01-06,EN.PA,3,non,non,non,non,oui,non,-8.7215,non
2021-01-06,ENGI.PA,3,non,non,non,oui,oui,non,-2.1175,non
2021-01-06,GLE.PA,3,non,oui,non,non,non,non,-12.9184,oui
2021-01-06,HO.PA,3,non,non,non,non,non,non,-2.0988,oui
2021-01-06,KER.PA,3,non,non,oui,non,oui,oui,-8.5948,non
2021-01-06,LR.PA,3,non,non,non,oui,oui,non,-2.83,non
2021-01-06,MC.PA,3,non,oui,non,non,oui,non,0.9688,oui
2021-01-06,ML.PA,3,non,non,non,non,non,non,9.3573,oui
2021-01-06,MT.AS,3,non,oui,non,oui,oui,non,-14.3689,non
2021-01-06,OR.PA,3,non,non,non,non,oui,non,-7.6283,oui
2021-01-06,ORA.PA,3,non,non,non,non,non,non,-6.4439,non
2021-01-06,PUB.PA,3,non,oui,non,non,oui,non,2.3634,oui
2021-01-06,RI.PA,3,non,non,non,non,non,non,0.0425,oui
2021-01-06,RMS.PA,3,non,oui,non,non,oui,non,-0.8472,oui
2021-01-06,RNO.PA,3,non,oui,non,non,oui,non,-0.5715,non
2021-01-06,SAF.PA,3,non,oui,non,non,non,non,-9.8567,oui
2021-01-06,SAN.PA,3,non,non,non,non,non,non,-4.4443,oui
2021-01-06,SGO.PA,3,non,non,non,non,non,non,3.0492,non
2021-01-06,STMPA.PA,3,non,oui,non,non,oui,non,1.6941,oui
2021-01-06,SU.PA,3,non,non,non,oui,oui,non,-2.2003,non
2021-01-06,TEP.PA,3,non,non,oui,non,oui,non,4.4778,non
2021-01-06,TTE.PA,3,non,non,non,oui,non,non,-8.6188,non
2021-01-06,VIE.PA,3,non,non,non,oui,oui,non,8.0746,non
2021-01-06,VIV.PA,3,non,non,non,non,oui,non,-5.5287,oui
2021-01-06,WLN.PA,3,non,non,non,oui,oui,non,-10.193,oui
2021-01-07,ACA.PA,4,non,non,non,oui,oui,non,-11.0166,oui
2021-01-07,AI.PA,4,non,non,non,non,oui,non,-3.612,non
2021-01-07,AIR.PA,4,non,oui,non,non,non,non,0.2711,oui
2021-01-07,ALO.PA,4,non,non,non,oui,oui,non,-8.0695,non
2021-01-07,ATO.PA,4,non,non,oui,non,non,non,-2.6643,oui
2021-01-07,BN.PA,4,non,non,non,oui,oui,non,-3.8333,oui
2021-01-07,BNP.PA,4,non,oui,non,oui,oui,non,-11.8716,oui
2021-01-07,CA.PA,4,non,non,non,oui,oui,non,-11.7184,non
2021-01-07,CAP.PA,4,non,non,non,non,oui,non,-1.1434,non
2021-01-07,CS.PA,4,non,non,non,non,non,non,-9.6508,oui
2021-01-07,DG.PA,4,non,non,non,non,non,non,-7.49,oui
2021-01-07,DSY.PA,4,non,non,non,non,oui,non,6.8321,non
2021-01-07,EL.PA,4,non,non,non,non,oui,non,-5.8273,non
2021-01-07,EN.PA,4,non,non,non,oui,oui,non,-10.4479,non
2021-01-07,ENGI.PA,4,non,non,non,oui,oui,non,-1.9288,non
2021-01-07,GLE.PA,4,non,oui,non,non,oui,non,-11.7809,oui
2021-01-07,HO.PA,4,non,non,non,non,non,non,1.1065,oui
2021-01-07,KER.PA,4,non,non,oui,non,oui,oui,-9.3087,oui
2021-01-07,LR.PA,4,non,non,non,oui,oui,non,-5.7979,non
2021-01-07,MC.PA,4,non,oui,non,non,oui,non,-1.7102,oui
2021-01-07,ML.PA,4,non,non,non,non,non,non,4.4291,oui
2021-01-07,MT.AS,4,non,oui,non,oui,oui,non,-15.4042,non
2021-01-07,OR.PA,4,non,non,non,non,oui,non,-6.7004,oui
2021-01-07,ORA.PA,4,non,non,non,oui,non,non,-8.2483,oui
2021-01-07,PUB.PA,4,non,oui,non,non,oui,non,3.1902,non
2021-01-07,RI.PA,4,non,non,non,non,non,non,-0.3686,oui
2021-01-07,RMS.PA,4,non,oui,non,non,oui,non,-1.9442,oui
2021-01-07,RNO.PA,4,non,oui,non,oui,oui,non,-3.1142,oui
2021-01-07,SAF.PA,4,non,oui,non,non,non,non,-6.1163,oui
2021-01-07,SAN.PA,4,non,non,non,non,non,non,-2.1838,oui
2021-01-07,SGO.PA,4,non,non,non,oui,oui,non,-2.0113,non
2021-01-07,STMPA.PA,4,non,oui,non,non,oui,non,0.0608,oui
2021-01-07,SU.PA,4,non,non,non,oui,oui,non,-4.6397,non
2021-01-07,TEP.PA,4,non,non,oui,non,oui,oui,2.4418,non
2021-01-07,TTE.PA,4,non,non,non,oui,non,non,-10.3525,non
2021-01-07,VIE.PA,4,non,non,non,oui,oui,non,6.1639,non
2021-01-07,VIV.PA,4,non,non,non,non,oui,non,-4.4144,oui
2021-01-07,WLN.PA,4,non,non,non,non,oui,non,-7.3714,oui
2021-01-08,ACA.PA,5,non,non,non,non,oui,non,-9.014,oui
2021-01-08,AI.PA,5,non,non,non,oui,oui,non,-4.6562,oui
2021-01-08,AIR.PA,5,non,oui,non,non,non,non,-0.3151,oui
2021-01-08,ALO.PA,5,non,non,non,oui,oui,non,-15.586,non
2021-01-08,ATO.PA,5,non,non,non,non,non,non,-7.1295,oui
2021-01-08,BN.PA,5,non,non,non,non,oui,non,-3.3964,oui
2021-01-08,BNP.PA,5,non,oui,non,non,oui,non,-7.7318,oui
2021-01-08,CA.PA,5,non,non,non,oui,oui,non,-8.9868,non
2021-01-08,CAP.PA,5,non,non,non,oui,oui,non,-3.0157,oui
2021-01-08,CS.PA,5,non,non,non,non,oui,non,-9.7009,oui
2021-01-08,DG.PA,5,non,non,non,non,non,non,-3.603,oui
2021-01-08,DSY.PA,5,non,non,non,oui,oui,non,5.3031,non
2021-01-08,EL.PA,5,non,non,non,oui,oui,non,-5.6424,oui
2021-01-08,EN.PA,5,non,non,non,oui,oui,non,-9.1612,oui
2021-01-08,ENGI.PA,5,non,non,non,oui,oui,non,-3.2859,non
2021-01-08,GLE.PA,5,non,oui,non,non,oui,non,-7.4199,oui
2021-01-08,HO.PA,5,non,non,non,non,non,non,-0.8118,oui
2021-01-08,KER.PA,5,non,non,non,non,oui,non,-9.9461,oui
2021-01-08,LR.PA,5,non,non,non,oui,oui,non,-8.3735,non
2021-01-08,MC.PA,5,non,oui,non,non,oui,non,-3.3527,oui
2021-01-08,ML.PA,5,non,non,non,non,non,non,5.2131,oui
2021-01-08,MT.AS,5,non,oui,non,oui,oui,non,-12.1773,non
2021-01-08,OR.PA,5,non,non,non,non,oui,non,-4.2285,oui
2021-01-08,ORA.PA,5,non,non,non,non,oui,non,-7.1578,oui
2021-01-08,PUB.PA,5,non,oui,non,oui,oui,non,2.5706,oui
2021-01-08,RI.PA,5,non,non,non,non,non,non,-0.6761,oui
2021-01-08,RMS.PA,5,non,oui,non,non,oui,non,-2.5124,oui
2021-01-08,RNO.PA,5,non,oui,non,non,oui,non,6.1529,oui
2021-01-08,SAF.PA,5,non,oui,non,non,non,non,-7.5667,oui
2021-01-08,SAN.PA,5,non,non,non,non,oui,non,-2.4515,oui
2021-01-08,SGO.PA,5,non,non,non,oui,oui,non,-6.2314,non
2021-01-08,STMPA.PA,5,non,oui,non,non,oui,non,-1.909,oui
2021-01-08,SU.PA,5,non,non,non,oui,oui,non,-6.542,non
2021-01-08,TEP.PA,5,non,non,oui,non,oui,oui,1.0297,non
2021-01-08,TTE.PA,5,non,non,non,oui,oui,non,-10.4425,oui
2021-01-08,VIE.PA,5,non,non,non,oui,oui,non,0.1364,non
2021-01-08,VIV.PA,5,non,non,non,non,oui,non,-4.3459,oui
2021-01-08,WLN.PA,5,non,non,non,non,oui,non,-7.7502,oui
2021-01-11,ACA.PA,6,non,non,non,non,oui,non,-8.3318,oui
2021-01-11,AI.PA,6,non,non,non,non,oui,non,-4.9934,oui
2021-01-11,AIR.PA,6,non,oui,non,non,non,non,-0.8784,oui
2021-01-11,ALO.PA,6,non,non,non,oui,oui,non,-11.9225,non
2021-01-11,ATO.PA,6,non,non,non,non,non,non,-6.2455,oui
2021-01-11,BN.PA,6,non,non,non,non,oui,non,-4.5228,oui
2021-01-11,BNP.PA,6,non,oui,non,non,oui,non,-7.3459,oui
2021-01-11,CA.PA,6,non,non,non,oui,oui,non,-11.6656,non
2021-01-11,CAP.PA,6,non,non,non,non,oui,non,1.1759,oui
2021-01-11,CS.PA,6,non,non,non,non,oui,non,-10.3722,oui
2021-01-11,DG.PA,6,non,non,non,non,non,non,-0.1236,oui
2021-01-11,DSY.PA,6,non,non,non,oui,oui,non,7.5468,oui
2021-01-11,EL.PA,6,non,non,non,non,oui,non,-4.1583,oui
2021-01-11,EN.PA,6,non,non,non,non,oui,non,-8.9637,oui
2021-01-11,ENGI.PA,6,non,non,non,oui,oui,non,-4.8263,non
2021-01-11,GLE.PA,6,non,oui,non,non,oui,non,-6.8822,oui
2021-01-11,HO.PA,6,non,non,non,non,non,non,-2.6414,oui
2021-01-11,KER.PA,6,non,non,non,non,oui,non,-11.2084,non
2021-01-11,LR.PA,6,non,non,non,oui,oui,non,-8.1481,non
2021-01-11,MC.PA,6,non,oui,non,non,oui,non,-4.3811,oui
2021-01-11,ML.PA,6,non,non,non,non,non,non,4.5894,oui
2021-01-11,MT.AS,6,non,oui,non,oui,oui,non,-10.5692,non
2021-01-11,OR.PA,6,non,non,non,non,oui,non,-4.4179,non
2021-01-11,ORA.PA,6,non,non,non,non,oui,non,-7.8085,oui
2021-01-11,PUB.PA,6,non,oui,non,non,oui,non,3.4963,oui
2021-01-11,RI.PA,6,non,non,non,non,non,non,-2.0857,oui
2021-01-11,RMS.PA,6,non,oui,non,non,oui,non,-4.0829,oui
2021-01-11,RNO.PA,6,non,oui,non,non,oui,non,6.0785,oui
2021-01-11,SAF.PA,6,non,oui,non,non,non,non,-9.082,oui
2021-01-11,SAN.PA,6,non,non,non,non,oui,non,-3.5031,oui
2021-01-11,SGO.PA,6,non,non,non,oui,oui,non,-5.1544,non
2021-01-11,STMPA.PA,6,non,oui,non,non,oui,non,-2.7377,oui
2021-01-11,SU.PA,6,non,non,non,oui,oui,non,-7.0507,non
2021-01-11,TEP.PA,6,non,non,oui,non,oui,oui,-1.0652,oui
2021-01-11,TTE.PA,6,non,non,non,non,oui,non,-10.134,oui
2021-01-11,VIE.PA,6,non,non,non,oui,oui,non,-1.4247,non
2021-01-11,VIV.PA,6,non,non,non,non,oui,non,-6.2373,oui
2021-01-11,WLN.PA,6,non,non,non,non,oui,non,-4.311,oui
2021-01-12,ACA.PA,7,non,oui,non,non,oui,non,-10.0132,oui
2021-01-12,AI.PA,7,non,non,non,non,oui,non,-2.4763,oui
2021-01-12,AIR.PA,7,non,oui,non,non,non,non,-2.2981,oui
2021-01-12,ALO.PA,7,non,non,non,oui,oui,non,-12.8812,oui
2021-01-12,ATO.PA,7,non,non,non,non,non,non,-6.2898,oui
2021-01-12,BN.PA,7,non,non,non,non,oui,non,-3.4532,oui
2021-01-12,BNP.PA,7,non,oui,non,non,oui,non,-8.2201,oui
2021-01-12,CA.PA,7,non,non,non,oui,oui,non,-10.9401,non
2021-01-12,CAP.PA,7,non,non,non,non,oui,non,2.0863,non
2021-01-12,CS.PA,7,non,non,non,non,oui,non,-9.5261,oui
2021-01-12,DG.PA,7,non,non,non,non,non,non,-1.6939,oui
2021-01-12,DSY.PA,7,non,non,non,non,oui,non,10.3316,oui
2021-01-12,EL.PA,7,non,non,non,non,oui,non,-1.4306,oui
2021-01-12,EN.PA,7,non,non,non,non,oui,non,-9.3466,oui
2021-01-12,ENGI.PA,7,non,non,non,oui,oui,non,-8.0871,non
2021-01-12,GLE.PA,7,non,oui,non,non,oui,non,-6.4149,oui
2021-01-12,HO.PA,7,non,non,non,non,non,non,-0.6776,oui
2021-01-12,KER.PA,7,non,non,oui,non,oui,non,-8.1348,non
2021-01-12,LR.PA,7,non,non,non,oui,oui,non,-7.4459,non
2021-01-12,MC.PA,7,non,oui,non,non,oui,non,-0.9781,oui
2021-01-12,ML.PA,7,non,non,non,non,non,non,0.7357,oui
2021-01-12,MT.AS,7,non,oui,non,oui,oui,non,-11.8008,oui
2021-01-12,OR.PA,7,non,non,oui,non,oui,non,-0.9951,non
2021-01-12,ORA.PA,7,non,non,non,non,oui,non,-7.8168,oui
2021-01-12,PUB.PA,7,non,oui,non,non,oui,non,1.7279,oui
2021-01-12,RI.PA,7,non,non,non,non,non,non,-0.2211,oui
2021-01-12,RMS.PA,7,non,non,non,non,oui,non,-1.5838,oui
2021-01-12,RNO.PA,7,non,oui,non,non,oui,non,2.7042,oui
2021-01-12,SAF.PA,7,non,oui,non,non,non,non,-9.0865,oui
2021-01-12,SAN.PA,7,non,non,non,non,oui,non,-3.333,oui
2021-01-12,SGO.PA,7,non,non,non,oui,oui,non,-6.5301,non
2021-01-12,STMPA.PA,7,non,oui,non,non,oui,non,-2.2625,oui
2021-01-12,SU.PA,7,non,non,non,oui,oui,non,-7.1948,non
2021-01-12,TEP.PA,7,non,non,non,non,oui,non,-0.0333,oui
2021-01-12,TTE.PA,7,non,non,non,non,oui,non,-11.7954,oui
2021-01-12,VIE.PA,7,non,non,non,oui,oui,non,-6.3714,non
2021-01-12,VIV.PA,7,non,non,non,non,oui,non,-5.9728,oui
2021-01-12,WLN.PA,7,non,non,non,non,oui,non,-3.5134,oui
2021-01-13,ACA.PA,8,non,oui,non,non,oui,non,-7.9689,oui
2021-01-13,AI.PA,8,non,non,non,non,oui,non,-4.7451,oui
2021-01-13,AIR.PA,8,non,oui,non,non,non,non,-1.4433,oui
2021-01-13,ALO.PA,8,non,non,non,non,oui,non,-13.1847,oui
2021-01-13,ATO.PA,8,non,non,non,non,non,non,-7.665,oui
2021-01-13,BN.PA,8,non,non,non,non,oui,non,-4.9347,oui
2021-01-13,BNP.PA,8,non,oui,non,non,oui,non,-4.0943,oui
2021-01-13,CA.PA,8,non,non,non,oui,oui,non,-21.2428,non
2021-01-13,CAP.PA,8,non,non,non,oui,oui,non,1.6702,oui
2021-01-13,CS.PA,8,non,non,non,non,oui,non,-8.1512,oui
2021-01-13,DG.PA,8,non,non,non,non,non,non,-2.5057,oui
2021-01-13,DSY.PA,8,non,non,non,non,oui,non,10.8656,oui
2021-01-13,EL.PA,8,non,non,non,non,oui,non,-1.6957,oui
2021-01-13,EN.PA,8,non,non,non,non,oui,non,-8.3616,oui
2021-01-13,ENGI.PA,8,non,non,non,oui,oui,non,-8.4672,non
2021-01-13,GLE.PA,8,non,oui,non,non,oui,non,-2.9222,oui
2021-01-13,HO.PA,8,non,non,non,non,non,non,-0.4338,oui
2021-01-13,KER.PA,8,non,non,oui,non,oui,oui,-7.3787,non
2021-01-13,LR.PA,8,non,non,non,oui,oui,non,-8.0047,non
2021-01-13,MC.PA,8,non,oui,non,non,oui,non,-0.9408,oui
2021-01-13,ML.PA,8,non,non,non,non,oui,non,3.6118,oui
2021-01-13,MT.AS,8,non,oui,non,non,oui,non,-7.8429,non
2021-01-13,OR.PA,8,non,non,oui,non,oui,oui,-1.0882,non
2021-01-13,ORA.PA,8,non,non,non,non,oui,non,-7.3164,oui
2021-01-13,PUB.PA,8,non,oui,non,non,oui,non,5.0087,oui
2021-01-13,RI.PA,8,non,non,non,non,non,non,-1.1107,oui
2021-01-13,RMS.PA,8,non,non,non,non,oui,non,-2.1975,oui
2021-01-13,RNO.PA,8,non,oui,non,non,oui,non,5.2803,oui
2021-01-13,SAF.PA,8,non,oui,non,non,non,non,-7.5263,oui
2021-01-13,SAN.PA,8,non,non,non,non,oui,non,-3.7945,oui
2021-01-13,SGO.PA,8,non,non,non,oui,oui,non,-7.9937,non
2021-01-13,STMPA.PA,8,non,oui,non,non,oui,non,-4.4277,oui
2021-01-13,SU.PA,8,non,non,non,oui,oui,non,-6.8346,oui
2021-01-13,TEP.PA,8,non,non,non,non,oui,non,-2.6334,oui
2021-01-13,TTE.PA,8,non,non,non,non,oui,non,-11.5244,non
2021-01-13,VIE.PA,8,non,non,non,oui,oui,non,-5.7545,non
2021-01-13,VIV.PA,8,non,non,non,non,oui,non,-4.9502,oui
2021-01-13,WLN.PA,8,non,non,non,non,non,non,-1.2144,oui
2021-01-14,ACA.PA,9,non,oui,non,non,oui,non,-0.3631,oui
2021-01-14,AI.PA,9,non,non,non,non,oui,non,-2.8436,oui
2021-01-14,AIR.PA,9,non,oui,non,non,oui,non,-5.4672,oui
2021-01-14,ALO.PA,9,non,non,non,non,oui,non,-11.0104,oui
2021-01-14,ATO.PA,9,non,non,non,non,non,non,-4.9564,oui
2021-01-14,BN.PA,9,non,non,non,non,non,non,-0.229,oui
2021-01-14,BNP.PA,9,non,oui,non,non,oui,non,-2.0383,oui
2021-01-14,CA.PA,9,non,non,non,oui,oui,non,-18.5534,non
2021-01-14,CAP.PA,9,non,non,non,non,oui,non,4.9696,oui
2021-01-14,CS.PA,9,non,non,non,non,oui,non,-7.1465,oui
2021-01-14,DG.PA,9,non,non,non,non,oui,non,-3.1284,oui
2021-01-14,DSY.PA,9,non,non,non,non,oui,non,12.2023,oui
2021-01-14,EL.PA,9,non,non,non,non,oui,non,1.2157,oui
2021-01-14,EN.PA,9,non,non,non,non,oui,non,-8.5638,oui
2021-01-14,ENGI.PA,9,non,non,non,oui,oui,non,-8.6351,non
2021-01-14,GLE.PA,9,non,oui,non,non,oui,non,-2.198,oui
2021-01-14,HO.PA,9,non,non,non,non,oui,non,-1.8627,oui
2021-01-14,KER.PA,9,non,non,oui,non,oui,oui,-6.6728,non
2021-01-14,LR.PA,9,non,non,non,oui,oui,non,-10.235,non
2021-01-14,MC.PA,9,non,oui,non,non,oui,non,1.3358,non
2021-01-14,ML.PA,9,non,non,non,non,oui,non,3.4463,oui
2021-01-14,MT.AS,9,non,oui,non,oui,oui,non,-10.4871,oui
2021-01-14,OR.PA,9,non,non,oui,non,non,oui,0.4011,non
2021-01-14,ORA.PA,9,non,non,non,non,oui,non,-5.6607,oui
2021-01-14,PUB.PA,9,non,oui,non,non,oui,non,4.4603,oui
2021-01-14,RI.PA,9,non,non,non,non,non,non,-1.1107,oui
2021-01-14,RMS.PA,9,non,non,non,non,oui,non,-0.8376,oui
2021-01-14,RNO.PA,9,non,oui,non,non,oui,non,7.8868,oui
