DATE,TICKER,UNIVERS,CLOSE,E_120,VAL_120,S_120,TAUX_120,ECART_S,E_20,VAL_20,TAUX_20,ENV_BAS,ENV_HAUT,LARGEUR_ENV_S,RANG,CANDIDAT,DIAGNOSTIC
2020-12-31,WLN.PA,oui,817.3377685546875,761.011046,765.880565,36.335211,0.010754,1.41618,789.542096,815.23871,0.342592,18.085153,20.730131,3.627478,32,non,
2021-01-04,ACA.PA,oui,6.496769905090332,5.517556,6.034189,0.632515,0.157369,0.731336,6.632554,6.516023,-0.184943,0.28775,0.275309,4.453004,11,non,
2021-01-04,AI.PA,oui,91.63717651367188,92.057189,89.763818,2.127718,-0.04187,0.880454,90.623085,90.574638,-0.005627,1.866061,1.062539,3.779309,,non,
2021-01-04,AIR.PA,oui,82.46823120117188,68.520933,81.962608,7.136646,0.329696,0.070849,84.111824,81.987635,-0.265835,4.381597,2.727249,3.906925,4,non,
2021-01-04,ALO.PA,oui,47.04315185546875,41.310871,40.966021,3.284857,-0.01403,1.850044,44.729996,46.017884,0.303079,1.0589,1.025268,4.023989,,non,
2021-01-04,ATO.PA,oui,5561.9599609375,5191.418538,5138.801108,317.496769,-0.017034,1.332797,5459.372168,5518.432206,0.113875,117.868529,96.92815,3.618223,,non,
2021-01-04,BN.PA,oui,44.499305725097656,44.643277,41.889445,1.724019,-0.103673,1.513823,43.527522,44.668284,0.275872,0.909779,0.922863,4.165571,,non,
2021-01-04,BNP.PA,oui,29.52720832824707,25.582298,28.455422,2.629318,0.188755,0.407629,30.047079,29.468955,-0.202533,1.31763,0.855501,4.182667,10,non,
2021-01-04,CA.PA,oui,10.747406005859375,10.209511,10.302932,0.253805,0.015379,1.751242,10.228394,10.434563,0.212175,0.373926,0.312843,3.46369,31,non,
2021-01-04,CAP.PA,oui,114.080810546875,100.735002,104.499719,4.876844,0.062811,1.964609,106.939081,112.55773,0.553059,4.001017,3.116602,3.18013,27,non,
2021-01-04,CS.PA,oui,13.613856315612793,12.248157,13.00589,1.109514,0.103975,0.547958,13.8191,13.683363,-0.103394,0.388322,0.331521,4.145138,22,non,
2021-01-04,DG.PA,oui,66.94483184814453,64.271861,66.733565,4.377727,0.064372,0.04826,68.066508,65.928585,-0.330624,2.985396,1.40193,4.251933,26,non,
2021-01-04,DSY.PA,oui,32.38810729980469,29.922556,30.313273,0.914032,0.021946,2.269979,30.808583,32.439178,0.557122,0.359664,0.50094,3.420093,30,non,
2021-01-04,EL.PA,oui,113.73604583740234,102.022622,109.25104,4.414221,0.119078,1.016036,112.806974,113.718878,0.085092,2.312875,1.126172,4.137107,17,non,
2021-01-04,EN.PA,oui,24.952871322631836,23.204584,24.664956,1.092989,0.105773,0.26342,25.046022,24.710509,-0.141009,0.758982,0.656882,4.444893,20,non,
2021-01-04,ENGI.PA,oui,8.304383277893066,7.640643,8.038782,0.304624,0.087576,0.8719,8.13982,8.231331,0.118342,0.268185,0.173192,4.215951,25,non,
2021-01-04,ERF.PA,non,67.20906829833984,62.274139,66.226331,3.513619,0.106663,0.279694,63.107004,66.925257,0.636889,2.664037,1.826107,4.192169,,non,
2021-01-04,GLE.PA,oui,13.079466819763184,11.168462,12.693599,1.378086,0.229508,0.280003,13.433666,13.107457,-0.25561,0.73027,0.5663,4.224486,8,non,
2021-01-04,HO.PA,oui,66.70350646972656,61.175021,66.566864,4.72116,0.148131,0.028943,67.833864,65.675568,-0.33492,2.280137,2.07034,3.862361,15,non,
2021-01-04,KER.PA,oui,501.5711975097656,481.045555,524.222368,24.369258,0.150851,-0.929498,494.009143,490.198229,-0.081203,22.067027,22.80498,3.39463,14,non,
2021-01-04,LR.PA,oui,67.33882141113281,62.30296,63.260165,1.965354,0.025821,2.075278,64.189327,66.309608,0.347702,1.02907,1.029213,4.005221,29,non,
2021-01-04,MC.PA,oui,461.8315734863281,389.157905,452.592302,18.008364,0.273957,0.513054,452.344307,458.304157,0.138689,11.203946,9.067736,3.520319,5,non,
2021-01-04,ML.PA,oui,21.372882843017578,19.592495,21.211907,0.781873,0.138915,0.205885,21.286292,21.32898,0.02111,0.311987,0.539321,3.446212,16,non,
2021-01-04,MT.AS,oui,18.01335334777832,11.664914,15.990808,1.122291,0.623272,1.802158,16.845878,17.91778,0.669789,0.625563,0.803572,3.630585,1,non,
2021-01-04,OR.PA,oui,284.1093444824219,264.83148,280.343834,8.05653,0.098444,0.467386,278.294093,281.674397,0.127858,9.393316,4.51387,3.878042,23,non,
2021-01-04,ORA.PA,oui,6.9153056144714355,6.597772,6.713118,0.363743,0.029382,0.555854,6.885281,6.719423,-0.253567,0.203886,0.195883,3.479966,28,non,
2021-01-04,PUB.PA,oui,32.34074783325195,25.178381,31.532578,1.83781,0.424147,0.439746,31.932098,32.639456,0.233178,0.728466,1.024549,3.717845,3,non,
2021-01-04,RI.PA,oui,130.39320373535156,120.248278,128.292353,5.341128,0.11243,0.393335,129.715256,130.499694,0.063657,2.527027,2.569154,3.986264,18,non,
2021-01-04,RMS.PA,oui,841.7459106445312,740.745505,827.735957,22.435248,0.197372,0.624462,812.574066,840.048949,0.355917,15.25096,12.190282,3.69081,9,non,
2021-01-04,RNO.PA,oui,30.271474838256836,22.645867,28.51864,2.902376,0.43585,0.603931,30.495167,30.604156,0.037621,0.782676,0.681132,3.180927,2,non,
2021-01-04,SAF.PA,oui,110.40415954589844,96.99684,111.672099,9.263506,0.254279,-0.136875,112.773356,110.533837,-0.209038,4.249345,3.297918,3.506116,6,non,
2021-01-04,SAN.PA,oui,61.39809036254883,66.022115,62.149744,1.71287,-0.098576,-0.438827,61.654947,60.213648,-0.246072,2.788974,1.876922,3.591798,,non,
2021-01-04,SGO.PA,oui,32.449161529541016,30.578425,33.428689,1.161682,0.156658,-0.843197,32.535002,31.712327,-0.266167,0.845943,0.736835,3.737431,12,non,
2021-01-04,STLAP.PA,non,3.306720733642578,,,,,,,,,,,,,,"colonne vide : CORR_120, VAL_120, CORR_20, VAL_20"
2021-01-04,STMPA.PA,oui,30.19473648071289,26.360186,30.127413,1.468314,0.240191,0.045851,29.121388,28.214592,-0.327774,1.9149,2.754776,3.166631,7,non,
2021-01-04,SU.PA,oui,108.99810791015625,97.70222,106.562593,2.501322,0.152416,0.973691,104.626995,107.660975,0.305243,1.524265,1.585049,3.099453,13,non,
2021-01-04,TEP.PA,oui,233.46266174316406,220.16457,232.356295,6.113324,0.093068,0.180976,226.139909,227.854479,0.079809,5.200731,6.511596,3.9617,24,non,
2021-01-04,TTE.PA,oui,25.04413604736328,22.833496,24.307823,2.105931,0.108519,0.349638,25.739627,24.914349,-0.337501,0.98724,0.547096,4.452627,19,non,
2021-01-04,VIE.PA,oui,15.251232147216797,14.389957,14.264635,0.782947,-0.014637,1.260107,15.047807,15.17758,0.090779,0.358775,0.401385,3.702691,,non,
2021-01-04,VIV.PA,oui,9.14332103729248,8.555932,9.085909,0.156468,0.104105,0.366926,8.99261,9.237527,0.286688,0.126733,0.23158,3.974107,21,non,
2021-01-04,WLN.PA,oui,831.1839599609375,761.519084,768.344138,36.784709,0.015063,1.708314,792.435327,821.349923,0.384087,16.0717,22.066114,3.556804,32,non,
2021-01-05,ACA.PA,oui,6.51901912689209,5.5236,6.07176,0.62954,0.166789,0.710454,6.607285,6.534122,-0.11656,0.27703,0.15177,4.119914,11,non,
2021-01-05,AI.PA,oui,90.66337585449219,92.035922,89.737237,2.12683,-0.041976,0.435455,90.636517,90.559286,-0.00897,1.883078,1.069761,3.82491,,non,
2021-01-05,AIR.PA,oui,82.4131851196289,68.703884,82.285576,7.118866,0.332243,0.017925,83.817786,82.090387,-0.216937,4.332041,2.567968,3.964655,4,non,
2021-01-05,ALO.PA,oui,46.311912536621094,41.325611,41.184527,3.308717,-0.005738,1.54966,44.882581,46.164689,0.300693,1.075614,1.013422,4.039255,,non,
2021-01-05,ATO.PA,oui,5503.50537109375,5190.529537,5156.054491,317.312573,-0.011163,1.09498,5460.468188,5528.849651,0.131821,107.351089,103.520779,3.776784,,non,
2021-01-05,BN.PA,oui,44.66291046142578,44.605786,41.965402,1.734564,-0.099485,1.55515,43.65104,44.745644,0.26396,0.910788,0.907277,4.155111,,non,
2021-01-05,BNP.PA,oui,29.465425491333008,25.610589,28.591393,2.611703,0.195613,0.33466,29.95028,29.496367,-0.159532,1.288223,0.937208,4.651504,10,non,
2021-01-05,CA.PA,oui,11.133096694946289,10.216928,10.333896,0.264335,0.019241,3.023443,10.284393,10.581051,0.303637,0.412986,0.552045,3.93644,31,non,
