DATE,ESPECES,TITRES,TOTAL,BASE100,APPARIEE100,DETENTION100,PART_INVESTIE,LIGNES_OUVERTES
2022-04-14,5392.65,4971.89,10364.54,103.6454,102.2328,92.8229,47.9702,7
2022-04-19,5392.65,4991.26,10383.9,103.839,102.3022,92.9543,48.0673,7
2022-04-20,5392.65,5094.53,10487.18,104.8718,103.2516,94.7489,48.5787,7
2022-04-21,5392.65,5207.13,10599.77,105.9977,104.2246,96.5868,49.1249,7
2022-04-22,5392.65,5115.6,10508.24,105.0824,103.3161,94.8729,48.6817,7
2022-04-25,5392.65,5039.19,10431.84,104.3184,102.7587,93.8216,48.3059,7
2022-04-26,5392.65,5046.84,10439.48,104.3948,102.7776,93.8573,48.3438,7
2022-04-27,5392.65,5049.18,10441.83,104.4183,102.7664,93.8362,48.3554,7
2022-04-28,5392.65,5134.18,10526.83,105.2683,103.6146,95.4378,48.7723,7
2022-04-29,5392.65,5168.51,10561.15,105.6115,103.8036,95.7947,48.9388,7
2022-05-02,5392.65,5090.14,10482.78,104.8278,102.943,94.172,48.5571,7
2022-05-03,5392.65,5183.74,10576.39,105.7639,103.7369,95.6677,49.0124,7
2022-05-04,5392.65,5149.09,10541.74,105.4174,103.3264,94.8951,48.8448,7
2022-05-05,5392.65,5142.01,10534.65,105.3465,103.1849,94.6292,48.8104,7
2022-05-06,5392.65,5080.48,10473.13,104.7313,102.5546,93.4449,48.5097,7
2022-05-09,4880.26,5393.46,10273.72,102.7372,101.0493,90.6174,52.4976,8
2022-05-10,4880.26,5415.46,10295.73,102.9573,101.2327,90.9308,52.5991,8
2022-05-11,4880.26,5589.19,10469.45,104.6945,102.6917,93.4222,53.3857,8
2022-05-12,4880.26,5493.07,10373.34,103.7334,101.8782,92.036,52.9538,8
2022-05-13,4880.26,5650.33,10530.59,105.3059,103.1604,94.2233,53.6563,8
2022-05-16,4880.26,5670.31,10550.57,105.5057,103.453,94.7215,53.7441,8
2022-05-17,4880.26,5776.66,10656.92,106.5692,104.4146,96.3598,54.2057,8
2022-05-18,4880.26,5728.22,10608.49,106.0849,103.9311,95.5366,53.9966,8
2022-05-19,4880.26,5656.97,10537.23,105.3723,103.3199,94.496,53.6855,8
2022-05-20,4880.26,5667.09,10547.35,105.4735,103.5225,94.8412,53.73,8
2022-05-23,6634.0,3959.37,10593.37,105.9337,104.0853,95.8008,37.3759,6
2022-05-24,6634.0,3797.13,10431.13,104.3113,103.0674,93.2943,36.4019,6
2022-05-25,6634.0,3841.81,10475.81,104.7581,103.5663,94.5347,36.6732,6
2022-05-26,6634.0,3955.27,10589.27,105.8927,104.3501,96.4856,37.3517,6
2022-05-27,6634.0,4018.76,10652.76,106.5276,104.6796,97.3014,37.7251,6
2022-05-30,8115.47,2575.48,10690.95,106.9095,104.8333,97.6801,24.0903,4
2022-05-31,8115.47,2515.81,10631.28,106.3128,104.4405,96.1608,23.6643,4
2022-06-01,8115.47,2513.04,10628.51,106.2851,104.2589,95.454,23.6444,4
2022-06-02,8115.47,2532.35,10647.82,106.4782,104.4698,96.2708,23.7828,4
2022-06-03,8115.47,2520.72,10636.19,106.3619,104.4444,96.1722,23.6995,4
2022-06-06,8680.68,1995.59,10676.27,106.7627,104.7449,97.34,18.6918,3
2022-06-07,8680.68,1970.15,10650.83,106.5083,104.6708,96.9713,18.4976,3
2022-06-08,8680.68,1947.5,10628.18,106.2818,104.5688,96.4606,18.3239,3
2022-06-09,8680.68,1918.81,10599.49,105.9949,104.3325,95.2709,18.1028,3
2022-06-10,8680.68,1850.27,10530.95,105.3095,103.8192,92.6817,17.5698,3
2022-06-13,8680.68,1779.41,10460.1,104.601,103.2913,89.9996,17.0115,3
2022-06-14,8680.68,1778.57,10459.25,104.5925,103.1605,89.3295,17.0047,3
2022-06-15,8680.68,1825.76,10506.44,105.0644,103.4314,90.7092,17.3776,3
2022-06-16,8680.68,1771.9,10452.58,104.5258,102.8575,87.8127,16.9518,3
2022-06-17,8680.68,1791.46,10472.14,104.7214,102.8637,87.844,17.1069,3
2022-06-20,7277.27,3280.52,10557.78,105.5778,103.0923,88.9853,31.072,5
2022-06-21,7277.27,3280.91,10558.18,105.5818,103.2195,89.3385,31.0746,5
2022-06-22,7277.27,3218.08,10495.35,104.9535,102.8726,88.3722,30.662,5
2022-06-23,7277.27,3135.31,10412.58,104.1258,102.4067,87.0671,30.1108,5
2022-06-24,7277.27,3223.45,10500.72,105.0072,103.0781,88.9629,30.6974,5
2022-06-27,7277.27,3196.56,10473.83,104.7383,102.9707,88.661,30.5195,5
2022-06-28,7277.27,3246.91,10524.18,105.2418,103.2198,89.3636,30.8519,5
2022-06-29,7277.27,3150.77,10428.04,104.2804,102.6214,87.6843,30.2144,5
2022-06-30,7277.27,3143.6,10420.87,104.2087,102.1711,86.411,30.1664,5
2022-07-01,7277.27,3166.75,10444.01,104.4401,102.2464,86.6222,30.3212,5
2022-07-04,5792.66,4592.18,10384.84,103.8484,102.1659,86.3973,44.22,7
2022-07-05,5792.66,4446.8,10239.46,102.3946,100.6575,83.5125,43.4281,7
2022-07-06,5792.66,4549.22,10341.88,103.4188,101.1264,84.4085,43.9883,7
2022-07-07,5792.66,4664.59,10457.26,104.5726,102.1911,86.4286,44.6063,7
2022-07-08,5792.66,4768.12,10560.79,105.6079,102.8891,87.752,45.1493,7
2022-07-11,6730.28,3748.41,10478.69,104.7869,102.4101,86.8473,35.7718,6
2022-07-12,6730.28,3790.85,10521.13,105.2113,102.7358,87.6194,36.0309,6
2022-07-13,6730.28,3754.89,10485.17,104.8517,102.5541,87.1893,35.8115,6
2022-07-14,6730.28,3700.44,10430.71,104.3071,102.0434,85.9768,35.4763,6
2022-07-15,6730.28,3798.98,10529.26,105.2926,102.8996,88.0103,36.0802,6
2022-07-18,6715.78,3857.7,10573.48,105.7348,103.3083,88.979,36.4847,6
2022-07-19,6715.78,3953.15,10668.93,106.6893,103.9945,90.5991,37.0529,6
2022-07-20,6715.78,3970.36,10686.14,106.8614,103.9803,90.5656,37.1543,6
2022-07-21,6715.78,4001.18,10716.96,107.1696,103.977,90.5579,37.3351,6
2022-07-22,6715.78,4020.25,10736.03,107.3603,104.186,91.0455,37.4464,6
2022-07-25,7657.91,3076.12,10734.03,107.3403,104.2596,91.2172,28.6576,5
2022-07-26,7657.91,3048.31,10706.23,107.0623,104.1057,90.7474,28.4723,5
2022-07-27,7657.91,3081.54,10739.45,107.3945,104.4366,91.7605,28.6936,5
2022-07-28,7657.91,3037.65,10695.57,106.9557,104.2197,91.0964,28.4011,5
2022-07-29,7657.91,3135.04,10792.96,107.9296,104.8491,93.0334,29.0471,5
2022-08-01,8163.06,2618.05,10781.11,107.8111,104.8079,92.9075,24.2837,4
2022-08-02,8163.06,2582.8,10745.86,107.4586,104.6715,92.4098,24.0353,4
2022-08-03,8163.06,2607.21,10770.27,107.7027,104.869,93.1351,24.2074,4
2022-08-04,8163.06,2630.76,10793.83,107.9383,104.9767,93.5302,24.3729,4
2022-08-05,8163.06,2639.65,10802.72,108.0272,104.8658,93.1248,24.4351,4
2022-08-08,8163.06,2667.12,10830.18,108.3018,105.1545,94.1738,24.6267,4
2022-08-09,8163.06,2658.03,10821.09,108.2109,105.1895,94.3015,24.5634,4
2022-08-10,8163.06,2692.36,10855.42,108.5542,105.4461,95.2378,24.802,4
2022-08-11,8163.06,2708.97,10872.03,108.7203,105.5856,95.7457,24.9168,4
2022-08-12,8163.06,2712.28,10875.35,108.7535,105.6016,95.8042,24.9397,4
2022-08-15,8163.06,2699.87,10862.93,108.6293,105.6245,95.8874,24.854,4
2022-08-16,8163.06,2718.79,10881.86,108.8186,105.7995,96.5264,24.9846,4
2022-08-17,8163.06,2664.24,10827.3,108.273,105.4991,95.4297,24.6067,4
2022-08-18,8163.06,2650.36,10813.43,108.1343,105.5591,95.6502,24.5099,4
2022-08-19,8163.06,2626.69,10789.76,107.8976,105.3429,94.851,24.3443,4
2022-08-22,8163.06,2573.12,10736.18,107.3618,104.886,93.1608,23.9668,4
2022-08-23,8163.06,2591.49,10754.56,107.5456,104.95,93.3983,24.0967,4
2022-08-24,8163.06,2569.08,10732.14,107.3214,104.922,93.2947,23.9382,4
2022-08-25,8163.06,2574.78,10737.84,107.3784,104.9611,93.4398,23.9785,4
2022-08-26,8163.06,2533.44,10696.51,106.9651,104.5923,92.0709,23.6848,4
2022-08-29,8163.06,2523.47,10686.53,106.8653,104.2957,90.9685,23.6135,4
2022-08-30,8163.06,2529.82,10692.89,106.9289,104.2527,90.8097,23.6589,4
2022-08-31,8163.06,2486.47,10649.53,106.4953,103.8645,89.3804,23.3481,4
2022-09-01,8163.06,2450.37,10613.43,106.1343,103.5105,88.0757,23.0874,4
2022-09-02,8163.06,2520.31,10683.37,106.8337,104.1604,90.4706,23.591,4
2022-09-05,8163.06,2483.31,10646.37,106.4637,103.9696,89.7683,23.3254,4
2022-09-06,8163.06,2488.89,10651.96,106.5196,103.9814,89.8121,23.3656,4
2022-09-07,8163.06,2472.45,10635.51,106.3551,104.0083,89.9115,23.2471,4
2022-09-08,8163.06,2469.48,10632.54,106.3254,104.0222,89.9629,23.2257,4
2022-09-09,8163.06,2514.9,10677.97,106.7797,104.3285,91.1038,23.5523,4
2022-09-12,7647.43,3104.73,10752.16,107.5216,104.8436,93.0134,28.8754,4
2022-09-13,7647.43,3061.49,10708.92,107.0892,104.6042,92.278,28.5882,4
2022-09-14,7647.43,3054.47,10701.9,107.019,104.4489,91.7988,28.5414,4
2022-09-15,7647.43,3066.0,10713.43,107.1343,104.253,91.1955,28.6183,4
2022-09-16,7647.43,3007.59,10655.02,106.5502,103.6525,89.3599,28.227,4
2022-09-19,6663.07,3996.36,10659.44,106.5944,103.6532,89.3621,37.4913,6
2022-09-20,6663.07,3929.14,10592.21,105.9221,102.99,87.8372,37.0946,6
2022-09-21,6663.07,3913.83,10576.91,105.7691,103.1903,88.2977,37.0036,6
2022-09-22,6663.07,3797.46,10460.53,104.6053,102.4274,86.5335,36.3027,6
2022-09-23,6663.07,3685.92,10349.0,103.49,101.5332,84.4524,35.6162,6
2022-09-26,5291.21,5075.27,10366.48,103.6648,101.4692,84.303,48.9585,7
2022-09-27,5291.21,5051.22,10342.43,103.4243,101.3098,84.0325,48.8398,7
2022-09-28,5291.21,5085.92,10377.12,103.7712,101.5746,84.4822,49.0109,7
2022-09-29,5291.21,5021.8,10313.01,103.1301,100.9923,83.4941,48.6938,7
2022-09-30,5291.21,5115.72,10406.93,104.0693,101.7685,84.8118,49.1569,7
2022-10-03,4778.71,5685.73,10464.43,104.6443,102.2788,85.677,54.3338,8
2022-10-04,4778.71,5916.87,10695.58,106.9558,104.4934,89.0914,55.3207,8
2022-10-05,4778.71,5849.84,10628.55,106.2855,104.1258,88.5248,55.0389,8
2022-10-06,4778.71,5775.91,10554.62,105.5462,103.5563,87.6451,54.724,8
2022-10-07,4778.71,5713.84,10492.55,104.9255,103.1014,86.9415,54.4562,8
2022-10-10,5322.62,5180.24,10502.87,105.0287,102.9344,86.6829,49.3222,7
2022-10-11,5322.62,5174.72,10497.35,104.9735,102.7267,86.3284,49.2955,7
2022-10-12,5322.62,5123.92,10446.54,104.4654,102.3811,85.7393,49.0489,7
2022-10-13,5322.62,5249.18,10571.81,105.7181,103.4652,87.5902,49.6526,7
2022-10-14,5322.62,5275.84,10598.47,105.9847,103.8039,88.1677,49.7793,7
2022-10-17,5322.62,5395.06,10717.69,107.1769,104.9097,90.0544,50.3379,7
2022-10-18,5322.62,5463.58,10786.21,107.8621,105.2473,90.6301,50.6534,7
2022-10-19,5322.62,5423.42,10746.04,107.4604,105.1178,90.4099,50.469,7
2022-10-20,5322.62,5454.84,10777.46,107.7746,105.4319,90.9452,50.6134,7
2022-10-21,5322.62,5428.24,10750.86,107.5086,105.2827,90.691,50.4912,7
2022-10-24,5891.38,4976.77,10868.15,108.6815,106.2563,92.3519,45.7923,6
2022-10-25,5891.38,5058.63,10950.01,109.5001,106.907,93.5871,46.1975,6
2022-10-26,5891.38,5117.93,11009.31,110.0931,107.108,93.968,46.4873,6
2022-10-27,5891.38,5101.07,10992.45,109.9245,107.1288,94.0072,46.4052,6
2022-10-28,5891.38,5144.72,11036.1,110.361,107.4783,94.668,46.6172,6
2022-10-31,10548.29,455.09,11003.38,110.0338,107.4526,94.6195,4.1359,1
2022-11-01,10548.29,458.38,11006.66,110.0666,107.5099,95.8399,4.1645,1
2022-11-02,10548.29,443.18,10991.47,109.9147,107.4581,94.7304,4.0321,1
2022-11-03,10548.29,433.6,10981.89,109.8189,107.4513,94.5828,3.9483,1
2022-11-04,10548.29,438.8,10987.09,109.8709,107.532,96.3817,3.9938,1
2022-11-07,10548.29,440.17,10988.46,109.8846,107.5443,96.657,4.0058,1
2022-11-08,10548.29,455.5,11003.79,110.0379,107.556,96.9193,4.1395,1
2022-11-09,10548.29,453.04,11001.32,110.0132,107.5595,96.9964,4.118,1
2022-11-10,10548.29,479.32,11027.6,110.276,107.6366,98.6842,4.3465,1
2022-11-11,10548.29,497.93,11046.22,110.4622,107.6861,99.7287,4.5077,1
2022-11-14,11045.92,0.0,11045.92,110.4592,107.6847,99.7005,0.0,0
2022-11-15,11045.92,0.0,11045.92,110.4592,107.6847,100.3914,0.0,0
2022-11-16,11045.92,0.0,11045.92,110.4592,107.6847,99.5139,0.0,0
2022-11-17,11045.92,0.0,11045.92,110.4592,107.6847,98.5394,0.0,0
2022-11-18,11045.92,0.0,11045.92,110.4592,107.6847,99.2894,0.0,0
2022-11-21,11045.92,0.0,11045.92,110.4592,107.6847,99.0767,0.0,0
2022-11-22,11045.92,0.0,11045.92,110.4592,107.6847,99.9484,0.0,0
2022-11-23,11045.92,0.0,11045.92,110.4592,107.6847,99.9618,0.0,0
2022-11-24,11045.92,0.0,11045.92,110.4592,107.6847,100.2947,0.0,0
2022-11-25,11045.92,0.0,11045.92,110.4592,107.6847,100.6076,0.0,0
2022-11-28,11045.92,0.0,11045.92,110.4592,107.6847,99.3148,0.0,0
2022-11-29,11045.92,0.0,11045.92,110.4592,107.6847,99.6291,0.0,0
2022-11-30,11045.92,0.0,11045.92,110.4592,107.6847,100.2815,0.0,0
2022-12-01,11045.92,0.0,11045.92,110.4592,107.6847,100.7028,0.0,0
2022-12-02,11045.92,0.0,11045.92,110.4592,107.6847,100.746,0.0,0
2022-12-05,11045.92,0.0,11045.92,110.4592,107.6847,99.8547,0.0,0
2022-12-06,11045.92,0.0,11045.92,110.4592,107.6847,99.9684,0.0,0
2022-12-07,11045.92,0.0,11045.92,110.4592,107.6847,99.3292,0.0,0
2022-12-08,11045.92,0.0,11045.92,110.4592,107.6847,99.296,0.0,0
2022-12-09,11045.92,0.0,11045.92,110.4592,107.6847,100.0876,0.0,0
2022-12-12,11045.92,0.0,11045.92,110.4592,107.6847,99.5547,0.0,0
2022-12-13,11045.92,0.0,11045.92,110.4592,107.6847,100.8009,0.0,0
2022-12-14,11045.92,0.0,11045.92,110.4592,107.6847,100.3924,0.0,0
2022-12-15,11045.92,0.0,11045.92,110.4592,107.6847,98.0824,0.0,0
2022-12-16,11045.92,0.0,11045.92,110.4592,107.6847,96.774,0.0,0
2022-12-19,10098.66,938.62,11037.28,110.3728,107.6847,96.9395,8.5041,2
2022-12-20,10098.66,929.32,11027.98,110.2798,107.6465,96.5345,8.4269,2
2022-12-21,10098.66,944.26,11042.92,110.4292,107.8115,98.2902,8.5508,2
2022-12-22,10098.66,939.47,11038.13,110.3813,107.7477,97.6103,8.5111,2
2022-12-23,10098.66,936.66,11035.33,110.3533,107.745,97.5819,8.4879,2
2022-12-27,9549.53,1484.58,11034.11,110.3411,107.8071,98.244,13.4545,3
2022-12-28,9549.53,1468.57,11018.09,110.1809,107.6839,97.4098,13.3287,3
2022-12-29,9549.53,1485.63,11035.15,110.3515,107.7724,98.0103,13.4627,3
2022-12-30,9549.53,1469.65,11019.17,110.1917,107.5999,96.8453,13.3372,3
2023-01-02,9549.53,1485.67,11035.19,110.3519,107.8672,98.6488,13.463,3
2023-01-03,9549.53,1493.11,11042.64,110.4264,107.8993,98.8671,13.5213,3
2023-01-04,9549.53,1505.61,11055.14,110.5514,108.0701,100.0246,13.6191,3
2023-01-05,9549.53,1506.42,11055.95,110.5595,108.1254,100.4,13.6255,3
2023-01-06,9549.53,1501.07,11050.6,110.506,108.2897,101.5199,13.5836,3
2023-01-09,8999.65,2064.72,11064.37,110.6437,108.3739,102.1009,18.6609,3
2023-01-10,8999.65,2052.57,11052.22,110.5222,108.2925,101.6898,18.5715,3
2023-01-11,8999.65,2062.21,11061.87,110.6187,108.3866,102.1659,18.6426,3
2023-01-12,8999.65,2096.05,11095.7,110.957,108.6958,103.7293,18.8907,3
2023-01-13,8999.65,2096.43,11096.08,110.9608,108.7728,104.1181,18.8934,3
2023-01-16,9470.08,1625.1,11095.18,110.9518,108.7777,104.1431,14.6469,2
2023-01-17,9470.08,1559.99,11030.07,110.3007,108.7172,103.7477,14.143,2
2023-01-18,9470.08,1560.14,11030.22,110.3022,108.8382,104.5637,14.1442,2
2023-01-19,9470.08,1552.47,11022.55,110.2255,108.6239,103.1081,14.0845,2
2023-01-20,9470.08,1559.65,11029.73,110.2973,108.7291,103.8171,14.1404,2
2023-01-23,9470.08,1567.39,11037.47,110.3747,108.8249,104.4643,14.2007,2
2023-01-24,9470.08,1612.02,11082.1,110.821,108.9462,105.2839,14.5462,2
2023-01-25,9470.08,1618.73,11088.81,110.8881,108.8941,104.9383,14.5979,2
2023-01-26,9470.08,1623.96,11094.04,110.9404,108.9651,105.407,14.6382,2
2023-01-27,9470.08,1618.06,11088.14,110.8814,108.9734,105.4616,14.5927,2
2023-01-30,9470.08,1621.56,11091.63,110.9163,108.9133,105.0632,14.6196,2
2023-01-31,9470.08,1622.42,11092.5,110.925,108.8583,104.6999,14.6263,2
2023-02-01,9470.08,1648.64,11118.72,111.1872,108.9564,105.3453,14.8276,2
2023-02-02,9470.08,1665.14,11135.22,111.3522,109.2603,107.3271,14.9538,2
2023-02-03,9470.08,1716.46,11186.54,111.8654,109.4642,108.6663,15.344,2
2023-02-06,9583.94,1578.63,11162.56,111.6256,109.2297,107.1494,14.1422,2
2023-02-07,9583.94,1580.35,11164.29,111.6429,109.1898,106.8726,14.1554,2
2023-02-08,9583.94,1590.84,11174.78,111.7478,109.181,106.8113,14.236,2
2023-02-09,9583.94,1602.73,11186.67,111.8667,109.2974,107.6112,14.3272,2
2023-02-10,9583.94,1626.78,11210.72,112.1072,109.2266,107.1247,14.5109,2
2023-02-13,9051.49,2160.15,11211.65,112.1165,109.3457,107.9297,19.2671,3
2023-02-14,9051.49,2174.98,11226.47,112.2647,109.3976,108.1955,19.3736,3
2023-02-15,9051.49,2193.43,11244.93,112.4493,109.6754,109.614,19.506,3
2023-02-16,9051.49,2227.31,11278.8,112.788,109.8067,110.2867,19.7477,3
2023-02-17,9051.49,2229.32,11280.81,112.8081,109.8097,110.3019,19.762,3
2023-02-20,9051.49,2226.29,11277.79,112.7779,109.7067,109.7781,19.7405,3
2023-02-21,9051.49,2277.53,11329.02,113.2902,109.7162,109.8263,20.1035,3
2023-02-22,9051.49,2261.85,11313.34,113.1334,109.6688,109.5905,19.9927,3
2023-02-23,9051.49,2280.32,11331.82,113.3182,109.8437,110.4647,20.1232,3
2023-02-24,9051.49,2250.43,11301.93,113.0193,109.7524,110.0081,19.9119,3
2023-02-27,9051.49,2263.15,11314.64,113.1464,109.9025,110.7639,20.0019,3
2023-02-28,9051.49,2248.47,11299.96,112.9996,109.8124,110.3098,19.898,3
2023-03-01,9051.49,2215.95,11267.44,112.6744,109.7732,110.1122,19.6668,3
2023-03-02,9051.49,2242.36,11293.86,112.9386,109.8871,110.6931,19.8547,3
2023-03-03,9051.49,2255.27,11306.77,113.0677,110.0769,111.6559,19.9462,3
2023-03-06,9051.49,2268.54,11320.03,113.2003,110.1811,112.1859,20.04,3
2023-03-07,9051.49,2271.29,11322.78,113.2278,110.0948,111.7474,20.0594,3
2023-03-08,9051.49,2275.77,11327.27,113.2727,110.0561,111.5513,20.0911,3
2023-03-09,9051.49,2271.56,11323.06,113.2306,109.9732,111.1333,20.0614,3
2023-03-10,9051.49,2254.31,11305.8,113.058,109.7119,109.8171,19.9394,3
2023-03-13,7989.24,3210.18,11199.42,111.9942,108.9989,106.2375,28.6638,5
2023-03-14,7989.24,3274.44,11263.68,112.6368,109.5892,108.2451,29.0708,5
2023-03-15,7989.24,3131.51,11120.75,111.2075,108.4161,104.259,28.1591,5
2023-03-16,7989.24,3187.87,11177.11,111.7711,108.9515,106.0877,28.5214,5
2023-03-17,7989.24,3125.04,11114.28,111.1428,108.3933,104.1818,28.1173,5
2023-03-20,4898.64,6294.09,11192.73,111.9273,108.7327,105.3419,56.2337,8
2023-03-21,4898.64,6450.24,11348.88,113.4888,110.015,107.5511,56.8359,8
2023-03-22,4898.64,6445.23,11343.87,113.4387,109.9516,107.4421,56.8169,8
2023-03-23,4898.64,6399.41,11298.05,112.9805,109.5623,106.7725,56.6417,8
2023-03-24,4898.64,6200.55,11099.19,110.9919,107.841,103.811,55.8649,8
2023-03-27,4346.73,6830.23,11176.96,111.7696,108.491,104.9311,61.1099,9
2023-03-28,4346.73,6857.84,11204.57,112.0457,108.5676,105.0522,61.2058,9
2023-03-29,4346.73,6975.99,11322.72,113.2272,109.6608,106.7806,61.6105,9
