DATE,TICKER,EXECUTION,CLOSE_AJUSTE,CLOSE_REEL,VAL_120,S_120,ECART_S,TAUX_120,TAUX_20,SOUS_BAS,AU_DESSUS,SEUIL_4_FRANCHI,ACHETABLE_SANS_VETO,ACHETABLE_AVEC_VETO,SIGNAL
2024-07-26,SAF.PA,2024-07-29,198.8965,198.8965,205.582,7.5372,-0.887,0.0744,-0.0566,non,non,non,non,non,dans la bande
2024-07-26,AIR.PA,2024-07-29,125.6996,125.6996,135.2293,9.2274,-1.0328,-0.1144,-0.158,oui,non,oui,oui,non,candidate à l'achat
2024-07-26,PUB.PA,2024-07-29,90.2589,90.2589,93.1569,2.3169,-1.2508,0.0569,-0.0746,oui,non,non,oui,non,candidate à l'achat
2024-07-26,SGO.PA,2024-07-29,75.5522,75.5522,75.6485,2.5109,-0.0383,0.1541,0.1901,non,non,non,non,non,dans la bande
2024-07-26,MC.PA,2024-07-29,631.2653,631.2653,658.6792,20.1707,-1.3591,-0.174,-0.3885,oui,non,non,oui,non,candidate à l'achat
2024-07-26,CAP.PA,2024-07-29,178.8436,178.8436,176.2072,6.1135,0.4312,-0.136,0.1491,non,non,oui,non,non,dans la bande
2024-08-02,ENGI.PA,2024-08-05,13.0794,13.0794,12.8425,0.655,0.3617,0.0372,0.2333,non,non,non,non,non,dans la bande
2024-08-02,AC.PA,2024-08-05,31.2361,31.2361,36.0452,1.4169,-3.3941,-0.0397,-0.7607,oui,non,oui,oui,non,candidate à l'achat
2024-08-02,EN.PA,2024-08-05,28.4611,28.4611,29.3166,1.4279,-0.5991,-0.0791,-0.0097,non,non,oui,non,non,dans la bande
2024-08-02,TTE.PA,2024-08-05,54.6956,54.6956,58.0423,2.6031,-1.2857,0.042,-0.1752,oui,non,oui,oui,non,candidate à l'achat
2024-08-02,SAF.PA,2024-08-05,186.9177,186.9177,202.7344,6.6102,-2.3928,0.0411,-0.1811,oui,non,oui,oui,non,candidate à l'achat
2024-08-02,AIR.PA,2024-08-05,126.6598,126.6598,132.2976,8.8418,-0.6376,-0.1425,0.0001,non,non,oui,non,non,dans la bande
2024-08-02,PUB.PA,2024-08-05,83.704,83.704,92.3288,2.4876,-3.4671,0.0389,-0.2698,oui,non,oui,oui,non,candidate à l'achat
2024-08-02,SGO.PA,2024-08-05,69.9333,69.9333,75.7189,2.59,-2.2338,0.1443,-0.0223,oui,non,non,oui,non,candidate à l'achat
2024-08-02,MC.PA,2024-08-05,600.2303,600.2303,641.5253,17.8061,-2.3192,-0.2013,-0.553,oui,non,non,oui,non,candidate à l'achat
2024-08-02,CAP.PA,2024-08-05,169.847,169.847,173.3976,5.363,-0.6621,-0.1539,-0.1665,non,non,oui,non,non,dans la bande
2024-08-09,ENGI.PA,2024-08-12,13.3775,13.3775,12.8461,0.6352,0.8366,0.0283,0.4613,non,non,non,non,non,dans la bande
2024-08-09,AC.PA,2024-08-12,31.9638,31.9638,34.9046,1.429,-2.0579,-0.0865,-1.0323,oui,non,oui,oui,non,candidate à l'achat
2024-08-09,EN.PA,2024-08-12,28.4793,28.4793,28.8066,1.3004,-0.2517,-0.1044,-0.2695,non,non,oui,non,non,dans la bande
2024-08-09,TTE.PA,2024-08-12,54.8835,54.8835,57.2315,2.6078,-0.9004,0.0156,-0.247,non,non,oui,non,non,dans la bande
2024-08-09,SAF.PA,2024-08-12,188.2867,188.2867,199.3174,6.4013,-1.7232,0.0095,-0.3334,oui,non,oui,oui,non,candidate à l'achat
2024-08-09,AIR.PA,2024-08-12,129.0221,129.0221,129.196,7.9096,-0.022,-0.1741,0.1071,non,non,oui,non,non,dans la bande
2024-08-09,PUB.PA,2024-08-12,83.7224,83.7224,90.8932,2.9997,-2.3905,0.0148,-0.5595,oui,non,oui,oui,non,candidate à l'achat
2024-08-09,SGO.PA,2024-08-12,70.1041,70.1041,75.1138,2.8763,-1.7417,0.1234,-0.4386,oui,non,non,oui,non,candidate à l'achat
2024-08-09,MC.PA,2024-08-12,605.4663,605.4663,624.2108,16.0468,-1.1681,-0.2271,-0.6434,oui,non,non,oui,non,candidate à l'achat
2024-08-09,CAP.PA,2024-08-12,166.9112,166.9112,170.7827,5.4205,-0.7142,-0.1643,-0.6515,non,non,oui,non,non,dans la bande
2024-08-16,ENGI.PA,2024-08-19,13.6448,13.6448,12.9115,0.6319,1.1606,0.0269,0.5314,non,oui,non,non,non,au-dessus du bord haut
2024-08-16,AC.PA,2024-08-19,33.5233,33.5233,34.1915,1.426,-0.4686,-0.1112,-0.5629,non,non,oui,non,non,dans la bande
2024-08-16,EN.PA,2024-08-19,28.6977,28.6977,28.3977,1.1687,0.2567,-0.1233,-0.2232,non,non,oui,non,non,dans la bande
2024-08-16,TTE.PA,2024-08-19,55.7602,55.7602,56.5813,2.428,-0.3382,-0.0081,-0.0809,non,non,non,non,non,dans la bande
2024-08-16,SAF.PA,2024-08-19,192.6382,192.6382,196.9062,6.0849,-0.7014,-0.0124,-0.301,non,non,oui,non,non,dans la bande
2024-08-16,AIR.PA,2024-08-19,132.1526,132.1526,126.4979,6.6291,0.853,-0.2017,0.2017,non,non,oui,non,non,dans la bande
2024-08-16,PUB.PA,2024-08-19,86.7237,86.7237,89.8396,3.1546,-0.9877,-0.0032,-0.4608,non,non,oui,non,non,dans la bande
2024-08-16,SGO.PA,2024-08-19,72.0594,72.0594,74.7464,3.0046,-0.8943,0.1079,-0.3634,non,non,non,non,non,dans la bande
2024-08-16,MC.PA,2024-08-19,626.5053,626.5053,613.2415,15.2038,0.8724,-0.2378,-0.2903,non,non,non,non,non,dans la bande
2024-08-16,CAP.PA,2024-08-19,170.936,170.936,169.0513,5.4123,0.3482,-0.1669,-0.576,non,non,oui,non,non,dans la bande
2024-08-23,ENGI.PA,2024-08-26,13.5966,13.5966,12.9762,0.6287,0.9867,0.0257,0.4211,non,non,non,non,non,dans la bande
2024-08-23,AC.PA,2024-08-26,35.0638,35.0638,33.7701,1.3194,0.9805,-0.1262,0.2646,non,non,oui,non,non,dans la bande
2024-08-23,EN.PA,2024-08-26,29.2165,29.2165,28.1893,1.1344,0.9056,-0.1295,0.0372,non,non,oui,non,non,dans la bande
2024-08-23,TTE.PA,2024-08-26,55.6081,55.6081,55.9403,2.1203,-0.1567,-0.0316,0.0829,non,non,non,non,non,dans la bande
2024-08-23,SAF.PA,2024-08-26,192.736,192.736,195.0338,5.5865,-0.4113,-0.0294,-0.0346,non,non,oui,non,non,dans la bande
2024-08-23,AIR.PA,2024-08-26,135.2063,135.2063,125.0483,6.0189,1.6877,-0.2135,0.274,non,oui,oui,non,non,au-dessus du bord haut
2024-08-23,PUB.PA,2024-08-26,88.9885,88.9885,89.1644,3.0791,-0.0572,-0.0165,0.017,non,non,non,non,non,dans la bande
2024-08-23,SGO.PA,2024-08-26,73.7679,73.7679,74.6771,2.9927,-0.3038,0.0971,0.0156,non,non,non,non,non,dans la bande
2024-08-23,MC.PA,2024-08-26,648.4011,648.4011,609.1196,16.3804,2.3981,-0.2351,0.3334,non,oui,non,non,non,au-dessus du bord haut
2024-08-23,CAP.PA,2024-08-26,172.8774,172.8774,168.47,5.4259,0.8123,-0.1599,0.0011,non,non,oui,non,non,dans la bande
2024-08-30,ENGI.PA,2024-09-02,13.9648,13.9648,13.0852,0.6421,1.3698,0.031,0.2945,non,oui,non,non,non,au-dessus du bord haut
2024-08-30,AC.PA,2024-09-02,35.9806,35.9806,33.6522,1.2721,1.8304,-0.1297,0.89,non,oui,non,non,non,au-dessus du bord haut
2024-08-30,EN.PA,2024-09-02,29.4987,29.4987,28.0787,1.1285,1.2583,-0.1306,0.2399,non,oui,oui,non,non,au-dessus du bord haut
2024-08-30,TTE.PA,2024-09-02,55.635,55.635,55.3811,1.7246,0.1472,-0.0522,0.2205,non,non,non,non,non,dans la bande
2024-08-30,SAF.PA,2024-09-02,193.5672,193.5672,193.4508,4.9507,0.0235,-0.0438,0.229,non,non,oui,non,non,dans la bande
2024-08-30,AIR.PA,2024-09-02,133.3049,133.3049,124.2081,5.8553,1.5536,-0.2173,0.3507,non,oui,non,non,non,au-dessus du bord haut
2024-08-30,PUB.PA,2024-09-02,91.5294,91.5294,88.8574,2.8414,0.9404,-0.0264,0.5786,non,non,non,non,non,dans la bande
2024-08-30,SGO.PA,2024-09-02,75.0587,75.0587,74.6083,2.9105,0.1548,0.0845,0.4615,non,non,non,non,non,dans la bande
2024-08-30,MC.PA,2024-09-02,641.9276,641.9276,606.1939,17.7285,2.0156,-0.2287,0.5005,non,oui,non,non,non,au-dessus du bord haut
2024-08-30,CAP.PA,2024-09-02,177.5651,177.5651,168.8006,5.4231,1.6161,-0.1452,0.35,non,oui,oui,non,non,au-dessus du bord haut
2024-09-06,ENGI.PA,2024-09-09,14.127,14.127,13.2076,0.6583,1.3967,0.0375,0.2212,non,oui,non,non,non,au-dessus du bord haut
2024-09-06,AC.PA,2024-09-09,35.6971,35.6971,33.7499,1.3508,1.4415,-0.121,0.7263,non,oui,non,non,non,au-dessus du bord haut
2024-09-06,EN.PA,2024-09-09,29.1073,29.1073,28.0499,1.1529,0.9172,-0.1261,0.1975,non,non,non,non,non,dans la bande
2024-09-06,TTE.PA,2024-09-09,53.5505,53.5505,54.7165,1.4688,-0.7938,-0.0712,-0.1069,non,non,oui,non,non,dans la bande
2024-09-06,SAF.PA,2024-09-09,188.0912,188.0912,191.758,4.635,-0.7911,-0.056,0.0096,non,non,oui,non,non,dans la bande
2024-09-06,AIR.PA,2024-09-09,123.2413,123.2413,122.7261,5.7031,0.0903,-0.2239,-0.0931,non,non,non,non,non,dans la bande
2024-09-06,PUB.PA,2024-09-09,87.5891,87.5891,88.346,2.6665,-0.2838,-0.0371,0.3216,non,non,non,non,non,dans la bande
2024-09-06,SGO.PA,2024-09-09,71.2241,71.2241,74.3983,2.8376,-1.1186,0.0701,0.2427,oui,non,non,oui,oui,candidate à l'achat
2024-09-06,MC.PA,2024-09-09,582.6185,582.6185,601.7572,17.7588,-1.0777,-0.2218,-0.0512,oui,non,non,oui,non,candidate à l'achat
2024-09-06,CAP.PA,2024-09-09,170.5099,170.5099,169.2066,5.2307,0.2491,-0.1297,0.2248,non,non,non,non,non,dans la bande
2024-09-13,ENGI.PA,2024-09-16,13.9034,13.9034,13.3264,0.6714,0.8594,0.0439,0.1894,non,non,non,non,non,dans la bande
2024-09-13,AC.PA,2024-09-16,36.2452,36.2452,33.936,1.4171,1.6296,-0.1067,0.3563,non,oui,non,non,non,au-dessus du bord haut
2024-09-13,EN.PA,2024-09-16,28.807,28.807,28.0078,1.165,0.6859,-0.1203,-0.0173,non,non,non,non,non,dans la bande
2024-09-13,TTE.PA,2024-09-16,54.633,54.633,54.1207,1.2014,0.4264,-0.087,-0.2174,non,non,oui,non,non,dans la bande
2024-09-13,SAF.PA,2024-09-16,198.7987,198.7987,191.2881,4.6342,1.6207,-0.0577,0.0419,non,oui,non,non,non,au-dessus du bord haut
2024-09-13,AIR.PA,2024-09-16,125.3155,125.3155,121.6972,5.733,0.6311,-0.2211,-0.4914,non,non,non,non,non,dans la bande
2024-09-13,PUB.PA,2024-09-16,88.8412,88.8412,87.7337,2.4866,0.4454,-0.0484,-0.0161,non,non,non,non,non,dans la bande
2024-09-13,SGO.PA,2024-09-16,74.8119,74.8119,74.2457,2.7639,0.2049,0.0583,0.0356,non,non,non,non,non,dans la bande
2024-09-13,MC.PA,2024-09-16,578.9058,578.9058,591.8869,17.9329,-0.7239,-0.2278,-0.7197,non,non,non,non,non,dans la bande
2024-09-13,CAP.PA,2024-09-16,182.9157,182.9157,170.1794,5.575,2.2846,-0.1129,0.2284,non,oui,non,non,non,au-dessus du bord haut
2024-09-20,ENGI.PA,2024-09-23,13.8465,13.8465,13.426,0.6793,0.6189,0.0488,0.0512,non,non,non,non,non,dans la bande
2024-09-20,AC.PA,2024-09-23,37.2281,37.2281,34.2945,1.504,1.9506,-0.0853,0.19,non,oui,non,non,non,au-dessus du bord haut
2024-09-20,EN.PA,2024-09-23,29.1346,29.1346,28.0946,1.1931,0.8717,-0.1083,-0.0172,non,non,non,non,non,dans la bande
2024-09-20,TTE.PA,2024-09-23,55.456,55.456,53.8642,1.0792,1.475,-0.0917,-0.0905,non,oui,non,non,non,au-dessus du bord haut
2024-09-20,SAF.PA,2024-09-23,205.546,205.546,191.9526,4.9847,2.727,-0.052,0.2903,non,oui,non,non,non,au-dessus du bord haut
2024-09-20,AIR.PA,2024-09-23,125.642,125.642,121.0171,5.7853,0.7994,-0.2143,-0.4804,non,non,non,non,non,dans la bande
2024-09-20,PUB.PA,2024-09-23,91.3637,91.3637,87.6545,2.4451,1.517,-0.0505,-0.0308,non,oui,non,non,non,au-dessus du bord haut
2024-09-20,SGO.PA,2024-09-23,79.14,79.14,74.7623,2.8117,1.557,0.0599,0.2885,non,oui,non,non,non,au-dessus du bord haut
2024-09-20,MC.PA,2024-09-23,563.4835,563.4835,582.1832,18.1461,-1.0305,-0.2337,-0.7878,oui,non,oui,oui,non,candidate à l'achat
2024-09-20,CAP.PA,2024-09-23,178.086,178.086,171.2775,5.9633,1.1417,-0.0972,0.2545,non,oui,non,non,non,au-dessus du bord haut
2024-09-27,ENGI.PA,2024-09-30,13.7018,13.7018,13.4925,0.681,0.3073,0.0501,-0.0865,non,non,non,non,non,dans la bande
2024-09-27,AC.PA,2024-09-30,38.5419,38.5419,34.7372,1.6481,2.3085,-0.064,0.3305,non,oui,non,non,non,au-dessus du bord haut
2024-09-27,EN.PA,2024-09-30,28.1972,28.1972,27.9441,1.1877,0.2131,-0.1102,-0.1642,non,non,non,non,non,dans la bande
2024-09-27,TTE.PA,2024-09-30,53.5906,53.5906,53.75,1.1106,-0.1435,-0.0894,0.0632,non,non,non,non,non,dans la bande
2024-09-27,SAF.PA,2024-09-30,208.6751,208.6751,193.7882,5.9159,2.5164,-0.0398,0.6394,non,oui,non,non,non,au-dessus du bord haut
2024-09-27,AIR.PA,2024-09-30,128.5036,128.5036,120.968,5.9764,1.2609,-0.2025,0.0274,non,oui,non,non,non,au-dessus du bord haut
2024-09-27,PUB.PA,2024-09-30,92.984,92.984,87.9665,2.5557,1.9633,-0.0466,0.2959,non,oui,non,non,non,au-dessus du bord haut
2024-09-27,SGO.PA,2024-09-30,78.9502,78.9502,75.401,2.8699,1.2367,0.0636,0.5059,non,oui,non,non,non,au-dessus du bord haut
2024-09-27,MC.PA,2024-09-30,669.6305,669.6305,578.4369,20.8421,4.3754,-0.2304,-0.0229,non,oui,non,non,non,au-dessus du bord haut
2024-09-27,CAP.PA,2024-09-30,189.3081,189.3081,172.5843,6.3439,2.6362,-0.0803,0.3012,non,oui,non,non,non,au-dessus du bord haut
2024-10-04,ENGI.PA,2024-10-07,13.5177,13.5177,13.5242,0.6808,-0.0096,0.049,-0.2029,non,non,non,non,non,dans la bande
2024-10-04,AC.PA,2024-10-07,37.3888,37.3888,34.8334,1.6759,1.5248,-0.0597,0.1604,non,oui,non,non,non,au-dessus du bord haut
2024-10-04,EN.PA,2024-10-07,26.6135,26.6135,27.5811,1.1901,-0.813,-0.1218,-0.4514,non,non,non,non,non,dans la bande
2024-10-04,TTE.PA,2024-10-07,56.7617,56.7617,53.7291,1.163,2.6077,-0.0839,0.0692,non,oui,non,non,non,au-dessus du bord haut
2024-10-04,SAF.PA,2024-10-07,203.3947,203.3947,194.912,6.2624,1.3545,-0.0319,0.404,non,oui,non,non,non,au-dessus du bord haut
2024-10-04,AIR.PA,2024-10-07,121.8009,121.8009,120.0556,6.0054,0.2906,-0.1998,-0.0447,non,non,non,non,non,dans la bande
2024-10-04,PUB.PA,2024-10-07,89.0621,89.0621,87.7715,2.524,0.5113,-0.0491,0.1443,non,non,non,non,non,dans la bande
2024-10-04,SGO.PA,2024-10-07,77.4885,77.4885,75.567,2.7572,0.6969,0.0561,0.3347,non,non,non,non,non,dans la bande
2024-10-04,MC.PA,2024-10-07,630.1229,630.1229,579.6663,23.918,2.1096,-0.2173,0.6852,non,oui,non,non,non,au-dessus du bord haut
2024-10-04,CAP.PA,2024-10-07,178.9856,178.9856,173.307,6.5483,0.8672,-0.0702,0.0881,non,non,non,non,non,dans la bande
2024-10-11,ENGI.PA,2024-10-14,13.8552,13.8552,13.5645,0.6815,0.4266,0.0499,-0.1698,non,non,non,non,non,dans la bande
2024-10-11,AC.PA,2024-10-14,38.2394,38.2394,35.1738,1.7447,1.7571,-0.0438,0.0878,non,oui,non,non,non,au-dessus du bord haut
2024-10-11,EN.PA,2024-10-14,26.8501,26.8501,27.242,1.1899,-0.3294,-0.1311,-0.6325,non,non,non,non,non,dans la bande
2024-10-11,TTE.PA,2024-10-14,56.508,56.508,54.0214,1.2801,1.9425,-0.0713,0.1519,non,oui,non,non,non,au-dessus du bord haut
2024-10-11,SAF.PA,2024-10-14,200.2655,200.2655,195.1691,6.3055,0.8083,-0.0291,-0.072,non,non,non,non,non,dans la bande
2024-10-11,AIR.PA,2024-10-14,127.6393,127.6393,119.5858,6.0333,1.3348,-0.1914,-0.1602,non,oui,non,non,non,au-dessus du bord haut
2024-10-11,PUB.PA,2024-10-14,89.725,89.725,87.7196,2.5057,0.8003,-0.0487,-0.0995,non,non,non,non,non,dans la bande
2024-10-11,SGO.PA,2024-10-14,78.2668,78.2668,75.6494,2.5096,1.043,0.0454,0.0334,non,oui,non,non,non,au-dessus du bord haut
2024-10-11,MC.PA,2024-10-14,621.7454,621.7454,581.289,25.8861,1.5629,-0.2017,0.6176,non,oui,non,non,non,au-dessus du bord haut
2024-10-11,CAP.PA,2024-10-14,172.0724,172.0724,172.7867,6.5359,-0.1093,-0.0693,-0.2611,non,non,non,non,non,dans la bande
2024-10-18,ENGI.PA,2024-10-21,13.9648,13.9648,13.6978,0.6819,0.3915,0.0617,0.1118,non,non,non,non,non,dans la bande
2024-10-18,AC.PA,2024-10-21,39.676,39.676,35.8343,1.8857,2.0372,-0.0153,0.2986,non,oui,non,non,non,au-dessus du bord haut
2024-10-18,EN.PA,2024-10-21,27.469,27.469,27.0613,1.1898,0.3426,-0.132,-0.2436,non,non,non,non,non,dans la bande
2024-10-18,TTE.PA,2024-10-21,54.0527,54.0527,54.0449,1.2406,0.0062,-0.0638,0.0212,non,non,non,non,non,dans la bande
2024-10-18,SAF.PA,2024-10-21,210.3375,210.3375,196.4434,6.6621,2.0856,-0.0209,-0.1131,non,oui,non,non,non,au-dessus du bord haut
2024-10-18,AIR.PA,2024-10-21,134.0155,134.0155,120.357,6.5568,2.0831,-0.1739,0.1787,non,oui,non,non,non,au-dessus du bord haut
2024-10-18,PUB.PA,2024-10-21,93.4443,93.4443,88.1649,2.6466,1.9948,-0.0399,-0.0142,non,oui,non,non,non,au-dessus du bord haut
2024-10-18,SGO.PA,2024-10-21,80.4688,80.4688,76.2881,2.5899,1.6143,0.0503,0.1051,non,oui,non,non,non,au-dessus du bord haut
2024-10-18,MC.PA,2024-10-21,593.2808,593.2808,577.0327,26.0275,0.6243,-0.1983,-0.1886,non,non,non,non,non,dans la bande
2024-10-18,CAP.PA,2024-10-21,174.7714,174.7714,172.3605,6.5201,0.3698,-0.0679,-0.358,non,non,non,non,non,dans la bande
2024-10-25,ENGI.PA,2024-10-28,13.7193,13.7193,13.8288,0.6496,-0.1685,0.0777,0.1597,non,non,non,non,non,dans la bande
2024-10-25,AC.PA,2024-10-28,39.4964,39.4964,36.5744,1.9953,1.4645,0.0154,0.5982,non,oui,non,non,non,au-dessus du bord haut
2024-10-25,EN.PA,2024-10-28,26.7409,26.7409,26.9298,1.1784,-0.1604,-0.128,0.0246,non,non,non,non,non,dans la bande
2024-10-25,TTE.PA,2024-10-28,54.6054,54.6054,54.0863,1.1845,0.4382,-0.0561,-0.098,non,non,non,non,non,dans la bande
2024-10-25,SAF.PA,2024-10-28,206.8172,206.8172,198.0596,6.8968,1.2698,-0.0083,0.1227,non,oui,non,non,non,au-dessus du bord haut
2024-10-25,AIR.PA,2024-10-28,134.899,134.899,122.1573,6.9938,1.8219,-0.1425,0.6747,non,oui,non,non,non,au-dessus du bord haut
2024-10-25,PUB.PA,2024-10-28,91.4926,91.4926,88.7393,2.6883,1.0242,-0.0273,0.2153,non,oui,non,non,non,au-dessus du bord haut
2024-10-25,SGO.PA,2024-10-28,77.7163,77.7163,76.9003,2.594,0.3146,0.0593,0.1109,non,non,non,non,non,dans la bande
2024-10-25,MC.PA,2024-10-28,596.8984,596.8984,574.9953,25.8005,0.8489,-0.1883,-0.5788,non,non,non,non,non,dans la bande
2024-10-25,CAP.PA,2024-10-28,165.7748,165.7748,171.8889,6.4675,-0.9454,-0.0646,-0.3627,non,non,non,non,non,dans la bande
2024-11-01,ENGI.PA,2024-11-04,13.5177,13.5177,13.9465,0.595,-0.7207,0.0939,-0.0158,non,non,non,non,non,dans la bande
2024-11-01,AC.PA,2024-11-04,39.5531,39.5531,37.2781,2.0086,1.1327,0.0449,0.3628,non,oui,non,non,non,au-dessus du bord haut
2024-11-01,EN.PA,2024-11-04,27.0412,27.0412,26.8849,1.1272,0.1387,-0.1173,0.0029,non,non,non,non,non,dans la bande
2024-11-01,TTE.PA,2024-11-04,52.4581,52.4581,53.9714,1.1192,-1.3521,-0.0517,-0.3784,oui,non,non,oui,non,candidate à l'achat
2024-11-01,SAF.PA,2024-11-04,205.8393,205.8393,199.3409,6.9955,0.9289,0.0016,0.1768,non,non,non,non,non,dans la bande
2024-11-01,AIR.PA,2024-11-04,135.9745,135.9745,124.0374,7.1432,1.6711,-0.1101,0.5711,non,oui,non,non,non,au-dessus du bord haut
2024-11-01,PUB.PA,2024-11-04,90.2221,90.2221,89.3139,2.6561,0.342,-0.0141,0.1103,non,non,non,non,non,dans la bande
2024-11-01,SGO.PA,2024-11-04,80.1841,80.1841,77.7598,2.4851,0.9755,0.0751,0.0489,non,non,non,non,non,dans la bande
2024-11-01,MC.PA,2024-11-04,581.6665,581.6665,574.6843,25.0686,0.2785,-0.1738,-0.3836,non,non,non,non,non,dans la bande
2024-11-01,CAP.PA,2024-11-04,155.3103,155.3103,169.9959,6.8312,-2.1498,-0.0696,-0.554,oui,non,non,oui,non,candidate à l'achat
2024-11-08,ENGI.PA,2024-11-11,13.3117,13.3117,14.0094,0.5536,-1.2604,0.1035,-0.3193,oui,non,non,oui,non,candidate à l'achat
2024-11-08,AC.PA,2024-11-11,41.5946,41.5946,38.0134,2.0149,1.7773,0.0738,0.1691,non,oui,non,non,non,au-dessus du bord haut
2024-11-08,EN.PA,2024-11-11,27.2233,27.2233,26.9203,1.0724,0.2825,-0.1033,-0.0269,non,non,non,non,non,dans la bande
2024-11-08,TTE.PA,2024-11-11,51.4977,51.4977,53.658,1.1407,-1.8939,-0.0538,-0.3135,oui,non,non,oui,non,candidate à l'achat
2024-11-08,SAF.PA,2024-11-11,214.9334,214.9334,202.3843,7.1734,1.7494,0.0253,0.1996,non,oui,non,non,non,au-dessus du bord haut
2024-11-08,AIR.PA,2024-11-11,136.6467,136.6467,126.5391,6.8816,1.4688,-0.0695,0.2152,non,oui,non,non,non,au-dessus du bord haut
2024-11-08,PUB.PA,2024-11-11,94.9174,94.9174,90.3069,2.6744,1.7239,0.0049,0.1307,non,oui,non,non,non,au-dessus du bord haut
2024-11-08,SGO.PA,2024-11-11,81.7217,81.7217,78.7944,2.3865,1.2266,0.0929,0.0957,non,oui,non,non,non,au-dessus du bord haut
2024-11-08,MC.PA,2024-11-11,569.6714,569.6714,571.6782,24.6831,-0.0813,-0.1672,-0.1374,non,non,non,non,non,dans la bande
2024-11-08,CAP.PA,2024-11-11,153.511,153.511,167.6089,7.2072,-1.9561,-0.0758,-0.8978,oui,non,non,oui,non,candidate à l'achat
2024-11-15,ENGI.PA,2024-11-18,13.5002,13.5002,14.0741,0.5119,-1.1211,0.1125,-0.206,oui,non,non,oui,non,candidate à l'achat
2024-11-15,AC.PA,2024-11-18,41.3867,41.3867,38.8174,2.0317,1.2646,0.1023,0.2327,non,oui,non,non,non,au-dessus du bord haut
2024-11-15,EN.PA,2024-11-18,27.023,27.023,26.9806,0.9473,0.0448,-0.0865,-0.003,non,non,non,non,non,dans la bande
2024-11-15,TTE.PA,2024-11-18,52.1048,52.1048,53.2622,1.195,-0.9686,-0.0572,-0.3804,non,non,non,non,non,dans la bande
2024-11-15,SAF.PA,2024-11-18,212.2932,212.2932,205.7092,6.8728,0.958,0.0516,0.2881,non,non,non,non,non,dans la bande
2024-11-15,AIR.PA,2024-11-18,132.5559,132.5559,128.6773,6.2375,0.6218,-0.0335,0.0072,non,non,non,non,non,dans la bande
2024-11-15,PUB.PA,2024-11-18,90.2037,90.2037,91.1592,2.6418,-0.3617,0.0204,0.1558,non,non,non,non,non,dans la bande
2024-11-15,SGO.PA,2024-11-18,86.0688,86.0688,80.3726,2.3722,2.4012,0.1191,0.4721,non,oui,non,non,non,au-dessus du bord haut
2024-11-15,MC.PA,2024-11-18,558.1523,558.1523,564.9402,24.7596,-0.2742,-0.1704,-0.3866,non,non,non,non,non,dans la bande
2024-11-15,CAP.PA,2024-11-18,146.1716,146.1716,165.0637,7.5194,-2.5124,-0.086,-0.8102,oui,non,oui,oui,non,candidate à l'achat
2024-11-22,ENGI.PA,2024-11-25,13.4914,13.4914,14.1568,0.4587,-1.4507,0.1228,-0.037,oui,non,non,oui,non,candidate à l'achat
2024-11-22,AC.PA,2024-11-25,40.1486,40.1486,39.5006,1.9817,0.327,0.1258,0.2017,non,non,non,non,non,dans la bande
2024-11-22,EN.PA,2024-11-25,26.213,26.213,26.9987,0.7737,-1.0155,-0.0714,-0.1264,oui,non,non,oui,non,candidate à l'achat
2024-11-22,TTE.PA,2024-11-25,51.7242,51.7242,52.9627,1.209,-1.0244,-0.0597,-0.1811,oui,non,non,oui,non,candidate à l'achat
2024-11-22,SAF.PA,2024-11-25,215.2268,215.2268,208.6648,6.3014,1.0413,0.0739,0.2517,non,oui,non,non,non,au-dessus du bord haut
2024-11-22,AIR.PA,2024-11-25,132.4599,132.4599,130.2722,5.5306,0.3956,-0.0055,-0.1183,non,non,non,non,non,dans la bande
2024-11-22,PUB.PA,2024-11-25,94.3189,94.3189,91.6526,2.5745,1.0357,0.0294,0.0462,non,oui,non,non,non,au-dessus du bord haut
2024-11-22,SGO.PA,2024-11-25,83.0505,83.0505,81.7371,2.2319,0.5885,0.14,0.4422,non,non,non,non,non,dans la bande
2024-11-22,MC.PA,2024-11-25,555.0108,555.0108,560.0785,24.1619,-0.2097,-0.1671,-0.477,non,non,non,non,non,dans la bande
2024-11-22,CAP.PA,2024-11-25,146.361,146.361,161.2818,8.1995,-1.8197,-0.1097,-0.5346,oui,non,oui,oui,non,candidate à l'achat
2024-11-29,ENGI.PA,2024-12-02,13.224,13.224,14.0709,0.4905,-1.7265,0.1064,-0.0594,oui,non,non,oui,non,candidate à l'achat
2024-11-29,AC.PA,2024-12-02,41.2827,41.2827,40.1067,1.9232,0.6115,0.1443,0.0751,non,non,non,non,non,dans la bande
2024-11-29,EN.PA,2024-12-02,25.6305,25.6305,26.699,0.7835,-1.3637,-0.0814,-0.3524,oui,non,non,oui,non,candidate à l'achat
2024-11-29,TTE.PA,2024-12-02,49.8035,49.8035,52.2182,1.317,-1.8334,-0.0748,-0.2769,oui,non,oui,oui,non,candidate à l'achat
2024-11-29,SAF.PA,2024-12-02,215.6179,215.6179,210.945,5.964,0.7835,0.088,0.0232,non,non,non,non,non,dans la bande
2024-11-29,AIR.PA,2024-12-02,141.6977,141.6977,132.054,5.1327,1.8789,0.0205,-0.0394,non,oui,non,non,non,au-dessus du bord haut
2024-11-29,PUB.PA,2024-12-02,94.5491,94.5491,92.2723,2.5694,0.8861,0.0376,0.0003,non,non,non,non,non,dans la bande
